year,sont_VERB à_ADP,sont_VERB a_ADP,sont_VERB là_ADV
1840,2.746163954725489e-05,2.802662894541008e-07,1.0430365364300087e-05
1841,2.7813173801405355e-05,2.696630416743062e-07,1.06202296592528e-05
1842,2.677335578482598e-05,2.5223076782765474e-07,1.0460197700012941e-05
1843,2.713812136789784e-05,2.563599474925127e-07,1.1401520168874413e-05
1844,2.6120063921553083e-05,2.590600929330833e-07,1.0619268323353026e-05
1845,2.545309325796552e-05,2.801274421315725e-07,1.1279315003775991e-05
1846,2.751966894720681e-05,2.7164885807451356e-07,1.1117112990177702e-05
1847,2.66241877397988e-05,3.9801989704102425e-07,1.1024827472283505e-05
1848,2.768199919955805e-05,3.3709477875731864e-07,1.1216648090339731e-05
1849,2.676804069778882e-05,3.93832497280755e-07,1.111613164539449e-05
1850,2.594414763734676e-05,3.0618371127388855e-07,1.0929604286502581e-05
1851,2.4925146135501564e-05,3.10218000620921e-07,1.140131826105062e-05
1852,2.5815614208113402e-05,3.391994087831307e-07,1.0711149116104934e-05
1853,2.6564945073914714e-05,3.284562475336372e-07,1.1085099686169997e-05
1854,2.592532655398827e-05,3.585008463424799e-07,1.119094122259412e-05
1855,2.5869725504890084e-05,3.231924559088384e-07,1.1332964277244173e-05
1856,2.583003333711531e-05,3.2771608537984775e-07,1.1532189091667533e-05
1857,2.5520528652123176e-05,3.3487152428790523e-07,1.097753738577012e-05
1858,2.5801416995818727e-05,2.877481368734891e-07,1.1673374501697253e-05
1859,2.6055124180857092e-05,3.3761108220176084e-07,1.2389767107379157e-05
1860,2.695274815778248e-05,3.263532120101331e-07,1.178716411232017e-05
1861,2.7516232876223512e-05,3.0040689180665936e-07,1.2211045032017864e-05
1862,2.744224912021309e-05,4.364374643905933e-07,1.2035915460728575e-05
1863,2.6880050427280366e-05,3.396342069805769e-07,1.2990009963687044e-05
1864,2.6905136110144667e-05,3.202878158248268e-07,1.3789158401777968e-05
1865,2.719661824812647e-05,3.0265010431129724e-07,1.3166926692065317e-05
1866,2.633026451803744e-05,3.756253210696059e-07,1.3054926057520788e-05
1867,2.8654396373894997e-05,3.460054536219559e-07,1.2978844097233377e-05
1868,2.931914059445262e-05,3.141759786773335e-07,1.283033452637028e-05
1869,2.6716756110545248e-05,3.682173559393931e-07,1.3343239515961614e-05
1870,2.5845651180134155e-05,3.7558019361227934e-07,1.2918238098791335e-05
1871,2.7067007977166213e-05,4.3121978610116685e-07,1.3364627193368506e-05
1872,2.616623169160448e-05,3.471172669300415e-07,1.3546644368034322e-05
1873,2.7649353796732612e-05,3.250400273380194e-07,1.3062060133961495e-05
1874,2.6825397071661428e-05,3.280060546506647e-07,1.2771324691129848e-05
1875,2.7225887606618926e-05,3.587397546800375e-07,1.3118317838234361e-05
1876,2.9764531063847244e-05,4.468004854984997e-07,1.3151291568647139e-05
1877,2.7430894988356158e-05,3.6490414989653885e-07,1.243024325958686e-05
1878,2.6766449082060717e-05,3.949564111316306e-07,1.2580025213537738e-05
1879,2.8644182748394087e-05,4.679743037527828e-07,1.3055017006990965e-05
1880,2.6995387088391e-05,4.1908536219104064e-07,1.2404413610056508e-05
1881,2.7898397092940286e-05,4.4902947626823675e-07,1.3077635230729356e-05
1882,2.6642172088031657e-05,4.259446475529671e-07,1.3301452781888656e-05
1883,2.6818643164006062e-05,4.480411410767715e-07,1.3298416888574138e-05
1884,2.7233319997321814e-05,4.5155606720470587e-07,1.3159162335796282e-05
1885,2.7948275601374917e-05,6.200701430092437e-07,1.245812472916441e-05
1886,2.6720566893345676e-05,6.014628119999088e-07,1.2874660569650587e-05
1887,2.809396210068371e-05,5.373305240752302e-07,1.2702676031040028e-05
1888,2.656273682077881e-05,5.237347799891268e-07,1.3147898243914824e-05
1889,2.8780159482266754e-05,5.131147116088641e-07,1.3603491424873937e-05
1890,2.757495894911699e-05,5.027214364794474e-07,1.3306715118233114e-05
1891,2.8420097805792466e-05,5.194989318724197e-07,1.2675136531470343e-05
1892,2.8409525839379057e-05,5.516291150531316e-07,1.3190203389967792e-05
1893,2.7315039915265515e-05,4.932891526365779e-07,1.3111269254295621e-05
1894,2.8622851459658705e-05,4.915200744193271e-07,1.315131248702528e-05
1895,2.802868766593747e-05,5.723702392046448e-07,1.3327619853953365e-05
1896,2.809108809742611e-05,5.348605367494486e-07,1.3276570825837553e-05
1897,2.9560083930846304e-05,1.1612640644642624e-06,1.3880397091270424e-05
1898,2.8894955903524533e-05,8.312123593867682e-07,1.4073460079089273e-05
1899,2.8830190785811283e-05,6.284856741700651e-07,1.393391994497506e-05
1900,2.8596474294317886e-05,6.317511824782684e-07,1.3429254067887086e-05
1901,2.9249782528495416e-05,6.013483018207921e-07,1.4064061360841151e-05
1902,3.0288103516795672e-05,5.745032156667662e-07,1.1869137779285666e-05
1903,3.0369219530257396e-05,6.285856515297894e-07,1.372520000586519e-05
1904,3.0236566090025008e-05,5.283256632182542e-07,1.3668209248862695e-05
1905,2.9627917683683336e-05,6.151624569739056e-07,1.3656916962645482e-05
1906,3.0436081942752935e-05,5.756342760232513e-07,1.398806671204511e-05
1907,2.9843920856365003e-05,6.377126062773186e-07,1.338476431556046e-05
1908,3.0394621717277914e-05,5.407439349625065e-07,1.4057377484277822e-05
1909,2.9722914405283518e-05,5.737526045379582e-07,1.4160631508275401e-05
1910,3.016345544892829e-05,5.793059405512224e-07,1.4010225640959106e-05
1911,3.0315492040244862e-05,6.166313823996461e-07,1.371220059809275e-05
1912,3.0520437576342374e-05,5.798085664920904e-07,1.3647120795212686e-05
1913,3.167263639625162e-05,6.045408325050516e-07,1.3996180314279627e-05
1914,3.0232449717004783e-05,6.51593149214591e-07,1.3696850146516226e-05
1915,3.066532372031361e-05,5.442711978886905e-07,1.4499762073683087e-05
1916,2.957605101983063e-05,6.240878325236565e-07,1.5257190170814283e-05
1917,3.110187753918581e-05,6.064432938046593e-07,1.5555873687844723e-05
1918,2.9730188543908298e-05,4.95062806749047e-07,1.4881748938933015e-05
1919,3.0769868317293e-05,5.625995576075127e-07,1.397014784743078e-05
1920,3.101434776908718e-05,4.7402170721966286e-07,1.369286655972246e-05
1921,3.066053977818228e-05,4.7481127385395894e-07,1.3717274669033941e-05
1922,3.1708153983345255e-05,4.5005407089959704e-07,1.3881585800845642e-05
1923,2.935840529971756e-05,3.290943877409802e-07,1.3835765457770322e-05
1924,3.120288602076471e-05,4.060861638066626e-07,1.3915219824411906e-05
1925,3.0585932108806446e-05,3.7283823317579845e-07,1.3103229321131948e-05
1926,3.002435369126033e-05,2.7865344842670225e-07,1.3940475582785439e-05
1927,3.057563299080357e-05,3.1886782458911966e-07,1.3761487934971228e-05
1928,3.0472108846879564e-05,3.5649248530944533e-07,1.3105669495416805e-05
1929,2.91098822344793e-05,2.818522784053812e-07,1.2970775060239248e-05
1930,3.088794619543478e-05,3.214102548554365e-07,1.3253446923044976e-05
1931,3.189508061041124e-05,2.9767981857276027e-07,1.2754609997500665e-05
1932,3.019023461092729e-05,3.934473609135125e-07,1.1803421330114361e-05
1933,3.1536292226519436e-05,3.785318423155104e-07,1.1787252333306242e-05
1934,3.184823799529113e-05,2.7437818950204473e-07,1.2370981494314037e-05
1935,3.1639356166124344e-05,3.482770569718241e-07,1.192998570331838e-05
1936,3.248696157243103e-05,3.5404165643626584e-07,1.2066516319464426e-05
1937,3.15029792545829e-05,3.575877451922338e-07,1.1258977792749647e-05
1938,3.1641604437027127e-05,3.409851272451192e-07,1.2250830877746921e-05
1939,3.228880086680874e-05,4.2517460219215764e-07,1.1189127690158784e-05
1940,3.146906601614319e-05,5.274428502843875e-07,1.0313028724340256e-05
1941,3.16342047881335e-05,5.578339994372072e-07,1.162301759904949e-05
1942,3.212320007150993e-05,3.7927647511537543e-07,1.197906840388896e-05
1943,3.277752693975344e-05,3.919367443927513e-07,1.2872945262643043e-05
1944,3.219612699467689e-05,3.8236914789990806e-07,1.3055175259069074e-05
1945,3.0851973860990256e-05,3.6163166683422787e-07,1.3092809240333736e-05
1946,3.129324977635406e-05,3.8839880467378407e-07,1.2886765944131184e-05
1947,3.157719402224757e-05,3.850441316899378e-07,1.3331109585124068e-05
1948,3.234169344068505e-05,3.8051608086675515e-07,1.2725544365821406e-05
1949,3.4022807085420936e-05,4.0053393135508486e-07,1.1232620636292268e-05
1950,3.28505047946237e-05,3.5522106855978564e-07,1.1829713002953213e-05
1951,3.2627089240122586e-05,3.9340572755008907e-07,1.1390641702746507e-05
1952,3.421999645070173e-05,3.9437566634603627e-07,1.0826350262505002e-05
1953,3.3478590921731666e-05,3.997090054497221e-07,1.1208012438146397e-05
1954,3.261779420427047e-05,3.9481045632783207e-07,1.1595114301599097e-05
1955,3.3485033782199025e-05,4.364307741866469e-07,1.0764353646663949e-05
1956,3.366099190316163e-05,4.0117251742799453e-07,1.083253027900355e-05
1957,3.3886786695802584e-05,3.737220879429515e-07,1.0203584679402411e-05
1958,3.376481618033722e-05,3.2179027797951676e-07,1.0105372894031461e-05
1959,3.300810931250453e-05,4.541938238844523e-07,1.0218585885013454e-05
1960,3.2941090466920286e-05,4.0902126130504257e-07,1.0462224054208491e-05
1961,3.413352897041477e-05,3.9743470381381485e-07,1.0810640560521279e-05
1962,3.333776112413034e-05,4.122271519690912e-07,1.0608824595692568e-05
1963,3.3798060030676425e-05,3.5046008051153876e-07,1.0806715181388427e-05
1964,3.2506643037777394e-05,4.7150753346159036e-07,1.052830702974461e-05
1965,3.2638548873364925e-05,7.009687479353488e-07,1.058019552147016e-05
1966,3.272485264460556e-05,4.475572445983289e-07,1.0828337508428376e-05
1967,3.160739652230404e-05,3.2836034336014563e-07,1.0459706572873984e-05
1968,3.25443506881129e-05,3.8536348867523884e-07,1.1400560651964042e-05
1969,3.4196258638985455e-05,3.447194067973669e-07,1.0203058991464786e-05
1970,3.271257082815282e-05,4.1986360521661936e-07,1.0327816198696382e-05
1971,3.359432957950048e-05,3.6636775391230003e-07,1.0073314115288667e-05
1972,3.3312095183646306e-05,3.863000532788874e-07,1.0027384632849135e-05
1973,3.2693849789211527e-05,3.2858694964943425e-07,9.540599421598017e-06
1974,3.368986290297471e-05,4.821114956143902e-07,9.481338565819897e-06
1975,3.274391565355472e-05,3.701039119619054e-07,9.102385774895083e-06
1976,3.2305422791978344e-05,3.565240760394772e-07,9.242772648576647e-06
1977,3.279596785432659e-05,4.143131313583126e-07,1.0053998266812414e-05
1978,3.2398202165495604e-05,4.6990077962050236e-07,9.69682696450036e-06
1979,3.288106745458208e-05,3.6574832051883277e-07,9.891004992823582e-06
1980,3.338775422889739e-05,5.207598157142002e-07,9.483968824497424e-06
1981,3.337233283673413e-05,3.687795242512948e-07,9.743876944412477e-06
1982,3.412946898606606e-05,4.214893962739552e-07,1.0189614840783179e-05
1983,3.4223328839289024e-05,3.1639732434030066e-07,9.580965524946805e-06
1984,3.352232670295052e-05,3.444611103020634e-07,9.936021342582535e-06
1985,3.377856046427041e-05,3.4890237898821397e-07,9.62609556154348e-06
1986,3.3730371796991676e-05,3.266994639261611e-07,9.830956514633726e-06
1987,3.3948643249459565e-05,3.794817367008818e-07,9.38804805628024e-06
1988,3.453175304457545e-05,3.442022009636503e-07,9.650853826315142e-06
1989,3.375414598849602e-05,3.4355645794903467e-07,9.611897439754102e-06
1990,3.445999391260557e-05,3.639698800128599e-07,9.511710231890902e-06
1991,3.285702769062482e-05,2.983485867247282e-07,9.67845153354574e-06
1992,3.354784712428227e-05,2.9863897132997863e-07,9.230809155269526e-06
1993,3.3484509913250804e-05,3.029946453736443e-07,9.070452506421134e-06
1994,3.321779513498768e-05,2.758786585843609e-07,9.298113582190126e-06
1995,3.3836637157946825e-05,2.510594772076047e-07,9.099414455704391e-06
1996,3.374634979991242e-05,3.4003648075042747e-07,8.844151125231292e-06
1997,3.39627185894642e-05,3.164630477670016e-07,8.820687980914954e-06
1998,3.3953372621908784e-05,2.698761134567462e-07,8.913541023503058e-06
1999,3.4148084523621947e-05,2.8380949856909865e-07,8.911435543268453e-06
2000,3.519227175274864e-05,2.474097637872319e-07,9.143557690549642e-06
2001,3.361528433742933e-05,2.251942818887187e-07,8.804483513813466e-06
2002,3.420770008233376e-05,2.8828437859118594e-07,8.860144589561969e-06
2003,3.477963764453307e-05,2.4709852741722216e-07,8.633031029603444e-06
2004,3.4666147257667035e-05,2.3829921147466848e-07,8.695938959135674e-06
2005,3.447440030868165e-05,2.913926113734533e-07,8.552169674658217e-06
2006,3.4435030102031305e-05,2.97723439679487e-07,8.530209015589207e-06
2007,3.33315329044126e-05,1.8254771338988007e-07,8.966408131527714e-06
2008,3.447334165684879e-05,2.66089981160178e-07,8.70561234478373e-06
2009,3.3929503842955455e-05,2.455619141361609e-07,8.816387889964972e-06
2010,3.3965017792070284e-05,1.9367552028803914e-07,9.193446203425992e-06
2011,3.521839971654117e-05,1.8049148386989344e-07,9.369496183353476e-06
2012,3.374397419975139e-05,1.2697862900035162e-07,1.0198800737271085e-05
2013,2.9585922675323673e-05,1.285786670468525e-07,1.00179795481381e-05
2014,2.8350874345051125e-05,5.326995111687438e-08,1.0834804925252683e-05
2015,2.8538408514577895e-05,4.6769742079177945e-08,1.03578349808231e-05
2016,2.7851237973663956e-05,5.240490463798153e-08,1.0884063158300705e-05
2017,2.786920049402397e-05,5.7607501269263395e-08,1.0880773515964393e-05
2018,2.678297460079193e-05,4.69826940685536e-08,1.0264944648952223e-05
2019,2.6464456823305227e-05,4.617288040797973e-08,1.0670782103261445e-05
