year,petit_ADJ are_NOUN,petit_ADJ lard_NOUN
1849,2.513824481908955e-09,8.379414939696517e-10
1850,0.0,2.0366988096043315e-09
1851,6.449438760824933e-10,3.224719336003545e-08
1852,6.510545436100301e-10,1.4974254725075298e-08
1853,5.971931837933653e-10,5.1955808544335014e-08
1854,3.117398783558656e-09,1.9223959313308114e-08
1855,2.1227748447927297e-09,1.2205955357558196e-08
1856,1.5531567143511893e-09,4.659470320689252e-08
1857,4.881509085841174e-10,1.9526036343364694e-09
1858,4.893676019968041e-10,2.3489644007668176e-08
1859,5.092173349652285e-10,1.4258085379026397e-08
1860,1.373155145145688e-09,6.865775947773045e-09
1861,2.357981809808507e-09,1.226150558863992e-08
1862,9.035972525772706e-10,8.132375661773494e-09
1863,0.0,1.5483325122023217e-08
1864,2.8768367688059016e-09,2.0617330065419992e-08
1865,0.0,1.4120533631256649e-09
1866,0.0,2.919367858567057e-09
1867,0.0,3.202855580752839e-08
1868,4.93987406535723e-10,1.9265508299781686e-08
1869,9.767038289254515e-10,4.883519144627257e-10
1870,4.587239033071455e-09,1.4335121534259088e-08
1871,0.0,0.0
1872,6.047339295989218e-10,2.0560953828407946e-08
1873,0.0,2.0053114724305487e-07
1874,1.1949218281515073e-09,3.4055272379873713e-08
1875,1.1443054281912168e-09,1.3159512590732447e-08
1876,3.02300739996042e-09,4.836811839936672e-09
1877,0.0,1.6699003069220453e-08
1878,6.039088673581716e-10,3.623453259660181e-09
1879,1.221865053580018e-09,1.8327976358811782e-08
1880,0.0,4.492492600149944e-09
1881,0.0,3.067903264764027e-08
1882,6.655385131892899e-10,5.390861801402025e-08
1883,6.319338941018771e-10,0.0
1884,0.0,3.828984418419168e-08
1885,6.445635691854079e-10,5.156508553483263e-09
1886,1.2906927748801422e-09,6.4534639854230136e-09
1887,0.0,7.834709436771448e-09
1888,0.0,4.4384300679212174e-09
1889,1.2530273485467092e-09,1.2530273707511697e-08
1890,1.9663159989136147e-09,5.898947996740844e-09
1891,6.374220040683554e-10,2.5496880162734215e-09
1892,6.268512375839919e-10,3.1342561879199593e-09
1893,6.158416554491453e-10,9.23762488724833e-09
1894,0.0,1.071261657159539e-08
1895,0.0,4.814891596538473e-09
1896,5.89702897624278e-10,6.486732040400511e-09
1897,5.826713556089658e-10,3.4960281336537946e-09
1898,5.6583548957434e-10,8.487532454637403e-09
1899,1.6582735185011188e-09,1.1055156790007459e-09
1900,1.038210628578895e-09,1.4015843263770478e-08
1901,0.0,1.397184767881754e-08
1902,0.0,1.3748794991386148e-08
1903,0.0,1.0800440541913758e-09
1904,5.374625189347171e-10,2.6873125946735854e-09
1905,0.0,0.0
1906,3.600929110447737e-09,2.572092316910357e-09
1907,1.028568674676933e-09,5.142843484406967e-09
1908,9.822778146428846e-10,1.4734167219643268e-09
1909,0.0,2.200393367512987e-09
1910,5.344150677544235e-10,5.344150677544235e-10
1911,1.0640748282497725e-09,0.0
1912,0.0,5.730363294986773e-09
1913,5.30298971401777e-10,1.96210621083992e-08
1914,1.3393487430235496e-09,1.3393487430235496e-09
1915,0.0,1.1780761921542648e-09
1916,0.0,0.0
1917,0.0,0.0
1918,0.0,0.0
1919,2.762354567309444e-09,9.207848372660976e-10
1920,2.2716695191604686e-09,2.2716695191604686e-09
1921,3.0290989716519334e-09,1.1359120755116692e-08
1922,0.0,7.377935484775833e-10
1923,1.0615948120573648e-09,1.0615948120573648e-09
1924,0.0,2.578324886925998e-09
1925,1.0998177923937646e-09,1.0998177923937646e-09
1926,0.0,2.229227691330493e-09
1927,0.0,3.3447675740205796e-09
1928,0.0,0.0
1929,1.1140406375176326e-09,6.684243825105796e-09
1930,0.0,1.0503603542488804e-09
1931,0.0,0.0
1932,0.0,2.1919073223131136e-09
1933,1.1470662197865522e-09,1.1470662197865522e-09
1934,0.0,7.188948103475923e-09
1935,0.0,4.787313656606784e-09
1936,0.0,2.424942913137329e-09
1937,0.0,2.5182236296217297e-09
1938,1.2965214457594243e-09,7.779128452511941e-09
1939,0.0,1.3764645423464117e-08
1940,0.0,0.0
1941,0.0,5.9030051957620344e-09
1942,0.0,0.0
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,2.178504043826024e-09
1946,2.7842208538686464e-09,2.7842208538686464e-09
1947,0.0,0.0
1948,1.0871887834440486e-09,0.0
1949,0.0,3.9268033269479474e-09
1950,0.0,3.190608444114673e-09
1951,0.0,4.264560704569931e-09
1952,0.0,0.0
1953,0.0,5.386913581872932e-09
1954,9.772536113672459e-10,3.9090144454689835e-09
1955,9.385607846468247e-10,1.8771215692936494e-09
1956,0.0,0.0
1957,0.0,0.0
1958,8.272243445794913e-10,2.4816730892496253e-09
1959,7.750747821333448e-10,7.750747821333448e-10
1960,0.0,2.076250060767393e-09
1961,6.948159270159238e-10,0.0
1962,0.0,1.2683912808952869e-09
1963,0.0,1.2932106496776896e-09
1964,0.0,6.0839683291291635e-09
1965,0.0,1.0944086747954884e-09
1966,0.0,1.1078149508847446e-09
1967,4.930335584241163e-10,2.9582014060558492e-09
1968,0.0,1.796566312384229e-09
1969,0.0,1.3625273131978588e-09
1970,0.0,2.7592349793881255e-09
1971,0.0,2.5691987426412766e-09
1972,0.0,0.0
1973,0.0,2.921997932503473e-08
1974,1.1251143350321513e-09,3.937900283634832e-09
1975,0.0,5.711480177694739e-10
1976,0.0,2.856763492431469e-09
1977,0.0,1.7630346071939584e-09
1978,5.940591352171509e-10,3.2079192635592335e-08
1979,0.0,1.7555920051037788e-09
1980,0.0,1.0233271119375331e-08
1981,0.0,4.491140043194619e-08
1982,0.0,1.8622506869903077e-09
1983,0.0,5.052252838311233e-09
1984,0.0,5.799008384599347e-09
1985,0.0,3.609334831011779e-09
1986,0.0,1.1988970927134801e-09
1987,0.0,6.110816852533674e-10
1988,5.996553809062277e-10,1.798966087207532e-09
1989,0.0,2.7440609784434855e-09
1990,0.0,1.6345953479657283e-09
1991,0.0,5.861465202094962e-10
1992,0.0,2.2039776670368383e-09
1993,0.0,1.661762283333701e-09
1994,0.0,2.637463358823311e-09
1995,0.0,3.145021310047014e-08
1996,5.338092190498855e-10,2.135236876199542e-09
1997,0.0,1.1507746755512471e-08
1998,0.0,9.536258449571733e-10
1999,0.0,5.941261482789173e-09
2000,0.0,1.3254094488601709e-09
2001,0.0,1.4019877703219663e-08
2002,0.0,6.133709984368352e-09
2003,0.0,2.083461403401543e-09
2004,0.0,4.404791198453495e-09
2005,0.0,4.503749373441224e-09
2006,1.2353669198716943e-09,3.706100981659688e-09
2007,0.0,1.757570977645173e-08
2008,0.0,3.405951742863067e-09
2009,0.0,2.384096253749135e-09
2010,0.0,6.14093115247627e-09
2011,0.0,1.1471915639660324e-09
2012,0.0,3.744677901096338e-09
2013,0.0,2.7891249310130206e-09
2014,2.1654451842767486e-10,1.3209215457554713e-08
2015,0.0,2.1722438958704515e-08
2016,2.0713400439298368e-10,2.4441812129794016e-08
2017,0.0,1.0062445321423752e-09
2018,2.5814667070633845e-10,1.2391040193904246e-08
2019,0.0,5.2550347795499164e-08
