year,furent_VERB en_ADP,furent_VERB lents_ADJ
1921,1.338861693511717e-06,4.998013380941302e-08
1922,1.4453376024903264e-06,2.1396012073182646e-08
1923,1.5584212178509915e-06,2.866305948145964e-08
1924,1.5753564639453543e-06,1.804827398643738e-08
1925,1.4781551271880744e-06,3.629398648286042e-08
1926,1.4679463902211864e-06,3.009457216762712e-08
1927,1.3724695691053057e-06,3.2332753363562006e-08
1928,1.4156864835968008e-06,3.313552099371009e-08
1929,1.5362620615633205e-06,3.5649300400564243e-08
1930,1.4442455267271725e-06,4.516549623190258e-08
1931,1.4530423868563958e-06,3.42160717536899e-08
1932,1.4926888525224058e-06,4.274219378430644e-08
1933,1.3730382306675892e-06,5.391211388428019e-08
1934,1.3682964663530583e-06,2.875579241390369e-08
1935,1.492444994255493e-06,2.2739740757060645e-08
1936,1.3191689731684164e-06,4.7286388138445545e-08
1937,1.306958097302413e-06,3.021868266728234e-08
1938,1.2524396879598498e-06,4.148868626430158e-08
1939,1.2143476624260074e-06,1.6823456405745674e-08
1940,1.5037193179523456e-06,3.550096039361961e-08
1941,1.2012615115963854e-06,4.132103725851266e-08
1942,1.4533874264088809e-06,3.6410540360520827e-08
1943,1.419682007508527e-06,2.9032351633873077e-08
1944,1.3495381381289917e-06,5.1410978585408884e-08
1945,1.4792042293265695e-06,5.664110602765504e-08
1946,1.4310895721791894e-06,5.568441707737293e-08
1947,1.451962134524365e-06,5.4836007734593295e-08
1948,1.2448311963453307e-06,5.435943961629164e-08
1949,1.3743812132815947e-06,3.043272656100271e-08
1950,1.1762709846152575e-06,4.3604980959344175e-08
1951,1.2495162309278385e-06,2.1322803078760444e-08
1952,1.3022832945353002e-06,4.956057964022875e-08
1953,1.2077460951331886e-06,5.710128547775639e-08
1954,1.2733614767057588e-06,3.8112890621277984e-08
1955,1.180709432446747e-06,2.7218263198847126e-08
1956,1.070956159310299e-06,3.1396108823855684e-08
1957,1.300517510571808e-06,3.445664731316356e-08
1958,1.1399151844670996e-06,3.22617488279775e-08
1959,1.1711380238921265e-06,3.5653439312000046e-08
1960,1.161315822173492e-06,4.775375117560543e-08
1961,1.2228759942445322e-06,3.543561177821175e-08
1962,1.16374894787441e-06,4.439369405417892e-08
1963,1.2175578376627527e-06,3.556329275511416e-08
1964,1.2417378911777632e-06,3.589541464066315e-08
1965,1.2788165122401551e-06,2.5718604135249734e-08
1966,1.2994669305044226e-06,2.9357096309468034e-08
1967,1.5639024013580638e-06,2.9582013283402375e-08
1968,1.2885872138213017e-06,3.09907690621003e-08
1969,1.2180994417576585e-06,2.952142530432411e-08
1970,1.1437028888394707e-06,2.2993624781975086e-08
1971,1.1931358585570706e-06,2.8261185391897925e-08
1972,1.1122158412035787e-06,3.847610230423015e-08
1973,9.774910267879022e-07,3.859242525550144e-08
1974,1.0727965218393365e-06,2.5315072704756858e-08
1975,1.0806120371853467e-06,1.8847885030481848e-08
1976,1.024435391627776e-06,2.513951891103261e-08
1977,9.908254696711083e-07,2.938390863960194e-08
1978,1.084157929653884e-06,2.4950484345254154e-08
1979,1.0012726079366985e-06,1.287434159280565e-08
1980,9.505571938461799e-07,2.615169236719339e-08
1981,1.0032321142716683e-06,2.277197808098208e-08
1982,1.0801054486364592e-06,2.669225906970496e-08
1983,9.599280019756407e-07,2.273513821648976e-08
1984,9.42338886034122e-07,2.2616132966390978e-08
1985,9.125601536652539e-07,1.3234227935754461e-08
1986,9.58518171501055e-07,2.2179596825822046e-08
1987,9.53898506850237e-07,1.2832715334809564e-08
1988,9.528524174129416e-07,1.3792074149421296e-08
1989,9.467010499975004e-07,3.677041959804228e-08
1990,9.883852953862515e-07,2.6153525567451652e-08
1991,9.126301279138715e-07,1.934283488935762e-08
1992,1.067276230060088e-06,1.983579878128694e-08
1993,1.0230916132059065e-06,1.717154241021035e-08
1994,9.231121680386423e-07,2.637463225596548e-08
1995,9.603160151527845e-07,1.8978578708583882e-08
1996,1.0526717915126937e-06,1.7615704450690828e-08
1997,1.103784711631306e-06,1.5823152565985765e-08
1998,9.679301911091898e-07,1.621164003040576e-08
1999,9.848783975030528e-07,1.553868322901053e-08
2000,9.569456551616895e-07,1.6346715980830595e-08
2001,1.0663869716154295e-06,1.3143635513301888e-08
2002,1.0002328281188966e-06,1.62105191492401e-08
2003,9.767267101778998e-07,1.8751153518792307e-08
2004,9.051846063812263e-07,1.3214373595360485e-08
2005,9.72809857557877e-07,1.216012357474483e-08
2006,9.121126254285628e-07,1.1530091548195287e-08
2007,9.890330829875893e-07,8.38840730210677e-09
2008,9.140723022937891e-07,1.7881246705542253e-08
2009,8.673342222209612e-07,1.5258216023994464e-08
2010,7.345498147515173e-07,1.5588517143783065e-08
2011,6.913741117386962e-07,1.3766299211681599e-08
2012,6.937867169654055e-07,1.4297861561374248e-08
2013,7.435807560796093e-07,1.338780020176955e-08
2014,7.873558729443175e-07,1.5591204771681078e-08
2015,7.915390938251221e-07,1.684597350504191e-08
2016,8.919190008782607e-07,1.9677729667932908e-08
2017,6.507886496365245e-07,1.4842107098900215e-08
2018,7.070637479955622e-07,1.3165480261534412e-08
2019,7.515209858866001e-07,1.1734544003161318e-08
