year,soit_VERB égal_ADJ,soit_VERB egal_ADJ,soit_VERB légal_ADJ
1880,3.7865294189032284e-07,9.626769603698904e-09,2.0537108014195837e-08
1881,3.62570403922291e-07,3.4862537301449947e-09,1.2550513517339823e-08
1882,3.3410032074243645e-07,0.0,1.9300616216355593e-08
1883,4.08229283266337e-07,3.159669414998234e-09,1.7694148368718743e-08
1884,3.868594546929671e-07,1.3203393933736152e-09,2.0465261485469455e-08
1885,4.524836185737513e-07,3.86738152613475e-09,1.0957580620640783e-08
1886,4.046321748774062e-07,3.2267319927115068e-09,1.4197620856748472e-08
1887,4.700825684267329e-07,0.0,1.2404957061562527e-08
1888,3.8233906707318965e-07,1.9021844099853524e-09,1.9021843655764314e-08
1889,3.6463094943428587e-07,6.265136742733546e-10,1.0024218788373673e-08
1890,3.6573476336343447e-07,1.9663159989136147e-09,1.5730527991308918e-08
1891,5.150369588591275e-07,3.1871101313640793e-09,2.1672347472190268e-08
1892,4.206171695386729e-07,2.5074049503359674e-09,1.2537024751679837e-08
1893,4.175406331796694e-07,3.079208221734575e-09,1.6011883374744684e-08
1894,3.72420970506937e-07,1.2603078580752936e-09,2.0164925729204697e-08
1895,3.087549202973605e-07,1.8055843487019274e-09,1.5046536461227333e-08
1896,5.030165652897267e-07,1.179405795248556e-09,1.7691087705884456e-08
1897,3.0240641990531003e-07,1.1653426668090106e-08,1.8645483379486905e-08
1898,4.2720580495370086e-07,1.13167097914868e-09,1.584339415217073e-08
1899,3.548705365119531e-07,1.1055156790007459e-09,1.6029977345510815e-08
1900,3.280745488609682e-07,5.191053142894475e-10,1.142031713641245e-08
1901,3.699745150242961e-07,2.794369402536745e-09,1.2854099118442264e-08
1902,3.682712872432603e-07,3.928227076954727e-09,1.0311596021495006e-08
1903,3.277933728895732e-07,5.400220270956879e-10,1.9440793863623185e-08
1904,3.171028879478399e-07,1.0749250378694342e-09,1.9886112312406112e-08
1905,3.8912122590772924e-07,5.160759042333041e-10,1.2385822145688508e-08
1906,3.5083337479591137e-07,5.144184522798412e-10,1.9033482345776065e-08
1907,3.7799898677803867e-07,2.057137349353866e-09,2.262851062084792e-08
1908,4.061718641423795e-07,6.875944702500192e-09,2.0627833663411366e-08
1909,3.0970537068242265e-07,3.850688656825696e-09,1.5952851484257735e-08
1910,3.393535621398769e-07,1.068830135508847e-09,1.5498036631811374e-08
1911,3.8359897303053003e-07,0.0,1.1172785363555704e-08
1912,3.641385433184041e-07,3.646594803896619e-09,1.40654377034366e-08
1913,3.3992162684626237e-07,5.30298971401777e-10,2.704524781904638e-08
1914,4.205554944292089e-07,9.37544086809794e-09,1.0714789944188396e-08
1915,4.099705108728813e-07,0.0,3.534228465440492e-09
1916,4.065360883487301e-07,0.0,2.4172416956957932e-08
1917,4.3207711541981553e-07,2.1932848870420685e-09,1.5352993543160665e-08
1918,3.491858251436497e-07,1.1486376294556067e-09,1.1486376294556067e-08
1919,3.517397999530658e-07,1.8415696745321952e-09,2.6702760891339494e-08
1920,3.763399263334577e-07,0.0,5.300562211374427e-09
1921,3.400163564037939e-07,7.572747429129834e-10,1.060184651180407e-08
1922,2.9364181841629033e-07,1.4755870969551665e-09,1.0329110011753073e-08
1923,3.8005094893378555e-07,2.1231896241147297e-09,9.554353752605493e-09
1924,3.622546387305192e-07,1.289162443462999e-09,1.675911143195208e-08
1925,2.7385462431084306e-07,2.1996355847875293e-09,6.598906754362588e-09
1926,3.5890565186491585e-07,0.0,1.671920735191179e-08
1927,2.9656936817445967e-07,0.0,1.3379070296082318e-08
1928,2.8336583568489004e-07,1.1426041224282812e-09,1.0283437212876834e-08
1929,2.6625571081240196e-07,2.2280812750352652e-09,1.0026365515614089e-08
1930,2.751944236933923e-07,0.0,1.7856125467119455e-08
1931,3.147878544496052e-07,0.0,1.596749932275543e-08
1932,3.0577106713280955e-07,0.0,1.3151444377967891e-08
1933,3.5444347190605185e-07,2.6382522833046096e-08,1.0323596200123575e-08
1934,3.0433213282776705e-07,1.1981580172459871e-09,1.5576054224197833e-08
1935,3.4468658327568846e-07,0.0,1.196828414151696e-08
1936,2.897806723467511e-07,0.0,1.33371855781661e-08
1937,2.543405912547314e-07,1.2591118148108649e-09,6.295559185076627e-09
1938,3.07275570321508e-07,1.2965214457594243e-09,1.2965214679638848e-08
1939,2.554106401930767e-07,6.117620188206274e-09,7.647025235257843e-09
1940,4.843345209337713e-07,5.0715658339584024e-09,2.028626333583361e-08
1941,2.8334426360743237e-07,0.0,2.3612020783048138e-08
1942,3.671396200388699e-07,3.034211770724937e-09,9.102635090130207e-09
1943,2.29355578085233e-07,0.0,5.806470415592457e-09
1944,2.5062851705115463e-07,9.639558484764166e-09,6.4263723231761105e-09
1945,4.07380269962232e-07,4.357008087652048e-09,2.178504132643866e-08
1946,3.410670501580171e-07,0.0,1.9489545977080525e-08
1947,4.0769378983895876e-07,2.3841741914054637e-09,1.0728784083369192e-08
1948,2.946281654203631e-07,0.0,1.522064252412747e-08
1949,3.593025041936926e-07,2.945102384188658e-09,1.570721330779179e-08
1950,3.945719129205827e-07,0.0,1.2762433776458693e-08
1951,3.667522321393335e-07,0.0,1.8124383771578323e-08
1952,4.51317617944369e-07,6.326882129314981e-09,1.2653764258629963e-08
1953,3.7385180462479184e-07,4.3095309543161875e-09,1.508335856215126e-08
1954,4.2901433516817633e-07,9.772536113672459e-10,8.795282724349818e-09
1955,3.65100135013563e-07,5.631364707880948e-09,8.447047505910632e-09
1956,3.5756681882048724e-07,8.72114158667614e-10,1.3081712602058815e-08
1957,3.25129377642952e-07,8.835037701437898e-10,2.1204090927540165e-08
1958,3.1930858312989585e-07,0.0,9.099467845885556e-09
1959,3.092548297445319e-07,3.100299128533379e-09,1.0851047171911432e-08
1960,3.3842874813672097e-07,1.3841666701708277e-09,4.152500121534786e-09
1961,3.376805466359656e-07,1.3896318540318475e-09,6.94815938118154e-09
1962,3.1202424111143046e-07,4.43936931660005e-09,1.331810839388936e-08
1963,3.776175105940638e-07,1.2932106496776896e-09,9.052474325699222e-09
1964,3.1879994821792934e-07,8.517555549758526e-09,8.517555549758526e-09
1965,2.790742144043179e-07,8.755269398363907e-09,1.0396882466068291e-08
1966,4.0767591258372704e-07,4.985167390003653e-09,1.6617224929404983e-08
1967,3.0962507935328176e-07,2.465167847631733e-09,1.7256175155466735e-08
1968,2.6634094751898374e-07,8.982831700699023e-10,1.527081394669949e-08
1969,2.2300031332633807e-07,4.087581828571274e-09,2.5888018839737015e-08
1970,3.274292339483509e-07,1.3796175313274261e-09,1.609553734738256e-08
1971,3.0522082283823693e-07,2.569198631618974e-09,1.9012070140433934e-08
1972,2.565073486948677e-07,5.130146862875051e-10,9.747279428040656e-09
1973,2.5636398959250073e-07,0.0,1.0475087464101307e-08
1974,2.655269781826064e-07,5.625571675160757e-10,1.6314157136321228e-08
1975,2.5987233698288037e-07,2.4559364319998167e-08,1.0851811893530794e-08
1976,1.9140314577725803e-07,2.856763492431469e-09,1.199840671262109e-08
1977,1.9804754458618845e-07,1.1753563677885381e-09,1.645498848290572e-08
1978,1.5742567427423637e-07,1.1881182704343018e-09,1.6633656230169436e-08
1979,1.7614439684621175e-07,5.851973350345929e-10,1.6385525825057812e-08
1980,1.8704145077208523e-07,1.7055452605774235e-09,1.819248218737357e-08
1981,1.998873671027468e-07,0.0,1.8976647808699454e-08
1982,2.2533232879595744e-07,6.207502289967692e-10,2.0484757001781873e-08
1983,1.338846971066232e-07,1.89459470334441e-09,2.0209011353244932e-08
1984,2.2616133321662346e-07,1.1598016991243298e-09,1.1598016769198694e-08
1985,2.02724308451252e-07,1.2031116103372597e-09,2.045289804186723e-08
1986,1.9601966982918384e-07,3.5966913891627428e-09,1.6784559520033326e-08
1987,1.9493505476475548e-07,1.2221633705067347e-09,2.3832186002437084e-08
1988,1.900907591334544e-07,5.996553809062277e-10,3.058242370457265e-08
1989,1.7616872582948417e-07,2.1952488715726304e-09,1.3720305780395847e-08
1990,1.8089521347519621e-07,1.6345953479657283e-09,2.179460345530515e-08
1991,1.770162469938441e-07,5.861465202094962e-10,1.3481369798284959e-08
1992,1.647473339971839e-07,3.30596661157756e-09,1.4876849085965205e-08
1993,1.3903409978865966e-07,5.539207426075166e-10,9.416652346772025e-09
1994,1.5561033706035232e-07,0.0,1.5824779708850656e-08
1995,1.85990060685981e-07,8.133675954979935e-09,1.3556126887692699e-08
1996,1.4039181905900477e-07,1.067618438099771e-09,1.2277611816102763e-08
1997,1.4192887931585574e-07,9.58978896292706e-10,8.630809844589749e-09
1998,1.416134409737424e-07,0.0,1.2397135762398648e-08
1999,1.4716047758156492e-07,4.570201161957499e-10,1.1425503210205079e-08
2000,1.9483519508867175e-07,0.0,1.5463109903635086e-08
2001,1.4414186466638057e-07,0.0,2.015357480900093e-08
2002,1.844494192937418e-07,1.3143663935011318e-09,1.3143664823189738e-08
2003,1.4334214881728258e-07,0.0,1.6667691227212345e-08
2004,1.9248938087912393e-07,2.2023955992267474e-09,1.0571499231559756e-08
2005,1.5582973844630033e-07,4.5037495954858286e-10,1.4862373554080932e-08
2006,1.3094890505271906e-07,1.6471559671771274e-09,1.4000825387938676e-08
2007,1.1663880172818608e-07,1.997239706952314e-09,1.677681460421354e-08
2008,2.2521855669310753e-07,4.257439678578834e-10,1.9158479247494142e-08
2009,1.7976086041926465e-07,4.76819250749827e-10,2.098004614481397e-08
2010,1.6722226803267404e-07,2.3618964561933353e-09,1.9367551118421034e-08
2011,1.2198471210922435e-07,7.64794394481072e-10,2.2561435386592166e-08
2012,1.3242542706848326e-07,0.0,2.791487219155897e-08
2013,1.1463303906111832e-07,0.0,3.932666459149914e-08
2014,1.1260314636274416e-07,0.0,3.13989545475124e-08
2015,1.4163916262077691e-07,0.0,2.6377247053233077e-08
2016,1.2552320072245493e-07,2.0713400439298368e-10,2.796309139796449e-08
2017,1.1144157952003297e-07,0.0,4.1004465600735784e-08
2018,1.0971233166401362e-07,0.0,3.123574643382199e-08
2019,1.1887603079685505e-07,0.0,2.9591458172717466e-08
