year,eurent_VERB également_ADV,eurent_VERB légalement_ADV
1887,2.6768590899450828e-08,0.0
1888,6.78445744028977e-08,0.0
1889,4.636201111907212e-08,0.0
1890,4.4569826940232815e-08,0.0
1891,2.358461337337303e-08,0.0
1892,5.7043461509920235e-08,0.0
1893,6.959010789842068e-08,0.0
1894,3.906954404442331e-08,0.0
1895,4.814891596538473e-08,0.0
1896,4.599682768002822e-08,0.0
1897,6.467652013952829e-08,0.0
1898,3.3384292663640736e-08,0.0
1899,4.8089930260175606e-08,0.0
1900,5.3467847038746186e-08,0.0
1901,6.538824237622975e-08,1.676621730339889e-09
1902,4.468358127951433e-08,0.0
1903,5.562226945698967e-08,0.0
1904,6.019580212068831e-08,0.0
1905,3.715746643706552e-08,0.0
1906,6.173021205313489e-08,0.0
1907,5.348557152728972e-08,0.0
1908,5.255186152908209e-08,0.0
1909,5.280944037622248e-08,0.0
1910,5.878565900729882e-08,0.0
1911,4.415910481725405e-08,0.0
1912,7.60575531444374e-08,0.0
1913,5.7272288245258096e-08,0.0
1914,6.428874144148722e-08,6.696743715117748e-10
1915,5.301343009023185e-08,0.0
1916,2.6369908923129515e-08,0.0
1917,4.8252267959014716e-08,0.0
1918,4.479686666059024e-08,1.1486376294556067e-09
1919,7.550436009751138e-08,0.0
1920,8.783788985056162e-08,0.0
1921,5.755288157160976e-08,7.572747429129834e-10
1922,6.49258353746518e-08,7.377935484775833e-10
1923,6.688047449188161e-08,0.0
1924,4.769901096324247e-08,0.0
1925,5.719052609265418e-08,0.0
1926,6.241837269271855e-08,0.0
1927,5.1286434654684854e-08,0.0
1928,5.9415413034002995e-08,0.0
1929,5.7930112262738476e-08,0.0
1930,5.566909777598994e-08,0.0
1931,6.044839295782367e-08,0.0
1932,6.685317543997371e-08,1.0959536611565568e-09
1933,7.914756849913829e-08,0.0
1934,9.465448158607614e-08,0.0
1935,4.906996409204112e-08,0.0
1936,5.577368611398015e-08,1.2124714565686645e-09
1937,5.162358363008934e-08,0.0
1938,2.9819993585533666e-08,0.0
1939,4.7411557346777045e-08,0.0
1940,5.325144059042941e-08,0.0
1941,5.017554371988808e-08,0.0
1942,6.068423630267716e-08,0.0
1943,5.8064703267746154e-08,0.0
1944,4.819779064746399e-08,0.0
1945,6.099811145077183e-08,0.0
1946,5.986074569364064e-08,0.0
1947,5.4836007734593295e-08,0.0
1948,9.458542393758762e-08,0.0
1949,9.81700836177879e-08,0.0
1950,4.2541444145172136e-08,0.0
1951,5.863770979885885e-08,0.0
1952,4.639713679921442e-08,0.0
1953,6.787511352968068e-08,0.0
1954,7.231676590890856e-08,0.0
1955,4.786659957289885e-08,0.0
1956,6.366433069615596e-08,0.0
1957,7.244730682032241e-08,0.0
1958,4.1361218450219894e-08,0.0
1959,5.8905683886223414e-08,0.0
1960,7.958958292419993e-08,0.0
1961,6.392306772795564e-08,2.779263708063695e-09
1962,5.7711801559889864e-08,0.0
1963,6.660035012373555e-08,0.0
1964,6.692365417393376e-08,0.0
1965,6.292849974443016e-08,0.0
1966,5.3729024784843205e-08,0.0
1967,5.6205823995014725e-08,0.0
1968,6.243067929290191e-08,0.0
1969,4.814263121488693e-08,0.0
1970,5.3805081279278966e-08,0.0
1971,4.4704059121158934e-08,0.0
1972,6.207477554198704e-08,0.0
1973,6.285052478460784e-08,5.513203782392395e-10
1974,5.456804430536977e-08,0.0
1975,5.254561585843476e-08,0.0
1976,5.0850388788603595e-08,0.0
1977,4.995264646368014e-08,0.0
1978,4.574255285660911e-08,0.0
1979,5.26677617074256e-08,0.0
1980,4.7186752283323585e-08,0.0
1981,5.756250232025195e-08,0.0
1982,5.0280767993626796e-08,0.0
1983,4.16810870262907e-08,0.0
1984,5.625038212997424e-08,0.0
1985,5.9554025710895075e-08,0.0
1986,4.375974427262008e-08,1.1988970927134801e-09
1987,4.5831125561335284e-08,0.0
1988,5.217001941559829e-08,0.0
1989,4.829547606277629e-08,0.0
1990,4.4678937882736136e-08,0.0
1991,5.0994746203514296e-08,0.0
1992,3.967159756257388e-08,0.0
1993,4.819110444032049e-08,0.0
1994,4.430938460586731e-08,0.0
1995,5.585124185358836e-08,0.0
1996,7.046281780276331e-08,1.067618438099771e-09
1997,6.329261026394306e-08,0.0
1998,7.056831208274161e-08,9.536258449571733e-10
1999,5.072923414672914e-08,4.570201161957499e-10
2000,5.920162138295382e-08,0.0
2001,7.448060301840087e-08,0.0
2002,5.651775580872709e-08,0.0
2003,5.958699844654802e-08,0.0
2004,5.1976535075937136e-08,0.0
2005,5.5396121467765624e-08,0.0
2006,5.1473623585707173e-08,0.0
2007,4.833320232933147e-08,0.0
2008,3.9594187484226495e-08,0.0
2009,5.674149150536323e-08,4.76819250749827e-10
2010,4.5820790717243653e-08,0.0
2011,4.1298896746866376e-08,0.0
2012,2.9616998631354363e-08,3.404252713057332e-10
2013,3.7374274342028e-08,5.578250084070646e-10
2014,3.962764694165344e-08,0.0
2015,3.1697027225163765e-08,0.0
2016,3.41771091427745e-08,4.1426800878596737e-10
2017,2.6917041040519507e-08,2.515611330355938e-10
2018,3.407535942301365e-08,0.0
2019,2.984655722571006e-08,2.55098775436835e-10
