year,seraient_VERB égales_ADJ,seraient_VERB légales_ADJ
1800,2.2009151834367913e-08,0.0
1801,7.143547975374531e-09,0.0
1802,4.699464284385613e-08,0.0
1803,3.315576790896557e-08,0.0
1804,6.673997887673977e-08,0.0
1805,6.822906328807221e-08,0.0
1806,7.204172902675055e-08,0.0
1807,6.263301344233696e-08,0.0
1808,4.305540457494317e-08,0.0
1809,1.8072244145628247e-08,0.0
1810,4.212228077449254e-08,0.0
1811,1.504246114336638e-07,0.0
1812,3.467370746079723e-08,0.0
1813,1.0927818294703684e-07,0.0
1814,4.72001566720337e-08,0.0
1815,9.979726911524267e-08,0.0
1816,1.715026911597306e-07,0.0
1817,6.85024303948012e-08,0.0
1818,2.026600220972341e-08,0.0
1819,7.763287612760905e-08,1.035105001712111e-09
1820,2.4919611263385377e-08,0.0
1821,9.2697987952306e-08,0.0
1822,5.81485721795616e-08,1.0025615893027862e-09
1823,4.348382276475604e-08,9.882686891060644e-10
1824,4.29476756380609e-08,0.0
1825,5.2832657360113444e-08,1.7610886082763955e-09
1826,3.170874407487645e-08,0.0
1827,6.636436467033491e-08,0.0
1828,5.503380862137419e-08,0.0
1829,7.801590129474789e-08,0.0
1830,6.992679857376061e-08,0.0
1831,6.860130952190957e-08,0.0
1832,1.2176972319366541e-08,0.0
1833,8.91939393454777e-08,0.0
1834,6.72086244435377e-08,4.667265685043276e-09
1835,5.8235777089521434e-08,3.781543966852041e-09
1836,3.696412420595152e-08,2.016224964762614e-09
1837,5.0792603900617905e-08,0.0
1838,4.418513199766494e-08,0.0
1839,6.571986688186371e-08,0.0
1840,5.286841542329057e-08,0.0
1841,4.8154113585496816e-08,1.2841097074556274e-09
1842,5.0311989241436095e-08,2.683306021822318e-09
1843,6.261326035428283e-08,1.7720733769266417e-09
1844,8.78169785778482e-08,0.0
1845,4.464182268293371e-08,5.580227946389016e-10
1846,7.552306868774394e-08,0.0
1847,6.417936049274431e-08,0.0
1848,7.884317199113866e-08,0.0
1849,6.535943697372204e-08,0.0
1850,7.19633561629962e-08,0.0
1851,5.611011744122152e-08,0.0
1852,3.450589147746541e-08,0.0
1853,5.4941772020811186e-08,2.9859659189668264e-09
1854,6.390667550704165e-08,5.7152309551611324e-09
1855,2.865746040470185e-08,0.0
1856,4.814786080942213e-08,5.177189343896771e-09
1857,6.882928005325084e-08,0.0
1858,6.949019848434546e-08,0.0
1859,3.0043821652725455e-08,5.092173349652285e-10
1860,4.851814949802247e-08,9.154367819341758e-10
1861,3.254015012998934e-08,0.0
1862,4.427626620895353e-08,4.517986262886353e-10
1863,6.293222298836554e-08,0.0
1864,3.9796240969280916e-08,0.0
1865,2.3063536858103362e-08,0.0
1866,3.8924902412418305e-08,1.4596839292835284e-09
1867,5.629261323747414e-08,0.0
1868,4.643481688049178e-08,1.4819622196071691e-09
1869,6.006728625607138e-08,0.0
1870,5.390005952676802e-08,0.0
1871,3.504988654867702e-08,1.0621177271019633e-09
1872,4.051717183983783e-08,0.0
1873,6.824045328812645e-08,2.3944017879529156e-09
1874,3.4055272379873713e-08,0.0
1875,4.4627910256167524e-08,0.0
1876,3.204387866162506e-08,6.04601479992084e-10
1877,3.896434108696667e-08,1.2369631985365004e-09
1878,5.435179772916854e-08,6.039088673581716e-10
1879,3.787781821529279e-08,0.0
1880,5.134277003548959e-08,0.0
1881,2.8587281875047665e-08,0.0
1882,4.1263387373646765e-08,0.0
1883,3.854796659652493e-08,0.0
1884,5.149323811792783e-08,0.0
1885,6.381179673553561e-08,0.0
1886,5.485444276587259e-08,1.2906927748801422e-09
1887,3.721487118468758e-08,0.0
1888,3.6775563927449184e-08,0.0
1889,6.703696442400542e-08,1.2530273485467092e-09
1890,5.767860145056147e-08,6.554386478008212e-10
1891,4.461954006274027e-08,0.0
1892,2.9462007944403013e-08,0.0
1893,3.818218274886931e-08,0.0
1894,2.9617234886814003e-08,0.0
1895,3.8519132772307785e-08,2.4074457982692365e-09
1896,3.184395680477792e-08,0.0
1897,2.330685333618021e-08,1.1653427112179315e-09
1898,2.8857609635224435e-08,1.13167097914868e-09
1899,3.8693048765026106e-08,1.1055156790007459e-09
1900,4.56812685456498e-08,0.0
1901,2.0119459875900247e-08,5.588738916095792e-10
1902,2.7988617645746672e-08,9.820567692386817e-10
1903,1.8900770726304472e-08,1.0800440541913758e-09
1904,3.0097901060344157e-08,0.0
1905,2.4255568220610257e-08,5.160759042333041e-10
1906,2.623534101076075e-08,2.0576738091193647e-09
1907,2.674278576364486e-08,5.142843373384665e-10
1908,2.9468335327464956e-08,0.0
1909,3.080550925460557e-08,0.0
1910,3.366815093386322e-08,5.34415089958884e-09
1911,3.6710581241550244e-08,5.852411444351446e-09
1912,2.7609932118366487e-08,1.5628263128064646e-09
1913,4.454511426388308e-08,1.060597942803554e-09
1914,4.888622839871459e-08,1.2054139020278853e-08
1915,4.005459075528961e-08,7.068456930880984e-09
1916,8.020847275247434e-08,1.2086208478478966e-08
1917,1.7546279096336548e-08,4.386569774084137e-09
1918,3.445912710731136e-08,4.594550517822427e-09
1919,3.1306683467846597e-08,0.0
1920,4.619061400035207e-08,7.572231730534895e-10
1921,4.1650110915725236e-08,1.5145494858259667e-09
1922,1.8444838545406128e-08,3.6889677978990676e-09
1923,5.201814445854325e-08,0.0
1924,4.2542360745301266e-08,0.0
1925,2.5295809891190402e-08,2.1996355847875293e-09
1926,4.2355324580967135e-08,1.1146138456652466e-09
1927,2.4528294062520217e-08,0.0
1928,2.5137291359556002e-08,0.0
1929,3.119313873867213e-08,1.1140406375176326e-09
1930,2.2057568216382606e-08,3.1510811737689437e-09
1931,2.737285598186645e-08,0.0
1932,2.520693342944469e-08,0.0
1933,1.7205993074753678e-08,0.0
1934,3.1152108448395666e-08,0.0
1935,2.393656828303392e-08,1.196828414151696e-09
1936,3.758661648589623e-08,0.0
1937,2.392312481447334e-08,1.2591118148108649e-09
1938,5.0564334941327616e-08,0.0
1939,2.2941076593951948e-08,0.0
1940,3.296517903095264e-08,0.0
1941,4.132103725851266e-08,0.0
1942,3.3376331032286544e-08,0.0
1943,2.322588166236983e-08,0.0
1944,3.213186161588055e-08,0.0
1945,3.0499055725385915e-08,0.0
1946,3.062643116891195e-08,0.0
1947,3.814678706248742e-08,0.0
1948,2.5005341797168512e-08,0.0
1949,3.7304630495782476e-08,9.817008317369869e-10
1950,1.595304155443955e-08,4.2541445921528975e-09
1951,2.6653504292539765e-08,0.0
1952,4.5342655852209646e-08,0.0
1953,3.124409886368085e-08,0.0
1954,2.34540866728139e-08,0.0
1955,3.660387193349379e-08,9.385607846468247e-10
1956,2.2674967681268754e-08,8.72114158667614e-10
1957,2.47381048978923e-08,0.0
1958,2.4816730004317833e-08,8.272243445794913e-10
1959,2.325224279786653e-08,0.0
1960,4.0832915715327545e-08,0.0
1961,2.779263752472616e-08,6.948159270159238e-10
1962,2.3465238641051656e-08,0.0
1963,3.36234755593523e-08,3.2330267352165265e-09
1964,2.8594651979574337e-08,6.083968329129164e-10
1965,3.0643441562006046e-08,1.0944086747954884e-09
1966,3.0464910594218964e-08,0.0
1967,1.824224149515885e-08,9.860671168482327e-10
1968,3.5931325470528463e-08,0.0
1969,2.0892086283197386e-08,1.3625273131978588e-09
1970,2.851209579546321e-08,0.0
1971,2.209510974182649e-08,0.0
1972,1.487742551375959e-08,0.0
1973,2.0950174928202614e-08,0.0
1974,1.6314157136321228e-08,1.6876715580593782e-09
1975,1.770558810676448e-08,1.1422960355389478e-09
1976,2.399681342524218e-08,0.0
1977,2.2331770210826107e-08,5.876781838942691e-10
1978,2.4356424432880885e-08,1.7821774056514528e-09
1979,1.521513048885481e-08,5.851973350345929e-10
1980,1.819248218737357e-08,0.0
1981,1.0753434587229549e-08,1.8976649140967083e-09
1982,2.2347007799794483e-08,6.207502289967692e-10
1983,2.2103606056589342e-08,2.5261264191556165e-09
1984,1.1598016769198694e-08,5.799008495621649e-10
1985,1.5038894574104233e-08,1.8046674155058895e-09
1986,1.1988970705090196e-08,5.994485463567401e-10
1987,1.2832715334809564e-08,1.8332451112712533e-09
1988,1.3192418713003917e-08,0.0
1989,6.036934507847036e-09,1.0976244357863152e-09
1990,1.8525414091641323e-08,5.44865097484859e-10
1991,1.582595565707834e-08,2.9307325455363298e-09
1992,1.1570882918476855e-08,0.0
1993,8.308811416668505e-09,0.0
1994,1.0549853435293244e-08,2.1099706426497278e-09
1995,1.2471637056421514e-08,1.0844901643380922e-09
1996,1.7081895009596337e-08,1.6014276571496566e-09
1997,8.630809844589749e-09,9.58978896292706e-10
1998,1.4781200263769279e-08,1.43043876743576e-09
1999,1.0968483010742602e-08,9.140402323914998e-10
2000,6.185244316725402e-09,4.4180314962005696e-10
2001,1.2267393323384113e-08,2.190605918883648e-09
2002,9.200564754507923e-09,2.1906108038649563e-09
2003,7.500461585152607e-09,0.0
2004,8.80958239690699e-09,3.0833537945085254e-09
2005,1.3961623857028371e-08,4.5037495954858286e-10
2006,1.1118302722934459e-08,1.2353669198716943e-09
2007,1.2782334302130494e-08,1.1983438685803094e-09
