year,seraient_VERB égales_ADJ,seraient_VERB légales_ADJ
2008,1.3198063086861112e-08,0.0
2009,1.0966842545201416e-08,1.907277002999308e-09
2010,5.196172381261022e-09,9.447586046817946e-10
2011,1.3766299211681599e-08,0.0
2012,5.7872298064864935e-09,6.808505426114664e-10
2013,1.3666713094551142e-08,2.789125042035323e-10
2014,9.744502982300673e-09,6.496335691608124e-10
2015,1.4851055496478693e-08,6.649726325136385e-10
2016,1.3670844012381167e-08,0.0
2017,6.5405894034142875e-09,7.54683426862357e-10
2018,9.809573597863164e-09,5.162933414126769e-10
2019,1.2499840273960672e-08,5.1019755087367e-10
