year,est_VERB également_ADV,est_VERB egalement_ADV,est_VERB légalement_ADV
1826,1.1177332453371491e-05,6.34174881497529e-08,3.831473236459715e-07
1827,1.2490326298575383e-05,8.479891278057039e-08,4.0648172888735346e-07
1828,1.3069611668470316e-05,8.713686128203335e-08,5.274073420769021e-07
1829,1.271316250495147e-05,5.486832677092934e-08,3.8322096429510566e-07
1830,1.2359300853859168e-05,3.652892388572582e-08,4.0703659465179953e-07
1831,1.3009302165301051e-05,5.6128342862393765e-08,3.102649941411073e-07
1832,1.2151265764259733e-05,1.0823975493678972e-08,4.640779422970809e-07
1833,1.2011064427497331e-05,3.938433579264711e-08,3.8110137379199216e-07
1834,1.2505471204349305e-05,3.173740381612333e-08,4.5459165676220437e-07
1835,1.1642617209872697e-05,2.647080776796429e-08,3.5924668395637127e-07
1836,1.0729005225584842e-05,3.965242711956307e-08,3.3066090021627303e-07
1837,1.151322248915676e-05,2.6439986200443855e-08,3.625061084644443e-07
1838,1.085628719010856e-05,2.1461350030449466e-08,3.1687054047324636e-07
1839,1.2416160643624607e-05,1.957613093850341e-08,3.98514089283708e-07
1840,1.1271800758549944e-05,2.6752692505738196e-08,3.942837167869584e-07
1841,1.216372947965283e-05,2.5682194149112547e-08,3.8138057023573424e-07
1842,1.1995049135293812e-05,2.1466448174578545e-08,4.138999543101818e-07
1843,1.3200174180383328e-05,2.4218335781256428e-08,3.2547080763833947e-07
1844,1.1860781341965776e-05,2.085653250105679e-08,4.4457347248005874e-07
1845,1.2375829101074487e-05,1.3392547515422848e-08,4.1572698705749644e-07
1846,1.1777500731113832e-05,2.8101606375230404e-08,6.545332666973991e-07
1847,1.2140146282035857e-05,2.9662729161827883e-08,5.635918940427587e-07
1848,1.2907753443869296e-05,3.700802153616678e-08,4.344419721746817e-07
1849,1.2745927961077541e-05,3.1841775438579134e-08,6.695152592328668e-07
1850,1.2613954822882079e-05,2.2403686017469226e-08,5.213948943705304e-07
1851,1.2585434888023883e-05,2.5152811389261842e-08,5.591663239101763e-07
1852,1.3350524568522815e-05,3.450589147746541e-08,6.959773186654417e-07
1853,1.1871603419422172e-05,2.508211416341055e-08,2.538071157687227e-07
1854,1.206796969199786e-05,7.949366676029967e-08,4.426706254889723e-07
1855,1.1236377758905292e-05,2.653468555990912e-08,3.932440506559942e-07
1856,1.2782480553141795e-05,7.248065259091163e-08,3.9139550267464074e-07
1857,1.2024132956867106e-05,3.5635014938861787e-08,4.173690186792811e-07
1858,1.1956718481087591e-05,3.7191938417890924e-08,2.882375156332273e-07
1859,1.253285699931439e-05,2.5970084749360467e-08,4.4556517764249293e-07
1860,1.182378127850825e-05,3.158256944857385e-08,2.7463104856906284e-07
1861,1.1874796655320097e-05,2.3108222890755314e-08,3.494529039471672e-07
1862,1.1545714187377598e-05,1.8071945717679228e-08,2.823741453994444e-07
1863,1.203304054797627e-05,2.7969877081091e-08,3.6810354231420206e-07
1864,1.1895240277226549e-05,2.0617330065419992e-08,3.106983683665021e-07
1865,1.240535857505165e-05,1.4120533187167439e-08,3.0500351044793206e-07
1866,1.2229717867739964e-05,2.3841502994059738e-08,3.201573323119433e-07
1867,1.2144160791649483e-05,1.747012134956094e-08,3.0378598836477977e-07
1868,1.3336178199097048e-05,1.333765986544222e-08,3.783943508528509e-07
1869,1.2533551853266545e-05,4.5905078849273195e-08,4.26331225877874e-07
1870,1.235171475855168e-05,2.408300403544672e-08,3.262673828885454e-07
1871,1.2948276889801491e-05,3.080141297573391e-08,3.77051804889561e-07
1872,1.2241023796377704e-05,1.5118347462816928e-08,3.2353265644324836e-07
1873,1.3620554454973899e-05,2.095101514498765e-08,4.381755251969821e-07
1874,1.3302466868481133e-05,2.1508592240593316e-08,2.9992537964318444e-07
1875,1.2035804502374958e-05,2.5174719198162165e-08,2.969472632230463e-07
1876,1.3672457498614676e-05,1.934724735974669e-08,4.334992673715732e-07
1877,1.3741424481850117e-05,2.4739264858908427e-08,2.7089495158172383e-07
1878,1.3695444977201987e-05,1.69094480639842e-08,3.526827645483621e-07
1879,1.3134438631823286e-05,1.7717043832021773e-08,3.665595027513291e-07
1880,1.4148783520795405e-05,1.9253539207397807e-08,4.447567505394545e-07
1881,1.340115977654932e-05,1.673401861523871e-08,3.730291666670382e-07
1882,1.2922761015943252e-05,1.3976308999019693e-08,3.387590998826795e-07
1883,1.3409005077846814e-05,6.951272890631799e-09,3.2734176791393566e-07
1884,1.352225626760628e-05,2.2445769687351458e-08,2.878339921963402e-07
1885,1.4034082596481312e-05,2.3848851782304337e-08,3.300165585251591e-07
1886,1.3541948646889068e-05,2.1296431285122708e-08,3.413882530001189e-07
1887,1.42206508826348e-05,1.6322312390570914e-08,4.720412363212745e-07
1888,1.3667195162270218e-05,2.6630582183884144e-08,3.84241251483175e-07
1889,1.369182973576244e-05,1.0024218788373673e-08,4.1788462057379405e-07
1890,1.4217119314707816e-05,1.7696843102044113e-08,5.132084863745945e-07
1891,1.4808588275627699e-05,1.9760081571007504e-08,5.067505188804944e-07
1892,1.392675403621979e-05,1.817868522380195e-08,4.074532957698551e-07
1893,1.5148472812143154e-05,2.278614097406262e-08,4.778931386173468e-07
1894,1.3917579963163007e-05,4.0960006941759275e-08,4.505600696980139e-07
1895,1.3929481610830408e-05,1.2037228991346183e-08,4.4778491981034563e-07
1896,1.4257247130444739e-05,1.9460195233023114e-08,4.5466094711343885e-07
1897,1.513954975962406e-05,1.8645483379486905e-08,4.888612519238222e-07
1898,1.4548196304531302e-05,1.3014216371232123e-08,4.0853322014200444e-07
1899,1.4331904822029173e-05,2.8743407654019393e-08,4.344676511891521e-07
1900,1.4617486158385873e-05,1.2977633190303095e-08,3.60259079457137e-07
1901,1.443683049728861e-05,1.7883964531506535e-08,4.5492336031571767e-07
1902,2.1723586542066187e-05,2.0132164380015638e-08,4.3652424608353613e-07
1903,1.4605975593440235e-05,1.7280704867062013e-08,5.097807829201884e-07
1904,1.5234913007589057e-05,1.3436562973367927e-08,4.874784949038258e-07
1905,1.4845955774944741e-05,9.805441791854719e-09,3.906694576727432e-07
1906,1.474940563639393e-05,2.6749759740596346e-08,3.5083338811858766e-07
1907,1.5011959476396441e-05,1.7485668024619372e-08,4.597701845909796e-07
1908,1.4801944416831248e-05,2.2101250607420297e-08,4.0911870646809234e-07
1909,1.4710180039401166e-05,1.980354014108343e-08,4.1862486099830676e-07
1910,1.4096800441620871e-05,1.7101282168141552e-08,4.23256743431466e-07
1911,1.452940978197148e-05,2.128149745317387e-08,4.21905681946555e-07
1912,1.4667646610178053e-05,2.1879568379290504e-08,4.4696835210800145e-07
1913,1.4957082385080867e-05,2.0681659052002033e-08,4.385572633935908e-07
1914,1.478707963542547e-05,2.1429579888376793e-08,3.435429611897689e-07
1915,1.4118065337243024e-05,1.5314990164938536e-08,3.2868325572366075e-07
1916,1.3517874322133139e-05,2.197492321442951e-08,3.4061132225815527e-07
1917,1.3871430383005645e-05,3.180263163926611e-08,4.2988383430753174e-07
1918,1.4150066817819607e-05,2.756730310693456e-08,3.457399184725318e-07
1919,1.3710486200579908e-05,2.301962176431971e-08,5.119563581956754e-07
1920,1.4369066775543615e-05,2.0445025228355007e-08,3.89969929681655e-07
1921,1.551201603433583e-05,2.9533714140939082e-08,3.92268330262624e-07
1922,1.4992702745075803e-05,1.8444838545406128e-08,4.301336531398192e-07
1923,1.4486522559309378e-05,2.0170300985000722e-08,3.8111254152539686e-07
1924,1.4806030776526313e-05,1.2891624656674594e-08,2.95218210655257e-07
1925,1.4513195310428273e-05,3.519416935660047e-08,3.2774569191929004e-07
1926,1.5069579603732564e-05,4.458455293843144e-08,3.2100879732155363e-07
1927,1.4705827197758481e-05,4.6826745148109694e-08,3.255573552962687e-07
1928,1.5276616977644153e-05,3.313552099371009e-08,5.438795724899137e-07
1929,1.485684606450377e-05,7.798284684668033e-09,3.1193136695861767e-07
1930,1.5633562725270167e-05,2.8359728787563654e-08,3.6342467524264066e-07
1931,1.5945828636176884e-05,4.219981875053236e-08,3.4330122655745754e-07
1932,1.562391480547376e-05,3.7262424257278326e-08,2.5535720404867845e-07
1933,1.6978874555206858e-05,4.01473165823063e-08,3.13149071118346e-07
1934,1.6176330973394215e-05,2.516131836216573e-08,3.139174129529465e-07
1935,1.6331920051015913e-05,4.0692164304800826e-08,4.4043284219696943e-07
1936,1.731894190015737e-05,4.7286388138445545e-08,3.419169658513965e-07
1937,1.6921203496167436e-05,3.021868266728234e-08,3.9032466503385876e-07
1938,1.7936077711055987e-05,6.482607517455108e-08,4.0321816463517735e-07
1939,1.776250974216964e-05,5.964679417047591e-08,3.6858662255667696e-07
1940,1.781387436494697e-05,5.325144059042941e-08,4.944776677007212e-07
1941,1.6832418623380363e-05,5.017554371988808e-08,5.666884987931553e-07
1942,1.6606241842964664e-05,6.675266206457309e-08,2.882501259904302e-07
1943,1.7396185285178944e-05,5.8064703267746154e-08,3.1064617544984685e-07
1944,1.5824942238396034e-05,1.0603514510876266e-07,2.8918674033207026e-07
1945,1.6081716239568777e-05,5.2284097051824574e-08,1.7210182079452352e-07
1946,1.6148480426636524e-05,7.238973864787113e-08,3.6055661212230916e-07
1947,1.589767271070741e-05,5.006765846360395e-08,3.2305559827250363e-07
1948,1.7823373127612285e-05,4.1313175103141475e-08,3.413772766691636e-07
1949,2.1391260816017166e-05,5.890204946013e-08,3.7599142288513576e-07
1950,1.909472848637961e-05,3.19060831088791e-08,3.881906849301231e-07
1951,1.8885606550611556e-05,8.955577612823618e-08,6.738005993156548e-07
1952,1.9986620827694423e-05,4.956057964022875e-08,4.87169941720822e-07
1953,1.986370625672862e-05,3.44762476345295e-08,5.990248155285371e-07
1954,2.051744013442658e-05,5.2771696346098906e-08,4.817860173034205e-07
1955,2.042214327957481e-05,5.5375085850073447e-08,5.049457030281701e-07
1956,2.0659512301790528e-05,5.6687419203171885e-08,7.255989658006001e-07
1957,2.1273886886774562e-05,5.6544241289202546e-08,4.868105705213566e-07
1958,2.201326788053848e-05,6.535072571978162e-08,4.921984952943603e-07
1959,2.1540103261941113e-05,5.503030919840057e-08,3.77461418565872e-07
1960,2.162137570849154e-05,5.3982500247684584e-08,3.5365458472824685e-07
1961,2.2332078515319154e-05,5.697490479406042e-08,8.428117439507332e-07
1962,2.1092711904202588e-05,6.722473955278474e-08,3.2724494758440414e-07
1963,2.1625715817208402e-05,6.207410763181542e-08,4.0348171381765496e-07
1964,2.1458765331772156e-05,7.848318972492052e-08,4.514304521308077e-07
1965,2.0912508261972107e-05,6.949495201524769e-08,3.206617371631637e-07
1966,2.1736437702202238e-05,5.9822006903687e-08,5.123644086779677e-07
1967,2.074882468150463e-05,5.1768523690043367e-08,3.323046122716278e-07
1968,2.0049230442964472e-05,6.377810279900586e-08,1.9537658957347048e-07
1969,2.0917519577778876e-05,6.903471927444116e-08,2.684178959100336e-07
1970,2.149030115106143e-05,6.3002531192069e-08,2.469515307801373e-07
1971,2.131099063262809e-05,4.984245549621846e-08,2.939163294968239e-07
1972,2.1397841919679195e-05,1.323577834000389e-07,2.416299107466102e-07
1973,2.123741251125466e-05,7.277429148189185e-08,2.4588888436483103e-07
1974,2.2124248062027618e-05,6.694430254583494e-08,3.673498270018172e-07
1975,2.2131986042950302e-05,6.054168721902897e-08,2.4730709924369876e-07
1976,2.180796036554966e-05,6.113473460800378e-08,2.159713154981091e-07
1977,2.1987390937283635e-05,9.050243932051671e-08,2.9795283040812137e-07
1978,2.155246511392761e-05,7.663362566745491e-08,2.4534642761864234e-07
1979,2.262080306536518e-05,5.969013017192992e-08,2.832355061599401e-07
1980,2.2764479581383057e-05,9.892162466940135e-08,2.4559850331229427e-07
1981,2.291746568516828e-05,7.653915190530824e-08,2.2771977903346396e-07
1982,2.3320964828599244e-05,8.81465354041211e-08,2.2036633318123222e-07
1983,2.3691276510362513e-05,8.273064366903782e-08,2.178784024309266e-07
1984,2.313166442036163e-05,8.582532728951264e-08,2.180427234321769e-07
1985,2.3793938453309238e-05,6.556957998782309e-08,2.3520832215240262e-07
1986,2.3240620066644624e-05,7.852776207073475e-08,2.223954052027466e-07
1987,2.4101673261611722e-05,6.721898415662508e-08,2.1387859305832535e-07
1988,2.4246464818133973e-05,5.336933028843305e-08,2.464583550576549e-07
1989,2.3518798116128892e-05,8.067539880585173e-08,2.1513439296683146e-07
1990,2.3896693164715543e-05,6.538380858955861e-08,2.593558008356922e-07
1991,2.3990976842469536e-05,8.030207254705601e-08,2.3152787065328084e-07
1992,2.4123086404870264e-05,5.1242480481050734e-08,1.9339903811754766e-07
1993,2.4606266379123554e-05,6.647049133334804e-08,1.911026581424835e-07
1994,2.5088605980272405e-05,5.5386728092798876e-08,2.0730462235718505e-07
1995,2.551805300754495e-05,1.1278697797934001e-07,2.1039108477616253e-07
1996,2.712017703743186e-05,7.793614287265882e-08,2.380789099198921e-07
1997,2.7183215934201144e-05,6.041567246484192e-08,2.2871647020750174e-07
1998,2.723412399063818e-05,5.5787111818972335e-08,2.3077745936461724e-07
1999,2.8363125238684006e-05,5.7127515162846976e-08,2.600444499734067e-07
2000,2.9608321710838936e-05,4.683113274950301e-08,2.2752861728037033e-07
2001,2.9887751225032844e-05,4.4688359679412315e-08,2.3001361593166791e-07
2002,3.082539842580445e-05,6.615644565499679e-08,2.457865169169793e-07
2003,3.10110735881608e-05,4.916968876500505e-08,2.1542991479606144e-07
2004,3.1902582122711465e-05,4.448839163728735e-08,2.2728722814946423e-07
2005,3.203562300768681e-05,7.341111540881684e-08,2.2834010682259986e-07
2006,3.2269021176034585e-05,6.341550573552013e-08,1.8365789100638352e-07
2007,3.168221519445069e-05,2.915970043204652e-08,2.1130796740154167e-07
2008,3.266776184318587e-05,3.874270149140102e-08,1.8690160175083292e-07
2009,3.190445204381831e-05,1.5258216023994464e-08,1.7260856810530356e-07
2010,3.02176322293235e-05,3.873510223684207e-08,1.884793476847335e-07
2011,3.1854833650868386e-05,1.0095286029354611e-07,1.785794897513071e-07
2012,2.826176569215022e-05,8.170206733382201e-09,1.4774457213206915e-07
2013,2.5126948457909748e-05,4.741512515948898e-09,2.0555850949177668e-07
2014,2.191993553424254e-05,4.330890313042346e-09,2.141625268237135e-07
2015,2.3530055841547437e-05,3.103205470367243e-09,2.4205003512633994e-07
2016,2.1743269826401956e-05,4.556948152156792e-09,2.0257706268012043e-07
2017,2.3711649191682227e-05,3.5218559180094644e-09,2.4149868371736716e-07
2018,2.242236223537475e-05,2.8396134332808742e-09,2.021288447728864e-07
2019,2.2026759324944578e-05,1.53059265262101e-09,2.13517672875696e-07
