year,seraient_VERB en_PRON,seraient_VERB lents_ADJ
1862,7.228778020618165e-09,9.035972525772706e-10
1863,1.6482248454963155e-08,2.4973103585068657e-09
1864,6.233146443435089e-09,0.0
1865,1.3179164426446732e-08,3.294791106611683e-09
1866,1.0704348518686402e-08,4.379051787850585e-09
1867,7.76449837758264e-09,0.0
1868,1.6301584082611953e-08,2.4699371437009177e-09
1869,9.278686263769487e-09,9.767038289254515e-10
1870,1.3761717099214366e-08,0.0
1871,0.0,0.0
1872,6.047339518033823e-09,0.0
1873,8.979006871356887e-09,2.9930022904522957e-09
1874,4.779687312606029e-09,5.974609140757536e-10
1875,8.010138330405425e-09,0.0
1876,1.3301232115736639e-08,0.0
1877,1.4843558382438005e-08,2.4739263970730008e-09
1878,1.8117265465633636e-09,6.039088673581716e-10
1879,1.832797580370027e-09,0.0
1880,7.701415505323439e-09,5.776061406947974e-09
1881,9.064259565150223e-09,4.8807553554297556e-09
1882,2.6621540527571597e-09,1.9966155395678697e-09
1883,1.7062214752172622e-08,5.0554711528150165e-09
1884,3.9610181801208455e-09,4.621187876807653e-09
1885,1.2891271161663553e-08,7.090199094506033e-09
1886,5.162771099520569e-09,0.0
1887,5.223139698529167e-09,0.0
1888,5.07249175996094e-09,6.340614699951175e-10
1889,1.3156786771162388e-08,3.132568426877924e-09
1890,5.898947996740844e-09,6.554386478008212e-10
1891,1.784781566982474e-08,6.374220040683554e-10
1892,5.641661360300532e-09,0.0
1893,9.23762488724833e-09,3.079208221734575e-09
1894,8.822155450616265e-09,6.301539290376468e-10
1895,1.8055843487019274e-09,0.0
1896,5.307326134129653e-09,0.0
1897,5.826713334045053e-09,3.4960281336537946e-09
1898,7.355861253444118e-09,1.13167097914868e-09
1899,3.8693048765026106e-09,1.1055156790007459e-09
1900,1.972600216504361e-08,4.671947717582725e-09
1901,1.0059729937950124e-08,2.235495566438317e-09
1902,9.820567470342212e-09,4.910283846193408e-10
1903,1.2420506401156217e-08,4.320176216765503e-09
1904,1.1286712897629059e-08,2.6873125946735854e-09
1905,1.0321517862621477e-08,1.0321518084666081e-09
1906,8.230695236477459e-09,1.5432553013283723e-09
1907,6.1714118260169926e-09,5.142843373384665e-10
1908,2.9468334439286537e-09,2.4556945366072114e-09
1909,8.251475058784763e-09,5.500983557560346e-10
1910,4.809735720812114e-09,0.0
1911,6.916486494645824e-09,4.788336838146279e-09
1912,8.335073964360618e-09,0.0
1913,1.0605979205990934e-08,5.30298971401777e-10
1914,8.036092680185902e-09,1.3393487430235496e-09
1915,4.712304768617059e-09,0.0
1916,3.2962386153911893e-09,1.0987462051303964e-09
1917,4.386569774084137e-09,1.0966424213165737e-08
1918,1.378365155346728e-08,0.0
1919,9.207848705727883e-09,0.0
1920,7.572231730534895e-09,7.572231730534895e-10
1921,1.2873671018098776e-08,3.7863738810983705e-09
1922,8.115729421831475e-09,2.951174193910333e-09
1923,4.246379248229459e-09,0.0
1924,3.867487219366694e-09,2.578324886925998e-09
1925,1.5397448649423495e-08,0.0
1926,1.0031524944054127e-08,1.1146138456652466e-09
1927,1.0034302277972529e-08,0.0
1928,5.713020723163709e-09,0.0
1929,1.2254447234738564e-08,0.0
1930,9.453243521306831e-09,0.0
1931,0.0,1.1405356659111021e-09
1932,4.383814644626227e-09,3.287861094491973e-09
1933,2.2941324395731044e-09,4.588264879146209e-09
1934,5.990790086229936e-09,3.5944740517379614e-09
1935,9.574627313213568e-09,1.0771455727365264e-08
1936,8.487299751891442e-09,4.849885826274658e-09
1937,1.0072894518486919e-08,2.5182236296217297e-09
1938,9.075650453382877e-09,1.2965214457594243e-09
1939,3.058810094103137e-09,4.588215141154706e-09
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,8.854508237732261e-09,2.6563522936839945e-08
1942,3.034211770724937e-09,0.0
1943,1.1612940831184915e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,1.089252066321933e-08,0.0
1946,1.6705325123211878e-08,6.960552134671616e-09
1947,8.344609447874518e-09,0.0
1948,1.3046265401328583e-08,2.174377566888097e-09
1949,1.47255123650325e-08,0.0
1950,2.8715476219076663e-08,0.0
1951,1.0661401539380222e-08,0.0
1952,7.381362632230548e-09,4.2179215675730575e-09
1953,1.508335856215126e-08,2.1547654771580937e-09
1954,3.127211556375187e-08,9.772536113672459e-10
1955,1.3139850985055546e-08,9.385607846468247e-10
1956,1.2209598665435806e-08,1.744228317335228e-09
1957,2.5621609722747962e-08,4.417518795207798e-09
1958,1.8198935691771112e-08,3.3088973783179654e-09
1959,8.525822714489095e-09,7.750747821333448e-10
1960,1.6610000486139143e-08,3.460416619915918e-09
1961,2.153929301584867e-08,6.948159270159238e-10
1962,1.2049716779927166e-08,3.170978146727066e-09
1963,1.939815952312074e-08,1.2932106496776896e-09
1964,1.6426714211092985e-08,1.2167936658258327e-09
1965,1.91521518644322e-08,1.0944086747954884e-09
1966,1.495550172592175e-08,5.539074754423723e-10
1967,1.9721342781053863e-08,1.4791006197611978e-09
1968,2.3355362088750553e-08,3.5931326802796093e-09
1969,1.9075383050903838e-08,3.6334062425424918e-09
1970,2.3913370839068193e-08,3.6789800095249348e-09
1971,2.1067430466814585e-08,5.138397263237948e-09
1972,2.3085661382538092e-08,1.0260293725750103e-09
1973,1.7090931336838366e-08,1.6539611902288698e-09
1974,2.025205780853412e-08,5.625571675160757e-10
1975,2.513051278185685e-08,0.0
1976,1.8283285996290033e-08,2.856763492431469e-09
1977,3.0559267116814226e-08,2.3507127355770763e-09
1978,2.5544542481270582e-08,6.534650598410963e-09
1979,2.2822696621460636e-08,5.851973350345929e-10
1980,3.467942022439274e-08,3.411090521154847e-09
1981,2.0241758491579276e-08,1.8976649140967083e-09
1982,2.6071509395819703e-08,3.1037510339615437e-09
1983,3.2839643893112225e-08,4.4207211225000265e-09
1984,2.7835241667162336e-08,0.0
1985,2.7671566371623157e-08,1.2031116103372597e-09
1986,3.5367463624425e-08,0.0
1987,2.8720839040374813e-08,1.2221633705067347e-09
1988,3.8377944377998574e-08,2.398621523624911e-09
1989,2.359892548042808e-08,3.2928733073589456e-09
1990,2.9967580417178397e-08,1.089730194969718e-09
1991,3.3996499837485317e-08,0.0
1992,3.195767561692264e-08,3.856960972825618e-09
1993,3.10195602537533e-08,0.0
1994,3.323203756622206e-08,1.5824779264761446e-09
1995,4.5006341764519675e-08,0.0
1996,3.683283722466513e-08,2.135236876199542e-09
1997,3.7400177177460137e-08,2.876936688878118e-09
1998,4.291316457738503e-08,1.43043876743576e-09
1999,3.519054914136177e-08,1.8280804647829996e-09
2000,3.35770380388567e-08,4.4180314962005696e-10
2001,4.249775287235025e-08,4.3812117822561447e-10
2002,3.066855214228781e-08,2.6287327870022636e-09
2003,4.125253738607171e-08,2.5001538617175356e-09
2004,4.052407831522942e-08,2.642874807889939e-09
2005,4.098412276221097e-08,1.3511248786457486e-09
2006,2.8825230202755847e-08,1.6471559671771274e-09
2007,3.595031472514165e-08,2.3966877371606188e-09
2008,4.001993403335291e-08,2.1287198670449925e-09
2009,3.051643204798893e-08,2.384096253749135e-09
2010,2.645324137517946e-08,2.8342759250676863e-09
2011,3.059177444697525e-08,7.64794394481072e-10
2012,2.4851045665741367e-08,1.7021263287730903e-09
2013,2.0360612751346707e-08,2.2313000336282585e-09
2014,2.3819897165822113e-08,2.165445156521173e-09
2015,2.438232904466986e-08,2.881548111233201e-09
2016,2.0713400772365276e-08,2.0713399884186856e-09
2017,2.0628013075452145e-08,2.0124890642847504e-09
2018,2.581466773676766e-08,1.0325866828253538e-09
2019,2.219359274135968e-08,1.2754939326953263e-09
