year,sont_VERB en_ADP,sont_VERB lents_ADJ
1800,5.161145963938907e-05,1.8864986373046122e-07
1801,5.156689076102339e-05,4.690929813477851e-07
1802,5.145018076291308e-05,2.842056971985585e-07
1803,6.011725781718269e-05,5.070882025393075e-07
1804,5.189650983083993e-05,3.386435878383054e-07
1805,4.7831417759880424e-05,2.7291625315228885e-07
1806,4.838610766455531e-05,1.5849180101668026e-07
1807,4.5457330998033285e-05,2.590729195617314e-07
1808,4.987855572835542e-05,3.308468023988098e-07
1809,4.826192889595404e-05,3.411136049180641e-07
1810,4.104816252947785e-05,2.854954743725102e-07
1811,4.16651091654785e-05,1.3788921648938413e-07
1812,4.6465433115372434e-05,2.2671270016871858e-07
1813,4.550861194729805e-05,2.904499183387088e-07
1814,4.2779076466104016e-05,2.517341783914162e-07
1815,4.342799729784019e-05,3.263640451223182e-07
1816,4.8477319069206715e-05,2.1321955046005314e-07
1817,4.888738112640567e-05,4.670620228353073e-07
1818,4.273145896149799e-05,3.8028557014513353e-07
1819,4.105640618945472e-05,2.1323162968656106e-07
1820,4.095953408977948e-05,2.2308984171104385e-07
1821,4.041139254695736e-05,2.5344024834339507e-07
1822,4.386507862363942e-05,2.606660132187244e-07
1823,3.771529736695811e-05,2.0358335461878596e-07
1824,4.05417631554883e-05,2.374753762524051e-07
1825,4.133098991587758e-05,2.491940449544927e-07
1826,3.96720424760133e-05,1.8320606898214464e-07
1827,4.0907179936766624e-05,2.0093655450637016e-07
1828,4.317035200074315e-05,2.4214875793404644e-07
1829,4.329625517129898e-05,2.4776477403065655e-07
1830,4.413320493767969e-05,2.870129947041278e-07
1831,4.3462045141495764e-05,2.5413666548956826e-07
1832,4.002164860139601e-05,3.0036531484256557e-07
1833,4.654881195165217e-05,3.1275797596208577e-07
1834,4.361746323411353e-05,2.3429672069141816e-07
1835,4.3036237912019715e-05,2.064722934846941e-07
1836,4.1444178350502625e-05,1.996062763964801e-07
1837,4.4034404709236696e-05,2.6022510724033054e-07
1838,4.223341238684952e-05,1.9946430995787523e-07
1839,4.4241354771656916e-05,2.251255040164324e-07
1840,4.294444079278037e-05,2.08925783340419e-07
1841,4.31281077908352e-05,2.9149290980967635e-07
1842,4.097810960956849e-05,2.1466448174578545e-07
1843,4.277489642845467e-05,2.6994584345629846e-07
1844,4.111481393920258e-05,2.3436156482148363e-07
1845,4.0300405089510605e-05,2.031202939178911e-07
1846,4.2521241994109005e-05,2.294964502880248e-07
1847,4.158283263677731e-05,1.5910009665276448e-07
1848,4.1573683120077476e-05,2.2204811500614596e-07
1849,3.9678205212112516e-05,1.3742240412284445e-07
1850,3.9947812183527276e-05,1.615781002328731e-07
1851,3.983302303822711e-05,2.0122249111409474e-07
1852,4.162321783951484e-05,2.5195811304001836e-07
1853,4.3756343075074255e-05,2.5858463459371706e-07
1854,4.021548375021666e-05,1.912004563564551e-07
1855,3.9843951526563615e-05,2.435884027818247e-07
1856,4.016515231342055e-05,1.7240040506294463e-07
1857,3.968227611039765e-05,1.7475802849276079e-07
1858,3.996126906713471e-05,1.6687435788753646e-07
1859,3.924741758964956e-05,1.889196283855199e-07
1860,4.0090180846164e-05,1.9041084442505962e-07
1861,4.175844514975324e-05,2.0042845960688283e-07
1862,4.147420986555517e-05,1.911108142849116e-07
1863,3.9475984522141516e-05,1.6432302629709739e-07
1864,4.1741943277884275e-05,2.0233751740761363e-07
1865,4.186126170679927e-05,2.5228686695299984e-07
1866,3.933750849682838e-05,2.5155219418593333e-07
1867,4.279888526070863e-05,1.7664234519543243e-07
1868,4.346200148575008e-05,2.1290857432632038e-07
1869,4.1885945393005386e-05,2.495478383934824e-07
1870,4.173412889940664e-05,1.8119594358267932e-07
1871,4.2491083149798214e-05,2.0923718579979322e-07
1872,4.176836955593899e-05,1.8504857735024416e-07
1873,4.2975920223398134e-05,2.1489755397396948e-07
1874,4.429515320225619e-05,2.3898437007119355e-07
1875,4.195767542114481e-05,1.825167146307649e-07
1876,4.472962609725073e-05,1.8017124148173025e-07
1877,4.38280803791713e-05,2.3069362953265227e-07
1878,4.3230815208517015e-05,2.204267417482697e-07
1879,4.407145024742931e-05,1.8144696412036865e-07
1880,4.306631672079675e-05,1.4311797258415027e-07
1881,4.404951323522255e-05,2.0011096069083578e-07
1882,4.366331995697692e-05,1.863507890220717e-07
1883,4.454375812201761e-05,2.2244073250021756e-07
1884,4.428880492923781e-05,2.4558312361477874e-07
1885,4.4544500269694254e-05,1.7725497514220478e-07
1886,4.51013220299501e-05,2.187724277291636e-07
1887,4.5546432374976575e-05,2.08925584388453e-07
1888,4.3823791202157736e-05,1.9719311694643693e-07
1889,4.562648609862663e-05,2.161472139050602e-07
1890,4.537732820608653e-05,1.73691248051e-07
1891,4.6860717702656984e-05,2.033376205190507e-07
1892,4.6027180360397324e-05,1.8241371435578912e-07
1893,4.572439502226189e-05,1.9953269259076478e-07
1894,4.692000220529735e-05,1.7329233514828957e-07
1895,4.5773369492962956e-05,1.9440125242908834e-07
1896,4.554452243610285e-05,1.845770043473749e-07
1897,4.802843614015728e-05,1.7829744081154786e-07
1898,4.6255918277893215e-05,1.6975064909274806e-07
1899,4.6463719627354294e-05,2.1115349113642878e-07
1900,4.702575097326189e-05,1.9933644068714784e-07
1901,4.835432628169656e-05,1.380418552798801e-07
1902,5.0056416512234136e-05,1.7038685484749294e-07
1903,4.6833411033730954e-05,2.1492876101092406e-07
1904,4.7323035687441006e-05,2.047732152732351e-07
1905,4.652217830880545e-05,2.2862163007175695e-07
1906,4.751014421344735e-05,1.9496459913170838e-07
1907,4.704107413999736e-05,1.995423275502617e-07
1908,4.78757283417508e-05,1.8515936517360387e-07
1909,4.70834675070364e-05,2.040864899299777e-07
1910,4.695317329606041e-05,2.1269720207328646e-07
1911,4.756893395096995e-05,1.814247525544488e-07
1912,4.7032739530550316e-05,2.2817265232788486e-07
1913,4.7498349886154756e-05,1.9196822620415332e-07
1914,4.690600326284766e-05,1.875088173619588e-07
1915,4.814090425497852e-05,3.1101211561690434e-07
1916,4.6898883738322183e-05,2.065642803472656e-07
1917,4.6143424697220325e-05,2.9828674996679183e-07
1918,4.590874959831126e-05,2.2513297892601258e-07
1919,4.5143318857299164e-05,2.1085972434775613e-07
1920,4.6025539631955326e-05,2.2110916120254842e-07
1921,4.592871482600458e-05,3.142690161439532e-07
1922,4.701294164988212e-05,2.456852428167622e-07
1923,4.6202731027733535e-05,2.1656533988334559e-07
1924,4.5981847506482154e-05,1.7790441120268952e-07
1925,4.426876694196835e-05,2.0346628559764213e-07
1926,4.3967058445559815e-05,2.329542923007466e-07
1927,4.365701897768304e-05,2.140651247373171e-07
1928,4.514085958362557e-05,2.033835357906355e-07
1929,4.385532520245761e-05,1.9495711001127347e-07
1930,4.478946721064858e-05,1.575540551357335e-07
1931,4.706420440925285e-05,1.847667761012417e-07
1932,4.5751679863315076e-05,1.6548899850477028e-07
1933,4.692533184424974e-05,1.835306022712757e-07
1934,4.6304015995701775e-05,1.749310740706278e-07
1935,4.7443474613828585e-05,1.6516231937657722e-07
1936,4.803812043974176e-05,1.8550812797002436e-07
1937,4.7060562792466953e-05,1.9642143911369203e-07
1938,4.731914305011742e-05,1.8540256974119984e-07
1939,4.722649828181602e-05,1.4988169994012424e-07
1940,4.676490789279342e-05,1.5468275194052694e-07
1941,4.41898955614306e-05,1.7118715334163426e-07
1942,4.5252232666825876e-05,2.2453167503044824e-07
1943,4.485208046389744e-05,1.9741999324196513e-07
1944,4.487857222557068e-05,1.2531425852557732e-07
1945,4.2842460970859975e-05,1.6556630555442098e-07
1946,4.2929899791488424e-05,2.0881655871107796e-07
1947,4.367807196103968e-05,1.7046845357526763e-07
1948,4.7313369577750564e-05,2.1852494569429837e-07
1949,5.1638446166180074e-05,2.660409279542364e-07
1950,4.781445750268176e-05,1.8611882524055545e-07
1951,4.7075420297915116e-05,1.6631786081688915e-07
1952,4.9343354476150125e-05,1.9929679240249243e-07
1953,4.909848576062359e-05,2.0362533348361467e-07
1954,4.9108948587672785e-05,1.8958719749662123e-07
1955,4.9099868192570284e-05,2.0554480784085172e-07
1956,5.015528586227447e-05,2.066910553821799e-07
1957,4.9699738156050444e-05,2.120409021699743e-07
1958,5.133837112225592e-05,1.8116213595931185e-07
1959,4.8952948418445885e-05,1.852428681559104e-07
1960,4.963344690622762e-05,2.076250069649177e-07
1961,4.981830352335237e-05,1.9871735901233478e-07
1962,4.9476137064630166e-05,1.8264834977799183e-07
1963,5.1533796067815274e-05,2.3407112337281433e-07
1964,4.8760572099126875e-05,2.1598087585061876e-07
1965,4.9275204219156876e-05,1.83860663582891e-07
1966,5.1185481424909085e-05,1.8278946356531378e-07
1967,4.847949821851216e-05,2.1151139151243115e-07
1968,4.8160552978515625e-05,1.747160780496415e-07
1969,5.066966696176678e-05,1.7622019754526264e-07
1970,4.899205669062212e-05,1.683133348251431e-07
1971,4.871868804912083e-05,1.818992672042441e-07
1972,4.9265825509792194e-05,1.6057359175647434e-07
1973,4.9382870201952755e-05,1.5657498408927495e-07
1974,5.035617868998088e-05,1.3557627198679256e-07
1975,4.994632399757393e-05,1.46785041010844e-07
1976,4.9294594646198675e-05,1.3883870053632563e-07
1977,4.85921700601466e-05,1.4750722243661585e-07
1978,4.8607700591674075e-05,1.5683161791457678e-07
1979,4.69737897219602e-05,1.4454374763772648e-07
1980,4.820439426111989e-05,1.6828046511818684e-07
1981,4.7885041567496955e-05,1.7332006052583893e-07
1982,4.885428279521875e-05,1.5146305543112248e-07
1983,4.848394382861443e-05,1.7367119653499685e-07
1984,4.739007636089809e-05,1.6353203591279453e-07
1985,4.740018994198181e-05,1.6963873861186585e-07
1986,4.7257526603061706e-05,1.6185110496280686e-07
1987,4.750182415591553e-05,1.5643691142486205e-07
1988,4.78992733405903e-05,1.4571625683856837e-07
1989,4.737456765724346e-05,1.4488642818832886e-07
1990,4.789473314303905e-05,1.580108772714084e-07
1991,4.6993125579319894e-05,1.2895223733266903e-07
1992,4.754145265906118e-05,1.4160556816023018e-07
1993,4.71574894618243e-05,1.567595688811707e-07
1994,4.6961089537944645e-05,1.872599000307673e-07
1995,4.711188012151979e-05,1.447794346631781e-07
1996,4.7486068069702014e-05,1.3718896241243783e-07
1997,4.8234720452455804e-05,1.3042112811945117e-07
1998,4.8862835683394223e-05,1.6211639319863025e-07
1999,4.952178642270155e-05,1.7686679143480433e-07
2000,4.9344111175742e-05,1.6611798514531984e-07
2001,4.88562072860077e-05,1.7174350830373442e-07
2002,4.892466313322075e-05,1.5860021562730253e-07
2003,4.9403872253606096e-05,1.7167722887734271e-07
2004,4.8698930186219513e-05,1.713463859687181e-07
2005,4.863779395236634e-05,1.6753948273162678e-07
2006,4.8493919166503474e-05,1.49891192791074e-07
2007,4.6674293116666377e-05,1.5977917655618512e-07
2008,4.761009768117219e-05,1.8605011575800745e-07
2009,4.64221702713985e-05,1.9168133746916283e-07
2010,4.475840978557244e-05,1.8186602801506524e-07
2011,4.3186410039197654e-05,1.9808175011348794e-07
2012,4.12445624533575e-05,1.937019789011174e-07
2013,3.8126225263113156e-05,1.7989856360145495e-07
2014,3.591065978980623e-05,1.9705551324022963e-07
2015,3.581564669730142e-05,1.9084714608652575e-07
2016,3.5549994208849967e-05,1.9512023641254927e-07
2017,3.642051888164133e-05,2.1382696502314502e-07
2018,3.504108826746233e-05,2.3594606091137393e-07
2019,3.5055927583016455e-05,2.0203823680731148e-07
