year,soient_VERB en_ADP,soient_VERB lents_ADJ
1845,2.430747294113189e-06,3.348136878855712e-09
1846,2.399760150595398e-06,3.5127007969038004e-09
1847,2.394591209764485e-06,3.775256551818984e-09
1848,2.433679650692966e-06,3.218088684420195e-09
1849,2.080608833665565e-06,3.100383594301093e-08
1850,2.1616162522164473e-06,2.7155984128057753e-09
1851,2.2102226004960812e-06,1.2898877521649865e-09
1852,2.268925047843595e-06,1.3021090872200602e-09
1853,2.4783517353910156e-06,2.388772735173461e-09
1854,2.4409230547917105e-06,4.676098175337984e-09
1855,2.194418598833181e-06,1.326734277995456e-08
1856,2.3452666617629347e-06,7.248064815001953e-09
1857,2.0829399609567645e-06,6.8341128311999455e-09
1858,2.3166661229367946e-06,9.297984604472731e-09
1859,2.144314198204711e-06,3.055304009791371e-09
1860,2.107793203975916e-06,4.57718396518203e-09
1861,2.3395896029398955e-06,3.3011746669586728e-09
1862,2.358840514915528e-06,1.581295272501393e-08
1863,2.31650513171644e-06,9.989241434027463e-09
1864,2.306264029527938e-06,2.3973640850272204e-09
1865,2.191977429788494e-06,6.589582213223366e-09
1866,2.133084727518053e-06,4.379051787850585e-09
1867,2.192500151210197e-06,1.455843445796745e-09
1868,2.588000093339815e-06,9.87974857480367e-09
1869,2.262534380292891e-06,3.906815315701806e-09
1870,2.391671785062499e-06,2.2936195165357276e-09
1871,1.8703892656901644e-06,1.0621177271019633e-09
1872,2.1939745948884593e-06,3.628403577593531e-09
1873,2.33274592176258e-06,1.1972008939764578e-09
1874,2.210605284602707e-06,4.779687312606029e-09
1875,2.0500232409403907e-06,1.2015206607429718e-08
1876,2.1396846392462976e-06,5.441413541973361e-09
1877,2.1653041919478255e-06,0.0
1878,1.7634138380628883e-06,7.2469061862534545e-09
1879,2.119935818001295e-06,2.443730107160036e-09
1880,1.9998007978472288e-06,3.8507077526617195e-09
1881,2.079201760096794e-06,6.9725074602899895e-09
1882,2.083801177832356e-06,6.655385131892899e-10
1883,2.084749894493143e-06,6.319338829996468e-09
1884,1.9904117252167453e-06,1.1222884843675729e-08
1885,2.071627321242886e-06,3.86738152613475e-09
1886,2.1277070132441622e-06,4.5174246565693466e-09
1887,2.167602978886407e-06,9.140494583448344e-09
1888,1.9858805977435168e-06,6.974675947901687e-09
1889,1.8049859296098703e-06,1.3156786771162388e-08
1890,2.081673034837195e-06,1.1797895993481688e-08
1891,2.071621601373863e-06,7.649063604731055e-09
1892,1.997147990095982e-06,1.8805537127519756e-09
1893,2.1228061157785305e-06,6.158416554491453e-10
1894,1.996957877281602e-06,6.301539290376468e-10
1895,1.910308284891471e-06,5.416753268150387e-09
1896,1.9194829867785757e-06,2.358811590497112e-09
1897,2.0014760231390483e-06,2.330685422435863e-09
1898,1.9583566057690405e-06,6.7900258748920805e-09
1899,2.099926920351436e-06,5.527578395003729e-10
1900,1.984539654387163e-06,2.07642125715779e-09
1901,1.914701897476334e-06,2.794369402536745e-09
1902,2.1944058516965015e-06,2.9461704187383475e-09
1903,2.007261826975082e-06,4.320176216765503e-09
1904,1.9268031294927823e-06,4.299700151477737e-09
1905,1.9373488946428097e-06,4.64468330463319e-09
1906,2.009318453843889e-06,5.658602919567102e-09
1907,1.971766135255848e-06,3.0857059130084963e-09
1908,1.972413787854066e-06,1.2278472460991452e-08
1909,1.915992623224838e-06,8.801573692096554e-09
1910,1.9244286875164107e-06,1.6032452032632705e-09
1911,1.998332599839614e-06,3.1922244847493175e-09
1912,1.8363210010363673e-06,2.6047106693738442e-09
1913,1.9233943326923963e-06,6.363587878865928e-09
1914,2.002996108529942e-06,2.678697486047099e-09
1915,1.8990588337430836e-06,0.0
1916,2.106296406623187e-06,4.394984820521586e-09
1917,2.128582984539662e-06,5.483212106582869e-09
1918,2.1422091158740386e-06,5.743188147278033e-09
1919,1.888529716609355e-06,1.4732557396257562e-08
1920,2.0588899118934023e-06,3.028892692213958e-09
1921,1.8712258551545347e-06,6.815472630705699e-09
1922,1.9426104067576944e-06,7.377935484775833e-10
1923,1.9204250207849327e-06,3.1847844361720945e-09
1924,1.8318998620259208e-06,2.578324886925998e-09
1925,1.830096799437797e-06,1.0998178368026856e-08
1926,1.8413420548313297e-06,4.458455382660986e-09
1927,1.80171472052848e-06,1.1149224876660924e-09
1928,1.95156788862505e-06,3.4278122562625413e-09
1929,1.9395447594661164e-06,4.4561625500705304e-09
1930,1.754101802475816e-06,5.2518016602221e-09
1931,2.016467149701384e-06,1.2545892325022123e-08
1932,1.7228391371304497e-06,6.575722188983946e-09
1933,1.9316595327723007e-06,2.2941324395731044e-09
1934,1.9326288480669973e-06,4.7926320689839486e-09
1935,1.8215728907478024e-06,3.590485242455088e-09
1936,1.7447464735198537e-06,6.0623572828433225e-09
1937,1.6658049730722269e-06,0.0
1938,1.6764022454651695e-06,7.779128452511941e-09
1939,1.7588158520709385e-06,1.070583532936098e-08
1940,1.7953342563714614e-06,7.607348528892999e-09
1941,1.7827076206344827e-06,2.9515025978810172e-09
1942,1.8144586917401284e-06,3.034211770724937e-09
1943,1.7506508456222036e-06,2.0322646676618206e-08
1944,1.7801051228616416e-06,9.639558484764166e-09
1945,1.86697801751734e-06,4.357008087652048e-09
1946,1.9614836261894197e-06,5.568441707737293e-09
1947,1.7976673447606117e-06,3.5762612871081956e-09
1948,1.8536568902050021e-06,6.523132700664291e-09
1949,1.9712552337125544e-06,4.908504269707237e-09
1950,1.986685596477855e-06,1.808011518278363e-08
1951,1.7442053348304398e-06,8.529121409139861e-09
1952,1.779962943260216e-06,4.2179215675730575e-09
1953,1.8153899059569767e-06,8.619061908632375e-09
1954,1.9134625262040572e-06,4.886268278880834e-09
1955,1.8724288182170312e-06,5.631364707880948e-09
1956,1.8541147319695028e-06,4.360570571293465e-09
1957,1.8041147349379116e-06,4.417518795207798e-09
1958,1.843055784434e-06,6.617794756635931e-09
1959,1.897383068438785e-06,7.750747599288843e-09
1960,1.8374812960075815e-06,4.844583401109048e-09
1961,1.888509686409634e-06,3.47407969059077e-09
1962,1.8023840109293587e-06,9.512934440181198e-09
1963,1.926237295890587e-06,7.759263453976928e-09
1964,1.9858073017076094e-06,2.4335873316516654e-09
1965,1.8714388136942262e-06,7.660860390501512e-09
1966,1.9680331995175493e-06,3.3234448526542337e-09
1967,1.9745992929642853e-06,3.944268467392931e-09
1968,1.8194725637243891e-06,6.287982134978165e-09
1969,2.062866341745462e-06,2.2708788183223305e-09
1970,1.921807227134309e-06,5.518470125309705e-09
1971,1.8344078966947563e-06,4.624557625731995e-09
1972,1.89251120730205e-06,9.234264020108185e-09
1973,1.7708410613437309e-06,4.410563025913916e-09
1974,1.810309004923738e-06,1.6876715580593782e-09
1975,1.6569003911115487e-06,6.282628195464213e-09
1976,1.7671938818963895e-06,6.8562320265641574e-09
1977,1.7806648866525165e-06,4.7014254711541525e-09
1978,1.7495041899628916e-06,4.158414057542359e-09
1979,1.7866074255579178e-06,5.266775904289034e-09
1980,1.7538689576213073e-06,3.411090521154847e-09
1981,1.6402149611849381e-06,1.2651099057237047e-09
1982,1.7585854275026236e-06,5.586751949948621e-09
1983,1.6824001551896117e-06,2.5261264191556165e-09
1984,1.7576794482110358e-06,9.858314165001048e-09
1985,1.6687158055361806e-06,4.210890747202711e-09
1986,1.6394917237150253e-06,6.593933843390687e-09
1987,1.6786414223091128e-06,4.277571630240118e-09
1988,1.6730385530294711e-06,2.398621523624911e-09
1989,1.745771616157299e-06,4.939309850016116e-09
1990,1.6634731689890714e-06,5.993515905799995e-09
1991,1.6429686633401275e-06,2.9307325455363298e-09
1992,1.578047973183061e-06,4.958949695321735e-09
1993,1.6994288669636148e-06,3.323524566667402e-09
1994,1.6362822057303106e-06,2.1099706426497278e-09
1995,1.674452789757197e-06,4.337960657352369e-09
1996,1.6425309485867956e-06,3.736664311304594e-09
1997,1.6619104341586421e-06,3.835915585170824e-09
1998,1.6769510216008143e-06,3.337690568372409e-09
1999,1.7910618783645305e-06,2.7421207526856506e-09
2000,1.7115454156169108e-06,5.3016377954406835e-09
2001,1.7962968628104647e-06,5.257454027685071e-09
2002,1.7231343640844443e-06,2.1906108038649563e-09
2003,1.7801094163161224e-06,2.083461403401543e-09
2004,1.7711665138975263e-06,1.7619165015858584e-09
2005,1.7154782563366666e-06,1.8014998381943315e-09
2006,1.7739870248334455e-06,2.8825228870488218e-09
2007,1.6501194899376515e-06,2.7961355453243186e-09
2008,1.6774312694423088e-06,4.6831836186811415e-09
2009,1.761370268971163e-06,7.1522885392028e-09
2010,1.6736398946726183e-06,8.502827775203059e-09
2011,1.6917252438908292e-06,6.118355155848576e-09
2012,1.5751476891701088e-06,3.744677901096338e-09
2013,1.6165768923492863e-06,3.904775169871755e-09
2014,1.4551792080208514e-06,4.114345752981308e-09
2015,1.4997348631862195e-06,4.654808538617772e-09
2016,1.518499351371716e-06,4.349814286541687e-09
2017,1.5191776606693352e-06,5.0312225496895735e-09
2018,1.5122231866726565e-06,3.3559066636712487e-09
2019,1.4525323999148299e-06,4.08158040698936e-09
