year,serait_VERB égal_ADJ,serait_VERB egal_ADJ,serait_VERB légal_ADJ
1862,1.4005757975610322e-07,0.0,1.1746764450037972e-08
1863,2.1227138802260015e-07,1.4983863039219614e-09,3.995696662428827e-09
1864,2.0617329710148624e-07,4.794727948009836e-10,7.1920918109924514e-09
1865,1.812135081991073e-07,4.706844358715045e-10,2.8241067262513297e-09
1866,1.6737708108394145e-07,0.0,2.919367858567057e-09
1867,1.8052458017336903e-07,4.85281148598915e-10,1.164674756637396e-08
1868,1.9660699024370842e-07,0.0,1.4819622196071691e-09
1869,2.622449812861305e-07,1.4650557433881772e-09,2.9301114867763545e-09
1870,2.1158639640361798e-07,0.0,5.734048791339319e-10
1871,1.678146048789131e-07,2.1242354542039266e-09,4.248470908407853e-09
1872,1.656971022612197e-07,6.047339295989218e-10,1.9351485747165498e-08
1873,1.9215075042211538e-07,0.0,5.9860045809045914e-09
1874,1.8342049656894233e-07,0.0,2.3898436563030145e-09
1875,1.7965595588975702e-07,1.716458086775674e-09,2.2886108563824337e-09
1876,1.5598718050569005e-07,1.209202959984168e-09,1.5719638923883394e-08
1877,2.040989244278535e-07,0.0,8.658742167710898e-09
1878,1.7211402791872388e-07,0.0,5.435179861734696e-09
1879,1.3807074594751612e-07,6.10932526790009e-10,1.221865053580018e-09
1880,2.2526640464093362e-07,0.0,1.2193908105473383e-08
1881,1.7989069078794273e-07,0.0,2.091752326904839e-09
1882,2.2295540702543803e-07,1.9966155395678697e-09,1.9966155395678697e-09
1883,2.1485752199623676e-07,6.319338941018771e-10,5.687405213450347e-09
1884,1.7098395233006158e-07,1.9805090900604227e-09,8.582206056928499e-09
1885,1.875680055718476e-07,6.445635691854079e-10,9.66845359329227e-09
1886,1.3681344057658862e-07,0.0,2.5813855497602844e-09
1887,1.7628096316002484e-07,0.0,6.528924512139156e-09
1888,1.2998259535379475e-07,0.0,3.1703073499755874e-09
1889,1.6414658432495344e-07,0.0,5.012109394186837e-09
1890,1.8286738168171723e-07,0.0,2.6217545912032847e-09
1891,2.2947192235278635e-07,6.374220040683554e-10,3.1871101313640793e-09
1892,1.6486187348618841e-07,0.0,5.641661360300532e-09
1893,1.3733269099702738e-07,0.0,8.621783287310336e-09
1894,1.524972503830213e-07,6.301539290376468e-10,2.520615716150587e-09
1895,1.8477146568329772e-07,0.0,2.4074457982692365e-09
1896,1.7514176420263539e-07,0.0,3.5382172747233653e-09
1897,1.8004544699579128e-07,5.826713556089658e-10,3.4960281336537946e-09
1898,2.1841249520093697e-07,5.6583548957434e-10,2.8291773368493978e-09
1899,1.4482255039638403e-07,5.527578395003729e-10,4.9748205555033564e-09
1900,1.8012954683399585e-07,0.0,1.557315876254961e-08
1901,1.4586608187983074e-07,5.588738916095792e-10,1.1736351446245408e-08
1902,1.6449450868094573e-07,0.0,1.2275709337927765e-08
1903,1.738870878398302e-07,5.400220270956879e-10,1.0800440541913758e-09
1904,1.967112837064633e-07,0.0,4.837162670412454e-09
1905,1.811426386666426e-07,0.0,7.2250627702885595e-09
1906,1.6718600193144084e-07,5.144184522798412e-10,8.745113966313056e-09
1907,1.6868526131474937e-07,5.142843373384665e-10,6.1714118260169926e-09
1908,1.6453152795747883e-07,9.822778146428846e-10,3.437972351250096e-09
1909,1.7933206208908814e-07,1.1001967115120692e-09,6.60118004702781e-09
1910,1.4910180823335395e-07,0.0,9.085056262847502e-09
1911,1.6280344539154612e-07,0.0,2.6601871816467337e-09
1912,1.2919365133257088e-07,0.0,9.376957876838787e-09
1913,1.893167365096815e-07,0.0,7.954484182448596e-09
1914,1.5201608505321929e-07,2.678697486047099e-09,1.339348720819089e-08
1915,1.9438256515513785e-07,1.1780761921542648e-09,3.534228465440492e-09
1916,1.4393575042959128e-07,0.0,1.0987461607214755e-08
1917,1.294038014520993e-07,0.0,4.386569774084137e-09
1918,1.8378202071289707e-07,0.0,8.040463406189247e-09
1919,1.261475262026579e-07,0.0,4.603924352863942e-09
1920,2.513980916774017e-07,0.0,2.2716695191604686e-09
1921,1.893186833967775e-07,0.0,1.2873671018098776e-08
1922,1.814972137026416e-07,7.377935484775833e-10,3.6889677978990676e-09
1923,2.3036606933146686e-07,2.1231896241147297e-09,2.1231896241147297e-09
1924,1.7145860908840405e-07,1.289162443462999e-09,3.867487219366694e-09
1925,1.671723026674954e-07,0.0,4.399271169575059e-09
1926,1.8391128264738654e-07,1.1146138456652466e-09,6.687683296036084e-09
1927,1.9065174683419173e-07,0.0,7.804457524684949e-09
1928,1.6224979049184185e-07,0.0,4.570416489713125e-09
1929,1.6376397127260134e-07,0.0,6.684243825105796e-09
1930,1.3654684494213143e-07,2.100720708497761e-09,6.302162347537887e-09
1931,1.2545892502657807e-07,0.0,2.2810713318222042e-09
1932,1.3480230620643852e-07,0.0,3.287861094491973e-09
1933,1.4682447613267868e-07,2.2941324395731044e-09,8.02946331646126e-09
1934,1.5815686538189766e-07,0.0,3.5944740517379614e-09
1935,1.4361941680363088e-07,0.0,4.787313656606784e-09
1936,1.7459589685131505e-07,0.0,1.2124714565686645e-09
1937,1.5487074733755435e-07,0.0,2.5182236296217297e-09
1938,1.8280952929217165e-07,0.0,5.186085783037697e-09
1939,1.452934839107911e-07,4.588215141154706e-09,6.117620188206274e-09
1940,1.0903866609623947e-07,0.0,0.0
1941,1.3576911328527785e-07,0.0,5.9030051957620344e-09
1942,1.7598428314613557e-07,0.0,2.1239483061208375e-08
1943,1.683876433844489e-07,0.0,8.709705845433291e-09
1944,1.381670102773569e-07,0.0,0.0
1945,1.524952892850706e-07,0.0,4.357008087652048e-09
1946,1.9628757286227483e-07,1.3921104269343232e-09,1.3921104269343232e-09
1947,1.8834975890058558e-07,0.0,3.5762612871081956e-09
1948,1.7612458691473876e-07,0.0,4.348755133776194e-09
1949,1.5805383668521245e-07,0.0,6.8719057111366055e-09
1950,1.4038677420558088e-07,0.0,4.2541445921528975e-09
1951,1.6845014272348635e-07,0.0,3.1984206394497505e-09
1952,2.0456919003208895e-07,1.0544803918932644e-09,2.1089607837865287e-09
1953,1.37904990538118e-07,0.0,2.1547654771580937e-09
1954,1.4463353181781713e-07,0.0,4.886268278880834e-09
1955,1.3796844200442138e-07,0.0,1.8771215692936494e-09
1956,2.0145837709151238e-07,0.0,8.72114158667614e-10
1957,1.4577811668914364e-07,1.7670075402875796e-09,4.417518795207798e-09
1958,2.125966602761764e-07,1.6544486891589827e-09,4.9633461784992505e-09
1959,1.7981734856675757e-07,0.0,2.325224457422337e-09
1960,1.7232875393347058e-07,0.0,3.460416619915918e-09
1961,1.598076693198891e-07,0.0,6.948159270159238e-10
1962,1.395230384559909e-07,0.0,5.0735651235811474e-09
1963,1.5841830247609323e-07,0.0,4.526237162849611e-09
1964,1.4297324923973065e-07,0.0,2.4335873316516654e-09
1965,1.3570667078965926e-07,5.472043373977442e-10,4.924839203113152e-09
1966,1.6838787075812434e-07,0.0,6.092982118843793e-09
1967,1.3262602749364305e-07,0.0,3.451234853457663e-09
1968,1.4821672777998174e-07,4.4914158503495116e-10,5.3896989093971115e-09
1969,1.4533624437262915e-07,9.083515606356229e-10,6.358460868938209e-09
1970,1.4026110761733435e-07,4.5987250119061684e-10,9.197449912790034e-09
1971,1.0533715055771609e-07,5.138397485282553e-10,3.083038491169532e-09
1972,1.0978514097814696e-07,0.0,3.0780880067027283e-09
1973,1.2790633263648488e-07,1.102640756478479e-09,2.7566018356850464e-09
1974,9.675983392298804e-08,5.625571675160757e-10,2.812785782069227e-09
1975,1.0966041941173899e-07,0.0,5.711480177694739e-10
1976,1.0912836501120182e-07,0.0,6.8562320265641574e-09
1977,1.1459724902351809e-07,0.0,1.057820764316375e-08
1978,9.386134536271129e-08,5.940591352171509e-10,4.752473081737207e-09
1979,7.841644134032322e-08,0.0,1.7555920051037788e-09
1980,8.641428905775683e-08,0.0,4.548120546843393e-09
1981,9.235302655952182e-08,0.0,1.2651099057237047e-09
1982,9.187103700014632e-08,0.0,9.932003663948308e-09
1983,5.999550012347754e-08,6.315316047889041e-10,5.68378455412244e-09
1984,8.698512488081178e-08,0.0,5.219107812592938e-09
1985,8.963181841181722e-08,0.0,7.218669662023558e-09
1986,7.553051517561471e-08,0.0,2.997242676272549e-09
1987,8.6773596308376e-08,0.0,3.0554083707556856e-09
1988,7.915451050166666e-08,0.0,6.596209356501959e-09
1989,6.530865448439727e-08,0.0,3.2928733073589456e-09
1990,7.846057314964128e-08,0.0,2.724325431913144e-09
1991,8.557739050729651e-08,5.861465202094962e-10,7.033758464558559e-09
1992,8.7057117070799e-08,0.0,1.0468894195980738e-08
1993,6.924009454678526e-08,1.1078414852150331e-09,6.093128224193833e-09
1994,7.701392945591579e-08,0.0,8.439882570598911e-09
1995,5.802022329248757e-08,5.422450821690461e-10,2.1689803286761844e-09
1996,6.725996115619637e-08,0.0,5.3380921904988554e-09
1997,5.082588216964723e-08,0.0,1.917957792585412e-09
1998,6.913787586881881e-08,0.0,0.0
1999,5.7127515162846976e-08,0.0,4.570201106446348e-09
2000,6.892128823210442e-08,0.0,3.5344251969604557e-09
2001,5.651763146374833e-08,0.0,2.6287270138425356e-09
2002,7.623325615213616e-08,0.0,1.752488598683044e-09
2003,7.66713839084332e-08,0.0,4.166922806803086e-09
2004,5.90242024145482e-08,0.0,2.642874807889939e-09
2005,6.260211904418611e-08,4.5037495954858286e-10,3.1526248278623825e-09
2006,6.547445252635953e-08,0.0,2.8825228870488218e-09
2007,5.672160696690298e-08,0.0,4.7933754743212376e-09
2008,6.343584857404494e-08,0.0,1.2772318758180745e-09
2009,7.486062258976744e-08,0.0,2.860915504498962e-09
2010,8.408351703792505e-08,0.0,1.8895172093635892e-09
2011,7.762663045696172e-08,0.0,1.1471915639660324e-09
2012,9.634035080807735e-08,0.0,5.1063788752969685e-09
2013,9.566699077367957e-08,0.0,5.578249862026041e-09
2014,9.441340864668746e-08,0.0,5.846701789380404e-09
2015,1.0107584103025147e-07,0.0,4.43315073539452e-09
2016,1.037741341747278e-07,0.0,5.59261792432153e-09
2017,8.5027664908921e-08,0.0,5.534344982294215e-09
2018,8.518840388660465e-08,2.5814667070633845e-10,6.195520096952123e-09
2019,8.902947001843131e-08,0.0,2.806086474294034e-09
