year,dut_VERB imiter_VERB,dut_VERB limiter_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,1.2841221419535032e-08,0.0
1829,8.57317605795771e-10,1.714635211591542e-09
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,1.1344631900556124e-08,0.0
1836,8.064899859050456e-09,0.0
1837,0.0,0.0
1838,6.312161904276081e-10,6.312161904276081e-10
1839,6.9914751765765e-10,0.0
1840,1.0828470564661075e-08,0.0
1841,1.0272877659645019e-08,0.0
1842,0.0,0.0
1843,1.7720733769266417e-09,0.0
1844,1.097712254427563e-09,0.0
1845,2.2320911785556063e-09,0.0
1846,9.952652035849496e-09,5.854501328173001e-10
1847,4.314578916364553e-09,1.1325769655456952e-08
1848,1.126331028444838e-08,0.0
1849,0.0,5.865590679832167e-09
1850,0.0,0.0
1851,6.449438760824933e-10,0.0
1852,6.510545436100301e-09,0.0
1853,1.7915795513800958e-09,5.971931837933653e-10
1854,1.0391328908454511e-09,5.195664454227256e-10
1855,1.3798036491152743e-08,0.0
1856,3.1063134287023786e-09,2.0708756931497874e-09
1857,0.0,2.4407544874094356e-09
1858,3.4255731584664773e-09,1.1744822003834088e-08
1859,0.0,5.092173349652285e-09
1860,0.0,9.154367819341758e-10
1861,1.8863854922557266e-09,4.2443675241088386e-09
1862,9.035972525772706e-10,3.6143890103090826e-09
1863,0.0,1.4983863039219614e-09
1864,0.0,4.794727948009836e-10
1865,1.4120533631256649e-09,4.706844358715045e-10
1866,0.0,4.865612912574591e-10
1867,2.426405742994575e-09,3.88224918879132e-09
1868,0.0,3.951899252285784e-09
1869,0.0,2.441759683335931e-09
1870,5.734048791339319e-10,5.734048791339319e-10
1871,0.0,0.0
1872,6.047339295989218e-10,9.071008832961525e-09
1873,1.7958012854535355e-09,0.0
1874,0.0,4.182226565063729e-09
1875,5.721527140956084e-10,0.0
1876,2.418405919968336e-09,1.813804439976252e-09
1877,0.0,6.184815992682502e-10
1878,6.6429977074733415e-09,6.039088673581716e-10
1879,6.109325489944695e-09,1.832797580370027e-09
1880,7.059631101924424e-09,0.0
1881,6.972507571312292e-10,6.9725074602899895e-09
1882,1.3310770263785798e-09,6.655385131892899e-10
1883,3.159669414998234e-09,5.687405213450347e-09
1884,1.2543224237049344e-08,6.601696966868076e-10
1885,7.090199094506033e-09,1.2891271383708158e-09
1886,5.162771099520569e-09,7.098810428374236e-09
1887,3.9173548849191775e-09,6.528924623161458e-10
1888,4.4384300679212174e-09,2.53624587998047e-09
1889,6.265136742733546e-10,1.2530273485467092e-09
1890,6.554386366985909e-09,2.6217545912032847e-09
1891,5.736798147637501e-09,5.099376032546843e-09
1892,0.0,3.761107425503951e-09
1893,1.847525021858587e-09,9.23762488724833e-09
1894,0.0,3.150769645188234e-09
1895,3.611168697403855e-09,0.0
1896,4.1279202278587945e-09,8.255840455717589e-09
1897,0.0,4.661370844871726e-09
1898,5.092519295146758e-09,1.1882545614128048e-08
1899,0.0,1.6582735185011188e-09
1900,1.038210628578895e-09,8.30568502863116e-09
1901,3.353243460679778e-09,8.38310842965484e-09
1902,4.419255628107521e-09,8.838511256215043e-09
1903,9.720396931811592e-09,5.940242076007962e-09
1904,0.0,5.374625189347171e-09
1905,3.096455536422127e-09,1.0321517862621477e-08
1906,1.0288369045596824e-09,2.572092316910357e-09
1907,2.057137349353866e-09,5.142843484406967e-09
1908,1.1296195090437777e-08,6.384805573134145e-09
1909,1.1001967115120692e-09,1.4302557360679202e-08
1910,0.0,9.619471441624228e-09
1911,0.0,3.1922244847493175e-09
1912,5.209421227725386e-10,1.0418842677495377e-08
1913,2.6514948014977335e-09,1.2196876397752021e-08
1914,5.357394972094198e-09,5.357394972094198e-09
1915,1.1780761921542648e-09,2.3561524287174507e-08
1916,0.0,3.29623865980011e-08
1917,1.0966424435210342e-09,2.1932848426331475e-08
1918,0.0,8.040463406189247e-09
1919,1.8415696745321952e-09,5.524709134618888e-09
1920,7.572231730534895e-10,6.057785384427916e-09
1921,3.0290989716519334e-09,6.815472630705699e-09
1922,2.951174193910333e-09,2.951174193910333e-09
1923,4.246379248229459e-09,5.307974060286824e-09
1924,2.578324886925998e-09,6.445812328337297e-09
1925,2.1996355847875293e-09,2.1996355847875293e-09
1926,2.229227691330493e-09,1.1146138456652466e-09
1927,1.1149224876660924e-09,7.804457524684949e-09
1928,0.0,6.8556245125250825e-09
1929,0.0,1.1140406375176326e-09
1930,3.1510811737689437e-09,7.352522590764465e-09
1931,1.1405356659111021e-09,1.1405356659111021e-08
1932,1.0959536611565568e-09,9.863582839386709e-09
1933,0.0,4.588264879146209e-09
1934,0.0,4.7926320689839486e-09
1935,2.393656828303392e-09,2.393656828303392e-09
1936,0.0,4.849885826274658e-09
1937,0.0,3.777335333410292e-09
1938,3.8895642262559704e-09,9.075650453382877e-09
1939,1.5294050470515685e-09,3.058810094103137e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,0.0
1942,0.0,9.102635090130207e-09
1943,0.0,8.709705845433291e-09
1944,0.0,3.2131861615880553e-09
1945,0.0,2.178504043826024e-09
1946,1.3921104269343232e-09,9.744772988540262e-09
1947,3.5762612871081956e-09,1.3112957830685446e-08
1948,0.0,8.697510267552389e-09
1949,9.817008317369869e-10,1.47255123650325e-08
1950,0.0,1.0635361036293034e-08
1951,1.0661401761424827e-09,1.2793682557799002e-08
1952,0.0,1.0544804140977249e-08
1953,1.0773827385790469e-09,1.1851209791302608e-08
1954,0.0,6.840775057526116e-09
1955,0.0,9.385607846468247e-09
1956,1.744228317335228e-09,5.232684952005684e-09
1957,2.6505113659425206e-09,1.0602045463770082e-08
1958,8.272243445794913e-10,7.445019267748876e-09
1959,0.0,7.750747599288843e-09
1960,0.0,6.2287499602575735e-09
1961,2.08444772553662e-09,4.16889545107324e-09
1962,0.0,1.1415521861124489e-08
1963,0.0,1.2932106940866106e-08
1964,6.083968329129164e-10,1.0951143103454797e-08
1965,2.188817349590977e-09,6.5664522708175355e-09
1966,0.0,7.200797291773142e-09
1967,0.0,9.860671390526932e-09
1968,2.6948494546985557e-09,6.737123747768692e-09
1969,1.3625273131978588e-09,5.904285060864822e-09
1970,1.3796175313274261e-09,4.598724956395017e-09
1971,0.0,3.083038491169532e-09
1972,1.0260293725750103e-09,3.0780880067027283e-09
1973,0.0,8.821126051827832e-09
1974,5.625571675160757e-10,5.625571564138454e-09
1975,5.711480177694739e-10,3.998036124386317e-09
1976,0.0,4.570821499072508e-09
1977,0.0,4.7014254711541525e-09
1978,0.0,5.940591130126904e-09
1979,1.1703946700691858e-09,5.266775904289034e-09
1980,2.2740602734216964e-09,7.390696055153967e-09
1981,0.0,3.1627747087981106e-09
1982,1.2415004579935385e-09,4.345251713999687e-09
1983,0.0,3.157658134966823e-09
1984,5.799008495621649e-10,5.799008384599347e-09
1985,0.0,6.015558051686298e-10
1986,0.0,5.395036861699509e-09
1987,0.0,9.166225112267057e-09
1988,0.0,7.195864348830128e-09
1989,0.0,3.841685636274406e-09
1990,1.089730194969718e-09,5.448650863826288e-09
1991,3.5168792322792797e-09,7.6199047072123e-09
1992,1.1019888335184191e-09,6.61193322315512e-09
1993,0.0,8.308811416668505e-09
1994,0.0,4.2199412852994556e-09
1995,5.422450821690461e-10,1.0844901643380922e-09
1996,0.0,4.804283193493575e-09
1997,1.438468344439059e-09,5.274384040632185e-09
1998,0.0,6.198567881199324e-09
1999,2.285100553223174e-09,4.113180906983871e-09
2000,8.836062992401139e-10,2.6508188977203417e-09
2001,8.762423564512289e-10,3.5049694258049158e-09
2002,4.38122149670761e-10,1.752488598683044e-09
2003,1.2500769308587678e-09,1.6667691671301554e-09
2004,8.809582507929292e-10,2.642874807889939e-09
2005,4.5037495954858286e-10,4.503749373441224e-09
2006,4.1178899179428186e-10,4.117890028965121e-09
2007,7.988958938831558e-10,1.1983438685803094e-09
2008,0.0,2.554463751636149e-09
2009,4.76819250749827e-10,3.337734755248789e-09
2010,4.723793023408973e-10,3.3066551718974324e-09
2011,0.0,2.2943831279320648e-09
2012,6.808505426114664e-10,3.4042526575461807e-09
2013,2.789125042035323e-10,2.7891249310130206e-09
2014,8.661780737106994e-10,2.3819897165822113e-09
2015,2.2165753954528356e-10,1.5516027351836215e-09
2016,1.2428040818690533e-09,2.4856081637381067e-09
2017,0.0,3.2702947017071438e-09
2018,5.162933414126769e-10,1.8070267504555204e-09
2019,0.0,2.04079020349468e-09
