year,était_VERB en_ADP,était_VERB lent_ADJ,etait_VERB en_ADP
1884,2.6588993932818994e-05,5.413391335196138e-08,2.178559910248623e-08
1885,2.635169221321121e-05,4.7697703564608673e-08,3.0294487363136113e-08
1886,2.6363044526078738e-05,5.162771188338411e-08,2.904058704622514e-08
1887,2.5876739528030157e-05,4.113222473733913e-08,2.6768590677406223e-08
1888,2.636047065607272e-05,4.12139939953704e-08,2.663058107366112e-08
1889,2.5932653443305753e-05,2.255449160770695e-08,3.4458251363389536e-08
1890,2.5438228476559743e-05,4.260351360585446e-08,2.6872984115744458e-08
1891,2.5185818230966106e-05,5.290602800300803e-08,5.609313724619369e-08
1892,2.530222263885662e-05,4.199903358426127e-08,3.6984222795410915e-08
1893,2.531109203118831e-05,4.434059874824925e-08,3.387129199339256e-08
1894,2.5558412744430825e-05,3.7179081147087345e-08,6.364554749893614e-08
1895,2.6299539968022145e-05,5.717683748684976e-08,3.8519131440040155e-08
1896,2.5732275389600545e-05,5.5432071377481407e-08,3.833068834557807e-08
1897,2.441567812638823e-05,6.001514663012131e-08,3.4960280781426434e-08
1898,2.4758131985436194e-05,4.2437662273187016e-08,3.225262235062587e-08
1899,2.5833138352027163e-05,4.532614283903058e-08,4.311511325738593e-08
1900,2.4862029022187926e-05,4.983411017178696e-08,4.2047532122779785e-08
1901,2.395277624600567e-05,3.688567673520993e-08,3.7444551015397565e-08
1902,2.2169440853758715e-05,5.548620762851897e-08,2.9461702855115846e-08
1903,2.444463643769268e-05,6.372260230591564e-08,4.968202560462487e-08
1904,2.45233404712053e-05,6.073326375144461e-08,3.439760298817873e-08
1905,2.423853766231332e-05,3.973784501454247e-08,2.7868098939620722e-08
1906,2.435822898405604e-05,5.6071609577657e-08,3.858138342138773e-08
1907,2.349353781028185e-05,4.0628464148539933e-08,3.3428480872288446e-08
1908,2.398525975877419e-05,3.830883343880487e-08,3.6835418271152776e-08
1909,2.3776350644766353e-05,3.795678793494517e-08,3.6306492923188216e-08
1910,2.328393020434305e-05,6.306098043751263e-08,3.7943469699541765e-08
1911,2.4467868570354767e-05,5.69280018680729e-08,3.298631945369834e-08
1912,2.410555498499889e-05,4.7926675961207366e-08,3.22984119449643e-08
1913,2.3480048184865154e-05,5.939348568517744e-08,3.606033005532083e-08
1914,2.3312704797717743e-05,5.1564928327252346e-08,4.687720545071272e-08
1915,2.4601764380349778e-05,7.304072369151982e-08,3.062998121805549e-08
1916,2.5068993636523373e-05,7.69122365795738e-08,4.0653608035512434e-08
1917,2.5661433028290048e-05,4.8252267959014716e-08,6.141197772535634e-08
1918,2.600056177470833e-05,7.351280828515883e-08,3.9053680289669046e-08
1919,2.4971684979391284e-05,4.788081042761405e-08,3.222746913777996e-08
1920,2.4403789211646654e-05,5.3005621225565847e-08,3.331781917026433e-08
1921,2.385415427852422e-05,4.543648302046677e-08,5.073740894090406e-08
1922,2.4560409656260163e-05,3.098733003525922e-08,3.688967598058923e-08
1923,2.386571213719435e-05,5.944930947521243e-08,3.3971033985835675e-08
1924,2.4354856577701867e-05,5.543398629015428e-08,4.383152285569736e-08
1925,2.3682376195210963e-05,5.829034321891413e-08,6.708888378170741e-08
1926,2.3459277144866064e-05,5.3501466368288675e-08,3.9011485264417445e-08
1927,2.5134811949101277e-05,4.7941668412931904e-08,5.797597069090443e-08
1928,2.3105740183382295e-05,5.9415413034002995e-08,1.942427008128078e-08
1929,2.441531432850752e-05,4.0105462062456354e-08,5.570203231997084e-08
1930,2.3534374122391455e-05,4.3064773080914165e-08,3.2561171536826805e-08
1931,2.2721751520293765e-05,4.44808918587114e-08,4.21998205268892e-08
1932,2.368027162447106e-05,7.671675916753884e-08,2.9590749850427756e-08
1933,2.4543774998164736e-05,6.652984296806608e-08,4.473558190554172e-08
1934,2.361209953960497e-05,4.4331848414458364e-08,3.5944740517379614e-08
1935,2.2952775907469913e-05,4.547948151412129e-08,4.0692165192979246e-08
1936,2.20863803406246e-05,3.6374142808881516e-08,3.6374144585238355e-08
1937,2.2925907614990138e-05,5.9178255185088346e-08,4.91053595563784e-08
1938,2.2357215129886754e-05,4.408173026604345e-08,4.5378251711802875e-08
1939,2.19408448174363e-05,3.976452944698394e-08,4.894096328200703e-08
1940,2.1234645828371868e-05,3.296517903095264e-08,1.1664601551331089e-07
1941,2.1661076971213333e-05,6.788455664263893e-08,5.017554549624492e-08
1942,2.1597519662464038e-05,8.192371581117186e-08,6.978687139280737e-08
1943,2.452943408570718e-05,3.4838823381733164e-08,2.0322646676618206e-08
1944,2.427883373457007e-05,7.390327994016843e-08,1.4459337904781933e-07
1945,2.789792233670596e-05,8.278315277721049e-08,6.535512397931598e-08
1946,2.5028753952938132e-05,8.352662916877307e-08,3.61948711002924e-08
1947,2.562748886703048e-05,6.318061451793255e-08,4.649139739854036e-08
1948,2.2732030629413202e-05,6.740570768215548e-08,2.5005342241257722e-08
1949,2.2832398826722056e-05,7.068246077324147e-08,5.006674341778705e-08
1950,2.168975697713904e-05,4.679559140186029e-08,4.4668517773516214e-08
1951,2.3732280169497244e-05,4.904244832459881e-08,5.117472845483917e-08
1952,2.195006345573347e-05,4.007025466989944e-08,8.541291052210909e-08
1953,2.254962055303622e-05,7.002987700843732e-08,8.834538434143724e-08
1954,2.2491491108667105e-05,5.2771696346098906e-08,3.224936939716372e-08
1955,2.1098845536471345e-05,5.631364530245264e-08,1.238900253497377e-07
1956,2.1982508769724518e-05,6.628067694691708e-08,2.712275097849215e-07
1957,2.2096428438089788e-05,4.682570065028813e-08,1.546131613849866e-07
1958,2.1740283045801334e-05,4.6324561964183886e-08,1.2904699531191e-07
1959,2.1533127437578514e-05,3.5653439312000046e-08,4.960478516835565e-08
1960,2.1518255380215123e-05,4.498541628095154e-08,5.398250202404142e-08
1961,2.1781785108032636e-05,5.002674541287888e-08,7.087122533278034e-08
1962,2.307267095602583e-05,5.7077606641087186e-08,7.864025874937397e-08
1963,2.275662700412795e-05,6.595374202333915e-08,1.1056950910415253e-07
1964,2.2412730686482973e-05,4.6846555079582686e-08,5.1713729298796807e-08
1965,2.181922536692582e-05,5.08900050988359e-08,5.2531615502005025e-08
1966,2.2397249267669395e-05,5.317511764246774e-08,4.597431968456078e-08
1967,2.2139671273180284e-05,4.53590871529741e-08,4.733122338507201e-08
1968,2.3155495000537485e-05,5.030385707982532e-08,4.985471757645854e-08
1969,2.126587241946254e-05,3.905911682977603e-08,4.7688456739081175e-08
1970,2.050111652351916e-05,3.54101814536989e-08,5.104584777093635e-08
1971,2.0549992768792436e-05,4.4704059121158934e-08,4.419021770729614e-08
1972,2.0315381334512495e-05,5.335352781798974e-08,5.848367212735184e-08
1973,2.0664590920205228e-05,3.473318344049403e-08,5.458071838937428e-08
1974,1.9717066606972367e-05,3.431598827319249e-08,6.075617298151315e-08
1975,1.9303661247249693e-05,4.397839603598186e-08,5.140332026698502e-08
1976,2.0112756828893907e-05,3.313845553520878e-08,4.399415542977181e-08
1977,1.9465664081508294e-05,3.584836960612847e-08,7.4047450837611e-08
1978,2.009167474170681e-05,4.217819693508318e-08,5.999997298999915e-08
1979,2.0624109311029315e-05,4.037861600636461e-08,5.793453716762542e-08
1980,2.035340730799362e-05,3.411090432337005e-08,7.16328969474489e-08
1981,2.01082893909188e-05,3.6688188487232765e-08,6.452060574702045e-08
1982,2.087583015963901e-05,4.221101690404794e-08,6.952402564763815e-08
1983,2.1615433070110157e-05,4.736487113632393e-08,6.504775562632403e-08
1984,2.07987231988227e-05,4.755186822080759e-08,4.697197031333644e-08
1985,2.08457131520845e-05,3.549179083961462e-08,4.932757668996146e-08
1986,2.1448868210427463e-05,3.7765257587807355e-08,6.533989038715049e-08
1987,2.0855606635450386e-05,3.727598141267663e-08,4.827545208030415e-08
1988,2.1154643036425114e-05,3.1182079140990027e-08,7.675588786781873e-08
1989,2.14667907130206e-05,3.896566624916886e-08,6.036934507847036e-08
1990,2.153579225705471e-05,3.923028657482064e-08,7.464651652355769e-08
1991,2.12226077564992e-05,4.2202550787351356e-08,4.396098773895574e-08
1992,2.175215740862768e-05,2.644773289262048e-08,4.022259147973273e-08
1993,2.198012953158468e-05,2.8803878393546256e-08,4.929894714678085e-08
1994,2.169840990973171e-05,4.114442830882581e-08,5.5386730757334135e-08
1995,2.1363914129324257e-05,3.253470381991974e-08,5.802022329248757e-08
1996,2.1638490579789504e-05,3.3096171137003694e-08,4.964425670550554e-08
1997,2.140153264917899e-05,3.5002731380018304e-08,8.43901464264718e-08
1998,2.1795594875584356e-05,3.146965354972053e-08,1.2683224070997312e-07
1999,2.171759660996031e-05,3.3362468343511864e-08,1.2111032710038216e-07
2000,2.1384597857831977e-05,3.35770380388567e-08,6.538686747603606e-08
2001,2.1763669792562723e-05,3.461157405126869e-08,4.42502372521858e-08
2002,2.2520793208968826e-05,4.6002824660718034e-08,4.819343679685062e-08
2003,2.3389771740767173e-05,4.125253738607171e-08,5.3753305806480967e-08
2004,2.3238357243826613e-05,3.171449591832243e-08,5.594084839799507e-08
2005,2.3036229322315194e-05,3.783149793434859e-08,4.008337217697999e-08
2006,2.367869092267938e-05,4.529679031861633e-08,4.817931209544213e-08
2007,2.6524143322603777e-05,4.393927355295091e-08,3.155638861329635e-08
2008,2.7666119422065094e-05,5.960415450090295e-08,4.044567769589946e-08
2009,3.038912109332159e-05,4.529782771101054e-08,2.4794601927169424e-08
2010,3.457580169197172e-05,7.132927493103125e-08,1.5116137674908714e-08
2011,3.6865767469862476e-05,8.336258616736814e-08,5.582998996445099e-08
2012,4.297664781915955e-05,1.028084284371289e-07,1.4297862005463458e-08
2013,4.687487307819538e-05,1.277419272582847e-07,2.091843764873147e-08
2014,4.8449237510794774e-05,1.2104838731374912e-07,1.5591205215770287e-08
2015,4.7225468733813614e-05,1.163702094686414e-07,1.3077795291138727e-08
2016,4.832664126297459e-05,1.2883735678315134e-07,7.456824269169715e-09
2017,4.7333993279607967e-05,1.2527743820101023e-07,5.534345121072093e-09
2018,5.015066926716827e-05,1.3604329751615296e-07,3.355906574853407e-08
2019,4.722720041172579e-05,1.1530464405495877e-07,4.3366792379373464e-09
