year,fut_VERB en_PRON,fut_VERB lent_ADJ
1800,1.131899196593622e-07,9.432493897065797e-09
1801,1.5239568540437176e-07,9.524730337773235e-09
1802,1.6336232988578558e-07,1.1189200677108602e-08
1803,9.166594594489652e-08,1.950339267864365e-08
1804,1.5325475999361515e-07,2.9662210465630778e-08
1805,1.0802935435094696e-07,1.421438877713399e-08
1806,1.873084869430386e-07,1.152667650217154e-08
1807,1.4804166426074516e-07,4.27043254092041e-08
1808,1.5862518409903714e-07,1.3596443970698147e-08
1809,1.1746958961111886e-07,2.4849335034105025e-08
1810,1.0296557917399696e-07,1.1700633351097167e-08
1811,1.42903374467096e-07,3.5099073869560016e-08
1812,1.0668833283489221e-07,4.5342538612658245e-08
1813,1.1790540810352468e-07,3.738464116054274e-08
1814,1.2272040805783035e-07,3.1466771410748606e-09
1815,1.1328339155625144e-07,1.3486118000116676e-08
1816,1.228330006597389e-07,5.5622493277951435e-08
1817,1.401186011662503e-07,2.80237220096069e-08
1818,9.298518222067287e-08,2.1458118837358597e-08
1819,1.1696686641471388e-07,6.210630232317271e-09
1820,1.8986369809681491e-07,3.322614716694261e-08
1821,1.370746929296729e-07,1.577838126820552e-08
1822,1.513867999847207e-07,1.4035862250239006e-08
1823,1.8282970870586723e-07,3.656594316225892e-08
1824,1.8779081756292726e-07,1.8526447931321854e-08
1825,1.937197424695114e-07,4.138558296062911e-08
1826,2.1403401717634551e-07,4.051672775062798e-08
1827,1.308852830561591e-07,3.7790819362726324e-08
1828,1.0272977135628025e-07,2.659967357487858e-08
1829,1.0287811136322489e-07,4.8009784592295546e-08
1830,1.575962187416735e-07,6.157733167810875e-08
1831,7.327867024287116e-08,2.6505050598757407e-08
1832,1.1635773944362882e-07,2.3000948701223933e-08
1833,1.169946486356821e-07,4.170106393530659e-08
1834,9.894602470694736e-08,3.267085801894609e-08
1835,1.323540459452488e-07,5.067268915581735e-08
1836,2.0027835034852615e-07,3.763620171071125e-08
1837,1.864714818111679e-07,4.244313345225237e-08
1838,2.5690499683150847e-07,3.5348108440302894e-08
1839,1.4961756278353278e-07,6.082583325905944e-08
1840,1.4522889557611052e-07,2.4204817705708592e-08
1841,1.1300165425609521e-07,4.365973182984817e-08
1842,1.1873628835701311e-07,4.695785449371215e-08
1843,1.2640789748274983e-07,4.134837894298471e-08
1844,1.2843233321291336e-07,5.598332464273881e-08
1845,1.3057733383448067e-07,5.022205229465726e-08
1846,1.6626783860829164e-07,3.33706573485415e-08
1847,1.1271837507820237e-07,4.7460368080010085e-08
1848,1.2309189401094045e-07,2.252662056889676e-08
1849,9.049767868418712e-08,4.273501730267526e-08
1850,1.6429370930381992e-07,3.2587180953669304e-08
1851,1.4962698458020895e-07,6.900899762740664e-08
1852,1.3411722932232806e-07,4.231854688896419e-08
1853,1.3854881331099023e-07,6.151089593231518e-08
1854,1.9587655231134704e-07,2.5978321716024766e-08
1855,1.3851105507001193e-07,3.6087172361476405e-08
1856,1.791307511211926e-07,3.002769588533738e-08
1857,1.6499500077316043e-07,4.78387889302212e-08
1858,1.389803969686909e-07,3.0830157982109085e-08
1859,1.5887580673279444e-07,5.601390640208592e-08
1860,1.3044973456999287e-07,4.851814949802247e-08
1861,1.2308665020555054e-07,5.2818794671338765e-08
1862,1.296662048844155e-07,6.415540809712184e-08
1863,1.11879508324364e-07,5.2942979777981236e-08
1864,1.567876068975238e-07,4.411149845395812e-08
1865,1.289675424231973e-07,4.8009813014004976e-08
1866,1.3575059654158395e-07,4.525020003143254e-08
1867,1.0967353603064112e-07,5.143980175148499e-08
1868,1.9463104194983316e-07,4.989272639477349e-08
1869,1.3576183732766367e-07,4.737013625799591e-08
1870,1.1410757139174166e-07,5.2179842668920173e-08
1871,1.2001930826954776e-07,3.080141297573391e-08
1872,1.4634561296134052e-07,3.084143074261192e-08
1873,1.3288929778809688e-07,4.070482972906575e-08
1874,1.188947251762329e-07,5.436894312538243e-08
1875,1.2644575519971113e-07,5.149374260327022e-08
1876,1.1064206972832835e-07,3.808989390563511e-08
1877,1.4163228456709476e-07,5.1952454782622226e-08
1878,1.1534659449807805e-07,6.401433694236403e-08
1879,1.1180065229154934e-07,5.5594860270957724e-08
1880,1.1937194699385145e-07,4.6208491255583795e-08
1881,1.0807386985334233e-07,2.649552932609822e-08
1882,1.2046247377384134e-07,4.9249848643739824e-08
1883,1.1438003610919623e-07,3.222862687835004e-08
1884,8.648223115415021e-08,4.15906917794473e-08
1885,7.799219048365558e-08,3.93183761104865e-08
1886,1.0325542376676822e-07,4.130216879616455e-08
1887,7.116528166761782e-08,4.1785117588233334e-08
1888,1.1096075525074411e-07,4.057993407968752e-08
1889,7.51816386923565e-08,3.195219733242993e-08
1890,7.799719980994269e-08,4.653614382732485e-08
1891,1.121862709396737e-07,5.099376210182527e-08
1892,1.3101190177167155e-07,3.6984221907232495e-08
1893,1.090039702944523e-07,3.94138659487453e-08
1894,8.192001388351855e-08,2.6466464575491955e-08
1895,9.268666190109798e-08,5.2963805785566365e-08
1896,9.435246539624131e-08,5.89702899844724e-08
1897,7.39992600529149e-08,4.486569338268964e-08
1898,5.6583548513344795e-08,4.0740154361174064e-08
1899,7.185852268776216e-08,5.085372123403431e-08
1900,9.13625370912996e-08,4.2047531678690575e-08
1901,7.712459648701042e-08,5.6446264551368586e-08
1902,7.414528369054096e-08,4.959386856739911e-08
1903,7.506306332061286e-08,5.2922157323109786e-08
1904,6.127072538220091e-08,3.9772224624812225e-08
1905,4.8511136441220515e-08,4.025391930895239e-08
1906,9.61962527412652e-08,4.8869754465385995e-08
1907,1.0594257560114784e-07,3.754275823553144e-08
1908,8.742272683548435e-08,3.732655784460803e-08
1909,7.701377313651392e-08,4.675835896250646e-08
1910,7.054278938767311e-08,4.382203400155049e-08
1911,8.406190943333058e-08,4.735132819178034e-08
1912,9.42905273859651e-08,5.1052328586820295e-08
1913,1.2355965850474604e-07,4.030272293675807e-08
1914,7.165515825136026e-08,5.558297289098846e-08
1915,7.068457108516668e-08,6.597226587246041e-08
1916,8.680095220370276e-08,5.6036057571873243e-08
1917,7.23783983858084e-08,3.947912929902486e-08
1918,7.121553124989077e-08,4.479686666059024e-08
1919,9.115770183143468e-08,4.1435317399418636e-08
1920,9.16240026072046e-08,5.906340660999376e-08
1921,7.118382683302116e-08,4.1650110915725236e-08
1922,7.820611358511087e-08,5.2383342108441866e-08
1923,9.660512745313099e-08,4.352538596208433e-08
1924,6.83256118350073e-08,5.0277336072213075e-08
1925,1.286786783794014e-07,3.189471442510694e-08
1926,7.467912865877224e-08,3.4553028882555736e-08
1927,1.583189970233434e-07,7.358488574027433e-08
1928,1.0511958237202634e-07,6.170062505361784e-08
1929,8.466708578680482e-08,5.904415445456834e-08
1930,6.617270287279098e-08,5.146765857944047e-08
1931,8.782124893969012e-08,3.763767608688795e-08
1932,1.0411559969725204e-07,4.603005265835236e-08
1933,9.291236580111217e-08,5.6206243215228824e-08
1934,1.0783422510485252e-07,5.6313425034204556e-08
1935,1.1609235883724978e-07,4.547948151412129e-08
1936,9.82101866497942e-08,3.15242587589637e-08
1937,9.94698368117497e-08,5.791914503561202e-08
1938,1.0890779833516717e-07,2.074434313215079e-08
1939,8.258787431714154e-08,4.282334131744392e-08
1940,6.846613587185857e-08,3.550096039361961e-08
1941,7.37875680556499e-08,2.9515025090631752e-08
1942,9.709477666319799e-08,3.6410540360520827e-08
1943,6.387117679196308e-08,3.774205836748479e-08
1944,9.639558129492798e-08,7.711646787811333e-08
1945,8.714016530575464e-08,6.753362669087437e-08
1946,8.631084824628488e-08,5.0115975369635635e-08
1947,1.001353169272079e-07,6.198852986472048e-08
1948,8.914948068650119e-08,6.84928949112873e-08
1949,1.0406029105070047e-07,5.890204946013e-08
1950,6.062155932795577e-08,2.9779013033248702e-08
1951,1.4499507017262658e-07,3.5182626589858046e-08
1952,8.541291407482277e-08,5.377849987553418e-08
1953,1.1958948675783176e-07,4.201792691560513e-08
1954,1.3192924086524727e-07,4.10446503451567e-08
1955,1.0511880788044436e-07,4.035811329572425e-08
