year,fut_VERB en_PRON,fut_VERB lent_ADJ
1956,1.0988638621256541e-07,4.360570926564833e-08
1957,1.0602045108498714e-07,4.1524678806581505e-08
1958,9.34763519921944e-08,5.9560154141991006e-08
1959,1.1548614509138133e-07,5.658045765244424e-08
1960,1.045045863179439e-07,4.9137916846575536e-08
1961,9.4494964741898e-08,4.863711566827078e-08
1962,1.179603899004178e-07,5.327243357555744e-08
1963,1.1832877788719998e-07,6.207410763181542e-08
1964,1.381060741323381e-07,4.137098486012292e-08
1965,1.548588244304483e-07,6.183409340110302e-08
1966,1.556479958253476e-07,6.092982118843793e-08
1967,1.528403998918293e-07,4.683818843886911e-08
1968,1.6708067107629176e-07,5.434613115085085e-08
1969,1.5986987023097754e-07,5.5409444144061126e-08
1970,1.6463435770219803e-07,3.7709543931896405e-08
1971,1.608318456192137e-07,5.446701223377204e-08
1972,1.8160720571813727e-07,4.719735002822745e-08
1973,1.433432998965145e-07,3.3079221140042137e-08
1974,1.676420424701064e-07,3.8816445169231883e-08
1975,1.6449062911760848e-07,3.5982324675387645e-08
1976,1.6912039768612885e-07,2.9138986334942274e-08
1977,1.4985793939104042e-07,4.58388988988645e-08
1978,1.8297021142643644e-07,2.970295653881294e-08
1979,1.7263320728488907e-07,4.564539324292127e-08
1980,1.637323379100053e-07,3.9227540327146926e-08
1981,1.8533860668412672e-07,3.28928564385933e-08
1982,1.7194781776197487e-07,4.779776929808577e-08
1983,1.5788289431384328e-07,4.104955309003344e-08
1984,1.6643154765461077e-07,3.595385322796574e-08
1985,1.6061540009104647e-07,2.7671566371623157e-08
1986,1.76837318122125e-07,3.8364706966831363e-08
1987,1.3016040156799136e-07,2.8720839040374813e-08
1988,1.6550488624034188e-07,4.017691068725071e-08
1989,1.7616872582948417e-07,3.951447880012893e-08
1990,1.9560657449346763e-07,4.90378582185258e-08
1991,1.8170541693507403e-07,5.0408601737217396e-08
1992,1.878890998341376e-07,5.4548447536717504e-08
1993,2.11597722454826e-07,2.6588196533339215e-08
1994,2.0519463816981443e-07,4.167192102499939e-08
1995,1.8653230426934897e-07,3.958389171998533e-08
1996,2.1298987462614605e-07,2.989331449043675e-08
1997,1.9659067618249537e-07,3.212579358091716e-08
1998,1.8071209240133612e-07,3.671459580800729e-08
1999,1.704685104186865e-07,2.9249287436527993e-08
2000,1.7981388111820706e-07,3.180982588446568e-08
2001,1.9671641382501548e-07,2.891599848453552e-08
2002,1.761250985055085e-07,3.373540380380291e-08
2003,2.079294603163362e-07,3.500215228768866e-08
2004,1.79715485160159e-07,3.03930605127789e-08
2005,2.040198552322181e-07,2.657212228029948e-08
2006,1.6677454084401688e-07,2.84134404893166e-08
2007,1.7016482445342263e-07,3.83470037945699e-08
2008,1.5156484778344748e-07,3.15050527888161e-08
2009,1.5019806198779406e-07,4.052963475942306e-08
2010,1.4596520259146928e-07,3.448369056968659e-08
2011,1.246614829142345e-07,4.512287077318433e-08
2012,1.2493607925989636e-07,4.289358557230116e-08
2013,1.2327932097377925e-07,4.239469930666928e-08
2014,1.4270283088535507e-07,4.655707286360666e-08
2015,1.2700976981250278e-07,4.987294488500993e-08
2016,1.037741341747278e-07,5.095496646845277e-08
2017,1.0112757564684216e-07,3.672792558973015e-08
2018,1.1255195175863264e-07,4.724084234908332e-08
2019,1.1479444594897359e-07,3.979540963428008e-08
