year,serait_VERB également_ADV,serait_VERB egalement_ADV,serait_VERB légalement_ADV
1846,8.781751716924191e-07,5.854501328173001e-10,4.6836010625384006e-08
1847,1.1142400353492121e-06,5.393223645455691e-10,6.903326266183285e-08
1848,1.0579466334093013e-06,0.0,3.942158599556933e-08
1849,1.107758635043865e-06,8.379414939696517e-10,6.284561493430374e-08
1850,8.140006002577138e-07,2.7155984128057753e-09,7.5357853290825e-08
1851,8.177888162208546e-07,5.159551008659946e-09,3.676180071465751e-08
1852,8.170734417944914e-07,6.510545436100301e-10,4.231854688896419e-08
1853,7.387279765680432e-07,1.1943863675867306e-09,3.642878354526147e-08
1854,7.388234735117294e-07,4.676098175337984e-09,3.221311928314208e-08
1855,7.206820669125591e-07,1.0613874223963649e-09,4.086341576226005e-08
1856,7.527632988058031e-07,1.5531567143511893e-09,3.1063134287023786e-08
1857,6.858520009700442e-07,1.4644527812635033e-09,3.270611159678083e-08
1858,7.311152216971095e-07,1.9574704079872163e-09,2.9851424443450014e-08
1859,8.682155794303981e-07,1.018434669930457e-09,3.258990943777462e-08
1860,6.673533903267526e-07,5.492620580582752e-09,4.027921818305913e-08
1861,8.469870635963161e-07,1.4147891747029462e-09,2.3108222890755314e-08
1862,7.60828868351382e-07,1.3553959066214816e-09,3.34330998441601e-08
1863,7.826570822544454e-07,1.4983863039219614e-09,1.9978482868054925e-08
1864,7.077018722156936e-07,4.794727948009836e-10,2.8768367243969806e-08
1865,7.206178906926652e-07,9.41368871743009e-10,2.023943146411966e-08
1866,7.65847460115765e-07,0.0,1.5083399418358567e-08
1867,7.86155453624815e-07,2.426405742994575e-09,3.785192959071537e-08
1868,8.74357681368565e-07,1.4819622196071691e-09,2.2723421366777075e-08
1869,7.320394956877863e-07,1.953407657850903e-09,3.125452252561445e-08
1870,7.660689220756467e-07,1.1468097582678638e-09,3.2110673231500186e-08
1871,7.647247457498452e-07,1.0621177271019633e-09,1.274541272522356e-08
1872,7.867588465160225e-07,6.047339295989218e-10,2.6003558417642125e-08
1873,7.584267791571619e-07,5.986004469882289e-10,2.8134220286801792e-08
1874,6.61986689465266e-07,1.1949218281515073e-09,2.1508592240593316e-08
1875,8.370594173356949e-07,1.1443054281912168e-09,1.716458086775674e-08
1876,7.315678089980793e-07,0.0,4.897271921322499e-08
1877,8.368056114704814e-07,1.2369631985365004e-09,7.421779191219002e-09
1878,7.192554676294094e-07,2.4156354694326865e-09,1.0266450800600069e-08
1879,7.294534611901327e-07,0.0,2.932476128592043e-08
1880,7.893950737525302e-07,6.417846254436199e-10,2.6954953824542827e-08
1881,7.15379258053872e-07,0.0,3.2073533162702006e-08
1882,7.434065310008009e-07,0.0,1.8635077481121698e-08
1883,7.494735996260715e-07,6.319338941018771e-10,1.7694148368718743e-08
1884,6.944985102563805e-07,0.0,2.442627788923346e-08
1885,7.193329452093167e-07,6.445635691854079e-10,1.2891271161663553e-08
1886,6.943927246538806e-07,0.0,3.226731948302586e-08
1887,7.136114845707198e-07,1.3057849246322917e-09,4.1785117588233334e-08
1888,7.634100143150135e-07,6.340614699951175e-10,2.9800888867725916e-08
1889,6.998157573434582e-07,0.0,2.318100555953606e-08
1890,7.458891673195467e-07,0.0,2.6217545467943637e-08
1891,7.451463375218736e-07,0.0,2.8683990294098294e-08
1892,7.127298431441886e-07,6.268512375839919e-10,1.56712811616444e-08
1893,7.248456199704378e-07,6.158416554491453e-10,2.7097032173628577e-08
1894,6.629219342357828e-07,6.301539290376468e-10,2.3945849747519787e-08
1895,7.547342306679639e-07,6.018614495673091e-10,2.9491211250842753e-08
1896,7.512815045629395e-07,1.179405795248556e-09,4.2458609073037223e-08
1897,7.883543275966076e-07,0.0,7.050323347357335e-08
1898,7.916038384792046e-07,5.6583548957434e-10,5.997856078465702e-08
1899,7.406954978250724e-07,1.6582735185011188e-09,4.145683618617113e-08
1900,7.293429575838672e-07,0.0,2.28406342728249e-08
1901,7.952775717967597e-07,0.0,1.620734302321125e-08
1902,7.866274813750351e-07,4.910283846193408e-10,3.1425816615637814e-08
1903,7.554908165730012e-07,5.400220270956879e-10,3.348136701220028e-08
1904,8.045814183788025e-07,1.6123875568041512e-09,4.83716249277677e-08
1905,7.901122103248781e-07,1.0321518084666081e-09,5.160758931310738e-08
1906,8.724537110538222e-07,2.0576738091193647e-09,4.578324208637241e-08
1907,7.822264933565748e-07,2.057137349353866e-09,6.994267209847749e-08
1908,7.941716262394038e-07,0.0,4.371136341774218e-08
1909,7.013754270701611e-07,1.1001967115120692e-09,2.53045246978445e-08
1910,7.882622412580531e-07,1.6032452032632705e-09,2.8323999146095957e-08
1911,7.751785346954421e-07,5.320374141248863e-10,2.2345570727111408e-08
1912,7.902692118477717e-07,1.5628263128064646e-09,2.4484279492753558e-08
1913,7.768879868308431e-07,5.30298971401777e-10,2.4924052155483878e-08
1914,7.774919481562392e-07,6.696743715117748e-10,1.2054139020278853e-08
1915,6.396953722287435e-07,1.1780761921542648e-09,2.9451904026700504e-08
1916,7.339624517044285e-07,2.197492410260793e-09,2.6369908923129515e-08
1917,8.038389296416426e-07,2.1932848870420685e-09,2.631941953268324e-08
1918,8.155327009262692e-07,2.2972752589112133e-09,4.479686666059024e-08
1919,6.859847303530842e-07,1.8415696745321952e-09,2.3940405213807026e-08
1920,7.859976562940574e-07,2.2716695191604686e-09,2.5745588771997063e-08
1921,7.928666718726163e-07,0.0,1.8931869405491852e-08
1922,7.606651593050628e-07,7.377935484775833e-10,2.1396012073182646e-08
1923,7.303772235900396e-07,2.1231896241147297e-09,2.0170300985000722e-08
1924,7.116176448107581e-07,0.0,2.1915761649893284e-08
1925,7.489759354939451e-07,0.0,2.0896537833436923e-08
1926,6.643098799941072e-07,3.343841648018042e-09,2.1177662290483568e-08
1927,7.447682150996116e-07,2.2298449753321847e-09,3.4562596340492746e-08
1928,7.975376661306655e-07,0.0,3.427812345080383e-08
1929,7.798284400450939e-07,0.0,3.78773812315103e-08
1930,8.056263709477207e-07,1.0503603542488804e-09,1.6805765667982087e-08
1931,8.394342785322806e-07,1.1405356659111021e-09,1.9389105432310316e-08
1932,9.370403972752683e-07,1.0959536611565568e-09,2.6302888755935783e-08
1933,8.878292305780633e-07,0.0,1.9500125958415992e-08
1934,8.423050985584268e-07,3.5944740517379614e-09,1.9170528275935794e-08
1935,7.647733468729712e-07,3.590485242455088e-09,2.393656828303392e-08
1936,7.893189035712567e-07,3.6374143697059935e-09,9.699771652549316e-09
1937,8.675280582792766e-07,2.5182236296217297e-09,1.7627565185307503e-08
1938,8.194015777007735e-07,0.0,2.9819993585533666e-08
1939,8.350551752300817e-07,0.0,2.4470480752825097e-08
1940,5.553364417210105e-07,2.5357829169792012e-09,1.7750480196809804e-08
1941,5.666885272148647e-07,5.9030051957620344e-09,1.1806010391524069e-08
1942,6.462871056100994e-07,0.0,3.034211770724937e-09
1943,7.374217148026219e-07,2.9032352077962287e-09,5.806470415592457e-09
1944,7.486723916372284e-07,6.4263723231761105e-09,9.639558484764166e-09
1945,8.888296747500135e-07,4.357008087652048e-09,8.714016175304096e-09
1946,8.046398534133914e-07,0.0,1.3921104269343232e-08
1947,7.986983519003843e-07,4.7683483828109274e-09,1.1920871401116528e-08
1948,8.349609856850293e-07,3.2615663503321457e-09,1.0871888278529696e-08
1949,9.218171044267365e-07,3.9268033269479474e-09,1.3743811422273211e-08
1950,9.263399647352344e-07,2.1270722960764488e-09,9.571825110299415e-09
1951,8.102665560727473e-07,6.396841278899501e-09,7.462981344019681e-09
1952,8.762731908973365e-07,4.2179215675730575e-09,1.8980646387944944e-08
1953,9.233170317202166e-07,3.232148326759443e-09,2.3702419582605216e-08
1954,8.502106538799126e-07,3.9090144454689835e-09,2.14995790059902e-08
1955,9.254209203390928e-07,6.569925492527773e-09,1.407841132561316e-08
1956,9.08742947558494e-07,3.488456634670456e-09,1.744228228517386e-08
1957,8.83503787463269e-07,2.6505113659425206e-09,2.1204090927540165e-08
1958,9.388996318193676e-07,6.617794756635931e-09,1.7371711180658167e-08
1959,8.370807904611866e-07,1.5501495642666896e-09,1.705164542897819e-08
1960,8.602596039963828e-07,1.3841666701708277e-09,1.5225833038812198e-08
1961,8.706043672646047e-07,3.47407969059077e-09,2.987708569435199e-08
1962,9.278282391278481e-07,1.2683912808952869e-09,8.8787386332001e-09
1963,9.21412606658123e-07,6.466053248388448e-10,7.759263453976928e-09
1964,9.39973119784554e-07,1.8251904432275978e-09,2.9203047091641565e-08
1965,8.848294328345219e-07,2.188817349590977e-09,7.660860390501512e-09
1966,9.034230856741488e-07,2.769537488234164e-09,7.200797291773142e-09
1967,8.815439969112049e-07,1.4791006197611978e-09,7.888536934785861e-09
1968,8.731312277632242e-07,3.1439910674890825e-09,1.0330256650092906e-08
1969,9.451397886550694e-07,2.7250546263957176e-09,1.3625273354023193e-08
1970,9.882660378934816e-07,1.3796175313274261e-09,1.6555409487750694e-08
1971,9.213146654474258e-07,3.5968783507200897e-09,1.6956711590410123e-08
1972,9.054709266820282e-07,4.6171320100540925e-09,1.3851396474251487e-08
1973,9.080246741177689e-07,4.410563025913916e-09,1.6539610570021068e-08
1974,8.590247944084695e-07,2.812785782069227e-09,1.3501372464475025e-08
1975,7.670518016311689e-07,2.2845920710778955e-09,1.2565256390928425e-08
1976,8.724555300432257e-07,0.0,1.7140580510499603e-08
1977,8.609485462329758e-07,2.3507127355770763e-09,1.4104276857551667e-08
1978,8.073263870755909e-07,3.5643548113029055e-09,7.128709622605811e-09
1979,8.023055215744535e-07,1.7555920051037788e-09,9.363157360553487e-09
1980,8.880205086825299e-07,3.411090521154847e-09,7.390696055153967e-09
1981,8.25484221422812e-07,2.5302198114474095e-09,6.958104314946922e-09
1982,8.529108299626387e-07,4.345251713999687e-09,4.345251713999687e-09
1983,8.974064371614077e-07,2.5261264191556165e-09,6.946847541655643e-09
1984,8.124411010612675e-07,1.739702604197646e-09,8.118611560803402e-09
1985,6.707347210976877e-07,4.812446441349039e-09,7.820225356169885e-09
1986,7.067498586366128e-07,2.3977941854269602e-09,7.792831269171074e-09
1987,7.259650374180637e-07,3.6664902225425067e-09,6.110816741511371e-09
1988,7.405744213428989e-07,2.398621523624911e-09,5.99655392008458e-09
1989,7.584584977848863e-07,2.7440609784434855e-09,8.232182935330457e-09
1990,7.377473139058566e-07,4.90378582185258e-09,4.90378582185258e-09
1991,7.350277542172989e-07,2.344586080837985e-09,9.96449056600568e-09
1992,7.240066679514712e-07,1.65298330578878e-09,8.815910668147353e-09
1993,7.60533168886468e-07,2.7696036575264316e-09,7.754890063438324e-09
1994,7.806891630934842e-07,1.0549853213248639e-09,1.2659823411809157e-08
1995,7.369110903709952e-07,5.422450821690461e-10,4.337960657352369e-09
1996,7.019590952950239e-07,2.6690460952494277e-09,1.1209993822092201e-08
1997,8.007473866200598e-07,9.58978896292706e-10,4.794894259418925e-09
1998,6.699221444250725e-07,4.768129224785866e-10,6.198567881199324e-09
1999,7.581963927805191e-07,9.140402323914998e-10,5.0272213059088244e-09
2000,7.90385854543274e-07,2.2090156370779823e-09,5.743440834038438e-09
2001,8.372495585717843e-07,8.762423564512289e-10,8.324302136486494e-09
2002,7.973823130669189e-07,8.76244299341522e-10,5.257465574004527e-09
2003,8.608863026893232e-07,2.5001538617175356e-09,8.750538071922165e-09
2004,8.690653316989483e-07,1.7619165015858584e-09,7.488145215006625e-09
2005,8.187817002180964e-07,4.5037495954858286e-10,9.007498746882447e-09
2006,7.725161594862584e-07,1.6471559671771274e-09,3.706100981659688e-09
2007,7.421742793667363e-07,0.0,4.7933754743212376e-09
2008,7.67190613260027e-07,4.257439678578834e-10,6.811903485726134e-09
2009,7.142752451727574e-07,0.0,6.675469510497578e-09
2010,7.255746368173277e-07,4.723793023408973e-10,6.140930874920514e-09
2011,6.791374289605301e-07,3.82397197240536e-10,3.823971805871906e-09
2012,6.14808016052848e-07,0.0,6.468080293586809e-09
2013,6.228116262718686e-07,0.0,7.2517249982695375e-09
2014,5.816385737489327e-07,0.0,6.063246349441442e-09
2015,5.297615075505746e-07,0.0,6.871383906315032e-09
2016,5.393769697548123e-07,0.0,1.0978101983027955e-08
2017,5.476485966937616e-07,0.0,8.553078245654433e-09
2018,5.583712550105702e-07,0.0,7.486253394972664e-09
2019,5.002486886951374e-07,0.0,7.397864543179367e-09
