year,grand_ADJ amas_NOUN,grand_ADJ lama_NOUN
1837,2.0038726278315266e-07,1.4959465088892898e-07
1838,3.263387751140101e-07,1.4076121135353503e-07
1839,1.8107920674026445e-07,7.620708186717451e-08
1840,2.573354251356186e-07,1.6051615503442918e-07
1841,2.394864644372774e-07,1.0016055806971735e-07
1842,1.4288605143519817e-07,8.184083455375912e-08
1843,1.624400596256237e-07,2.0556050750464294e-07
1844,1.2678576410962705e-07,1.108689389184292e-07
1845,1.322514009416409e-07,1.5066615466352573e-07
1846,1.639260318597735e-07,1.604133403887431e-07
1847,1.4561704286819577e-07,1.7905502325277212e-07
1848,1.5125017482908731e-07,3.604259362077755e-07
1849,1.0390474880495049e-07,2.93279526886181e-07
1850,1.6361479993065586e-07,5.838536498714575e-07
1851,2.212157497183398e-07,1.2253933689976293e-07
1852,1.7773788840713678e-07,1.2500247126290276e-07
1853,1.6542250591555785e-07,3.1054045535050534e-07
1854,1.9223958869218905e-07,1.5535036856917372e-07
1855,1.305506494020392e-07,1.533704860889884e-07
1856,1.951800379096369e-07,9.681343643430651e-08
1857,1.7671063212709726e-07,1.586490503413529e-07
1858,1.6002320535335457e-07,2.094493360971228e-07
1859,1.7313389832906978e-07,9.87881616509867e-08
1860,1.3090746620036953e-07,2.9797466732928157e-07
1861,1.4006411674927222e-07,8.488734692946309e-08
1862,1.3508778828885681e-07,1.1159426183127152e-07
1863,1.5383432183657675e-07,1.39849385405455e-07
1864,1.270602836278556e-07,8.342826651741575e-08
1865,1.9439267578968966e-07,1.4120533364803123e-07
1866,1.654308352527778e-07,1.1044940961824068e-07
1867,1.1452635284570079e-07,9.754151264473876e-08
1868,1.3930444708876166e-07,1.753655300973378e-07
1869,1.2062292853443068e-07,1.4162205497214586e-07
1870,1.3245652041860012e-07,7.626284981299136e-08
1871,7.965883241922711e-08,8.178306654116341e-08
1872,1.0220003665573074e-07,8.587221866918071e-08
1873,1.2510749125560494e-07,6.824044751496672e-08
1874,1.1829726243028915e-07,7.0500386417649e-08
1875,1.705015035824431e-07,8.238998938647768e-08
1876,9.55270351710169e-08,1.916586676031784e-07
1877,1.2060391441082174e-07,1.39158359724334e-07
1878,1.310482247163236e-07,1.0206059725126337e-07
1879,1.3929262188128178e-07,2.1504825209461842e-07
1880,1.386254793178665e-07,9.690947710971898e-08
1881,9.970685677096469e-08,1.0040410813871858e-07
1882,1.0848277653963123e-07,8.984770261122321e-08
1883,1.775734284059638e-07,8.84707459514189e-08
1884,1.4061614361793318e-07,9.902545361484272e-08
1885,1.2633445578558167e-07,7.541393842736e-08
1886,1.2519719860826228e-07,3.4203358811879525e-08
1887,1.0707436359780331e-07,7.116527811490414e-08
1888,1.4202977460797683e-07,8.115986727119662e-08
1889,1.0337475941923913e-07,7.392861256505512e-08
1890,9.241684600924671e-08,6.685474379652945e-08
1891,7.33035274702587e-08,7.330353068990547e-08
1892,1.0280360385195308e-07,1.3477301141762155e-07
1893,1.0161387109519637e-07,1.1146733858158342e-07
1894,8.002954587915667e-08,8.696124020879381e-08
1895,9.328852712542357e-08,6.861220569476245e-08
1896,6.13291007978134e-08,5.955999426987546e-08
1897,6.467652091668441e-08,9.497543196346214e-08
1898,6.11102315417611e-08,5.9412726405305705e-08
1899,8.733573686470208e-08,5.859233098703953e-08
1900,7.942311508468691e-08,6.125442786331092e-08
1901,6.147612907625444e-08,6.706486832541714e-08
1902,6.923500067701482e-08,2.6024504884425426e-08
1903,8.046328292543592e-08,8.694354747262878e-08
1904,8.276922702776801e-08,2.230469418051939e-07
1905,6.399341145879589e-08,7.328277895624069e-08
1906,4.9384169642507914e-08,7.356183839846153e-08
1907,3.8057042572869904e-08,4.217131621686576e-08
1908,6.630375537497457e-08,9.871892259205595e-08
1909,4.400786907110543e-08,9.351672120017085e-08
1910,8.176550803096205e-08,1.0153886265129586e-07
1911,6.916486661179277e-08,5.746004194673304e-08
1912,7.605754726025538e-08,9.220675512011667e-08
1913,7.371155380520023e-08,3.4999732001494976e-08
1914,8.236995086008392e-08,5.6922321967078915e-08
1915,6.715034572835066e-08,2.7095752752615e-08
1916,3.5159878564172686e-08,8.020847452883118e-08
1917,4.8252267959014716e-08,3.289927441585405e-08
1918,4.020231880730307e-08,3.445912977184662e-08
1919,4.419767229979499e-08,1.4732557507279864e-08
1920,5.6034515694136644e-08,5.149117487945887e-08
1921,4.770830841493989e-08,4.922285867792198e-08
1922,6.271245212019494e-08,9.665095568323068e-08
1923,3.078624999375279e-08,3.3971034429924885e-08
1924,2.707241186783449e-08,4.512068585427187e-08
1925,6.928851803422731e-08,1.2097995849558174e-07
1926,4.56991671171636e-08,6.464760105018286e-08
1927,3.9022285847067906e-08,5.0171512389063366e-08
1928,5.3702393643106916e-08,2.399468668201621e-08
1929,3.119313873867213e-08,6.350031700463887e-08
1930,5.04172987803031e-08,4.411513465640837e-08
1931,4.904303452235581e-08,5.816731896146621e-08
1932,5.80855437082306e-08,7.452484862557895e-08
1933,4.588265056781893e-08,4.473558146145251e-08
1934,3.2350264689284813e-08,3.474658250013363e-08
1935,4.787313656606784e-08,5.744776387928141e-08
1936,3.758661648589623e-08,5.334874408902124e-08
1937,2.6441348666139675e-08,6.043736799909993e-08
1938,3.630260181353151e-08,4.019216548467597e-08
1939,5.6587986740908036e-08,1.988226561167039e-08
1940,3.803674442082183e-08,1.5214697723919812e-08
1941,3.541802984230458e-08,4.427253941230447e-08
1942,6.371844563091145e-08,1.8205270402305018e-08
1943,5.8064703267746154e-08,4.3548527894898825e-08
1944,4.4984606262232774e-08,5.1410978585408884e-08
1945,3.921307278886843e-08,3.267756110147957e-08
1946,2.0881657292193267e-08,5.707652839248567e-08
1947,3.814678706248742e-08,6.914105199484766e-08
1948,4.131317310474003e-08,4.348755133776194e-08
1949,2.0615717133409817e-08,1.9634016190650527e-08
1950,4.785912821603233e-08,4.1477909107356936e-08
1951,4.051332735954816e-08,5.543928871531989e-08
1952,1.7926167217297007e-08,3.057993147592697e-08
1953,4.0940545176226806e-08,4.309531020929569e-08
1954,3.518113089739927e-08,2.9317607896928166e-08
1955,5.9129330765017585e-08,3.848099083825218e-08
1956,3.314033714119091e-08,6.104798977446535e-08
1957,3.003912851795576e-08,3.357314304341941e-08
1958,5.6251256097539226e-08,2.8125627382635798e-08
1959,2.712761748568937e-08,5.348016074435691e-08
1960,2.629916728835724e-08,3.529625036691186e-08
1961,4.58578526263409e-08,5.002674807741414e-08
1962,4.50278889729816e-08,7.546928237900374e-08
1963,6.142750663684637e-08,3.362347733570914e-08
1964,4.9280144354124644e-08,4.867174707712252e-08
1965,3.2832258967108174e-08,2.407699017936693e-08
1966,3.711179985543822e-08,2.935709697560185e-08
1967,4.2893921081699204e-08,8.726694072924701e-08
1968,6.153239695549928e-08,5.9286688836035495e-08
1969,5.0867686951505675e-08,5.2230214819815046e-08
1970,5.104584843707016e-08,4.6447122592496726e-08
1971,4.881477633222886e-08,4.007950060724852e-08
1972,4.1041176457312645e-08,3.078088006702728e-08
1973,4.9618833486420044e-08,4.19003485241376e-08
1974,2.4752514704573514e-08,5.963106031181553e-08
1975,3.084199207137317e-08,2.5701660355537115e-08
1976,2.5710871653927825e-08,3.713792429138607e-08
1977,2.7620874476497193e-08,1.586731079861181e-08
1978,4.6930672237266435e-08,2.0792069399533375e-08
1979,3.277104954069188e-08,4.037861511818619e-08
1980,3.9796053785678964e-08,3.2973873409503085e-08
1981,4.1748625501103476e-08,2.84649726012276e-08
1982,3.1037512115972277e-08,2.6630184546405644e-07
1983,3.0945049189767815e-08,4.48387442730791e-08
1984,2.6675439024348435e-08,2.667543919088189e-08
1985,1.804667348892508e-08,3.428868033950039e-08
1986,2.997242726232585e-08,3.5367464290558814e-08
1987,2.0165694891716157e-08,5.805276065418141e-08
1988,4.31751877583153e-08,3.657897895692486e-08
1989,2.359892514736117e-08,2.0854864501984594e-08
1990,2.6153525567451652e-08,3.323677200128827e-08
1991,3.57549367890897e-08,3.80995235360615e-08
1992,2.148878208707572e-08,2.31417653928645e-08
1993,2.6034275735220547e-08,2.4372512896775334e-08
1994,3.2177052133874895e-08,5.8551686610286424e-08
1995,4.0126137079710134e-08,2.8738988966381385e-08
1996,2.6156651955488996e-08,4.3238546965085334e-08
1997,2.5412941084823615e-08,2.301549340000264e-08
1998,2.1933394878104195e-08,3.1469653105631323e-08
1999,1.7823784143056187e-08,6.626791559938283e-08
2000,2.164835433138279e-08,2.960081157965533e-08
2001,3.1982846593336944e-08,3.7240301065111225e-08
2002,1.8839251936242363e-08,2.0591740756970012e-08
2003,2.6668306507549033e-08,3.625222888548052e-08
2004,3.303593382186776e-08,4.933366240522652e-08
2005,3.287737215806885e-08,2.296912304800003e-08
2006,2.882522948111088e-08,2.800165210814498e-08
2007,3.035804355122629e-08,2.83608039275407e-08
2008,2.5970381400952647e-08,3.6613980514133004e-08
2009,1.7165493471082982e-08,5.24501189147486e-08
2010,1.9839930587295385e-08,4.487603444403021e-08
2011,2.1031846431096568e-08,3.5562939926236936e-08
2012,1.974466526388774e-08,3.948933136044275e-08
2013,2.119734965333464e-08,4.5183825236883024e-08
2014,2.0571729208995748e-08,5.0454871836080883e-08
2015,3.2140342665076815e-08,5.696598770477124e-08
2016,4.55694826873021e-08,5.530477920068222e-08
2017,2.213737992917686e-08,2.7671724911471074e-08
2018,3.046130814254866e-08,7.79602938871804e-08
2019,3.010165600114689e-08,3.903011219774655e-08
