year,seront_VERB en_PRON,seront_VERB lents_ADJ
1890,2.8839300725280737e-08,7.865263995654459e-09
1891,3.250852387282066e-08,3.824531802365527e-09
1892,5.829716442917743e-08,3.761107425503951e-09
1893,3.387129154930335e-08,3.695050043717174e-09
1894,4.285046628638156e-08,9.452309157609307e-09
1895,3.49079627426363e-08,1.8055843042930064e-08
1896,2.1229304536518612e-08,2.948514543632541e-09
1897,2.5637540090883704e-08,6.409385022720926e-09
1898,4.187182511827814e-08,1.2448380992680086e-08
1899,3.15071986278781e-08,4.9748205555033564e-09
1900,2.1283318218934255e-08,5.710158568206225e-09
1901,2.235495522029396e-08,6.147612641171918e-09
1902,2.5042448115186744e-08,1.0311596021495006e-08
1903,3.94216073118514e-08,1.4040573148577096e-08
1904,3.2247751136083025e-08,1.1824175416563776e-08
1905,3.715746643706552e-08,9.805441791854719e-09
1906,4.83553357355504e-08,1.2860461140462576e-08
1907,4.4742737514980035e-08,1.0799970695529737e-08
1908,5.35341406759926e-08,1.3260750719723546e-08
1909,3.960708028216686e-08,1.4852655993990993e-08
1910,2.1911017000775246e-08,8.550641084070776e-09
1911,2.128149745317387e-08,6.384448969498635e-09
1912,3.1777467768279166e-08,1.614920641657136e-08
1913,2.1742257771961704e-08,1.5378670781274195e-08
1914,1.4063162190325329e-08,2.1429579888376793e-08
1915,3.180805663305364e-08,1.4136913861761968e-08
1916,4.8344833913915863e-08,6.592477230782379e-09
1917,2.8512703309502285e-08,1.2063066989753679e-08
1918,4.3648228142956214e-08,9.189101035644853e-09
1919,2.3940405213807026e-08,1.3811772170413406e-08
1920,2.1202248845497706e-08,8.329454459499175e-09
1921,3.559191341651058e-08,1.060184651180407e-08
1922,2.1396012073182646e-08,2.1396012073182646e-08
1923,1.5923921736771263e-08,8.492758496458919e-09
1924,3.0939897754933554e-08,2.0626599095407983e-08
1925,1.9796720707176974e-08,9.898360353588487e-09
1926,2.5636119005412183e-08,4.458455382660986e-09
1927,6.466550672712401e-08,1.6723836537835268e-08
1928,3.5420729460611255e-08,1.0283437212876834e-08
1929,2.6736975300423182e-08,2.0052731031228177e-08
1930,3.151081173768944e-08,9.453243521306831e-09
1931,2.9653927313688655e-08,1.3686427990933225e-08
1932,1.6439305028370654e-08,1.9727165678773417e-08
1933,4.244144946596862e-08,1.1470662641954732e-08
1934,3.5944740517379614e-08,2.2765002327673756e-08
1935,1.3165112555668657e-08,4.787313656606784e-09
1936,2.182448710641438e-08,8.487299751891442e-09
1937,3.777335422228134e-08,7.554670666820584e-09
1938,3.1116513810047763e-08,1.2965214679638848e-08
1939,2.141167065872196e-08,6.117620188206274e-09
1940,3.803674530900025e-08,7.607348528892999e-09
1941,4.427253941230447e-08,5.9030051957620344e-09
1942,4.247896612241675e-08,1.517105907566929e-08
1943,1.1612940831184915e-08,8.709705845433291e-09
1944,4.4984606262232774e-08,0.0
1945,3.267756198965799e-08,8.714016175304096e-09
1946,2.3665876369705074e-08,1.1136883415474585e-08
1947,1.6689218895749036e-08,5.960435700558264e-09
1948,2.6092530802657166e-08,1.0871888278529696e-08
1949,2.0615717133409817e-08,1.7670615193310368e-08
1950,3.616023036556726e-08,2.1270722072586068e-08
1951,1.9190522948520083e-08,6.396841278899501e-09
1952,1.8980646387944944e-08,6.326882129314981e-09
1953,3.124409886368085e-08,1.2928593307037772e-08
1954,1.3681550115052232e-08,1.3681550115052232e-08
1955,1.6894095011821264e-08,1.220129064449793e-08
1956,3.575668117150599e-08,8.72114158667614e-10
1957,2.297109880089465e-08,1.767007518083119e-08
1958,2.8952852559882558e-08,1.3235589513271862e-08
1959,3.332821663093455e-08,7.750747599288843e-09
1960,3.8756667208872386e-08,1.1073333361366622e-08
1961,3.335116360858592e-08,1.250668635321972e-08
1962,4.249110929777089e-08,1.2049716779927166e-08
1963,2.0044765847160306e-08,1.4225316924409981e-08
1964,2.7377858202726202e-08,7.300761772910391e-09
1965,2.954903344232207e-08,1.3132904541635071e-08
1966,2.547974453648294e-08,1.1078149952936656e-08
1967,3.894965061590483e-08,8.381570104631919e-09
1968,2.8745061442236874e-08,1.2126823101255013e-08
1969,4.6325929758950224e-08,8.629339909305145e-09
1970,3.9089162129357646e-08,1.3796174869185052e-08
1971,2.980270608077262e-08,1.2332153964678128e-08
1972,3.026786643545165e-08,9.747279428040656e-09
1973,3.748978727458052e-08,7.718485406371656e-09
1974,4.500457251310763e-08,1.2376257352286757e-08
1975,4.683413834527528e-08,7.4249242310031605e-09
1976,3.9994688449951354e-08,1.199840671262109e-08
1977,3.702372453062708e-08,7.639816779203557e-09
1978,4.455443658457625e-08,8.910887139279566e-09
1979,3.920822067016161e-08,1.345953837272873e-08
1980,3.411090432337005e-08,1.989802811408481e-08
1981,2.84649726012276e-08,1.2018544381930951e-08
1982,4.6556266397601576e-08,1.6760255405756652e-08
1983,4.925946583966834e-08,1.5788289786655696e-08
1984,4.233276129639307e-08,8.118611560803402e-09
1985,3.849957153079231e-08,1.4437339324047116e-08
1986,3.2370220282018636e-08,9.591176741707841e-09
1987,2.8720839040374813e-08,1.3443797186596385e-08
1988,4.797243136067664e-08,1.3192418713003917e-08
1989,3.951447880012893e-08,1.3171493229435782e-08
1990,4.5223803368799054e-08,1.2531897297662908e-08
1991,4.5133283776976896e-08,8.7921980806982e-09
1992,3.581463658974826e-08,5.509944056569793e-09
1993,3.268132431344384e-08,1.3294098266669607e-08
1994,3.797947201178431e-08,8.967375286772494e-09
1995,3.741491028108612e-08,1.3013881527967897e-08
1996,4.003569031851839e-08,1.1209993822092201e-08
1997,4.171558032339817e-08,1.1507746755512471e-08
1998,3.719140906355278e-08,4.291316191284977e-09
1999,3.4733528053720875e-08,6.8553016596695215e-09
2000,2.87172046142814e-08,8.83606254831193e-09
2001,2.6725391677473453e-08,6.133696661692056e-09
2002,3.198291764761052e-08,7.448076377869484e-09
2003,3.958576755280774e-08,9.167230530238157e-09
2004,3.4357370282123156e-08,8.369103632333008e-09
2005,2.7022498017004182e-08,1.0358624180639708e-08
2006,2.594270576139479e-08,1.0294725072412803e-08
2007,2.676301313897511e-08,5.192823504529542e-09
2008,2.6396126173722223e-08,8.089135583588813e-09
2009,2.4794601927169424e-08,1.2397300963584712e-08
2010,2.9287516412068726e-08,4.2514138876015295e-09
2011,2.4091024286576612e-08,4.206369030868018e-09
2012,2.0765941854961056e-08,6.468080293586809e-09
2013,1.7292574483462886e-08,7.530637446961919e-09
2014,2.1221362445089653e-08,4.547434873103384e-09
2015,1.8619234154471087e-08,4.211493376260478e-09
2016,2.195620396605591e-08,4.764082017771898e-09
2017,1.911864622172743e-08,5.0312225496895735e-09
2018,1.3423626654684995e-08,4.904786798931582e-09
2019,1.811201322254874e-08,1.7856913725466939e-09
