year,tout_ADV égal_ADJ,tout_ADV egal_ADJ,tout_ADV légal_ADJ
1800,1.792173778270012e-07,0.0,0.0
1801,1.6906396638205479e-07,0.0,0.0
1802,3.289624999069929e-07,0.0,0.0
1803,2.1063663169229585e-07,0.0,0.0
1804,2.966221188671625e-07,2.4718509461507665e-09,0.0
1805,3.4114531644036106e-08,0.0,0.0
1806,6.627838899930794e-08,0.0,0.0
1807,1.0249038240317532e-07,0.0,0.0
1808,5.211970233176544e-08,0.0,9.064295980465431e-09
1809,1.8072244145628247e-08,0.0,0.0
1810,1.2168659679900884e-07,0.0,0.0
1811,6.518399686683551e-08,0.0,5.0141535368197765e-09
1812,6.13457871168066e-08,0.0,0.0
1813,5.7514832008109806e-08,0.0,1.4378708002027452e-08
1814,7.552024783308298e-08,0.0,0.0
1815,3.506390555685357e-08,0.0,0.0
1816,1.1356259221884102e-07,0.0,0.0
1817,9.652615062805125e-08,0.0,0.0
1818,1.0133000927226021e-07,0.0,0.0
1819,1.3870406800897683e-07,0.0,1.035105001712111e-09
1820,4.6279275522920216e-08,0.0,0.0
1821,5.9168929311681495e-08,1.97229765852569e-09,3.94459531705138e-09
1822,5.1130641054442094e-08,0.0,0.0
1823,3.9530746676064155e-08,0.0,0.0
1824,9.515857346542589e-08,0.0,0.0
1825,6.427973175959778e-08,0.0,3.522177216552791e-09
1826,9.953022384046051e-08,0.0,0.0
1827,7.834682236307344e-08,9.217273055917019e-10,0.0
1828,4.219258542548232e-08,0.0,6.420610709767516e-09
1829,4.800978425922864e-08,8.57317605795771e-10,8.57317605795771e-10
1830,7.82762670237247e-08,0.0,4.174734336004349e-09
1831,4.989185953263586e-08,0.0,1.5591206548037917e-08
1832,3.3824925083081325e-08,0.0,1.3529969367098715e-09
1833,4.0542699197843035e-08,0.0,2.3167257001688313e-09
1834,3.9205030333278046e-08,9.334530925997342e-10,8.401078055442213e-09
1835,5.067268915581735e-08,0.0,6.050470346963266e-09
1836,8.199315426615783e-08,6.720750067579218e-10,1.4113575197427508e-08
1837,2.5048407792382932e-08,0.0,4.87052354003481e-09
1838,2.398621568033832e-08,0.0,3.787297142565649e-09
1839,5.103776956616457e-08,0.0,1.3982950353153e-09
1840,1.9746034141121527e-08,1.9109065441114126e-09,6.369688665408546e-10
1841,2.953452238330101e-08,6.420548537278137e-10,3.852329122366882e-09
1842,3.085801836277824e-08,0.0,3.3541325272778977e-09
1843,8.860366684793064e-08,2.3627644285539873e-09,7.088293507706567e-09
1844,6.860701518007772e-08,5.488561272137815e-10,8.781698035420504e-09
1845,2.845916197147247e-08,0.0,9.48638767539478e-09
1846,1.4050803187615202e-08,1.1709002656346001e-09,8.781752214304106e-09
1847,6.903326177365443e-08,0.0,5.9325460100012606e-09
1848,3.378992985414442e-08,0.0,2.413566457803995e-09
1849,2.262441967104678e-08,0.0,1.6758829879393033e-09
1850,4.6844071732721204e-08,0.0,5.431196825611551e-09
1851,9.674158363282004e-09,0.0,0.0
1852,1.0742400036178879e-07,0.0,7.161600201754936e-09
1853,5.3747385209135246e-08,0.0,5.971931837933653e-10
1854,4.9358811704536265e-08,3.117398783558656e-09,2.0782657816909023e-09
1855,6.792879148065367e-08,0.0,2.1227748447927297e-09
1856,4.0899795550330964e-08,3.6240324075009767e-09,1.2425253714809514e-08
1857,6.150701592488872e-08,0.0,2.4407544874094356e-09
1858,2.1532175153993194e-08,0.0,1.0766087576996597e-08
1859,1.5276519604867644e-08,0.0,2.036869339860914e-09
1860,3.982150076353719e-08,3.204028820036342e-09,9.154367819341758e-10
1861,2.87673795895671e-08,1.8863854922557266e-09,2.357981809808507e-09
1862,3.840288445577933e-08,3.162590411776023e-09,6.325180823552046e-09
1863,4.0955889346605545e-08,0.0,9.989241656072068e-10
1864,3.356309641322497e-08,0.0,2.8768367688059016e-09
1865,3.671338433264282e-08,0.0,1.882737743486018e-09
1866,3.551897559406214e-08,0.0,0.0
