year,aient_VERB également_ADV,aient_VERB egalement_ADV,aient_VERB légalement_ADV
1800,7.545995117652637e-08,0.0,0.0
1801,6.667310969987739e-08,0.0,0.0
1802,6.937304419807333e-08,0.0,0.0
1803,7.606323038089613e-08,0.0,0.0
1804,5.19088700912107e-08,0.0,0.0
1805,1.1371511021707192e-07,0.0,0.0
1806,7.492339904047185e-08,0.0,5.76333825108577e-09
1807,6.832692633906845e-08,0.0,8.540865792383556e-09
1808,5.891792298484688e-08,2.2660739951163578e-09,2.2660739951163578e-09
1809,3.162642769893864e-08,0.0,4.518061036407062e-09
1810,7.488405628919281e-08,2.3401267590372754e-09,7.020380277111826e-09
1811,2.757784400841956e-08,0.0,5.0141535368197765e-09
1812,1.8670457180292033e-08,0.0,0.0
1813,7.764502640839055e-08,0.0,2.8757416448144113e-09
1814,2.2026739543434815e-08,0.0,0.0
1815,2.966945977789237e-08,0.0,0.0
1816,3.9399267848239106e-08,0.0,0.0
1817,1.0898113522728181e-08,0.0,0.0
1818,3.5763530803478716e-08,0.0,0.0
1819,2.4842520929269085e-08,0.0,1.035105001712111e-09
1820,2.610625848831205e-08,0.0,0.0
1821,7.987805616949117e-08,0.0,0.0
1822,5.012807946513931e-08,0.0,1.0025615893027862e-09
1823,3.063632902922109e-08,9.882686891060644e-10,9.882686891060644e-10
1824,3.789500624407083e-08,0.0,1.6842225392110777e-09
1825,4.3146670236637874e-08,0.0,4.4027217427355936e-09
1826,8.455664612938563e-08,0.0,0.0
1827,4.055600300034712e-08,0.0,9.217273055917019e-10
1828,7.33784091266898e-08,0.0,3.668920500743411e-09
1829,3.3435387791769244e-08,0.0,0.0
1830,3.339787468803479e-08,1.0436835840010872e-09,2.0873671680021744e-09
1831,6.236482619215167e-08,0.0,0.0
1832,5.141388470519814e-08,0.0,0.0
1833,3.01174338801502e-08,0.0,6.950177322551099e-09
1834,4.2005389389032644e-08,0.0,5.600718555598405e-09
1835,2.4201881387853064e-08,0.0,0.0
1836,3.8308275662757296e-08,0.0,2.688300027031687e-09
1837,6.331680424409569e-08,0.0,6.957890930081589e-10
1838,2.3354999711955315e-08,0.0,1.2624323808552163e-09
1839,5.103776956616457e-08,0.0,2.0974426639952526e-09
1840,3.630722389402763e-08,0.0,6.369688665408546e-10
1841,6.484754067059839e-08,1.2841097074556274e-09,6.420548537278137e-10
1842,3.5553803456878086e-08,0.0,6.708265054555795e-10
1843,4.548321541619771e-08,0.0,0.0
1844,6.53138769735051e-08,0.0,5.488561272137815e-10
1845,4.073566373108406e-08,0.0,5.580227946389016e-10
1846,4.976326195560432e-08,0.0,0.0
1847,3.182001862001016e-08,0.0,5.393223645455691e-10
1848,2.976732105253177e-08,8.045221711050488e-10,0.0
1849,4.608678239037545e-08,0.0,1.6758829879393033e-09
1850,3.4623880651452055e-08,0.0,4.073397619208663e-09
1851,4.70809027319774e-08,6.449438760824933e-10,1.2898877521649865e-09
1852,5.208436348880241e-08,0.0,3.2552727180501506e-09
1853,4.478948767427937e-08,0.0,0.0
1854,5.351534326791807e-08,0.0,3.117398783558656e-09
1855,3.874064091746732e-08,0.0,0.0
1856,4.659470320689252e-08,0.0,0.0
1857,2.245494101771328e-08,0.0,9.763018171682347e-10
1858,2.202154192332273e-08,0.0,0.0
1859,2.34239969643113e-08,0.0,0.0
1860,6.636916793922865e-08,1.8308735638683515e-09,2.746310290291376e-09
1861,3.3483342321005694e-08,0.0,0.0
1862,3.162590545002786e-08,0.0,0.0
1863,2.4973104473247076e-08,0.0,3.995696662428827e-09
1864,3.308362295229017e-08,0.0,4.315255264231155e-09
1865,5.318734253023649e-08,4.706844358715045e-10,4.706844358715045e-10
1866,1.702964524952222e-08,0.0,0.0
1867,2.5719900875742496e-08,0.0,4.85281148598915e-10
1868,3.6061081232219294e-08,0.0,0.0
1869,2.9301114423674335e-08,0.0,0.0
1870,3.096386436141074e-08,0.0,8.027668307875047e-09
1871,2.549082545044712e-08,0.0,7.434824311758348e-09
1872,3.084143074261192e-08,0.0,3.628403577593531e-09
1873,5.267683889087493e-08,0.0,5.986004469882289e-10
1874,2.3300975371398636e-08,0.0,3.5847653734322193e-09
1875,3.547346949517305e-08,0.0,1.716458086775674e-09
1876,2.8416270225761764e-08,1.209202959984168e-09,2.418405919968336e-09
1877,6.061119961486838e-08,0.0,0.0
1878,3.804625947623208e-08,0.0,0.0
1879,3.5434087664043545e-08,0.0,1.221865053580018e-09
1880,3.144744553651435e-08,0.0,6.417846254436199e-10
1881,3.6257038260600893e-08,0.0,7.669758161910067e-09
1882,3.660461800336634e-08,0.0,6.655385131892899e-10
1883,1.4534479397809719e-08,0.0,6.319338941018771e-10
1884,3.3668655419205606e-08,0.0,1.3203393933736152e-09
1885,4.383032248256313e-08,0.0,6.445635691854079e-10
1886,2.968593371122097e-08,0.0,0.0
1887,5.6148753202478474e-08,0.0,1.3057849246322917e-09
1888,3.233713385952797e-08,0.0,1.9021844099853524e-09
1889,2.8819629349641218e-08,0.0,6.265136742733546e-10
1890,3.342736931699619e-08,0.0,1.3108772956016423e-09
1891,3.250852387282066e-08,0.0,5.099376032546843e-09
1892,4.7013841708576365e-08,0.0,1.8805537127519756e-09
1893,3.94138659487453e-08,6.158416554491453e-10,6.158416554491453e-10
1894,3.591877373310126e-08,0.0,6.301539290376468e-10
1895,1.9861428057765806e-08,0.0,4.814891596538473e-09
1896,3.3023361822870356e-08,0.0,5.897029087265082e-09
1897,3.729096675897381e-08,0.0,2.330685422435863e-09
1898,3.677930848766664e-08,0.0,1.13167097914868e-09
1899,3.592926134388108e-08,0.0,2.2110313580014918e-09
1900,3.633737222230593e-08,0.0,3.633737311048435e-09
1901,3.4650181390816215e-08,0.0,1.1177477832191585e-09
1902,3.535404502486017e-08,0.0,1.4730852093691738e-09
1903,3.6181475593366486e-08,0.0,4.860198465905796e-09
1904,3.493506284257819e-08,0.0,1.0749250378694342e-09
1905,3.251278357652154e-08,5.160759042333041e-10,5.160758931310738e-09
1906,3.961022088105892e-08,0.0,0.0
1907,6.068555080673832e-08,0.0,3.599990305858114e-09
1908,3.290630701258124e-08,0.0,9.822778146428846e-10
1909,3.795678793494517e-08,0.0,0.0
1910,5.02350161468712e-08,5.344150677544235e-10,5.344150677544235e-10
1911,3.085817112946643e-08,0.0,5.320374141248863e-10
1912,3.5945006970905524e-08,0.0,3.125652625612929e-09
1913,3.075734156254839e-08,0.0,2.6514948014977335e-09
1914,2.4777952134513725e-08,0.0,1.3393487430235496e-09
1915,3.534228554258334e-08,0.0,1.1780761921542648e-09
1916,2.8567400889301098e-08,1.0987462051303964e-09,2.197492321442951e-08
1917,4.8252267959014716e-08,0.0,2.1932848870420685e-09
1918,2.8715941624568586e-08,0.0,0.0
1919,3.1306683467846597e-08,9.207848372660976e-10,0.0
1920,4.0890050456710014e-08,0.0,0.0
1921,4.1650110915725236e-08,0.0,1.5145494858259667e-09
1922,3.6889677090812256e-08,0.0,2.2133805899215986e-09
1923,4.140219900250486e-08,0.0,0.0
1924,5.0277336072213075e-08,0.0,0.0
1925,5.49908882874206e-08,0.0,0.0
1926,6.13037585139864e-08,0.0,1.1146138456652466e-09
1927,9.030872405446644e-08,0.0,0.0
1928,7.198406137831626e-08,1.1426041224282812e-09,0.0
1929,4.233354289340241e-08,0.0,0.0
1930,6.932378227020308e-08,0.0,0.0
1931,1.0036713860017699e-07,0.0,0.0
1932,1.1397918342481717e-07,0.0,1.0959536611565568e-09
1933,5.850037609889114e-08,0.0,0.0
1934,8.626737724171107e-08,0.0,0.0
1935,7.300653237507504e-08,0.0,0.0
1936,4.7286388138445545e-08,0.0,0.0
1937,4.1550688223424004e-08,1.2591118148108649e-09,3.777335333410292e-09
1938,8.038433207957496e-08,0.0,7.779128452511941e-09
1939,5.8117393564316444e-08,0.0,0.0
1940,7.100192078723921e-08,0.0,0.0
1941,4.7224041566096275e-08,0.0,0.0
1942,4.5513175450651033e-08,0.0,0.0
1943,9.00002916637277e-08,0.0,0.0
1944,6.7476911169706e-08,0.0,0.0
1945,7.406913482554955e-08,0.0,4.357008087652048e-09
1946,4.872386583087973e-08,0.0,5.568441707737293e-09
1947,4.887557025767819e-08,0.0,1.1920870957027319e-09
1948,4.4574740343250596e-08,0.0,1.0871887834440486e-09
1949,5.693864935096826e-08,0.0,9.817008317369869e-10
1950,5.104973510583477e-08,0.0,3.190608444114673e-09
1951,7.036525317971609e-08,0.0,0.0
1952,7.27591498161928e-08,0.0,0.0
1953,8.080370861307529e-08,0.0,2.1547654771580937e-09
1954,5.961246785091134e-08,0.0,0.0
1955,6.757638004728506e-08,0.0,0.0
1956,5.145473380707699e-08,0.0,4.360570571293465e-09
1957,6.184526313290917e-08,8.835037701437898e-10,1.7670075402875796e-09
1958,5.4596807075313336e-08,0.0,0.0
1959,8.138285068071127e-08,0.0,0.0
1960,6.3671663497189e-08,0.0,2.076250060767393e-09
1961,6.183861955832981e-08,0.0,0.0
1962,6.278536801573864e-08,0.0,1.9025869768540815e-09
1963,8.017906338864123e-08,0.0,1.939815863494232e-09
1964,8.091677727861679e-08,6.083968329129164e-10,1.2167936658258327e-09
1965,6.457010925942086e-08,2.188817349590977e-09,1.0944086747954884e-09
1966,6.757671400237086e-08,0.0,1.6617224263271169e-09
1967,5.965706151300765e-08,4.930335584241163e-10,3.451234853457663e-09
1968,5.569355820966848e-08,4.4914158503495116e-10,1.3474247273492779e-09
1969,6.63096670905361e-08,4.5417578031781147e-10,3.1792304344691047e-09
1970,7.357959930232028e-08,0.0,2.7592350626548523e-09
1971,5.3953172596266086e-08,0.0,1.541519245584766e-09
1972,6.874396518696813e-08,0.0,0.0
1973,6.174788325097325e-08,0.0,5.513203782392395e-10
1974,7.369499144260772e-08,0.0,2.812785782069227e-09
1975,7.082235242705792e-08,5.711480177694739e-10,0.0
1976,5.713526718409412e-08,0.0,1.142705374768127e-09
1977,5.582942819160053e-08,5.876781838942691e-10,0.0
1978,7.069303364914958e-08,0.0,0.0
1979,7.256446821202189e-08,0.0,5.851973350345929e-10
1980,5.9125568441231735e-08,0.0,5.685150683554241e-10
1981,7.527403766971474e-08,0.0,0.0
1982,6.083352133146036e-08,0.0,6.207502289967692e-10
1983,5.9363969739933964e-08,0.0,0.0
1984,8.930473427426477e-08,0.0,0.0
1985,7.218669395570032e-08,6.015558051686298e-10,2.4062232206745193e-09
1986,8.272390061847545e-08,0.0,5.994485463567401e-10
1987,7.516304378896166e-08,0.0,6.110816852533674e-10
1988,7.075933439182336e-08,0.0,5.996553809062277e-10
1989,6.915033878840404e-08,0.0,0.0
1990,7.192219442231362e-08,0.0,5.44865097484859e-10
1991,7.385445854879436e-08,5.861465202094962e-10,1.1722930404189924e-09
1992,6.446634870371781e-08,1.1019888335184191e-09,0.0
1993,7.754890418709692e-08,5.539207426075166e-10,0.0
1994,6.329911883540262e-08,0.0,0.0
1995,7.3203082706641e-08,5.422450821690461e-10,5.422450821690461e-10
1996,8.220661840141474e-08,0.0,1.6014276571496566e-09
1997,7.480035435492027e-08,0.0,0.0
1998,8.344225932432892e-08,4.768129224785866e-10,4.768129224785866e-10
1999,7.358023879078246e-08,4.570201161957499e-10,4.570201161957499e-10
2000,7.599014395509585e-08,0.0,1.3254094488601709e-09
2001,8.718611610447624e-08,0.0,1.7524847129024579e-09
2002,7.886198716278159e-08,0.0,1.752488598683044e-09
2003,7.75047652723515e-08,4.1669229178253886e-10,4.1669229178253886e-10
2004,8.67743850108127e-08,4.404791253964646e-10,4.404791253964646e-10
2005,9.232686437599114e-08,9.007499190971657e-10,4.5037495954858286e-10
2006,8.894642178347567e-08,0.0,1.2353669198716943e-09
2007,7.909069665856805e-08,3.994479469415779e-10,7.988958938831558e-10
2008,9.068346429330632e-08,0.0,1.2772318758180745e-09
2009,7.152289072109852e-08,4.76819250749827e-10,0.0
2010,5.62131354797657e-08,0.0,1.4171379625338432e-09
2011,4.3210881983668514e-08,0.0,0.0
2012,5.174464234869447e-08,0.0,1.0212758416727752e-09
2013,5.327228791429661e-08,0.0,5.578250084070646e-10
2014,3.8978011929202694e-08,0.0,4.330890368553497e-10
2015,3.989835661855068e-08,0.0,1.10828768384863e-09
2016,3.41771091427745e-08,0.0,8.285360175719347e-10
2017,4.955754207003338e-08,0.0,7.54683426862357e-10
2018,4.1561612817986315e-08,0.0,0.0
2019,4.438718548271936e-08,0.0,0.0
