year,serait_VERB en_PRON,serait_VERB lent_ADJ
1800,7.231578535993322e-08,3.144164484325529e-09
1801,1.142967676059925e-07,0.0
1802,8.727576528144709e-08,0.0
1803,6.631153581793114e-08,0.0
1804,9.145848167690929e-08,2.4718509461507665e-09
1805,5.1171799242411e-08,0.0
1806,1.0662175498055149e-07,0.0
1807,1.0249038240317532e-07,0.0
1808,7.478044494746428e-08,0.0
1809,9.487928309681593e-08,0.0
1810,1.427477371862551e-07,1.1700633351097167e-08
1811,1.178326058948187e-07,0.0
1812,1.893717893608482e-07,0.0
1813,1.5241430162404868e-07,0.0
1814,1.6992056828257773e-07,0.0
1815,8.361393355471591e-08,0.0
1816,9.038654980031424e-08,0.0
1817,7.161617787687646e-08,3.113746815941454e-09
1818,1.0609847578280096e-07,9.536941902865692e-09
1819,1.2938812687934842e-07,7.24573512300708e-09
1820,1.6494408328071586e-07,1.542642635854463e-08
1821,1.311577904061778e-07,1.97229765852569e-09
1822,9.825103575167304e-08,1.2030739071633434e-08
1823,1.1562743651438723e-07,9.882686891060644e-10
1824,7.915846111927749e-08,0.0
1825,1.1535130539641614e-07,2.641632912414593e-09
1826,9.248383747717526e-08,2.642395191543301e-09
1827,1.778933693685758e-07,0.0
1828,1.4950850868444832e-07,6.420610709767516e-09
1829,2.1690135554308654e-07,1.2002446148073886e-08
1830,1.2941676175159955e-07,0.0
1831,1.6682589887295762e-07,1.5591206548037917e-08
1832,1.3665268738805025e-07,6.764984572527055e-09
1833,1.0656938087549861e-07,5.791814139399776e-09
1834,1.1388127774125678e-07,1.120143711119681e-08
1835,1.6941316971497145e-07,2.2689263801112247e-09
1836,1.357591514761225e-07,1.2097349788575684e-08
1837,1.3637466622640204e-07,4.174734336004349e-09
1838,1.4139243376121158e-07,2.019891809368346e-08
1839,1.3283802502428443e-07,7.690622361167243e-09
1840,1.5350950377523986e-07,1.7198159341091923e-08
1841,1.1492782192590312e-07,2.247191943638427e-08
1842,1.925272101743758e-07,3.3541325272778977e-09
1843,1.3704033108297153e-07,7.088293507706567e-09
1844,1.679499774809301e-07,7.1351298203126134e-09
1845,1.858215910033323e-07,6.696273757711424e-09
1846,1.5865698799188976e-07,1.2294452567118697e-08
1847,1.5586415713642054e-07,1.1325769655456952e-08
1848,1.5527277241744741e-07,5.63165514222419e-09
1849,1.4496387734652671e-07,7.54147322368226e-09
1850,1.6972489902400412e-07,6.788996032014438e-10
1851,1.6123597390560462e-07,2.579775504329973e-09
1852,1.7838894450505904e-07,2.7344290387532055e-08
1853,1.6243654954450903e-07,2.9859659189668264e-09
1854,1.662612589825585e-07,5.195664343204953e-09
1855,1.3744967475304293e-07,0.0
1856,1.7291812071107415e-07,5.177189343896771e-09
1857,1.7426987142243888e-07,3.905207268672939e-09
1858,1.6932119706325466e-07,4.893676019968041e-10
1859,1.2323059195296082e-07,1.018434669930457e-08
1860,1.3411148813702312e-07,4.57718396518203e-09
1861,1.4713806706367905e-07,2.2165028923382124e-08
1862,1.4502735723453952e-07,5.421583626485926e-09
1863,1.388504529131751e-07,1.9978483312144135e-09
1864,1.2082713851668814e-07,6.233146443435089e-09
1865,1.2379000224882475e-07,4.706844358715045e-10
1866,1.0023162388961282e-07,7.298419202328432e-09
1867,1.3199647241890489e-07,7.76449837758264e-09
1868,8.051994626612213e-08,3.457911734727759e-09
1869,1.4357546262999676e-07,8.790334682373668e-09
1870,1.152543802618311e-07,2.0069171213776826e-08
1871,1.614418891904279e-07,1.274541272522356e-08
1872,1.2094677970253542e-07,3.628403577593531e-09
1873,1.2151589601216983e-07,8.380406590902112e-09
1874,1.4996268760114617e-07,2.3898436563030145e-09
1875,1.4132172054814873e-07,5.149374260327022e-09
1876,1.1185127135604489e-07,5.441413541973361e-09
1877,9.7101612084316e-08,3.710889595609501e-09
1878,1.1293095525388708e-07,3.6234530931267273e-09
1879,1.1302251579081712e-07,5.498392852132383e-09
1880,1.1744658934276231e-07,1.9253538763308597e-09
1881,1.052848617177915e-07,1.1156012114099667e-08
1882,9.783416032860259e-08,7.986462158271479e-09
1883,1.308103207975364e-07,4.423537092179686e-09
1884,8.912290638818376e-08,5.281357573494461e-09
1885,1.0506386161068804e-07,5.80107206715752e-09
1886,1.1680769773647626e-07,5.808117542471791e-09
1887,8.87933779836203e-08,1.9586774424595887e-09
1888,1.1539918887137901e-07,6.340614699951175e-10
1889,8.896493852716958e-08,8.14467782106476e-09
1890,1.291214175580535e-07,5.898947996740844e-09
1891,1.6318003304149897e-07,4.461953917456185e-09
1892,1.1847488678995433e-07,9.402768341715273e-09
1893,1.0469307909488634e-07,8.621783287310336e-09
1894,9.011201029807125e-08,4.411077725308132e-09
1895,1.3060393655450753e-07,2.4074457982692365e-09
1896,1.1263325205845831e-07,3.5382172747233653e-09
1897,9.847146031916054e-08,1.5732126712464378e-08
1898,1.1146958911467664e-07,5.6583546736987955e-09
1899,1.1663190235822185e-07,6.633094074004475e-09
1900,1.1160764046280747e-07,3.114631885736685e-09
1901,1.358063599354864e-07,7.824234593556412e-09
1902,1.0802624217376433e-07,8.838511256215043e-09
1903,1.0422424878697711e-07,9.1803746826713e-09
1904,1.1447951919763e-07,3.2247751136083025e-09
1905,1.223099843628006e-07,4.64468330463319e-09
1906,8.539346652014501e-08,4.115347618238729e-09
1907,1.2034253416004503e-07,1.5428529565042481e-09
1908,1.154176416662267e-07,3.437972351250096e-09
1909,9.791750699150725e-08,3.850688656825696e-09
1910,1.1810573141701752e-07,2.67207544979442e-09
1911,1.2556083106574079e-07,1.0640748282497725e-09
1912,1.0106277414934084e-07,7.814131564032323e-09
1913,1.214384610648267e-07,2.6514948014977335e-09
1914,1.1317496984020181e-07,3.3483718020477227e-09
1915,1.284103063881048e-07,1.1780762143587253e-08
1916,9.55909200683891e-08,1.4283700444650549e-08
1917,1.1843738434436091e-07,0.0
1918,1.0682330042754984e-07,5.743188147278033e-09
1919,9.668240608107226e-08,1.8415696745321952e-09
1920,1.0298235508798825e-07,4.543339038320937e-09
1921,1.1964941393216577e-07,5.300923255902035e-09
1922,1.1362020302385645e-07,2.951174193910333e-09
1923,1.1996021953564195e-07,3.1847844361720945e-09
1924,9.797634703545555e-08,6.445812328337297e-09
1925,1.1878032069034816e-07,5.499089184013428e-09
1926,1.248367453854371e-07,8.916910765321973e-09
1927,1.103773286104115e-07,3.3447675740205796e-09
1928,7.655447831211859e-08,5.713020723163709e-09
1929,9.91496165170247e-08,2.2280812750352652e-09
1930,9.138135226294253e-08,5.2518016602221e-09
1931,9.58049923838189e-08,3.4216069977333063e-09
1932,1.249387224788734e-07,0.0
1933,1.192948815287309e-07,1.1470662197865522e-09
1934,8.626737724171107e-08,4.7926320689839486e-09
1935,9.574627313213568e-08,2.393656828303392e-09
1936,1.0427254437672673e-07,1.2124714565686645e-09
1937,7.680581859403901e-08,3.777335333410292e-09
1938,7.519824407609121e-08,2.5930428915188486e-09
1939,8.870549095263414e-08,3.058810094103137e-09
1940,7.86092684279538e-08,5.0715658339584024e-09
1941,6.493305448884712e-08,0.0
1942,6.675266206457309e-08,0.0
1943,1.0161323160673419e-07,0.0
1944,8.996921252446555e-08,3.2131861615880553e-09
1945,1.5903079031431844e-07,8.714016175304096e-09
1946,1.0440827935553898e-07,4.1763312808029696e-09
1947,1.1682453759931377e-07,3.5762612871081956e-09
1948,1.4024735150997003e-07,1.0871887834440486e-09
1949,1.0798709126902395e-07,6.8719057111366055e-09
1950,1.2337019938968297e-07,7.444753258312176e-09
1951,1.6098717026125087e-07,3.1984206394497505e-09
1952,1.1810180211568877e-07,2.1089607837865287e-09
1953,1.4867882214275596e-07,6.464296653518886e-09
1954,1.2899747048322752e-07,7.818028890937967e-09
1955,1.4266123571360367e-07,8.447047505910632e-09
1956,1.42154604532152e-07,3.488456634670456e-09
1957,1.5726367053048307e-07,2.6505113659425206e-09
1958,1.2904699531191e-07,1.7371711180658167e-08
1959,1.1083569262382298e-07,5.425523585955716e-09
1960,1.377245837375085e-07,2.7683333403416555e-09
1961,1.1950834277740796e-07,6.25334317660986e-09
1962,1.6235408395459672e-07,2.5367825617905737e-09
1963,1.4483958921118756e-07,8.405868889838075e-09
1964,1.3019692346460943e-07,5.475571551727398e-09
1965,1.3789549768716824e-07,3.2832261354087677e-09
1966,1.6118707435452961e-07,9.416426749453422e-09
1967,1.3903546403071232e-07,1.9721342336964653e-09
1968,1.3788645958356938e-07,8.982831367632116e-09
1969,1.698617353440568e-07,8.175163657142548e-09
1970,1.5129805319702427e-07,3.6789800095249348e-09
1971,1.7830238618898875e-07,6.166076982339064e-09
1972,1.446701389795635e-07,1.5390440033513642e-09
1973,1.4885650045926013e-07,4.410563025913916e-09
1974,1.3838906909313664e-07,1.1251143350321513e-09
1975,1.6791751988876058e-07,1.7134440533084216e-09
1976,1.7426256704311527e-07,2.856763492431469e-09
1977,2.0451200555271498e-07,5.289103821581875e-09
1978,1.7940585905762418e-07,1.7821774056514528e-09
1979,1.8901873488630372e-07,4.681578680276743e-09
