year,étant_VERB égales_ADJ,étant_VERB egales_ADJ,étant_VERB légales_ADJ,etant_VERB égales_ADJ,etant_VERB egales_ADJ
1800,4.08741385626854e-07,0.0,3.144164484325529e-09,3.144164484325529e-09,3.144164484325529e-09
1801,3.7384566553555487e-07,0.0,0.0,0.0,0.0
1802,4.095247447821748e-07,0.0,0.0,0.0,0.0
1803,2.749978307292622e-07,1.950339223455444e-09,0.0,0.0,0.0
1804,1.8538882784469024e-07,0.0,0.0,0.0,0.0
1805,2.04687196969644e-07,0.0,0.0,0.0,2.842877711017877e-09
1806,2.996935961618874e-07,0.0,2.881669125542885e-09,0.0,0.0
1807,1.7935816742919997e-07,0.0,2.8469551160981155e-09,0.0,0.0
1808,1.6768947830314573e-07,0.0,0.0,0.0,0.0
1809,2.7334269248058263e-07,0.0,0.0,0.0,0.0
1810,3.3463811632827856e-07,0.0,0.0,4.680253518074551e-09,0.0
1811,3.284270633230335e-07,0.0,0.0,0.0,0.0
1812,3.654075158010528e-07,8.00162425207418e-09,5.3344164641089264e-09,2.6672082320544632e-09,2.6672082320544632e-09
1813,4.744973693959764e-07,0.0,0.0,0.0,0.0
1814,2.454408161156607e-07,0.0,0.0,3.1466771410748606e-09,0.0
1815,4.099779857824615e-07,0.0,0.0,0.0,0.0
1816,3.337349596677086e-07,0.0,0.0,0.0,0.0
1817,3.1293154734157724e-07,3.113746815941454e-09,0.0,0.0,0.0
1818,1.5020683008515334e-07,2.384235475716423e-09,0.0,0.0,0.0
1819,2.0288058522055508e-07,1.035105001712111e-09,0.0,0.0,0.0
1820,2.491960913175717e-07,1.542642635854463e-08,0.0,0.0,0.0
1821,2.2089733420216362e-07,0.0,0.0,0.0,0.0
1822,2.1354561852149345e-07,0.0,0.0,2.0051231786055723e-09,0.0
1823,2.1445430320454761e-07,9.882686891060644e-10,0.0,0.0,0.0
1824,2.8715993494188297e-07,8.421112696055388e-10,0.0,0.0,0.0
1825,1.8491429898404022e-07,0.0,0.0,0.0,0.0
1826,2.8714029554066656e-07,0.0,0.0,0.0,0.0
1827,1.8711064342369355e-07,0.0,0.0,0.0,0.0
1828,2.4948658960965986e-07,0.0,0.0,9.172301251858528e-10,0.0
1829,1.8003669310928672e-07,8.57317605795771e-10,0.0,8.57317605795771e-10,0.0
1830,2.9223139108580654e-07,1.0436835840010872e-09,0.0,1.0436835840010872e-09,0.0
1831,2.759643393801525e-07,1.5591206103948707e-09,0.0,1.5591206103948707e-09,0.0
1832,2.408334580650262e-07,0.0,0.0,0.0,1.3529969367098715e-09
1833,2.2935584809147258e-07,0.0,0.0,0.0,0.0
1834,1.8762406739369908e-07,0.0,0.0,3.733812370398937e-09,9.334530925997342e-10
1835,2.5411975457245717e-07,1.5126175867408165e-09,7.563087933704082e-10,3.781543966852041e-09,0.0
1836,2.1506400571524864e-07,6.720750067579218e-10,0.0,0.0,0.0
1837,2.901440439018188e-07,0.0,0.0,1.3915781860163179e-09,0.0
1838,2.9035945203759184e-07,6.312161904276081e-10,2.5248647617104325e-09,6.312161904276081e-10,0.0
1839,1.985578990115755e-07,0.0,1.3982950353153e-09,0.0,0.0
1840,2.356784847279414e-07,0.0,0.0,0.0,0.0
1841,2.3435002560745488e-07,0.0,0.0,6.420548537278137e-10,0.0
1842,2.736972248840175e-07,2.683306021822318e-09,0.0,0.0,0.0
1843,3.6563778849085793e-07,0.0,0.0,0.0,0.0
1844,2.694883676213067e-07,0.0,5.488561272137815e-10,5.488561272137815e-10,0.0
1845,1.9921414207146881e-07,0.0,1.674068439427856e-09,0.0,0.0
1846,2.8335787760624953e-07,0.0,0.0,0.0,0.0
1847,2.5779610268727993e-07,5.393223645455691e-10,1.0786447290911383e-09,0.0,0.0
1848,2.654923036971013e-07,0.0,8.045221711050488e-10,0.0,0.0
1849,1.944024319300297e-07,0.0,0.0,0.0,0.0
1850,2.926057334207144e-07,3.394498016007219e-09,0.0,0.0,0.0
1851,3.437550901708164e-07,6.449438760824933e-10,0.0,0.0,0.0
1852,2.161501129194221e-07,1.9531636308300904e-09,0.0,0.0,0.0
1853,2.86652721115388e-07,0.0,0.0,5.971931837933653e-10,5.971931837933653e-10
1854,2.530288725210994e-07,5.195664454227256e-10,0.0,0.0,0.0
1855,2.7489934950608585e-07,1.0613874223963649e-09,0.0,1.0613874223963649e-09,0.0
1856,2.6403665742691373e-07,0.0,0.0,0.0,0.0
1857,2.816630626512051e-07,0.0,9.763018171682347e-10,0.0,0.0
1858,2.471306288498454e-07,0.0,0.0,1.468102750479261e-09,0.0
1859,4.807011464436073e-07,5.092173349652285e-10,0.0,0.0,0.0
1860,2.389290045812231e-07,4.577183909670879e-10,0.0,0.0,4.577183909670879e-10
1861,2.466449018356798e-07,9.431927461278633e-10,0.0,0.0,0.0
1862,1.9608060597420263e-07,0.0,2.710791813242963e-09,0.0,0.0
1863,1.992853668753014e-07,0.0,2.9967726078439227e-09,0.0,0.0
1864,1.7117179140768712e-07,0.0,0.0,0.0,0.0
1865,2.1180800047204684e-07,0.0,0.0,0.0,0.0
1866,1.60078670319308e-07,4.865612912574591e-10,0.0,0.0,0.0
1867,2.43611140149369e-07,0.0,4.85281148598915e-10,0.0,0.0
1868,2.09450661259325e-07,0.0,4.93987406535723e-10,0.0,0.0
1869,1.723882263604537e-07,0.0,0.0,4.883519144627257e-10,0.0
