year,était_VERB également_ADV,était_VERB egalement_ADV,était_VERB légalement_ADV,etait_VERB également_ADV,etait_VERB egalement_ADV
1835,2.116908262905781e-06,3.025235173481633e-09,1.2781617897417163e-07,4.5378527602224494e-09,7.563087933704082e-10
1836,1.803849272619118e-06,4.704525213838906e-09,1.0148332307835517e-07,2.016224964762614e-09,0.0
1837,2.5257143079215894e-06,4.87052354003481e-09,9.462731753728804e-08,4.174734558048954e-09,6.957890930081589e-10
1838,2.211781520600198e-06,1.2624323808552163e-09,8.521418237705802e-08,1.2624323808552163e-09,0.0
1839,2.207208808613359e-06,1.3982950353153e-09,1.4961756278353278e-07,2.0974426639952526e-09,0.0
1840,2.4166599814634537e-06,3.1848443882154243e-09,1.1274349276391149e-07,1.2739377330817092e-09,6.369688665408546e-10
1841,2.1303380890458357e-06,7.704658244733764e-09,1.3226329542703752e-07,9.630822361827995e-09,0.0
1842,2.3800923827366205e-06,2.683306021822318e-09,1.4288605143519817e-07,7.379091560011375e-09,0.0
1843,2.4064754597930005e-06,3.5441467538532834e-09,1.1636614516419286e-07,2.3627644840651385e-09,0.0
1844,2.456131142025697e-06,8.232841963717874e-09,1.4489802424577647e-07,3.2931368743049916e-09,1.097712254427563e-09
1845,2.4340954496437917e-06,4.464182357111213e-09,1.361575669989179e-07,2.7901139176833567e-09,1.1160455892778032e-09
1846,2.0736642909469083e-06,1.1709002656346001e-09,1.8968584925005416e-07,4.6836010625384006e-09,5.854501328173001e-10
1847,2.4555347408750094e-06,1.6179670936367074e-09,1.1757227724729091e-07,7.550513103637968e-09,1.6179670936367074e-09
1848,1.980733486561803e-06,8.045221711050488e-10,1.5285921506347222e-07,2.413566457803995e-09,1.6090443422100975e-09
1849,2.267469653816079e-06,4.1897072478036534e-09,1.508294644736452e-07,1.1731181359664333e-08,8.379414939696517e-10
1850,1.953873152160668e-06,6.788996032014438e-10,1.3781661323264416e-07,2.7155984128057753e-09,6.788996032014438e-10
1851,2.07865400625451e-06,1.2898877521649865e-09,1.8896855635830434e-07,2.579775504329973e-09,0.0
1852,2.1374121388362255e-06,6.510545436100301e-10,2.428433560908161e-07,1.9531636308300904e-09,2.6042181744401205e-09
1853,2.1463122266141e-06,0.0,1.4034040418664517e-07,4.180352286553557e-09,5.971931837933653e-10
1854,1.846019586082548e-06,1.0391328908454511e-09,1.792504207287493e-07,1.0391328908454511e-09,5.195664454227256e-10
1855,2.0139825664955424e-06,2.653468555990912e-09,1.85212101655452e-07,3.1841622671890946e-09,0.0
1856,1.9191841147403466e-06,1.5531567143511893e-09,1.2477026700707938e-07,2.5885946719483854e-09,5.177189232874468e-10
1857,2.3689963200013153e-06,4.881509085841174e-10,1.2350217559742305e-07,1.9526036343364694e-09,4.881509085841174e-10
1858,2.102812686644029e-06,2.4468380654951716e-09,1.3212925864536373e-07,1.468102750479261e-09,4.893676019968041e-10
1859,1.9411365883570397e-06,3.055304009791371e-09,1.5938502428980428e-07,5.092173349652285e-10,5.092173349652285e-10
1860,2.2794376945967088e-06,3.661747127736703e-09,9.9324893199082e-08,2.746310290291376e-09,0.0
1861,2.146706719940994e-06,0.0,1.0516598791809884e-07,7.545541969022906e-09,0.0
1862,2.2775168417865643e-06,4.9697850279528666e-09,1.0526908056363027e-07,1.3553959066214816e-09,9.035972525772706e-10
1863,1.9773704025283223e-06,2.9967726078439227e-09,1.2486552236623538e-07,9.989241656072068e-10,2.4973103585068657e-09
1864,1.9375495412532473e-06,3.3563094525845827e-09,9.205877660178885e-08,1.9178911792039344e-09,9.589455896019672e-10
1865,2.131259179805056e-06,0.0,9.601962602800995e-08,4.706844358715045e-10,0.0
1866,2.027987420660793e-06,2.432806400776144e-09,1.1288221912764129e-07,9.731225825149181e-10,0.0
1867,2.0794298052351223e-06,9.7056229719783e-10,1.3151118594123545e-07,9.7056229719783e-10,4.85281148598915e-10
1868,2.029300276262802e-06,4.93987406535723e-10,1.0077343404191197e-07,1.975949626142892e-09,9.87974813071446e-10
1869,1.975871782633476e-06,4.883519144627257e-10,9.42519164937039e-08,4.883519144627257e-10,2.441759683335931e-09
1870,2.2534811705554603e-06,5.734048791339319e-10,8.773094606340237e-08,1.7202146374017957e-09,1.1468097582678638e-09
1871,2.550144699853263e-06,0.0,1.7524942563795776e-07,4.248470908407853e-09,1.0621177271019633e-09
1872,2.0730278720293427e-06,6.047339295989218e-10,8.829115216713035e-08,2.4189357183956872e-09,1.8142017887967654e-09
1873,2.215420181528316e-06,1.7958012854535355e-09,1.0295927665993077e-07,1.1972008939764578e-09,2.3944017879529156e-09
1874,2.2811057078797603e-06,5.974609140757536e-10,1.0814042639140098e-07,1.1949218281515073e-09,0.0
1875,1.9767876437981613e-06,1.1443054281912168e-09,9.154443603165419e-08,4.577221712764867e-09,0.0
1876,2.1656824173987843e-06,0.0,9.55270351710169e-08,3.627608879952504e-09,0.0
1877,2.0632546693377662e-06,6.184815992682502e-10,8.782438953858218e-08,4.9478527941460015e-09,0.0
1878,2.0913364551233826e-06,3.0195443923020093e-09,9.239805365268694e-08,3.019544336790858e-09,6.039088673581716e-10
1879,1.9488747966533992e-06,0.0,1.0080386658728457e-07,6.10932526790009e-10,0.0
1880,1.9856815924867988e-06,0.0,1.1423766466123197e-07,4.492492378105339e-09,6.417846254436199e-10
1881,1.9034945353268995e-06,1.3945015142624584e-09,9.62206030408197e-08,6.972507571312292e-10,0.0
1882,1.9606763999036048e-06,6.655385131892899e-10,8.452339272935205e-08,1.9966155395678697e-09,0.0
1883,2.0360910184535896e-06,1.2638677882037541e-09,9.03665480223026e-08,2.5277355764075082e-09,0.0
1884,2.1818607365275966e-06,6.601696966868076e-10,9.704494630113913e-08,2.6406787867472303e-09,0.0
1885,2.0393990780576132e-06,1.933690763067375e-09,1.2891271694570605e-07,0.0,0.0
1886,2.024451532633975e-06,0.0,9.357522401387541e-08,3.2267318816892043e-09,0.0
1887,2.0043798940605484e-06,6.528924623161458e-10,1.508181526332919e-07,6.528924623161458e-10,6.528924623161458e-10
1888,2.05689548238297e-06,0.0,9.447516191585237e-08,3.1703073499755874e-09,1.268122939990235e-09
1889,1.912746256493847e-06,0.0,1.1590503135039398e-07,0.0,0.0
1890,1.7572309616298298e-06,0.0,1.0421474172517264e-07,2.621754646714436e-09,6.554386478008212e-10
1891,1.9530609733919846e-06,6.374220040683554e-10,1.0517462811776568e-07,4.46195413950079e-09,0.0
1892,1.9150304524373496e-06,6.268512375839919e-10,1.1220637219366836e-07,1.2537024751679837e-09,0.0
1893,2.091398300763103e-06,6.158416554491453e-10,1.1146733669420428e-07,2.4633666773077323e-09,6.158416554491453e-10
1894,1.9704914393514628e-06,1.2603078580752936e-09,8.507078064212692e-08,6.301539512421073e-09,0.0
1895,2.0968852822988993e-06,6.018614495673091e-10,8.66680522904062e-08,2.4074457982692365e-09,6.018614495673091e-10
1896,2.0433205918379826e-06,5.89702897624278e-10,1.1322295279114769e-07,1.769108692872834e-09,1.179405795248556e-09
1897,1.9123274341836805e-06,1.1653427112179315e-09,1.252743402346823e-07,3.4960281336537946e-09,5.826713556089658e-10
1898,1.8706521132116904e-06,1.6975064687230201e-09,7.638779209173663e-08,7.921696631996156e-09,0.0
1899,2.0579175270540873e-06,1.1055156790007459e-09,1.1718466197407906e-07,6.080336234504102e-09,0.0
1900,1.941453774634283e-06,1.038210628578895e-09,1.0641659287102812e-07,5.1910532539167775e-09,1.038210628578895e-09
1901,2.025358980972669e-06,1.676621730339889e-09,1.2630549406367209e-07,3.353243294146324e-09,1.1177477832191585e-09
1902,1.7706483959045727e-06,0.0,1.0802624217376433e-07,7.365425824801264e-09,4.910283846193408e-10
1903,2.0229224446666194e-06,1.0800440541913758e-09,1.1988488779479667e-07,4.860198243861191e-09,0.0
1904,1.9961357793363277e-06,1.0749250378694342e-09,9.45934033325102e-08,3.2247751136083025e-09,1.6123875568041512e-09
1905,1.8604536080601974e-06,1.5482277682110634e-09,8.721682576151579e-08,2.5803795766776716e-09,0.0
1906,1.976395651581697e-06,5.144184522798412e-10,9.002322798323803e-08,4.115347507216427e-09,1.5432553013283723e-09
1907,1.80050949438737e-06,1.5428529565042481e-09,1.5479957937714062e-07,1.5428530120153994e-09,1.028568674676933e-09
1908,1.843735503825883e-06,4.911389073214423e-10,1.0657714000217311e-07,5.40252775849126e-09,4.911389073214423e-10
1909,1.8983894278790103e-06,1.6502950117569526e-09,1.155206561520572e-07,4.950885257315463e-09,0.0
1910,1.8335781533096451e-06,2.137660271017694e-09,1.052797671263761e-07,3.740905363258662e-09,0.0
1911,1.8216960597783327e-06,4.25629931299909e-09,1.2183656394881837e-07,3.7242617878519013e-09,0.0
1912,1.917587951538735e-06,1.0418842455450772e-09,1.2606798804881691e-07,3.646594803896619e-09,5.209421227725386e-10
1913,1.8385464954917552e-06,1.590896969716482e-09,1.0977188935612503e-07,6.363587878865928e-09,1.060597942803554e-09
1914,1.7907092342284159e-06,0.0,1.2790781056537526e-07,8.036092236096692e-09,6.696743715117748e-10
1915,1.7953881297216867e-06,0.0,8.482148672328549e-08,2.3561523843085297e-09,0.0
1916,1.7865613699541427e-06,0.0,8.680095220370276e-08,4.394984820521586e-09,1.0987462051303964e-09
1917,1.6219341887335759e-06,1.0966424435210342e-09,1.030843890248434e-07,3.289927441585405e-09,1.0966424435210342e-09
1918,1.879171122709522e-06,1.1486376294556067e-09,6.662098428478203e-08,6.89182577673364e-09,1.1486376294556067e-09
1919,1.788164126992342e-06,0.0,5.985101125816072e-08,1.8415696745321952e-09,0.0
1920,1.9074452666245634e-06,1.514446346106979e-09,8.632343906356255e-08,6.815008557481406e-09,7.572231730534895e-10
1921,1.833362148317974e-06,0.0,8.860114775188777e-08,1.5145494858259667e-09,1.5145494858259667e-09
1922,1.8312035763301537e-06,0.0,6.56636274243283e-08,1.4755870969551665e-09,2.2133805899215986e-09
1923,1.721906755847158e-06,1.0615948120573648e-09,1.2845296737395984e-07,2.1231896241147297e-09,3.1847844361720945e-09
1924,1.794514105313283e-06,0.0,1.1731378180002139e-07,0.0,1.289162443462999e-09
1925,1.8784887743095169e-06,3.299453377181294e-09,7.038833871320094e-08,5.499088961968823e-09,1.0998177923937646e-09
1926,1.8290812704435666e-06,0.0,7.244990030130793e-08,8.916910432255065e-09,0.0
1927,1.8563459889264777e-06,1.1149224876660924e-09,8.58490309951776e-08,5.574612327308159e-09,0.0
1928,1.7733216282067588e-06,1.1426041224282812e-09,9.02657291135256e-08,3.4278122562625413e-09,0.0
1929,1.7991756067203823e-06,2.2280812750352652e-09,8.578113153134836e-08,3.342121912552898e-09,1.1140406375176326e-09
1930,1.9599724510044325e-06,2.100720708497761e-09,6.407198327451624e-08,3.1510811737689437e-09,1.0503603542488804e-09
1931,1.8807432979883743e-06,0.0,4.904303452235581e-08,9.124285327288817e-09,0.0
1932,2.0790241705981316e-06,2.1919073223131136e-09,6.575722011348262e-08,2.1919073223131136e-09,0.0
1933,2.1691021174774505e-06,2.2941324395731044e-09,6.53827711971644e-08,5.735331320977366e-09,4.588264879146209e-09
1934,2.0524446426861687e-06,2.3963160344919743e-09,7.428579351653752e-08,8.38710612072191e-09,1.1981580172459871e-09
1935,2.004687530643423e-06,2.393656828303392e-09,7.180970840181544e-08,1.0771455727365264e-08,1.196828414151696e-09
1936,2.0490767838055035e-06,2.424942913137329e-09,4.4861444337129797e-08,3.6374143697059935e-09,1.2124714565686645e-09
1937,1.9893966509698657e-06,1.2591118148108649e-09,8.813782415018068e-08,2.5182236296217297e-09,7.554670666820584e-09
1938,1.8371708847553236e-06,0.0,5.704694316932546e-08,1.5558256905023882e-08,3.8895642262559704e-09
1939,1.902579924717429e-06,0.0,8.411727492330101e-08,4.588215141154706e-09,0.0
1940,1.843514155552839e-06,2.5357829169792012e-09,6.339457314652464e-08,2.028626333583361e-08,2.5357829169792012e-09
1941,1.7915621128850034e-06,0.0,9.444808313219255e-08,2.9515025978810172e-09,0.0
1942,1.732534883558401e-06,9.102635090130207e-09,4.5513175450651033e-08,0.0,0.0
1943,1.88129638445389e-06,0.0,6.096794180621146e-08,2.9032352077962287e-09,2.9032352077962287e-09
1944,1.7576128357177367e-06,0.0,8.675602458652065e-08,3.2131861615880553e-09,3.2131861615880553e-09
1945,2.3593199784954777e-06,0.0,6.099811145077183e-08,6.535512131478072e-09,2.178504043826024e-09
1946,2.0296970433264505e-06,1.3921104269343232e-09,5.707652661612883e-08,6.960552134671616e-09,4.1763312808029696e-09
1947,1.922836418088991e-06,1.1920870957027319e-09,6.07964452115084e-08,4.7683483828109274e-09,8.344609447874518e-09
1948,1.930847247422207e-06,2.174377566888097e-09,5.0010683594337024e-08,6.523132922708896e-09,2.174377566888097e-09
1949,2.2058818558434723e-06,0.0,9.326157623945619e-08,1.5707213085747185e-08,9.817008317369869e-10
1950,2.0111467620154144e-06,1.0635361480382244e-09,6.38121662177582e-08,6.381216888229346e-09,1.0635361480382244e-09
1951,2.255952722407528e-06,0.0,6.183613265875465e-08,4.264560704569931e-09,5.330700769690111e-09
1952,2.075217480523861e-06,0.0,7.170466886918803e-08,6.326882351359586e-09,4.2179215675730575e-09
1953,2.1978607946948614e-06,1.0773827385790469e-09,1.0666089167443715e-07,9.696444647211422e-09,4.3095309543161875e-09
1954,2.0688457880169153e-06,9.772536113672459e-10,7.036226179479854e-08,1.0749790169128914e-08,1.9545072227344917e-09
1955,1.970039193111006e-06,1.8771215692936494e-09,7.41462997666531e-08,1.2201289756319511e-08,1.8771215692936494e-09
1956,2.0172001313767396e-06,2.616342476002842e-09,8.982775767663043e-08,8.72114158667614e-09,3.488456634670456e-09
1957,2.095670879498357e-06,0.0,9.01173820011536e-08,1.0602045463770082e-08,2.6505113659425206e-09
1958,2.1995895167492563e-06,0.0,4.384289198355873e-08,9.099467956907858e-09,4.9633461784992505e-09
1959,2.198887159465812e-06,7.750747821333448e-10,6.510628480782543e-08,3.8753737996444215e-09,4.650448914844674e-09
1960,2.269341166538652e-06,2.076250060767393e-09,6.22874978262189e-08,1.1073333139322017e-08,6.920833350854139e-10
1961,2.0837528609263245e-06,3.47407969059077e-09,6.044898270829435e-08,1.1811870925804158e-08,6.25334317660986e-09
1962,2.3725258415652206e-06,1.9025869768540815e-09,5.7077606641087186e-08,9.512934884270408e-09,6.341956293454132e-09
1963,2.2333747438096907e-06,3.2330267352165265e-09,7.177319361062473e-08,7.759263787043835e-09,1.939815863494232e-09
1964,2.530930714783608e-06,1.8251904432275978e-09,7.665800438871884e-08,5.475571551727398e-09,2.4335873316516654e-09
1965,2.222744114988018e-06,1.0944086747954884e-09,5.1984411442163037e-08,1.4774517609339455e-08,4.924839203113152e-09
1966,2.341367007829831e-06,1.1078149508847446e-09,6.5361085432869e-08,8.308612464702492e-09,3.3234448526542337e-09
1967,2.250205170639674e-06,4.930335584241163e-10,5.324762497593838e-08,1.0353704449350687e-08,2.465167847631733e-09
1968,2.3687728116783546e-06,4.4914158503495116e-10,6.377810279900586e-08,1.2575964158934028e-08,4.940557296606585e-09
1969,2.190035502280807e-06,3.1792304344691047e-09,4.723428048691858e-08,1.3171097323905201e-08,1.8167031212712459e-09
1970,2.2984427232586313e-06,1.3796175313274261e-09,5.28853369985427e-08,1.8854772854126622e-08,4.1388523719376735e-09
1971,2.172000677092001e-06,1.0276794970565106e-09,4.778709694619465e-08,1.2845993824228685e-08,7.193756701440179e-09
1972,2.282915374962613e-06,2.0520587451500205e-09,5.4379555081141007e-08,1.7955513742506923e-08,6.669190977248718e-09
1973,2.167791762985871e-06,2.205281512956958e-09,5.623467913551394e-08,1.7090931336838366e-08,1.6539611902288698e-09
1974,2.248541022709105e-06,2.2502286700643026e-09,5.738083075357281e-08,1.1251143350321513e-08,3.937900228123681e-09
1975,2.1429473235912155e-06,5.711480177694739e-10,4.6262989883416594e-08,5.711480177694739e-09,4.569184142155791e-09
1976,2.24941550186486e-06,5.713526873840635e-10,5.5421210731765314e-08,2.2854107717407146e-08,1.7140580066410394e-09
1977,2.232001634183689e-06,1.7630346071939584e-09,4.407586473575975e-08,1.3516598507123945e-08,2.3507127355770763e-09
1978,2.240197090941365e-06,5.940591352171509e-10,5.999996943728547e-08,8.910887139279566e-09,7.72276909088987e-09
1979,2.292803173986613e-06,1.1703946700691858e-09,5.676414005506558e-08,1.8726314721106974e-08,3.5111840102075575e-09
1980,2.324089564353926e-06,2.8425752862659692e-09,5.2871900635409474e-08,8.527726080842513e-09,7.390696055153967e-09
1981,2.2974395506025758e-06,1.8976649140967083e-09,5.186950602364959e-08,1.3283653954587749e-08,5.060439622894819e-09
1982,2.537006139391451e-06,1.2415004579935385e-09,5.0280767993626796e-08,1.2415004913002292e-08,5.586751949948621e-09
1983,2.4913922516134335e-06,1.89459470334441e-09,5.9363969739933964e-08,9.47297440490047e-09,6.315316269933646e-09
1984,2.511550519557204e-06,1.1598016991243298e-09,5.4510678637598176e-08,1.6237224009785223e-08,5.219107812592938e-09
1985,2.4898395167838316e-06,1.2031116103372597e-09,4.090579608373446e-08,7.2186695510012555e-09,3.609334831011779e-09
1986,2.520081579859834e-06,5.994485463567401e-10,4.016305155118971e-08,1.4386764890517156e-08,8.991728250862252e-09
1987,2.5029905827977927e-06,6.110816852533674e-10,5.560843163721074e-08,1.8943532520410145e-08,3.0554083707556856e-09
1988,2.5941092189896153e-06,2.398621523624911e-09,5.336933028843305e-08,1.7390005657702545e-08,8.994830658082265e-09
1989,2.5700876449263887e-06,5.488122178931576e-10,5.982052897479662e-08,1.0427432250992297e-08,3.2928733073589456e-09
1990,2.552692876633955e-06,2.179460389939436e-09,7.028759796412487e-08,1.689081807754178e-08,8.717841559757744e-09
1991,2.7267535642749863e-06,0.0,6.09592376576984e-08,1.2895223777675824e-08,4.10302547493302e-09
1992,2.792990699163056e-06,1.1019888335184191e-09,4.022259147973273e-08,1.3774860141424483e-08,1.1019888335184191e-09
1993,2.938549641839927e-06,2.2156829704300662e-09,4.929894714678085e-08,1.1632335650268999e-08,5.539207315052863e-09
1994,2.7092023628938477e-06,5.274926606624319e-10,5.907917710601396e-08,1.0549853435293244e-08,4.2199412852994556e-09
1995,2.796900162138627e-06,1.0844901643380922e-09,4.7175323203418884e-08,1.3556126887692699e-08,8.675921314704738e-09
1996,2.8697584184556035e-06,1.6014276571496566e-09,3.3096171137003694e-08,1.0676184158953106e-08,4.804283193493575e-09
1997,2.9459831694111926e-06,1.917957792585412e-09,6.281311470957007e-08,5.274384040632185e-09,6.233362714880286e-09
1998,2.965299472634797e-06,9.536258449571733e-10,4.5297227302398824e-08,1.9072516788121163e-08,1.43043876743576e-09
1999,2.9651464501512237e-06,0.0,3.97607493596297e-08,1.1425503043671625e-08,2.285100553223174e-09
2000,2.9357818220887566e-06,4.4180314962005696e-10,3.932047931698435e-08,1.2812291672048559e-08,4.418031274155965e-09
2001,3.1172321541816927e-06,4.3812117822561447e-10,4.337399772680328e-08,9.200544659471177e-09,4.381211837767296e-09
2002,3.115048457402736e-06,4.38122149670761e-10,4.687906951517107e-08,1.2705541951874011e-08,2.6287327870022636e-09
2003,3.1106078495213296e-06,8.333845835650777e-10,3.83356919542166e-08,6.250384321226932e-09,4.166922806803086e-09
2004,3.21769994116039e-06,8.809582507929292e-10,3.920264290968589e-08,1.3214373428827031e-08,1.7619165015858584e-09
2005,3.2030666261562146e-06,0.0,3.1075870765562286e-08,7.205999352777326e-09,4.954124666056714e-09
2006,3.1835406844038516e-06,8.235779835885637e-10,4.159068822673362e-08,4.941467901531382e-09,4.529678854225949e-09
2007,3.1296747238229727e-06,0.0,4.0344243501522215e-08,7.988959105365012e-09,1.5977917877663117e-09
2008,3.0342773698066594e-06,0.0,3.618823640749724e-08,3.831695793987677e-09,2.9802078582719105e-09
2009,2.9972857191751245e-06,9.53638501499654e-10,3.147006921722095e-08,4.76819250749827e-09,1.430457752249481e-09
2010,3.0681035241286736e-06,4.723793023408973e-10,4.5820790717243653e-08,1.7478034852747015e-08,9.447586046817946e-10
2011,2.956695198008674e-06,3.82397197240536e-10,2.6385405860196443e-08,4.9711634531046656e-09,1.529588788962144e-09
2012,3.140423132208525e-06,0.0,4.085103100237575e-08,2.0425516000788235e-09,6.808505426114664e-10
2013,3.466324642431573e-06,0.0,5.857162577171948e-08,4.462600122767668e-09,1.3945624655065103e-09
2014,3.4463059819245245e-06,0.0,5.197068375650815e-08,4.114345711347944e-09,1.0827225782605865e-09
2015,3.1699244118499337e-06,0.0,4.233659112173882e-08,3.103205470367243e-09,2.2165753954528356e-10
2016,3.1850995583226904e-06,0.0,4.701941946905208e-08,1.2428039986023265e-09,8.285360175719347e-10
2017,3.270797833465622e-06,0.0,4.6790372465466135e-08,3.2702947017071438e-09,7.54683426862357e-10
2018,3.521378630466643e-06,0.0,4.4917520369835984e-08,3.0977600484760615e-09,3.0977600484760615e-09
2019,3.3346511827403447e-06,0.0,4.9489162989857505e-08,1.53059265262101e-09,0.0
