year,ait_VERB assez_ADV,ait_VERB lassé_VERB
1886,2.174817268496554e-07,0.0
1887,2.2524790210809442e-07,2.6115698492645834e-09
1888,2.2509182429075736e-07,6.340614699951175e-09
1889,2.1740024180871842e-07,0.0
1890,2.320252860954497e-07,0.0
1891,1.963259705917153e-07,2.5496880162734215e-09
1892,2.2754700523819338e-07,5.014809900671935e-09
1893,1.859841773921289e-07,2.463366621796581e-09
1894,2.438695787532197e-07,3.150769645188234e-09
1895,2.1185522314226546e-07,1.2037228991346183e-09
1896,2.0521660815120413e-07,2.358811590497112e-09
1897,1.7946277353075857e-07,7.574727511894253e-09
1898,2.0426661251349287e-07,5.6583548957434e-10
1899,2.222086550318636e-07,4.9748205555033564e-09
1900,1.9933644068714784e-07,1.038210628578895e-09
1901,1.8498725751214806e-07,5.588738916095792e-10
1902,1.6989582718451857e-07,1.4730852093691738e-09
1903,1.9710803655925702e-07,2.1600881083827517e-09
1904,2.3272127691598143e-07,5.374625189347171e-10
1905,2.1159111440738343e-07,1.0321518084666081e-09
1906,1.8673389945433883e-07,5.144184633820714e-09
1907,1.5325673530242057e-07,4.114274698707732e-09
1908,1.527442066162621e-07,0.0
1909,1.6667979707563063e-07,7.151278680339601e-09
1910,1.6406542613367492e-07,5.34415089958884e-09
1911,2.0004607392820617e-07,1.5961122423746588e-09
1912,1.7034807342497515e-07,0.0
1913,2.0098330821838317e-07,5.30298971401777e-10
1914,1.868391450443596e-07,4.018046340092951e-09
1915,1.3076645188903058e-07,0.0
1916,7.581348882013117e-08,3.2962386153911893e-09
1917,1.9958892494287284e-07,3.289927441585405e-09
1918,1.5391744057069445e-07,0.0
1919,1.3627615658151626e-07,1.1970202606903513e-08
1920,1.5901686367669754e-07,3.786115865267448e-09
1921,1.5069767300701642e-07,0.0
1922,1.6969251248610817e-07,0.0
1923,1.4543849147230503e-07,1.0615948120573648e-09
1924,1.791935773098885e-07,1.289162443462999e-09
1925,1.9576756926653616e-07,0.0
1926,1.6273362746233033e-07,0.0
1927,1.861920537749029e-07,1.2264147031260109e-08
1928,1.6567759075769573e-07,0.0
1929,1.7601841761916148e-07,2.2280812750352652e-09
1930,1.396979314449709e-07,0.0
1931,1.710803445575948e-07,2.2810713318222042e-09
1932,1.632971020626428e-07,7.6716757391182e-09
1933,1.0323596200123575e-07,8.02946331646126e-09
1934,1.461752816567241e-07,0.0
1935,1.4361941680363088e-07,1.196828414151696e-09
1936,1.5762128668939113e-07,1.2124714565686645e-09
1937,1.523525270386017e-07,0.0
1938,8.297737252860315e-08,3.8895642262559704e-09
1939,1.452934839107911e-07,6.117620188206274e-09
1940,1.2678914629304927e-07,0.0
1941,1.6233263977483148e-07,0.0
1942,1.4867637787574495e-07,0.0
1943,1.5096823346993915e-07,2.9032352077962287e-09
1944,1.5744612369417155e-07,0.0
1945,1.612093001313042e-07,2.178504043826024e-09
1946,1.7679802510883746e-07,1.3921104269343232e-09
1947,1.5020297894352552e-07,1.1920870957027319e-09
1948,1.6742707487082953e-07,1.0871887834440486e-09
1949,1.2369430635317258e-07,9.817008317369869e-10
1950,1.2868787280240213e-07,0.0
1951,1.6311945216784807e-07,1.0661401761424827e-09
1952,1.381369258979248e-07,2.1089607837865287e-09
1953,1.6807170766242052e-07,3.232148326759443e-09
1954,1.4365627976076212e-07,1.9545072227344917e-09
1955,1.7081806902297103e-07,0.0
1956,1.7791128925637167e-07,0.0
1957,1.4312760754364717e-07,8.835037701437898e-10
1958,1.3649201946464018e-07,0.0
1959,1.4493897992906568e-07,7.750747821333448e-10
1960,1.5364250316451944e-07,0.0
1961,1.535543248110116e-07,6.948159270159238e-10
1962,1.6045149209276133e-07,1.9025869768540815e-09
1963,1.4742600740191847e-07,6.466053248388448e-10
1964,1.6730912477669335e-07,1.2167936658258327e-09
1965,1.4500915312964935e-07,3.830430195250756e-09
1966,1.6838787075812434e-07,5.539074754423723e-10
1967,1.651662415724786e-07,9.860671168482327e-10
1968,1.639366757899552e-07,4.4914158503495116e-10
1969,1.680450338881201e-07,0.0
1970,1.6693371662768186e-07,4.5987250119061684e-10
1971,1.608318456192137e-07,1.541519245584766e-09
1972,1.220974894522442e-07,2.565073486948677e-09
1973,1.554723496610677e-07,2.205281512956958e-09
1974,1.125114366118396e-07,0.0
1975,1.1822763923419188e-07,0.0
1976,1.3998140957482974e-07,5.713526873840635e-10
1977,1.2870151522292872e-07,1.7630346071939584e-09
1978,1.1227717777728685e-07,5.940591352171509e-10
1979,1.269878282528225e-07,1.1703946700691858e-09
1980,1.3075846538868063e-07,1.7055452605774235e-09
1981,9.804601575069682e-08,1.8976649140967083e-09
1982,1.1297654367581345e-07,2.483000915987077e-09
1983,1.1493875007317911e-07,0.0
1984,1.026424527594827e-07,0.0
1985,8.421780961498371e-08,0.0
1986,1.0790073901034702e-07,5.994485463567401e-10
1987,1.1121686327442148e-07,1.2221633705067347e-09
1988,9.654451815777065e-08,0.0
1989,1.0482313683723987e-07,1.0976244357863152e-09
1990,1.0243464032555494e-07,2.179460389939436e-09
1991,1.0257564042603917e-07,5.861465202094962e-10
1992,1.212187754617844e-07,5.509944167592096e-10
1993,8.419595332043173e-08,5.539207426075166e-10
1994,1.0338855815916759e-07,1.0549853213248639e-09
1995,8.567472065124093e-08,0.0
1996,8.43418561657927e-08,0.0
1997,9.925431498913895e-08,0.0
1998,1.0394521865464412e-07,4.768129224785866e-10
1999,9.186104676928153e-08,1.3710603763428253e-09
2000,9.189505334461501e-08,1.3254094488601709e-09
2001,8.49955057447005e-08,8.762423564512289e-10
2002,9.770123909902395e-08,0.0
2003,8.625530512063051e-08,4.1669229178253886e-10
2004,1.0571498876288388e-07,4.404791253964646e-10
2005,9.728098859795864e-08,0.0
2006,1.1118302722934459e-07,8.235779835885637e-10
2007,1.234294160212812e-07,3.994479469415779e-10
2008,1.2176278119113704e-07,1.2772318758180745e-09
2009,1.144366166272448e-07,4.76819250749827e-10
2010,1.2707003804734995e-07,0.0
2011,1.391925792404436e-07,0.0
2012,1.5387222163099068e-07,1.0212758416727752e-09
2013,1.6065359886852093e-07,0.0
2014,1.7388525463957194e-07,1.7323561474213989e-09
2015,1.6779475231487595e-07,8.866301581811342e-10
2016,1.849706592338407e-07,8.285360175719347e-10
2017,1.97978607729965e-07,1.0062445321423752e-09
2018,1.8121896516731795e-07,0.0
2019,1.7652834571890708e-07,5.1019755087367e-10
