year,devraient_VERB imiter_VERB,devraient_VERB limiter_VERB
1899,2.984892333302014e-08,5.527578395003729e-10
1900,1.453494924419374e-08,1.038210628578895e-09
1901,1.5648469187112823e-08,3.912117296778206e-09
1902,1.4239823542538943e-08,4.910283846193408e-10
1903,1.1340462791054051e-08,7.560307935250421e-09
1904,1.3974025492302644e-08,0.0
1905,1.9610883583709438e-08,2.580379465655369e-09
1906,1.1317205839134203e-08,5.144184633820714e-09
1907,1.0799970695529737e-08,6.685696440911215e-09
1908,1.5225305460830896e-08,5.893666887857307e-09
1909,1.265226234892225e-08,7.151278680339601e-09
1910,4.809735720812114e-09,3.206490406526541e-09
1911,1.0108711201439746e-08,4.25629931299909e-09
1912,1.719108944087111e-08,4.167536982180309e-09
1913,8.484783542428431e-09,3.181793939432964e-09
1914,1.0714789944188396e-08,6.696743604095445e-09
1915,2.0027295377644805e-08,2.3561523843085297e-09
1916,1.3184954461564757e-08,4.394984820521586e-09
1917,1.0966424435210342e-09,1.0966424213165737e-08
1918,1.1486376294556067e-08,2.2972752589112133e-09
1919,6.4454939163738345e-09,1.8415696745321952e-09
1920,1.3630017114962811e-08,0.0
1921,7.572747762196741e-09,2.2718242842501013e-09
1922,1.1066902949607993e-08,7.377935595798135e-09
1923,7.431163684401554e-09,0.0
1924,9.02413699321869e-09,1.289162443462999e-09
1925,5.499089184013428e-09,2.1996355847875293e-09
1926,4.458455382660986e-09,1.1146138456652466e-09
1927,1.1149224654616319e-08,0.0
1928,6.8556245125250825e-09,1.1426041224282812e-09
1929,8.912325100141061e-09,6.684243825105796e-09
1930,3.1510811737689437e-09,8.402882833991043e-09
1931,1.0264820993199919e-08,2.2810713318222042e-09
1932,4.383814644626227e-09,5.4797681947604815e-09
1933,2.2941324395731044e-09,1.0323596200123575e-08
1934,9.585264137967897e-09,4.7926320689839486e-09
1935,9.574627313213568e-09,2.393656828303392e-09
1936,3.6374143697059935e-09,7.274828739411987e-09
1937,6.295559185076627e-09,3.777335333410292e-09
1938,5.186085783037697e-09,1.2965214457594243e-09
1939,4.588215141154706e-09,3.058810094103137e-09
1940,5.0715658339584024e-09,0.0
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,9.102635090130207e-09,0.0
1943,1.7419411690866582e-08,0.0
1944,2.2492303131116387e-08,6.4263723231761105e-09
1945,0.0,0.0
1946,1.3921104269343232e-09,4.1763312808029696e-09
1947,0.0,1.1920870957027319e-09
1948,6.523132700664291e-09,3.2615663503321457e-09
1949,3.9268033269479474e-09,1.7670615193310368e-08
1950,3.190608444114673e-09,5.317680518146517e-09
1951,3.1984206394497505e-09,1.0661401761424827e-09
1952,4.2179215675730575e-09,4.2179215675730575e-09
1953,9.69644453618912e-09,5.386913581872932e-09
1954,7.818028890937967e-09,1.9545072227344917e-09
1955,3.754243138587299e-09,9.385607846468247e-10
1956,4.360570571293465e-09,6.976913269340912e-09
1957,5.301022731885041e-09,6.184526224473075e-09
1958,6.617794756635931e-09,2.4816730892496253e-09
1959,7.750747599288843e-09,6.975672928177801e-09
1960,2.076250060767393e-09,8.305000243069571e-09
1961,6.25334317660986e-09,7.64297514166401e-09
1962,1.1415521861124489e-08,8.8787386332001e-09
1963,4.526237162849611e-09,5.1728425987107585e-09
1964,2.4335873316516654e-09,5.475571551727398e-09
1965,3.2832261354087677e-09,1.0944086747954884e-09
1966,4.985167390003653e-09,1.163205709531212e-08
1967,7.395503320850594e-09,7.395503320850594e-09
1968,4.491415683816058e-09,1.0779397818794223e-08
1969,5.450109252791435e-09,1.1354394757745467e-08
1970,2.2993624781975086e-09,8.277704743875347e-09
1971,1.3873672877195986e-08,1.1304474689666222e-08
1972,4.104117490300041e-09,8.208234980600082e-09
1973,3.3079223804577396e-09,1.3231689521830958e-08
1974,4.500457340128605e-09,1.518904291231138e-08
1975,7.4249242310031605e-09,1.2565256390928425e-08
1976,5.713526984862938e-09,1.0284348483935446e-08
1977,7.639816779203557e-09,1.2928920156696222e-08
1978,1.0693064211864112e-08,1.3069301196821925e-08
1979,5.266775904289034e-09,1.1703946256602649e-08
1980,9.664756106531058e-09,1.7055452161685025e-08
1981,5.69299452024552e-09,9.488323904349727e-09
1982,3.1037510339615437e-09,1.3656505259973528e-08
1983,5.052252838311233e-09,1.0104505676622466e-08
1984,1.1598016991243298e-09,1.9136727757995686e-08
1985,7.218669662023558e-09,9.624892882698077e-09
1986,4.7955883708539204e-09,8.392279760016663e-09
1987,1.8332451112712533e-09,7.944062296871834e-09
1988,5.99655392008458e-09,1.139345240375178e-08
1989,6.585746614717891e-09,1.1525056464734007e-08
1990,1.089730194969718e-09,1.9070277801347402e-08
1991,2.344586080837985e-09,1.2895223555631219e-08
1992,3.30596661157756e-09,1.2672871640972971e-08
1993,4.4313659408601325e-09,1.3294098266669607e-08
1994,6.329911705904578e-09,1.5297286992677073e-08
1995,2.7112254663563817e-09,1.4098372247417501e-08
1996,7.473328622609188e-09,1.8149513891785318e-08
1997,2.876936688878118e-09,1.2946214766884623e-08
1998,3.814503379828693e-09,1.0013071261028017e-08
1999,4.113180906983871e-09,2.7878227726318983e-08
2000,4.859834756842929e-09,2.164835422036049e-08
2001,7.0099388516098315e-09,2.365854356867203e-08
2002,7.448076377869484e-09,1.7086764003693133e-08
2003,8.333845613606172e-09,1.750107614384433e-08
2004,5.285749615779878e-09,2.2023955992267474e-08
2005,1.0358624180639708e-08,1.8014997493764895e-08
2006,8.64756888319107e-09,2.2236605445868918e-08
2007,7.190063211481856e-09,1.837460494868992e-08
2008,7.663391698997657e-09,1.830699147831183e-08
2009,2.384096253749135e-09,1.3827758493789588e-08
2010,3.7790344187271785e-09,2.0784689525044087e-08
2011,4.206369030868018e-09,1.9884653923440965e-08
2012,3.744677901096338e-09,1.0893608681783462e-08
2013,3.6258624991347688e-09,7.530637446961919e-09
2014,1.2992671383216248e-09,8.012147389990787e-09
2015,3.768178213903184e-09,6.206410940734486e-09
2016,5.178350193091319e-09,8.285359953674742e-09
2017,2.264050280587071e-09,5.282783988036499e-09
2018,3.614053500911041e-09,9.035133530232997e-09
2019,3.3162841361900064e-09,7.1427654901867754e-09
