year,seront_VERB égaux_ADJ,seront_VERB egaux_ADJ,seront_VERB légaux_ADJ
1882,1.0848278009234491e-07,0.0,3.9932310791357395e-09
1883,1.0995649546430286e-07,0.0,8.21514056781325e-09
1884,9.176358872764467e-08,6.601696966868076e-10,5.941527270181268e-09
1885,1.1537687782947614e-07,6.445635691854079e-10,1.933690763067375e-09
1886,1.2777859126344993e-07,0.0,0.0
1887,1.2992559561553207e-07,0.0,3.264462256069578e-09
1888,1.3442102897442965e-07,0.0,0.0
1889,1.209171358595995e-07,6.265136742733546e-10,6.265136742733546e-10
1890,7.406456603575862e-08,0.0,0.0
1891,1.2047276243265514e-07,3.1871101313640793e-09,2.5496880162734215e-09
1892,1.278776551316696e-07,0.0,1.002961980134387e-08
1893,9.730297989563041e-08,0.0,8.621783287310336e-09
1894,8.948185836743505e-08,0.0,0.0
1895,1.0171458342256301e-07,0.0,0.0
1896,1.7867998280962638e-07,0.0,0.0
1897,7.39992600529149e-08,1.1653427112179315e-09,2.9133566670225264e-09
1898,1.0185038945564884e-07,5.6583548957434e-10,1.6975064687230201e-09
1899,8.899401393591688e-08,0.0,0.0
1900,8.617148239409289e-08,0.0,0.0
1901,9.165531622556955e-08,5.588738916095792e-10,1.1177477832191585e-09
1902,8.740305190713116e-08,2.455141867585553e-09,5.892340837476695e-09
1903,8.478345847606761e-08,5.400220270956879e-10,1.0800440541913758e-09
1904,6.933266405440008e-08,0.0,5.374625189347171e-10
1905,7.379885147429377e-08,0.0,0.0
1906,9.773950893077199e-08,0.0,1.0288369045596824e-09
1907,7.045695582519329e-08,1.028568674676933e-09,1.5428529565042481e-09
1908,8.742272683548435e-08,0.0,0.0
1909,6.271121577583472e-08,0.0,2.2003934230241384e-09
1910,5.985448581213859e-08,0.0,1.068830135508847e-09
1911,7.7677462684278e-08,0.0,0.0
1912,1.0314654019794034e-07,0.0,0.0
1913,7.424185355375812e-08,0.0,0.0
1914,9.509376042160511e-08,3.3483718020477227e-09,0.0
1915,6.361611326610728e-08,0.0,0.0
1916,1.582194499860634e-07,1.0987462051303964e-09,0.0
1917,1.294038014520993e-07,0.0,0.0
1918,9.303964532136888e-08,1.1486376294556067e-09,0.0
1919,1.114149625891514e-07,1.8415696745321952e-09,0.0
1920,1.9460635769519286e-07,0.0,0.0
1921,1.4009582116614183e-07,7.572747429129834e-10,0.0
1922,1.6821692838675517e-07,0.0,0.0
1923,1.5180805235104344e-07,0.0,0.0
1924,1.6372362665606488e-07,0.0,0.0
1925,1.0118323956476161e-07,0.0,0.0
1926,8.248142790989732e-08,0.0,0.0
1927,1.1483701456427298e-07,0.0,1.1149224876660924e-09
1928,9.483613894190057e-08,0.0,0.0
1929,8.355304714768863e-08,0.0,0.0
1930,1.008345975606062e-07,0.0,0.0
1931,1.2773999458204344e-07,0.0,2.2810713318222042e-09
1932,8.986820176914989e-08,0.0,0.0
1933,1.307655423943288e-07,2.064719240024715e-08,0.0
1934,8.506921744810825e-08,0.0,0.0
1935,9.095896302824258e-08,1.196828414151696e-09,0.0
1936,8.729794842565752e-08,0.0,1.2124714565686645e-09
1937,8.687871400070435e-08,0.0,0.0
1938,1.413208394751564e-07,1.2965214457594243e-09,0.0
1939,1.0399953964679298e-07,0.0,0.0
1940,8.875240098404902e-08,5.0715658339584024e-09,0.0
1941,1.121570960549434e-07,0.0,0.0
1942,2.730790527039062e-08,0.0,0.0
1943,4.935499831049128e-08,0.0,0.0
1944,7.390327994016843e-08,0.0,3.2131861615880553e-09
1945,1.3942425880486553e-07,0.0,2.178504043826024e-09
1946,1.4060314867947454e-07,0.0,0.0
1947,6.675687558299614e-08,0.0,0.0
1948,7.066726936955092e-08,0.0,0.0
1949,6.086545312200542e-08,0.0,0.0
1950,5.211327192000681e-08,0.0,0.0
1951,6.823297127311889e-08,0.0,0.0
1952,7.4868104604775e-08,0.0,0.0
1953,1.0342874645630218e-07,0.0,1.0773827385790469e-09
1954,7.329401796596358e-08,0.0,0.0
1955,6.382213513234092e-08,0.0,0.0
1956,5.755953580433015e-08,0.0,0.0
1957,7.686482916824389e-08,0.0,2.6505113659425206e-09
1958,6.948684472263267e-08,0.0,0.0
1959,8.370807336177677e-08,7.750747821333448e-10,7.750747821333448e-10
1960,8.028166575968498e-08,0.0,6.920833350854139e-10
1961,1.0213793899538359e-07,0.0,0.0
1962,8.561641351434446e-08,2.5367825617905737e-09,0.0
1963,7.888584718784841e-08,0.0,0.0
1964,7.057403195176448e-08,6.083968329129164e-10,0.0
1965,7.715581062939236e-08,2.188817349590977e-09,0.0
1966,1.2075183519755228e-07,0.0,0.0
1967,7.001076340884538e-08,9.860671168482327e-10,0.0
1968,8.219291203204193e-08,4.4914158503495116e-10,0.0
1969,6.85805403577433e-08,0.0,2.2708788183223305e-09
1970,6.438214938953024e-08,0.0,5.058597540852361e-09
1971,3.802414028086787e-08,1.541519245584766e-09,0.0
1972,4.9762423515176124e-08,0.0,0.0
1973,5.843995865006946e-08,2.205281512956958e-09,0.0
1974,5.40054898579001e-08,0.0,0.0
1975,5.254561585843476e-08,5.711480177694739e-10,1.1422960355389478e-09
1976,4.685092136469393e-08,5.713526873840635e-10,0.0
1977,3.584836960612847e-08,5.876781838942691e-10,0.0
1978,6.653462492067774e-08,5.940591352171509e-10,0.0
1979,5.851973483572692e-08,0.0,5.851973350345929e-10
1980,4.832378053265529e-08,5.685150683554241e-10,0.0
1981,4.427884547908434e-08,0.0,6.325549528618524e-10
1982,7.324852902002021e-08,0.0,0.0
1983,2.9050454486423405e-08,0.0,6.315316047889041e-10
1984,6.378909489512807e-08,0.0,0.0
1985,4.511668549866954e-08,1.8046674155058895e-09,0.0
1986,4.435919365164409e-08,5.994485352545098e-09,0.0
1987,5.621951615353282e-08,6.110816852533674e-10,0.0
1988,4.137622156008547e-08,0.0,1.798966087207532e-09
1989,6.805271368648391e-08,0.0,2.1952488715726304e-09
1990,8.608868284909477e-08,0.0,0.0
1991,4.0444110283033297e-08,0.0,0.0
1992,6.667032437235321e-08,1.65298330578878e-09,1.65298330578878e-09
1993,3.711268803385792e-08,0.0,5.539207426075166e-10
1994,4.2199413741172975e-08,0.0,0.0
1995,4.554858534788764e-08,0.0,0.0
1996,5.711758532811473e-08,5.338092190498855e-10,1.067618438099771e-09
1997,3.6441196726855196e-08,1.917957792585412e-09,0.0
1998,3.8621845277475586e-08,4.768129224785866e-10,9.536258449571733e-10
1999,3.290544725587097e-08,0.0,0.0
2000,3.269343196166119e-08,4.4180314962005696e-10,0.0
2001,4.775520778821374e-08,0.0,1.7524847129024579e-09
2002,3.548789351270898e-08,0.0,0.0
2003,4.8752998083045895e-08,0.0,4.1669229178253886e-10
2004,4.2726476578991424e-08,2.2023955992267474e-09,4.404791253964646e-10
2005,4.77397463782836e-08,4.5037495954858286e-10,0.0
2006,4.076710879985512e-08,0.0,0.0
2007,2.3966876483427768e-08,0.0,7.988958938831558e-10
2008,3.1079309792403365e-08,4.257439678578834e-10,4.257439678578834e-10
2009,3.2423709939166656e-08,0.0,4.76819250749827e-10
2010,3.590082542359596e-08,0.0,9.447586046817946e-10
2011,2.982698177333987e-08,0.0,0.0
2012,2.6893596682953103e-08,0.0,3.404252713057332e-10
2013,3.0401462680629265e-08,0.0,0.0
2014,3.464712250433877e-08,0.0,4.330890368553497e-10
2015,3.9455041900282595e-08,0.0,0.0
2016,3.956259320148092e-08,0.0,2.0713400439298368e-10
2017,2.8174847344075715e-08,0.0,5.031222660711876e-10
2018,2.710540059069899e-08,0.0,0.0
2019,3.1122048937959335e-08,0.0,5.1019755087367e-10
