year,sont_VERB égaux_ADJ,sont_VERB egaux_ADJ,sont_VERB légaux_ADJ
1800,5.3482235671253875e-06,3.458580977167003e-08,4.7162465932615305e-08
1801,3.157448190904688e-06,2.1430643926123594e-08,7.143547975374531e-09
1802,3.708101075972081e-06,2.0140561218795483e-08,1.1189200677108602e-08
1803,3.3565338526386768e-06,6.046051481689574e-08,1.3652374342143503e-08
1804,6.056034635548713e-06,2.4718509905596875e-08,2.4718509461507665e-09
1805,2.609761850180803e-06,1.421438877713399e-08,0.0
1806,3.305274503873079e-06,1.729001475325731e-08,1.152667650217154e-08
1807,3.5586938338383334e-06,2.8469551160981155e-09,5.693910232196231e-09
1808,3.4829556625481928e-06,9.064295980465431e-09,4.5321479902327155e-09
1809,4.8207712097791955e-06,1.8072244145628247e-08,9.036122072814123e-09
1810,3.320639962112182e-06,1.8721014072298203e-08,1.8721014072298203e-08
1811,4.399919816933107e-06,2.5070768572277302e-08,1.504245972228091e-08
1812,5.177051207283512e-06,7.20146218213813e-08,1.8670457180292033e-08
1813,4.138192252867157e-06,1.7254450312975678e-08,0.0
1814,3.0522767247020965e-06,9.440030979135372e-09,1.2586708564299443e-08
1815,2.6675540993892355e-06,0.0,0.0
1816,3.7753766264359e-06,9.270415546325239e-09,0.0
1817,3.692903646879131e-06,6.227493631882908e-09,1.0898113522728181e-08
1818,2.3246295768331038e-06,9.536941902865692e-09,7.152706427149269e-09
1819,2.8693111744360067e-06,1.449147024601416e-08,1.3456364911235141e-08
1820,1.7716656657285057e-06,2.1359666035891678e-08,0.0
1821,2.421981434963527e-06,3.0570614484304315e-08,5.9168927535324656e-09
1822,2.661801090653171e-06,1.0025615893027862e-08,5.012807946513931e-09
1823,2.3283610062208027e-06,1.680056804787e-08,2.9648061783404955e-09
1824,2.1322257452993654e-06,5.052667617633233e-09,7.57900142644985e-09
1825,2.632827545312466e-06,4.4027217427355936e-09,8.805443041381977e-10
1826,2.5375802579219453e-06,1.3211976401805714e-08,4.403992281964975e-09
1827,1.9983046968263807e-06,3.6869092223668076e-09,9.217273055917019e-10
1828,2.4967002900666557e-06,4.586150570418113e-09,3.668920500743411e-09
1829,2.217880592070287e-06,5.143905745796928e-09,3.429270423183084e-09
1830,3.0746919037483167e-06,1.0436835395921662e-08,6.262101504006523e-09
1831,2.5647534585004905e-06,2.0268567268999504e-08,3.741889287312006e-08
1832,2.392098622294725e-06,8.117981842303834e-09,2.841293600397421e-08
1833,2.314408902748255e-06,1.9692167896323554e-08,2.548398292390175e-08
1834,2.5483268473180942e-06,8.401078055442213e-09,8.401078055442213e-09
1835,2.246237045255839e-06,1.3613558280667348e-08,5.294161553592858e-09
1836,2.0101763311686227e-06,2.419469957715137e-08,2.688300071440608e-08
1837,2.6175584935117513e-06,9.045257876039159e-09,1.87863058442872e-08
1838,2.2490232822747203e-06,5.680945491803868e-09,7.574594285131298e-09
1839,1.982083176699234e-06,7.690622361167243e-09,1.0487212875887053e-08
1840,1.835744228628755e-06,2.0383003729307347e-08,1.1465439264668476e-08
1841,2.1149287476873724e-06,1.0272877659645019e-08,1.0272877659645019e-08
1842,2.186894334954559e-06,6.708265054555795e-09,2.1466448174578545e-08
1843,2.5606459530536085e-06,1.0041748765843295e-08,2.3627643841450663e-08
1844,2.820571580741671e-06,8.781698035420504e-09,1.5367971784030487e-08
1845,2.5691369955893606e-06,8.928364714222425e-09,1.1718478631905782e-08
1846,2.1462601580424234e-06,3.5127007969038004e-09,1.4050803187615202e-08
1847,2.226322749265819e-06,8.089835468183537e-09,4.0449179117274525e-08
1848,3.343594244142878e-06,1.045878850192139e-08,5.5512030749937935e-08
1849,2.1032331005699234e-06,1.0893239199560867e-08,1.508294644736452e-08
1850,2.1772309537482215e-06,2.0366988096043315e-09,3.2587180953669304e-08
1851,2.5888048185152e-06,1.2898877521649865e-09,1.6768540334055615e-08
1852,2.5241383809770923e-06,6.510545436100301e-09,1.3021090872200602e-08
1853,2.1952821498416597e-06,1.7915795513800958e-09,9.555090940693844e-09
1854,2.0574830159603152e-06,5.7152309551611324e-09,2.338049043260071e-08
1855,2.0919947019137908e-06,3.1841622671890946e-09,2.812676669350367e-08
1856,2.5011001980601577e-06,1.2425253714809514e-08,1.9673318973900678e-08
1857,1.907693786051823e-06,3.905207268672939e-09,2.0014187751549173e-08
1858,2.359730615353328e-06,8.808616946964776e-09,1.517039538434517e-08
1859,2.197272806370165e-06,9.675129142294736e-09,3.4626779221724746e-08
1860,2.3709812921879347e-06,8.238931314963338e-09,1.5562426014525954e-08
1861,2.2957310648052953e-06,1.8863854922557266e-09,2.499460782789953e-08
1862,1.885355686681578e-06,4.066187830886747e-09,1.897554302576765e-08
1863,2.127208972524386e-06,4.495158911765884e-09,2.347471755870245e-08
1864,2.1734501842729514e-06,1.726102105692462e-08,2.1576274988888144e-08
1865,2.181622448915732e-06,1.0825742080555756e-08,2.824106598575682e-08
1866,2.1291921257216018e-06,1.4596839292835284e-09,8.75810357570117e-09
1867,1.9741237338166684e-06,2.91168689159349e-09,1.747012134956094e-08
1868,2.2767878817830933e-06,3.951899252285784e-09,6.915823469455518e-09
1869,2.1887933598918607e-06,2.441759683335931e-09,7.813630631403612e-09
1870,1.95531060853682e-06,3.4404292748035914e-09,6.880858549607183e-09
1871,1.9065013248109608e-06,7.434824311758348e-09,2.442870705721134e-08
1872,2.143781784980092e-06,1.2094678591978436e-09,2.1770421909650395e-08
1873,2.7679284357873257e-06,1.1972008939764578e-09,1.7359413462259e-08
1874,1.760717282195401e-06,2.9873046258899194e-09,2.5690820137924675e-08
1875,2.6736695417639567e-06,5.721527251978387e-09,1.6020276105699338e-08
1876,1.908122158056358e-06,2.418405919968336e-09,1.813804395567331e-08
1877,1.9630606402643025e-06,1.2369631985365004e-09,2.164685564132185e-08
1878,1.7018152220771299e-06,8.4547240319921e-09,1.69094480639842e-08
1879,2.0197428511892213e-06,1.832797580370027e-09,8.55305515301552e-09
1880,2.0999193566240137e-06,7.059631101924424e-09,1.7328185109022343e-08
1881,1.969733375517535e-06,2.7890030285249168e-09,1.045876096839038e-08
1882,1.9600108771555824e-06,1.1979693681496428e-08,1.0648616211028639e-08
1883,1.8395595589026925e-06,3.791603475633565e-09,8.21514056781325e-09
1884,1.8458345039107371e-06,7.922036360241691e-09,1.2543224237049344e-08
1885,1.7570803265698487e-06,9.66845359329227e-09,1.740321664556177e-08
1886,1.7159760545837344e-06,6.453463874400711e-10,1.097088819790315e-08
1887,1.7490989421276026e-06,7.834709769838355e-09,3.3297517243457975e-08
1888,1.6162226756932796e-06,3.804368819970705e-09,1.1413106904001324e-08
1889,1.7204065443365835e-06,6.265136742733546e-10,1.0024218788373673e-08
1890,1.6254878119070781e-06,1.3108772956016423e-09,2.5562107985876992e-08
1891,2.459174083924154e-06,4.461953917456185e-09,1.6572972327821844e-08
1892,1.5577253407172975e-06,2.5074049503359674e-09,1.6924984080901595e-08
1893,1.8746219438980916e-06,1.847525021858587e-09,2.6481190573690583e-08
1894,1.8123226936950232e-06,1.1972924873759894e-08,3.4028310835765296e-08
1895,1.7616484910831787e-06,2.4074457982692365e-09,1.5648397910794642e-08
