year,sont_VERB égaux_ADJ,sont_VERB egaux_ADJ,sont_VERB légaux_ADJ
1896,2.3405307274515508e-06,3.5382172747233653e-09,7.076434549446731e-09
1897,1.8319187802262604e-06,1.1653427112179315e-09,1.8062811357744124e-08
1898,2.0273885183996754e-06,6.7900258748920805e-09,2.6028433186553457e-08
1899,1.9108838387182914e-06,6.080336234504102e-09,1.713549302451156e-08
1900,1.8329608337808168e-06,1.5573159428683425e-09,1.8168686555242175e-08
1901,1.854343622653687e-06,2.794369402536745e-09,1.0618603774048552e-08
1902,1.636106617297628e-06,3.928227076954727e-09,3.191684649905824e-08
1903,1.9024976154469186e-06,8.640352433531007e-09,3.294134298670315e-08
1904,1.798349558157497e-06,5.374625189347171e-10,2.2573425795258117e-08
1905,1.8124585494661005e-06,5.160758931310738e-09,1.599835269816552e-08
1906,1.7418208244635025e-06,2.572092316910357e-09,2.4177667312663687e-08
1907,1.79896665031265e-06,4.6285588695127444e-09,2.0057088434555226e-08
1908,1.8697658106248127e-06,1.080505640516094e-08,1.9154417163491644e-08
1909,1.4473088185695815e-06,4.400786846048277e-09,2.8055015810490858e-08
1910,1.5102569932423648e-06,3.740905363258662e-09,1.9773357173846762e-08
1911,1.8312728116143262e-06,4.788336838146279e-09,1.1172785363555704e-08
1912,1.9722867818927625e-06,1.0418842455450772e-09,2.5005221004903433e-08
1913,1.383550056743843e-06,3.71209285532359e-09,7.954484182448596e-09
1914,1.6353448017980554e-06,4.085013571852869e-08,1.339348720819089e-08
1915,1.5703756162110949e-06,4.712304768617059e-09,2.0027295377644805e-08
1916,1.4283700693340506e-06,2.197492410260793e-09,3.076489463182952e-08
1917,1.6657999140079482e-06,0.0,1.864292187292449e-08
1918,1.515052986178489e-06,3.44591288836682e-09,5.743188147278033e-09
1919,1.3682862345376634e-06,1.8415696745321952e-09,1.2890987832747669e-08
1920,1.7900755437949556e-06,6.815008557481406e-09,2.0445025228355007e-08
1921,1.6629753645247547e-06,3.0290989716519334e-09,1.741731914250977e-08
1922,1.450502168154344e-06,1.4755870969551665e-09,5.164555005876537e-09
1923,1.6921820815696265e-06,1.0615948120573648e-09,2.441668023323018e-08
1924,1.6772003164078342e-06,0.0,2.4494086758863887e-08
1925,1.4033674915481242e-06,3.299453377181294e-09,1.8696901804560184e-08
1926,1.5548863530057133e-06,5.57306911730393e-09,1.671920735191179e-08
1927,1.7024866565407137e-06,8.919379901328739e-09,7.804457524684949e-09
1928,1.3242781733424636e-06,2.2852082448565625e-09,1.942427008128078e-08
1929,1.6064466308307601e-06,1.1140406375176326e-09,1.0026365515614089e-08
1930,1.3948784953754512e-06,2.100720708497761e-09,1.7856125467119455e-08
1931,1.392594072058273e-06,7.983749661377715e-09,6.843213995466613e-09
1932,1.231851911143167e-06,1.0959536611565568e-09,7.6716757391182e-09
1933,1.5714807659605867e-06,5.276504566609219e-08,2.1794258842078307e-08
1934,1.3503240552381612e-06,1.1981580172459871e-09,8.38710612072191e-09
1935,1.2291427538002608e-06,3.590485242455088e-09,1.4361940969820353e-08
1936,1.41980410717224e-06,3.6374143697059935e-09,1.4549657478823974e-08
1937,1.2691847359747044e-06,1.2591118148108649e-09,1.6368453703563546e-08
1938,1.4832205579295987e-06,1.4261735792331365e-08,9.075650453382877e-09
1939,1.573757799633313e-06,6.117620188206274e-09,1.070583532936098e-08
1940,2.0184832010272657e-06,1.2678914806940611e-08,1.0143131667916805e-08
1941,1.5200238294710289e-06,2.9515025978810172e-09,1.7709016475464523e-08
1942,1.6506112388015026e-06,9.102635090130207e-09,1.8205270180260413e-08
1943,1.445811108169437e-06,0.0,5.806470415592457e-09
1944,1.523050286778016e-06,0.0,3.2131861615880553e-09
1945,2.0477937141549774e-06,2.178504043826024e-09,8.714016175304096e-09
1946,1.5939664308461943e-06,4.1763312808029696e-09,5.568441707737293e-09
1947,1.856079620665696e-06,2.3841741914054637e-09,7.152522574216391e-09
1948,1.9841195353365038e-06,5.435944139264848e-09,6.523132700664291e-09
1949,1.4774597048017313e-06,2.945102384188658e-09,1.2762110479513922e-08
1950,1.374088697048137e-06,1.0635361036293034e-08,1.4889506516624351e-08
1951,1.442487700842321e-06,3.1984206394497505e-09,1.2793682557799002e-08
1952,1.9423528101469856e-06,9.490323193972472e-09,1.5817205323287453e-08
1953,1.7529017668493907e-06,4.3095309543161875e-09,1.616074141175261e-08
1954,1.5968323623383185e-06,4.886268278880834e-09,1.07497895029951e-08
1955,1.7607400195629452e-06,4.6928039232341234e-09,1.220129064449793e-08
1956,1.7904503692989238e-06,5.232684952005684e-09,1.4825940475304833e-08
1957,1.5284615528798895e-06,3.534015080575159e-09,1.501956425897788e-08
1958,1.7578516917637899e-06,5.790570245522986e-09,1.4062814024384807e-08
1959,1.6206813597818837e-06,1.4726420971555854e-08,1.1626121954044777e-08
1960,1.5910995898593683e-06,4.152500121534786e-09,1.3841666479663672e-08
1961,1.6091936458906275e-06,1.181187059273725e-08,7.64297514166401e-09
1962,1.489091346229543e-06,2.5367825173816527e-08,2.029426049432459e-08
1963,1.5117632301553385e-06,4.526237162849611e-09,7.1126584622049904e-09
1964,1.6925599766182131e-06,1.3384730657151067e-08,1.6426714211092985e-08
1965,1.445713905923185e-06,2.7907420374617686e-08,1.5321720781003023e-08
1966,1.6572911363255116e-06,4.431259803538978e-09,9.970334224895794e-09
1967,1.403666487931332e-06,6.902469706915326e-09,1.2325838516513699e-08
1968,1.4363547506945906e-06,7.635406973349745e-09,8.084548558384697e-09
1969,1.4606292779717478e-06,1.090021850558287e-08,1.4533624970169967e-08
1970,1.2940812439410365e-06,4.598724956395017e-09,8.277704743875347e-09
1971,1.3806874221700127e-06,5.138397263237948e-09,9.762954888969944e-09
1972,1.3117785329086473e-06,6.669190977248718e-09,8.208234980600082e-09
1973,1.2790633263648488e-06,7.718485406371656e-09,8.821126051827832e-09
1974,1.1847454288727022e-06,5.06301445213353e-09,9.00091468025721e-09
1975,1.1817052154583507e-06,9.138368284311582e-09,1.0851811893530794e-08
1976,1.075285808838089e-06,8.570290255249802e-09,5.142174241967723e-09
1977,1.080152514987276e-06,8.22749424145286e-09,4.7014254711541525e-09
1978,1.0906925353992847e-06,1.544553818177974e-08,9.504946163474415e-09
1979,1.153423909272533e-06,3.5111840102075575e-09,6.437170463335917e-09
1980,1.0398140375400544e-06,2.8425752862659692e-09,1.6486936260662333e-08
1981,1.0032321142716683e-06,5.060439622894819e-09,1.4548763971333756e-08
1982,1.0918996622422128e-06,5.586751949948621e-09,9.311253656996143e-09
1983,9.119316359829099e-07,8.841442245000053e-09,1.326216381158929e-08
1984,1.0293240393366432e-06,4.059305780401701e-09,2.0876431250371752e-08
1985,1.0154261644856888e-06,7.820225356169885e-09,6.617113967877231e-09
1986,1.0796068181662122e-06,2.3977941854269602e-09,1.0790073723399018e-08
1987,9.972852694772882e-07,4.888653482026939e-09,1.4054879038383206e-08
1988,1.078180389413319e-06,5.396898483667201e-09,1.4391728697660255e-08
1989,1.0943315373879159e-06,9.329808037250586e-09,7.683371272548811e-09
1990,1.3736049595536315e-06,2.724325431913144e-09,1.6345952147389653e-08
1991,9.390067248205014e-07,5.861465202094962e-10,1.4653663449326615e-08
1992,1.032012505675084e-06,4.958949695321735e-09,1.1019888113139586e-08
1993,9.089839636544639e-07,1.661762283333701e-09,1.8833305859278227e-08
1994,1.0249182196275797e-06,3.164955852952289e-09,1.160483886764041e-08
1995,1.10943346953718e-06,4.880205572987961e-09,1.3556126887692699e-08
1996,9.982231858884916e-07,8.540947504798169e-09,1.5480466686312866e-08
1997,9.89666204986861e-07,3.835915585170824e-09,1.6302641236976e-08
1998,1.0580479283817112e-06,4.291316191284977e-09,9.536258227527128e-09
1999,1.0301233714926639e-06,2.7421207526856506e-09,1.9194844824710344e-08
2000,1.0395627896286896e-06,8.836062992401139e-10,1.767212509662386e-08
2001,1.1093228522440768e-06,4.8193329327261836e-09,1.3581756691527502e-08
2002,1.0992484931193758e-06,6.571832411594869e-09,8.762443215459825e-09
2003,1.072565964932437e-06,2.083461403401543e-09,2.1667998950647416e-08
2004,1.0452569085828145e-06,9.690540814233373e-09,1.8940601975714344e-08
2005,1.1002659903169842e-06,3.1526248278623825e-09,1.6663873836364473e-08
2006,9.878817763819825e-07,4.117890028965121e-09,2.141302812841417e-08
2007,1.0094049684994388e-06,4.393927444112933e-09,1.4380126422963713e-08
2008,9.915577265928732e-07,6.811903485726134e-09,1.702975893635994e-08
2009,1.014671397570055e-06,3.814554005998616e-09,1.192048149079028e-08
2010,1.0217564749837038e-06,1.4171379625338432e-09,1.4171378737160012e-08
2011,8.470098009638605e-07,2.6767803529281764e-09,1.911985947344874e-08
2012,8.187227535927377e-07,1.3617010852229328e-09,1.3957436095779485e-08
2013,8.490096661262214e-07,1.1156500168141292e-09,2.398647502843687e-08
2014,8.326136935465911e-07,0.0,1.710701705293083e-08
2015,9.500242299509409e-07,4.433150790905671e-10,1.8619234154471087e-08
2016,9.818152193474816e-07,4.1426800878596737e-10,1.304944241553585e-08
2017,8.46251623443095e-07,2.515611330355938e-10,2.8174847344075715e-08
2018,8.069665113907831e-07,7.744400121190154e-10,1.523065407127433e-08
2019,7.770308911858592e-07,2.55098775436835e-10,2.142829708118299e-08
