year,étaient_VERB en_PRON,étaient_VERB lents_ADJ,etaient_VERB en_PRON
1953,1.1743471617364776e-07,3.232148060305917e-08,0.0
1954,1.1531592747360264e-07,4.88626810124515e-08,0.0
1955,1.1638153551984942e-07,3.660387193349379e-08,9.385607846468247e-10
1956,1.2994500764307304e-07,2.703553825256222e-08,0.0
1957,1.5726367053048307e-07,4.0641172205369e-08,0.0
1958,1.249108692036316e-07,4.053399393910695e-08,0.0
1959,1.2013659045351233e-07,3.1778064624177205e-08,7.750747821333448e-10
1960,1.1211749750827948e-07,3.3220000972278285e-08,2.7683333403416555e-09
1961,1.1950834277740796e-07,5.002674541287888e-08,0.0
1962,1.6489086362980743e-07,4.693047728210331e-08,1.2683912808952869e-09
1963,1.2350162137408915e-07,4.526237162849611e-08,0.0
1964,1.3688928390820365e-07,3.528701597588224e-08,1.8251904432275978e-09
1965,1.4063151354548609e-07,3.83043037288644e-08,0.0
1966,1.4124640301815816e-07,2.880318916709257e-08,5.539074754423723e-10
1967,1.311469333131754e-07,4.141481824149196e-08,1.4791006197611978e-09
1968,1.8908860965893837e-07,3.5482184301827147e-08,8.982831700699023e-10
1969,1.4533624437262915e-07,2.997560244466513e-08,4.5417578031781147e-10
1970,1.5129805319702427e-07,2.713247759800197e-08,4.5987250119061684e-10
1971,1.5106888895388693e-07,2.7747345754391972e-08,1.0276794970565106e-09
1972,1.6980786199383147e-07,2.7702792948502974e-08,2.0520587451500205e-09
1973,1.8965421588745812e-07,3.087394162548662e-08,1.102640756478479e-09
1974,1.7214249226071843e-07,2.0814615808717463e-08,0.0
1975,1.7534243568206875e-07,2.6843956391076063e-08,1.1422960355389478e-09
1976,1.7254851059078646e-07,1.8854638739185248e-08,1.142705374768127e-09
1977,1.7865416168660886e-07,1.645498848290572e-08,2.938390863960194e-09
1978,2.0613852313999814e-07,4.277225684745645e-08,4.752473081737207e-09
1979,1.6795164015093178e-07,4.154901134256761e-08,1.7555920051037788e-09
1980,1.671434262107141e-07,3.240536017301565e-08,5.685150683554241e-10
1981,1.8344093177802279e-07,2.909752794266751e-08,0.0
1982,1.9615707458342513e-07,2.4209258597807093e-08,1.8622506869903077e-09
1983,2.1535227290314651e-07,2.9681984869966982e-08,1.89459470334441e-09
1984,2.2616133321662346e-07,3.943325666000419e-08,1.739702604197646e-09
1985,2.1234919245216588e-07,4.030423994549892e-08,6.015558051686298e-10
1986,1.966191263136352e-07,2.6375735373562748e-08,2.3977941854269602e-09
1987,2.1387859305832535e-07,2.749867533680117e-08,6.110816852533674e-10
1988,1.8949110369703703e-07,3.657897806874644e-08,5.996553809062277e-10
1989,1.9702358144968457e-07,2.030605195102453e-08,1.0976244357863152e-09
1990,2.3538171944892383e-07,2.669838927715773e-08,2.179460389939436e-09
1991,2.2859714476908266e-07,2.9307326343541718e-08,0.0
1992,2.3307063656829996e-07,3.8018615811097334e-08,1.1019888335184191e-09
1993,2.0384283061503083e-07,2.7696037463442735e-08,1.661762283333701e-09
1994,1.9569978348954464e-07,1.9517228722065738e-08,1.5824779264761446e-09
1995,2.179825173698191e-07,2.114755837112625e-08,2.1689803286761844e-09
1996,2.3807891125215974e-07,2.7758080278772468e-08,1.067618438099771e-09
1997,2.272779937584346e-07,2.8769367332870388e-08,6.7128524960935465e-09
1998,2.43174582692518e-07,3.194646680526603e-08,1.5258013519314773e-08
1999,2.3353727840458305e-07,2.3308025731694215e-08,1.279656292041409e-08
2000,2.2929583565201028e-07,2.8275401575683645e-08,4.859834756842929e-09
2001,2.427191247988958e-07,2.8477876057309004e-08,8.762423564512289e-10
2002,2.4797714104352053e-07,3.2859162502063555e-08,0.0
2003,2.4251491481663834e-07,2.541822929913451e-08,4.1669229178253886e-10
2004,2.4798976028250763e-07,3.1274016265570026e-08,1.7619165015858584e-09
2005,2.486069661244983e-07,3.602999498752979e-08,4.5037495954858286e-10
2006,2.3348435718162364e-07,3.294312023172097e-08,8.235779835885637e-10
2007,2.3767152868003905e-07,3.395307501818934e-08,7.988958938831558e-10
2008,2.350106740323099e-07,4.725757918322415e-08,8.514879357157668e-10
2009,2.6511150963415275e-07,4.720510560218827e-08,0.0
2010,2.4988864311126235e-07,6.282644449129293e-08,0.0
2011,2.569709067756776e-07,7.724423056743035e-08,1.911985902935953e-09
2012,2.900423226037674e-07,8.54467430144723e-08,3.404252713057332e-10
2013,3.0540920192834164e-07,1.0933370475640913e-07,0.0
2014,3.1030830882627924e-07,1.2083184230959887e-07,0.0
2015,2.94139567813545e-07,9.863760652706333e-08,2.2165753954528356e-10
2016,2.947516861695476e-07,1.0356700386182638e-07,0.0
2017,3.343247385600989e-07,1.1043533731935895e-07,0.0
2018,3.5469352610562055e-07,1.2132893800753664e-07,1.5488800242380307e-09
2019,3.3724057857398293e-07,1.2780448344074102e-07,0.0
