year,tout_DET amas_NOUN,tout_DET lama_NOUN
1800,6.288328968651058e-09,0.0
1801,2.3811825844433088e-09,0.0
1802,3.1329761895904085e-08,0.0
1803,3.1205427575287104e-08,0.0
1804,1.4831105232815389e-08,0.0
1805,2.842877711017877e-09,0.0
1806,3.458002950651462e-08,0.0
1807,1.7081731584767113e-08,0.0
1808,0.0,0.0
1809,3.388545621874073e-08,0.0
1810,2.3401266702194334e-08,0.0
1811,1.504246105454854e-08,0.0
1812,1.600324850414836e-08,0.0
1813,3.163315653864629e-08,0.0
1814,6.293354282149721e-09,0.0
1815,2.966945977789237e-08,0.0
1816,2.3176038865813098e-09,0.0
1817,4.670620334934483e-09,0.0
1818,1.1921176934492905e-08,0.0
1819,1.449147024601416e-08,0.0
1820,1.1866481131050932e-08,0.0
1821,1.873682797803866e-08,0.0
1822,3.8097340393505874e-08,0.0
1823,1.8777105204037525e-08,0.0
1824,2.5263338088166165e-09,0.0
1825,2.0252519661312363e-08,0.0
1826,1.3211976401805714e-08,0.0
1827,1.474763688946723e-08,0.0
1828,1.6510142586412258e-08,0.0
1829,0.0,0.0
1830,1.6698937344017395e-08,0.0
1831,0.0,0.0
1832,3.111892965534935e-08,0.0
1833,1.8533806156462163e-08,0.0
1834,8.401078055442213e-09,0.0
1835,1.5126175867408165e-08,0.0
1836,5.376600054063374e-09,0.0
1837,1.8090515752078318e-08,0.0
1838,2.714229574429794e-08,0.0
1839,1.5381245721535208e-08,0.0
1840,1.9109066329292546e-08,0.0
1841,1.0272877659645019e-08,0.0
1842,1.3416529665022381e-08,0.0
1843,2.599040915818307e-08,0.0
1844,1.4819115046194042e-08,0.0
1845,2.678509436471188e-08,0.0
1846,3.278520810390262e-08,0.0
1847,1.5640348571821505e-08,0.0
1848,1.930853166243196e-08,0.0
1849,3.3517659758786067e-09,0.0
1850,7.467895635215882e-09,1.0862393651223101e-08
1851,1.9348316726564008e-08,0.0
1852,1.0416872697760482e-08,6.510545436100301e-10
1853,4.777545470346922e-09,0.0
1854,3.63696517347023e-09,0.0
1855,2.1227748447927297e-09,0.0
1856,8.283502661576847e-09,0.0
1857,1.3180074809326925e-08,0.0
1858,3.4255731584664773e-09,0.0
1859,9.675129142294736e-09,0.0
1860,8.696649400619094e-09,0.0
1861,5.187560159214399e-09,0.0
1862,2.6204321379452722e-08,0.0
1863,5.993545049154392e-09,0.0
1864,2.205574922697906e-08,0.0
1865,3.765475320438583e-08,0.0
1866,1.1677471434268227e-08,0.0
1867,8.249779526181555e-09,0.0
1868,1.1855697756857353e-08,0.0
1869,6.836926913500463e-09,0.0
1870,1.77755516972411e-08,0.0
1871,3.18635318130589e-09,0.0
1872,1.269941218851045e-08,0.0
1873,7.781805422268917e-09,0.0
1874,1.613144390288923e-08,0.0
1875,9.7265964171811e-09,0.0
1876,2.1765652391536605e-08,0.0
1877,2.10283740420536e-08,6.184815992682502e-10
1878,1.992899245628621e-08,1.2078177347163432e-09
1879,1.0385853066452455e-08,0.0
1880,8.984985200299889e-09,0.0
1881,1.2550513739384428e-08,0.0
1882,1.9966154729544883e-08,0.0
1883,1.2638678104082146e-08,0.0
1884,1.3203393933736152e-08,6.601696966868076e-10
1885,1.2246707647989297e-08,0.0
1886,7.098810206329631e-09,0.0
1887,1.4363633837888301e-08,0.0
1888,1.9021844099853524e-09,0.0
1889,1.879541033922294e-08,2.5060546970934183e-09
1890,2.0974036729626278e-08,0.0
1891,1.784781611391395e-08,0.0
1892,6.8953633913793055e-09,0.0
1893,7.390099865389743e-09,0.0
1894,1.260307880279754e-08,0.0
1895,1.8657704492497373e-08,0.0
1896,2.358811590497112e-09,0.0
1897,9.322741356676545e-09,0.0
1898,7.355861475488723e-09,0.0
1899,9.39688327150634e-09,0.0
1900,1.453494835601532e-08,0.0
1901,1.9560586261846424e-08,0.0
1902,1.522187959013266e-08,0.0
1903,1.9440792975444765e-08,0.0
1904,7.524475265086039e-09,0.0
1905,9.805442513499685e-09,0.0
1906,3.600929110447737e-09,0.0
1907,5.142843262362362e-09,0.0
1908,3.437972351250096e-09,1.964555629285769e-09
1909,3.300590023513905e-09,0.0
1910,4.809735720812114e-09,0.0
1911,6.384448969498635e-09,0.0
1912,5.2094213387476884e-09,0.0
1913,2.2802856491921375e-08,1.060597942803554e-09
1914,4.687720711604726e-09,0.0
1915,1.4136913861761968e-08,0.0
1916,3.2962386153911893e-09,0.0
1917,2.1932848870420685e-09,0.0
1918,2.2972752589112133e-09,0.0
1919,5.524709023596586e-09,0.0
1920,4.543339038320937e-09,0.0
1921,7.572747762196741e-09,0.0
1922,3.6889677423879164e-09,0.0
1923,6.369568872344189e-09,0.0
1924,6.4458122173149945e-09,0.0
1925,6.598906976407193e-09,0.0
1926,3.3438415369957397e-09,0.0
1927,2.2298449753321847e-09,0.0
1928,1.3711249469139375e-08,0.0
1929,5.570202965543558e-09,0.0
1930,3.1510811737689437e-09,0.0
1931,5.7026783295555106e-09,0.0
1932,1.0959536611565568e-08,0.0
1933,5.735331098932761e-09,0.0
1934,5.990790086229936e-09,0.0
