year,fût_VERB égal_ADJ,fût_VERB légal_ADJ
1800,1.320549074534938e-07,0.0
1801,1.452521445344246e-07,0.0
1802,1.096541666356643e-07,0.0
1803,1.2092102963379148e-07,0.0
1804,1.5819846055364906e-07,1.4831105232815389e-08
1805,1.02343598484822e-07,0.0
1806,1.4120178093435243e-07,0.0
1807,1.4519470425966574e-07,1.1387820464392462e-08
1808,1.359644414833383e-07,0.0
1809,7.228897658251299e-08,0.0
1810,1.3806747745093162e-07,2.3401267590372754e-09
1811,2.2563691359778204e-08,0.0
1812,7.734903562095496e-08,2.6672082320544632e-09
1813,3.738464116054274e-08,0.0
1814,1.1013369771717407e-07,0.0
1815,1.0519171667056071e-07,2.697223555614414e-09
1816,2.3871319854151807e-07,0.0
1817,1.1676550570882682e-07,4.670620334934483e-09
1818,1.4663048375496146e-07,9.536941902865692e-09
1819,1.1696686641471388e-07,1.3456364911235141e-08
1820,1.5070430947616842e-07,5.933240565525466e-09
1821,8.480879643002481e-08,0.0
1822,8.822541985864518e-08,1.0025615893027862e-09
1823,8.004976592701496e-08,1.680056804787e-08
1824,9.347434826167955e-08,1.1789557774477544e-08
1825,1.1447075820569808e-07,5.283265824829186e-09
1826,8.279505436803447e-08,6.1655889282974385e-09
1827,7.281645508783186e-08,1.013900075008678e-08
1828,5.319934714975716e-08,4.586150570418113e-09
1829,1.0373543091191095e-07,8.57317605795771e-10
1830,5.740259823028282e-08,3.1310507520032616e-09
1831,5.76874619184764e-08,1.2472964883158966e-08
1832,5.0060886991332154e-08,2.705993873419743e-09
1833,8.571885246055899e-08,1.0425265983826648e-08
1834,4.760610750054184e-08,5.600718555598405e-09
1835,1.013453783116347e-07,7.563087933704082e-10
1836,6.115882911217341e-08,1.4785650037651976e-08
1837,8.488626690450474e-08,4.174734336004349e-09
1838,7.132742751991827e-08,1.2624323808552163e-09
1839,8.94908822601792e-08,4.894032734625853e-09
1840,7.325142092895476e-08,2.5478754661634184e-09
1841,7.191014361751513e-08,1.2841097074556274e-09
1842,8.586579269831418e-08,1.1404051036834062e-08
1843,7.383638944702398e-08,5.31621990873532e-09
1844,7.683986069650928e-08,2.085653250105679e-08
1845,7.700714377278928e-08,1.674068439427856e-09
1846,5.561776106333127e-08,9.952652035849496e-09
1847,7.011190916728083e-08,1.1325769655456952e-08
1848,4.98803736093123e-08,2.413566457803995e-09
1849,1.2652915870603465e-07,3.3517659758786067e-09
1850,6.517436190733861e-08,4.752297222410107e-09
1851,6.44943867200709e-08,3.8696632564949596e-09
1852,6.901178295493082e-08,3.906327261660181e-09
1853,7.285756709052293e-08,4.777545470346922e-09
1854,6.33871053423718e-08,1.558699391779328e-09
1855,3.555647865027822e-08,5.306937111981824e-09
1856,6.212626857404757e-08,6.212626857404757e-09
1857,4.29572786231347e-08,2.4407544874094356e-09
1858,6.117095097124547e-08,1.9574704079872163e-09
1859,9.726051075631403e-08,0.0
1860,3.982150076353719e-08,2.746310290291376e-09
1861,6.743827896116272e-08,5.659156698811785e-09
1862,9.216692120617154e-08,6.776979422085105e-09
1863,6.04349139621263e-08,3.496234635136375e-09
1864,4.507044337742627e-08,4.794727948009836e-10
1865,1.0260920646487648e-07,8.943004559114343e-09
1866,7.882292862859686e-08,5.838735717134114e-09
1867,6.454239098729886e-08,4.85281148598915e-10
1868,9.435159142867633e-08,4.939874287401835e-09
1869,4.981189505315342e-08,8.790334682373668e-09
1870,6.82351810610271e-08,5.160643912205387e-09
1871,9.983906323896008e-08,1.0621176826930423e-08
1872,5.382132073350476e-08,1.0280476914203973e-08
1873,5.6268440573603584e-08,1.1373408881354408e-08
1874,5.855116924635695e-08,7.766991494406739e-09
1875,5.89317288302027e-08,0.0
1876,6.711076139254146e-08,0.0
1877,4.329371350308975e-08,8.658742167710898e-09
1878,4.891661831152305e-08,3.6234530931267273e-09
1879,4.093248051617593e-08,4.887460214320072e-09
1880,4.2357786611546544e-08,0.0
1881,2.649552932609822e-08,3.4862537301449947e-09
1882,7.52058539887912e-08,1.3310770263785798e-09
1883,3.854796659652493e-08,1.8958017378167824e-09
1884,4.027035060971684e-08,6.601696966868076e-10
1885,4.18966337178972e-08,7.7347630522695e-09
1886,2.710454793941608e-08,8.38950331427668e-09
1887,3.852065688647599e-08,1.0446279397058333e-08
1888,1.8387781963724592e-08,8.876860135842435e-09
1889,2.4434033463194282e-08,1.8795409673089125e-09
1890,4.4569826940232815e-08,3.9326319978272295e-09
1891,6.374219907456791e-08,3.1871101313640793e-09
1892,5.014809900671935e-08,3.1342561879199593e-09
1893,2.586534897375259e-08,6.158416554491453e-10
1894,5.5453547531669756e-08,4.411077725308132e-09
1895,3.069493459406658e-08,4.213029924926559e-09
1896,2.6536630670648265e-08,9.435246361988447e-09
1897,4.1952336715667116e-08,6.409385022720926e-09
1898,4.4701003787395166e-08,7.921697076085366e-09
1899,2.819064981451902e-08,2.7637891975018647e-09
1900,3.5818267463127995e-08,3.633737311048435e-09
1901,4.526878427668635e-08,5.588738916095792e-10
1902,2.6515532880466708e-08,6.38336894454028e-09
1903,3.9961630449170116e-08,5.400220270956879e-09
1904,2.2573425795258117e-08,1.6123875568041512e-09
1905,4.076999715607599e-08,2.580379465655369e-09
1906,3.137952475640304e-08,5.144184522798412e-10
1907,2.2114226894132116e-08,4.6285588695127444e-09
1908,2.89771957540097e-08,4.911389073214423e-09
1909,2.6954818821423032e-08,2.7504918342913243e-09
1910,4.8631772386897865e-08,5.344150677544235e-10
1911,4.8947441655400326e-08,5.3203743632934675e-09
1912,3.2819354345292595e-08,6.772247651554153e-09
1913,2.0681659052002033e-08,9.545381374209683e-09
1914,4.085013571852869e-08,8.036092680185902e-09
1915,2.4739600590351074e-08,0.0
1916,3.29623865980011e-08,0.0
1917,5.04455535121906e-08,3.289927441585405e-09
1918,9.189101035644853e-09,1.1486376294556067e-09
1919,3.1306683467846597e-08,4.603924352863942e-09
1920,3.63467123065675e-08,0.0
1921,3.937828552125211e-08,4.543648568500203e-09
1922,4.131644004701229e-08,0.0
1923,2.653987074552333e-08,2.1231896241147297e-09
1924,1.933743654092268e-08,3.867487219366694e-09
1925,1.6497267552040284e-08,2.1996355847875293e-09
1926,2.229227646921572e-08,4.458455382660986e-09
1927,2.5643217327342427e-08,1.1149224876660924e-09
1928,1.82816659588525e-08,0.0
1929,2.6736975300423182e-08,1.1140406375176326e-09
1930,6.302162347537887e-09,2.100720708497761e-09
1931,2.2810713318222042e-08,1.1405356659111021e-09
1932,1.3151444377967891e-08,3.287861094491973e-09
1933,1.3764794637438627e-08,2.2941324395731044e-09
1934,2.6359476379411717e-08,5.990790086229936e-09
1935,9.574627313213568e-09,0.0
1936,2.182448710641438e-08,0.0
1937,1.6368453259474336e-08,1.2591118148108649e-09
1938,2.852347158466273e-08,1.2965214457594243e-09
1939,1.2235240376412548e-08,0.0
1940,1.7750480196809804e-08,7.607348528892999e-09
1941,1.4757512545315876e-08,5.9030051957620344e-09
1942,3.034211815133858e-08,3.034211770724937e-09
1943,5.806470415592457e-09,0.0
1944,3.213186161588055e-08,3.2131861615880553e-09
1945,2.3963544037997053e-08,0.0
1946,1.3921104269343232e-08,0.0
1947,9.536696765621855e-09,3.5762612871081956e-09
1948,1.0871888278529696e-08,3.2615663503321457e-09
1949,6.8719057111366055e-09,3.9268033269479474e-09
1950,2.1270722072586068e-08,3.190608444114673e-09
1951,1.7058242818279723e-08,0.0
1952,1.2653764258629963e-08,0.0
1953,1.508335856215126e-08,0.0
1954,1.9545073115523337e-08,1.9545072227344917e-09
1955,2.815682353940474e-09,9.385607846468247e-10
1956,1.1337483840634377e-08,1.744228317335228e-09
1957,6.184526224473075e-09,1.7670075402875796e-09
1958,1.9853384713997002e-08,8.272243445794913e-10
1959,8.525822714489095e-09,1.5501495642666896e-09
1960,2.353083417006019e-08,2.076250060767393e-09
1961,1.945484662257968e-08,4.16889545107324e-09
1962,1.3952304200870458e-08,3.170978146727066e-09
1963,1.2285501505004959e-08,1.939815863494232e-09
1964,1.4601523545820783e-08,0.0
1965,1.3132904541635071e-08,1.6416130677043839e-09
1966,1.0524241922382771e-08,3.8773522170743036e-09
1967,1.3311906243984595e-08,0.0
1968,2.245707975134792e-08,0.0
1969,2.043791091921321e-08,2.2708788183223305e-09
