year,fût_VERB égal_ADJ,fût_VERB légal_ADJ
1970,1.2876429700270364e-08,1.8394900047624674e-09
1971,8.221435976452085e-09,1.541519245584766e-09
1972,1.3338381954497436e-08,0.0
1973,9.923766697284009e-09,1.102640756478479e-09
1974,7.875800456247362e-09,1.1251143350321513e-09
1975,7.4249242310031605e-09,0.0
1976,3.9994687561772935e-09,1.7140580066410394e-09
1977,9.990529292736028e-09,5.876781838942691e-10
1978,5.940591130126904e-09,0.0
1979,1.1118749476679568e-08,1.7555920051037788e-09
1980,6.822181042309694e-09,1.7055452605774235e-09
1981,7.590659656386833e-09,1.8976649140967083e-09
1982,1.1173503899897241e-08,6.207502289967692e-10
1983,7.57837881337764e-09,0.0
1984,7.538710988796993e-09,5.799008495621649e-10
1985,6.617113967877231e-09,6.015558051686298e-10
1986,6.593933843390687e-09,1.7983456945813714e-09
1987,7.332980445085013e-09,0.0
1988,5.99655392008458e-09,2.398621523624911e-09
1989,1.0976243913773942e-08,0.0
1990,4.358920779878872e-09,0.0
1991,4.68917216167597e-09,1.1722930404189924e-09
1992,4.958949695321735e-09,0.0
1993,6.093128224193833e-09,0.0
1994,3.164955852952289e-09,5.274926606624319e-10
1995,4.337960657352369e-09,0.0
1996,5.871901187504136e-09,1.6014276571496566e-09
1997,3.3564262480467733e-09,0.0
1998,5.2449422582867555e-09,1.9072516899143466e-09
1999,5.484241505371301e-09,9.140402323914998e-10
2000,4.859834756842929e-09,4.4180314962005696e-10
2001,2.190605918883648e-09,4.3812117822561447e-10
2002,5.257465574004527e-09,4.38122149670761e-10
2003,3.7502307925763034e-09,8.333845835650777e-10
2004,8.369103632333008e-09,1.3214374039449694e-09
2005,5.854874363109275e-09,1.3511248786457486e-09
2006,5.7650457740976435e-09,8.235779835885637e-10
2007,5.192823504529542e-09,1.5977917877663117e-09
2008,2.554463751636149e-09,0.0
2009,6.675469510497578e-09,0.0
2010,3.3066551718974324e-09,4.723793023408973e-10
2011,4.5887662558641296e-09,1.1471915639660324e-09
2012,5.7872298064864935e-09,3.404252713057332e-10
2013,1.0040849929282558e-08,1.6734750252211938e-09
2014,8.012147389990787e-09,4.330890368553497e-10
2015,6.428068743957738e-09,1.5516027351836215e-09
2016,8.906762438698479e-09,8.285360175719347e-10
2017,5.7859059765519305e-09,1.0062445321423752e-09
2018,4.64663996169179e-09,1.0325866828253538e-09
2019,8.928457084778074e-09,2.55098775436835e-10
