year,auront_VERB également_ADV,auront_VERB egalement_ADV,auront_VERB légalement_ADV
1867,7.230689114123834e-08,0.0,1.94112459439566e-09
1868,6.421836262759939e-08,0.0,5.433861360870651e-09
1869,8.741499346598403e-08,9.767038289254515e-10,3.4184632902167778e-09
1870,7.798306089767948e-08,0.0,2.8670243956696595e-09
1871,1.391374269132939e-07,0.0,5.3105884134652115e-09
1872,6.531126739428572e-08,0.0,9.675742873582749e-09
1873,5.327543917132971e-08,0.0,1.1972009161809183e-08
1874,5.197909791476718e-08,0.0,1.0754296120296658e-08
1875,5.8359576282640546e-08,0.0,1.1443054503956773e-08
1876,4.413590914964516e-08,0.0,6.650616057868319e-09
1877,7.916564537246984e-08,6.184815992682502e-10,3.0924081073635534e-09
1878,6.039088584763874e-08,0.0,1.2078177347163432e-09
1879,7.758842768268437e-08,0.0,2.443730107160036e-09
1880,1.0076018797100517e-07,0.0,5.134277003548959e-09
1881,8.855084587811035e-08,0.0,1.3945015142624584e-09
1882,5.723631146814512e-08,0.0,1.9966155395678697e-09
1883,9.479008267199163e-08,0.0,5.687405213450347e-09
1884,9.836528658269117e-08,0.0,6.601696966868076e-10
1885,9.217258789551153e-08,0.0,3.86738152613475e-09
1886,1.1551700218603855e-07,0.0,1.936039106809062e-09
1887,1.1099171992601242e-07,6.528924623161458e-10,1.3057849024278312e-08
1888,1.1539918887137901e-07,1.268122939990235e-09,2.53624587998047e-09
1889,9.77361325205095e-08,0.0,6.891650361495749e-09
1890,1.5271720821274926e-07,0.0,1.9663159989136147e-09
1891,1.2620955658348976e-07,6.374220040683554e-10,3.824531802365527e-09
1892,1.0656470883496638e-07,0.0,8.149066310636499e-09
1893,1.2686338385359264e-07,0.0,6.15841644346915e-09
1894,7.183754524575647e-08,0.0,8.192000855444803e-09
1895,1.263909079618486e-07,0.0,1.023164486468886e-08
1896,9.376275755812458e-08,0.0,6.486732040400511e-09
1897,1.24691676095523e-07,0.0,6.409385022720926e-09
1898,1.3466883974633248e-07,5.6583548957434e-10,5.6583546736987955e-09
1899,1.0668226479992882e-07,5.527578395003729e-10,6.080336234504102e-09
1900,1.1576048264405614e-07,0.0,2.595526460424935e-09
1901,5.4210769262486025e-08,0.0,3.353243460679778e-09
1902,1.0164287767011615e-07,0.0,1.9641135384773634e-09
1903,1.0638433689535987e-07,5.400220270956879e-10,5.940242076007962e-09
1904,8.54565396224416e-08,0.0,1.0749250378694342e-09
1905,1.0373125935991823e-07,5.160759042333041e-10,8.257214467732865e-09
1906,1.3169112267341632e-07,0.0,8.230695236477459e-09
1907,1.0645686110422048e-07,0.0,2.108565766434367e-08
1908,9.086069496788696e-08,0.0,3.3397444809679655e-08
1909,9.791750588128423e-08,0.0,8.801573692096554e-09
1910,8.550641061866315e-08,5.344150677544235e-10,9.619471441624228e-09
1911,1.0534340766366057e-07,0.0,4.788336838146279e-09
1912,9.324863969872865e-08,5.209421227725386e-10,1.510732161591477e-08
1913,1.3575653445840885e-07,5.30298971401777e-10,5.833288518886093e-09
1914,6.227971738326232e-08,0.0,4.018046340092951e-09
1915,1.0956108531523512e-07,0.0,3.534228465440492e-09
1916,9.449217230894646e-08,0.0,3.2962386153911893e-09
1917,9.102132025873289e-08,0.0,7.676496771580332e-09
1918,1.137151270924619e-07,0.0,4.594550517822427e-09
1919,1.279890891603408e-07,0.0,4.603924352863942e-09
1920,1.400862927880553e-07,0.0,2.2716695191604686e-09
1921,8.784387084403988e-08,0.0,6.815472630705699e-09
1922,1.1066903526923966e-07,0.0,7.377935484775833e-10
1923,1.3906891904724716e-07,1.0615948120573648e-09,1.0615948120573648e-09
1924,1.1860294768517576e-07,0.0,2.578324886925998e-09
1925,9.458433236630981e-08,0.0,2.1996355847875293e-09
1926,1.326390410838485e-07,0.0,2.229227691330493e-09
1927,8.138934071144632e-08,0.0,2.2298449753321847e-09
1928,1.1654562281915304e-07,0.0,2.2852082448565625e-09
1929,1.2922870951115328e-07,0.0,5.570202965543558e-09
1930,1.1974108371504144e-07,0.0,4.201441416995522e-09
1931,1.471291017907106e-07,0.0,4.5621426636444085e-09
1932,8.438843224212178e-08,0.0,0.0
1933,1.204419532996326e-07,0.0,2.2941324395731044e-09
1934,1.0903238312209851e-07,0.0,0.0
1935,1.0651772885950095e-07,0.0,0.0
1936,1.6853353601575805e-07,0.0,0.0
1937,1.0954272511298768e-07,0.0,1.2591118148108649e-09
1938,1.0501823766162488e-07,1.2965214457594243e-09,1.2965214457594243e-09
1939,9.635251974060566e-08,0.0,0.0
1940,1.293249258793594e-07,0.0,0.0
1941,1.3872061899178334e-07,0.0,0.0
1942,1.0316320242509391e-07,0.0,0.0
1943,9.580676185727555e-08,0.0,0.0
1944,8.032965581605822e-08,0.0,1.6065930807940276e-08
1945,1.1110370934375169e-07,0.0,0.0
1946,1.0858461596541247e-07,0.0,0.0
1947,9.417487945029279e-08,0.0,1.1920870957027319e-09
1948,9.132385669907706e-08,0.0,3.2615663503321457e-09
1949,1.5412702669692635e-07,0.0,2.945102384188658e-09
1950,9.252764532341473e-08,4.2541445921528975e-09,2.1270722960764488e-09
1951,9.168805725767726e-08,0.0,4.264560704569931e-09
1952,9.173979154120104e-08,1.0544803918932644e-09,7.381362632230548e-09
1953,8.726800104774668e-08,0.0,2.1547654771580937e-09
1954,9.479360030262285e-08,0.0,5.863521668203475e-09
1955,7.602342577683885e-08,0.0,3.754243138587299e-09
1956,7.064124929456739e-08,8.72114158667614e-10,2.616342476002842e-09
1957,1.007194327939942e-07,0.0,2.6505113659425206e-09
1958,8.851300492551673e-08,0.0,8.272243445794913e-10
1959,8.448315469422596e-08,0.0,3.100299128533379e-09
1960,7.26687479635224e-08,0.0,1.3841666701708277e-09
1961,8.824162023302051e-08,0.0,5.55852741612739e-09
1962,7.800606027785761e-08,0.0,1.2683912808952869e-09
1963,7.500621990175205e-08,0.0,3.879631726988464e-09
1964,6.753204928600098e-08,0.0,3.6503808864551957e-09
1965,8.481667157500539e-08,0.0,3.830430195250756e-09
1966,9.250255061932222e-08,0.0,6.6468897053084675e-09
1967,8.874604379149886e-08,0.0,6.902469706915326e-09
1968,7.949805791440667e-08,0.0,5.3896989093971115e-09
1969,1.7712855537865835e-07,0.0,9.083515606356229e-10
1970,1.3658213338096914e-07,0.0,5.978342709767048e-09
1971,8.940811824231787e-08,0.0,1.541519245584766e-09
1972,7.438713245377926e-08,1.0260293725750103e-09,0.0
1973,7.994145712064693e-08,5.513203782392395e-10,2.7566018356850464e-09
1974,9.394704392207132e-08,0.0,2.2502286700643026e-09
1975,7.710498550750344e-08,5.711480177694739e-10,5.711480177694739e-10
1976,8.855966970866547e-08,5.713526873840635e-10,1.7140580066410394e-09
1977,8.286262698220526e-08,5.876781838942691e-10,1.1753563677885381e-09
1978,9.445540172237088e-08,0.0,4.158414057542359e-09
1979,9.48019703850278e-08,0.0,1.7555920051037788e-09
1980,8.243468241353469e-08,0.0,0.0
1981,7.274381907951266e-08,0.0,6.325549528618524e-10
1982,9.06295328784168e-08,6.207502289967692e-10,1.2415004579935385e-09
1983,8.841442666884802e-08,0.0,6.315316047889041e-10
1984,6.900820181954259e-08,5.799008495621649e-10,1.1598016991243298e-09
1985,9.324115068931604e-08,0.0,0.0
1986,7.253327372058749e-08,5.994485463567401e-10,2.3977941854269602e-09
1987,1.1427227591953582e-07,0.0,6.110816852533674e-10
1988,9.834348424497819e-08,5.996553809062277e-10,5.996553809062277e-10
1989,9.384689225733212e-08,0.0,0.0
1990,8.390922723311434e-08,5.44865097484859e-10,1.6345953479657283e-09
1991,1.0023105395662313e-07,5.861465202094962e-10,5.861465202094962e-10
1992,8.48531414021636e-08,0.0,1.1019888335184191e-09
1993,8.58577167694996e-08,0.0,1.661762283333701e-09
1994,8.914626187239705e-08,0.0,1.0549853213248639e-09
1995,7.699880349987254e-08,0.0,0.0
1996,1.0195756039443893e-07,0.0,1.067618438099771e-09
1997,8.726707634298947e-08,4.79489448146353e-10,0.0
1998,8.248863536675088e-08,4.768129224785866e-10,9.536258449571733e-10
1999,9.917336607490057e-08,0.0,2.7421207526856506e-09
2000,8.438440390889923e-08,0.0,2.2090156370779823e-09
2001,9.682477858374838e-08,0.0,1.3143635069212678e-09
2002,9.11294095184978e-08,0.0,8.76244299341522e-10
2003,7.417122882547034e-08,0.0,1.2500769308587678e-09
2004,9.426253200217616e-08,0.0,3.523833003171717e-09
2005,7.926599465690742e-08,0.0,2.702249757291497e-09
2006,9.347610435694875e-08,0.0,8.235779835885637e-10
2007,7.66940075891398e-08,0.0,7.988958938831558e-10
2008,8.429730513626055e-08,0.0,8.514879357157668e-10
2009,1.0346978029929232e-07,0.0,1.430457752249481e-09
2010,8.030448095386333e-08,0.0,3.3066551718974324e-09
2011,8.259779349373275e-08,0.0,3.059177577924288e-09
2012,8.612759355708377e-08,0.0,0.0
2013,6.972812610639423e-08,0.0,1.9523875849358774e-09
2014,6.43137231526314e-08,0.0,6.496335691608124e-10
2015,6.649726121132904e-08,2.2165753954528356e-10,6.649726325136385e-10
2016,7.291117043450868e-08,0.0,6.214020409345267e-10
2017,5.609813175100342e-08,2.515611330355938e-10,1.2578056374223934e-09
2018,7.357180342726366e-08,0.0,1.0325866828253538e-09
2019,7.117255707012049e-08,0.0,2.55098775436835e-10
