year,est_VERB en_PRON,est_VERB lent_ADJ
1884,2.3237973323375627e-07,3.974221556291013e-07
1885,2.2237442465211643e-07,3.551545262325817e-07
1886,2.5555718252689985e-07,3.065395333123888e-07
1887,2.2981814140621282e-07,3.8781811895205465e-07
1888,2.2065339067012246e-07,3.4049099895128165e-07
1889,1.9609878165738337e-07,3.658839773379441e-07
1890,2.5103301481976814e-07,3.644238972810854e-07
1891,2.619804320147523e-07,3.964764800912235e-07
1892,1.9118962768516212e-07,3.6420055948838126e-07
1893,2.50031717996535e-07,3.461030075868621e-07
1894,2.489107941983093e-07,3.1885790008345793e-07
1895,2.1004964878557075e-07,3.334312452807353e-07
1896,2.6241778527946735e-07,3.9510095461992023e-07
1897,2.493833335392992e-07,4.824518669011013e-07
1898,2.50665124212901e-07,3.570421824861114e-07
1899,2.2110313580014918e-07,4.0517150523555756e-07
1900,2.5280428417318035e-07,4.4591146775019297e-07
1901,2.7328934493198176e-07,3.811520059571194e-07
1902,3.0100039793978794e-07,3.849662562060985e-07
1903,2.2734927540568606e-07,3.6073470255360007e-07
1904,2.5206992404491757e-07,3.934225674129266e-07
1905,2.8745427016474423e-07,3.9376590166284586e-07
1906,2.397189859948412e-07,3.97645465000096e-07
1907,2.7771355348704674e-07,4.0165608083952975e-07
1908,2.966478973576159e-07,3.8652632383673335e-07
1909,2.150884625962135e-07,3.971710214045743e-07
1910,2.597257093839289e-07,3.601957416776713e-07
1911,2.979409430281521e-07,3.926436136225675e-07
1912,3.021464181074407e-07,4.0685580415811273e-07
1913,2.402254324351816e-07,4.470420265079156e-07
1914,2.122867783782567e-07,4.7078108877940394e-07
1915,2.7449175377114443e-07,3.769843885947921e-07
1916,2.955627280698536e-07,4.241160240781028e-07
1917,3.662785843516758e-07,3.695685109050828e-07
1918,2.8371349003464275e-07,3.801990544616274e-07
1919,3.185915602443856e-07,4.0330377260033856e-07
1920,2.604847679776867e-07,4.6569223854930897e-07
1921,2.612597995721444e-07,4.407339133649657e-07
1922,3.644700257154909e-07,4.5669420956073736e-07
1923,3.471415084277396e-07,4.363154744169151e-07
1924,3.2744725331212976e-07,4.112428086955333e-07
1925,2.958509810468968e-07,4.157311366270733e-07
1926,3.2881109746085713e-07,3.912294630481483e-07
1927,3.322469126487704e-07,3.64579648248764e-07
1928,3.153587329052243e-07,3.7020373611085233e-07
1929,3.364402800798416e-07,3.197296507551073e-07
1930,3.4977000495928223e-07,3.2351098866456596e-07
1931,3.558471348696912e-07,3.353174804487935e-07
1932,4.219421612106089e-07,3.550889857706352e-07
1933,3.7279653497535037e-07,3.7967890875734156e-07
1934,3.7741978076155647e-07,4.1216634372176486e-07
1935,3.985438752351911e-07,4.129057913360157e-07
1936,4.1830264763120795e-07,3.443418847837165e-07
1937,4.0039756754595146e-07,3.487739661522937e-07
1938,4.0840424730959057e-07,3.5135730058755144e-07
1939,4.2058638882735977e-07,3.9917472349770833e-07
1940,5.122281550029584e-07,4.741914096939581e-07
1941,5.814459882458323e-07,3.925498504031566e-07
1942,5.006449441680161e-07,3.5196856629227113e-07
1943,4.964531967743824e-07,4.5290468619896274e-07
1944,6.233581189007964e-07,4.1128782868327107e-07
1945,5.707680656996672e-07,4.1609428080846556e-07
1946,6.946631287974014e-07,3.9535936480206146e-07
1947,7.045234724500915e-07,4.6133772002576734e-07
1948,6.914520440659544e-07,4.881477480012109e-07
1949,8.275737855001353e-07,4.319483650760958e-07
1950,6.285498557190294e-07,4.275415221854928e-07
1951,7.633563541276089e-07,3.806120503213606e-07
1952,8.530746526957955e-07,4.5026311568108213e-07
1953,7.864894087106222e-07,3.7923871332168346e-07
1954,9.537994856145815e-07,3.89924196042557e-07
1955,9.385607881995384e-07,3.960726644436363e-07
1956,1.0151409242098453e-06,3.976840616815025e-07
1957,1.1423703654145356e-06,3.993436905602721e-07
1958,1.101862835639622e-06,3.6563315575222077e-07
1959,1.1223082765354775e-06,3.4800856951733294e-07
1960,1.2381370879666065e-06,3.827220780294738e-07
1961,1.2562271649585455e-06,4.25227341338541e-07
1962,1.3406895504886052e-06,3.82419983679938e-07
1963,1.38826158035954e-06,4.034817209230823e-07
1964,1.4029631074663484e-06,3.400938339837012e-07
1965,1.476904458286299e-06,3.578716416541283e-07
1966,1.6445512756035896e-06,4.032446554447233e-07
1967,1.5860889561736258e-06,3.801288812610437e-07
1968,1.7404236132279038e-06,3.7099096061865566e-07
1969,1.7226886939170072e-06,3.06568665564555e-07
1970,1.726821210468188e-06,3.398457693037926e-07
1971,1.984448999792221e-06,3.268020805080596e-07
1972,2.1172115793888224e-06,3.226862475003145e-07
1973,2.111005642291275e-06,3.352027988512418e-07
1974,2.1298415049386676e-06,3.1053156135385507e-07
1975,2.3417069314746186e-06,2.9185665084696666e-07
1976,2.5545177777530625e-06,3.2395698212894786e-07
1977,2.546997166064102e-06,2.9090071507198445e-07
1978,2.5871274829114554e-06,3.095047986789723e-07
1979,2.6052985049318522e-06,2.80309535583001e-07
1980,2.720913016673876e-06,3.308757641207194e-07
1981,2.8971016945433803e-06,2.966682757232775e-07
1982,2.9833256576239364e-06,3.128581056444091e-07
1983,3.085031949012773e-06,2.740847264703916e-07
1984,2.7945422971242806e-06,2.713935884912644e-07
1985,2.934389158326667e-06,2.83934326716917e-07
1986,2.9828559036104707e-06,2.7095074983662926e-07
1987,3.0016333312232746e-06,3.226511182674585e-07
1988,2.992879899466061e-06,2.620494115035399e-07
1989,3.0031003461772343e-06,2.3324518849676679e-07
1990,2.9940338208689354e-06,2.855093157450028e-07
1991,3.0796138617006363e-06,2.6845509637496434e-07
1992,3.2012776500778273e-06,2.424375509235688e-07
1993,3.055980641875067e-06,2.797299885060056e-07
1994,3.105349378529354e-06,2.4528409880986146e-07
1995,3.238287717977073e-06,2.716647884426493e-07
1996,3.389688572497107e-06,2.556946299137053e-07
1997,3.3636185889918124e-06,2.905705969169503e-07
1998,3.3419817100366345e-06,2.784587422866025e-07
1999,3.3225362585653784e-06,2.9523499733841163e-07
2000,3.3917228847712977e-06,2.712671403060085e-07
2001,3.4173451695096446e-06,2.8258816087145533e-07
2002,3.335424025863176e-06,2.633114206673781e-07
2003,3.4039592264889507e-06,2.5793252689254587e-07
2004,3.390367737665656e-06,2.7970423843726167e-07
2005,3.407987378523103e-06,2.679730926047341e-07
2006,3.244073695896077e-06,2.8907587079629593e-07
2007,3.141258730465779e-06,2.9439314630508306e-07
2008,3.0359801712620538e-06,3.0738715395273175e-07
2009,3.0554576824215474e-06,2.684492415028217e-07
2010,2.9433954296109732e-06,3.49088310258594e-07
2011,2.910807552325423e-06,3.5639419593280763e-07
2012,2.5824660951911937e-06,3.5880822224498843e-07
2013,2.267837544422946e-06,3.60912792984891e-07
2014,2.155267566195107e-06,3.4214033917123743e-07
2015,2.033264536294155e-06,3.2073845090963005e-07
2016,1.9456097106740344e-06,3.40321179237435e-07
2017,2.2504659682454076e-06,4.2740236949612154e-07
2018,2.120158569596242e-06,3.5520980645742384e-07
2019,2.0785448668902973e-06,3.4514863500589854e-07
