year,était_VERB à_ADP,était_VERB a_ADP,était_VERB là_ADV,etait_VERB à_ADP,etait_VERB a_ADP,etait_VERB là_ADV
1824,2.5249864847864956e-05,3.621078583648796e-07,1.7600125374883646e-06,4.0421339164709025e-08,4.210556348027694e-09,2.5263338088166165e-09
1825,2.531388781790156e-05,2.6944655928673455e-07,1.5286249208656955e-06,6.780191186273044e-08,3.522177216552791e-09,1.7610886082763955e-09
1826,2.478038368280977e-05,2.0170283487885854e-07,1.1978859220107552e-06,5.2847905607222856e-08,5.284790383086602e-09,4.403992281964975e-09
1827,2.6658197384676896e-05,2.378056453977706e-07,1.4572508462151745e-06,9.217272878281335e-08,2.7651818612639545e-09,2.7651818612639545e-09
1828,2.7902140573132783e-05,2.632450417650034e-07,1.703296334198967e-06,9.539193013274883e-08,1.8344602503717056e-09,5.503380862137419e-09
1829,3.269723674748093e-05,2.992038483640158e-07,2.6542552404862363e-06,6.429881960201556e-08,5.143905745796928e-09,6.001223296081548e-09
1830,2.8384018150973134e-05,5.06186523807628e-07,2.287754341523396e-06,6.57520660141131e-08,3.1310507520032616e-09,5.218417920005436e-09
1831,2.749665145529434e-05,7.203137322164821e-07,2.6754510145110544e-06,3.897801348351493e-08,6.236482441579483e-09,9.35472388441383e-09
1832,2.7306185074849054e-05,4.0184009542088006e-07,3.259369577790494e-06,6.764984583629285e-08,2.705993873419743e-09,2.4353944194643873e-08
1833,2.891621261369437e-05,3.787846472036449e-07,3.337243470014073e-06,3.243415958031903e-08,3.4750886612755494e-09,1.3900353756923778e-08
1834,2.7361376851331443e-05,4.3125531679066853e-07,3.04025661534979e-06,2.7070139907436896e-08,1.8669061851994684e-09,8.401078055442213e-09
1835,2.8314689188846387e-05,3.4260789760764965e-07,3.2460773127240827e-06,5.52105419160398e-08,8.31939672707449e-09,1.285724948729694e-08
1836,2.690114706638269e-05,3.3267712051809895e-07,2.8240592655492947e-06,4.973355127724233e-08,2.688300027031687e-09,5.3765999430410716e-09
1837,2.7091244191979058e-05,4.02861878967542e-07,2.8235122044861782e-06,3.5485242300126174e-08,3.478945576063097e-09,7.653680245134353e-09
1838,2.8660371754085645e-05,4.2670215094631203e-07,2.4491187105013523e-06,3.7241754569095065e-08,2.5248647617104325e-09,3.787297142565649e-09
1839,2.777083864202723e-05,3.789379636742751e-07,2.489664211680065e-06,2.6567605448946097e-08,1.11863602825224e-08,5.5931801412612e-09
1840,3.096751606790349e-05,3.7644858785768065e-07,3.0013973173481645e-06,3.439631934831766e-08,1.7198159341091923e-08,3.821813088222825e-09
1841,2.8174650651635602e-05,3.83306748119594e-07,2.8873207611468388e-06,3.723918240439161e-08,1.219904177673925e-08,3.852329122366882e-09
1842,3.0420640541706234e-05,4.74945169415264e-07,3.062993755520438e-06,5.63494273464471e-08,9.391571076378114e-09,5.366612043644636e-09
1843,2.6402711228001863e-05,5.044502158213504e-07,2.944595280496287e-06,3.6032158812204784e-08,1.2404512972352677e-08,4.134837805480629e-09
1844,2.825840601872187e-05,5.323904588294681e-07,2.8189251679577865e-06,2.744280647171138e-08,3.2931368743049916e-09,5.488561161115513e-09
1845,2.909307659137994e-05,4.586947284224152e-07,2.974261406052392e-06,2.901718476611137e-08,4.464182357111213e-09,8.37034175305007e-09
1846,2.7921287255594507e-05,5.479813180997439e-07,2.7803027933259727e-06,4.27378594736183e-08,3.5127007969038004e-09,4.0981511517657054e-09
1847,2.8390468287398107e-05,4.940192965818824e-07,2.8109482173022116e-06,3.9909856752728956e-08,2.588747349818732e-08,5.393223645455691e-10
1848,2.626684363349341e-05,5.004128116326001e-07,2.8327226573310327e-06,2.7353753262460145e-08,5.63165514222419e-09,4.82713291560799e-09
1849,2.6685922421165742e-05,4.3991928144748726e-07,3.0853004773234716e-06,5.027649052635752e-08,8.379414939696517e-10,3.3517659758786067e-09
1850,2.6927194994641468e-05,5.831747387219366e-07,2.999378466483904e-06,2.7155984128057753e-08,6.788996032014438e-09,4.752297222410107e-09
1851,2.6867071937886067e-05,6.068922075996852e-07,2.738431703619426e-06,2.9022474423712197e-08,5.159551008659946e-09,5.8044946626978344e-09
1852,2.474853681633249e-05,5.748811577888091e-07,3.050841542062699e-06,2.799534604136511e-08,5.859490670445666e-09,5.859490892490271e-09
1853,2.8235293939360417e-05,5.954016089049219e-07,3.0916692139726365e-06,3.94147496862729e-08,1.7915795513800958e-09,4.180352286553557e-09
1854,2.5671777621028014e-05,6.780342225454206e-07,2.816050027831807e-06,2.4419623656513068e-08,1.558699302961486e-08,8.313063126763609e-09
1855,2.678198870853521e-05,6.357710411464268e-07,3.3953783713513985e-06,2.9718847827098216e-08,8.491099379170919e-09,6.8990182455763716e-09
1856,2.6929667001240887e-05,6.383474531190814e-07,3.2818202271300834e-06,2.2779631847491544e-08,1.5531567143511893e-09,7.765783571755946e-09
1857,2.792320810840465e-05,7.341789709514046e-07,3.6821222693106392e-06,2.29430919262974e-08,6.8341128311999455e-09,4.881509196863476e-09
1858,2.7681078790919855e-05,6.660292957150205e-07,3.7030447401775746e-06,1.8106601329392902e-08,6.851146261421803e-09,3.425573102955326e-09
1859,2.8702035706373863e-05,6.43650686527053e-07,3.670947762657306e-06,2.7497736532211547e-08,4.073738679721828e-09,2.036869339860914e-09
1860,3.0035938834771514e-05,6.138003838529471e-07,3.837511030724272e-06,3.661747172145624e-08,6.865775947773045e-09,4.577183909670879e-09
1861,2.6888539650826715e-05,5.65444043587604e-07,3.839265900751343e-06,2.546620425647461e-08,1.3676294763342867e-08,6.130752905342263e-09
1862,2.8459247914724983e-05,6.740835738483497e-07,3.86152305509313e-06,2.123453612945525e-08,2.710791813242963e-09,3.614389038064658e-09
1863,2.730459345912095e-05,6.687797231563763e-07,3.7704392070736503e-06,2.7969877358646755e-08,4.495158911765884e-09,9.989241656072068e-09
1864,2.5146429834421724e-05,5.672163290171284e-07,3.9441433727915864e-06,2.3014694150447212e-08,7.192091699970149e-09,7.671564716815737e-09
1865,2.6837014956981875e-05,5.963572018430341e-07,4.048356913699536e-06,1.8827376768726367e-08,6.118897832863013e-09,4.236159922843541e-09
1866,2.832419158949051e-05,7.098929186710734e-07,4.293903202778893e-06,2.6274308950746672e-08,2.919367858567057e-09,8.758103353656566e-09
1867,2.743051663856022e-05,5.702053673672935e-07,4.208843620290281e-06,1.8925964795357686e-08,3.396968040192405e-09,9.220341823379385e-09
1868,2.6924783014692366e-05,6.09580485644301e-07,3.853101588902064e-06,2.371139573575931e-08,4.939874287401835e-09,4.939874176379533e-09
1869,2.762313852144871e-05,5.420706195025105e-07,4.478186838241527e-06,2.9789467337337783e-08,2.0510780629479086e-08,4.8835191446272574e-09
1870,2.8303264116402715e-05,6.175570348432302e-07,3.6543092392093968e-06,3.096386391732153e-08,7.454262984651905e-09,2.8670243956696595e-09
1871,2.765966928564012e-05,6.786932340574481e-07,4.13163797929883e-06,2.442870705721134e-08,1.0621176826930423e-08,7.434823867669138e-09
1872,2.9184458981035277e-05,6.978629389919888e-07,4.506477125687525e-06,3.084143029852271e-08,7.256807155187062e-09,4.8378714367913744e-09
1873,2.63318343058927e-05,5.908186651026881e-07,3.914846729458077e-06,2.8732821455434987e-08,7.183205141814142e-09,2.9930021794299932e-09
1874,2.8965501769562252e-05,5.879015176901703e-07,4.4014946070092265e-06,1.3741600746186577e-08,5.377148060148329e-09,5.974609140757536e-10
1875,2.713949106691871e-05,5.795906758976344e-07,3.8088205656094942e-06,2.8607635371713513e-08,4.005069165202713e-09,2.860763570478042e-09
1876,2.6512983822613023e-05,5.175388562150829e-07,3.8857738218212035e-06,1.813804439976252e-08,7.255217537860403e-09,3.627608879952504e-09
1877,2.551112811488565e-05,5.80754194956512e-07,4.029407591588097e-06,9.895705588292003e-09,4.947852683123699e-09,6.803297813995357e-09
1878,2.6007335691247135e-05,5.803564313566767e-07,3.871055923809763e-06,1.6305539585204087e-08,1.0266450800600069e-08,2.4156354694326865e-09
1879,2.5472219931543805e-05,6.237620873150718e-07,4.150675522396341e-06,2.3826368877877258e-08,1.221865053580018e-09,3.0546627449723474e-09
1880,2.522726936149411e-05,6.546203081825297e-07,3.78011145585333e-06,1.5402831010646878e-08,1.2835692508872398e-09,1.2835692508872398e-09
1881,2.5051522243302315e-05,7.223518023735664e-07,4.087981324119028e-06,1.6036767247484818e-08,2.091752326904839e-09,6.9725074602899895e-09
1882,2.562656118243467e-05,7.434065043554483e-07,4.187568265479058e-06,1.8635078369300118e-08,9.983077475794744e-09,9.317539184650059e-09
1883,2.491588929842692e-05,6.698499293023019e-07,4.019099378638202e-06,1.7062215640351042e-08,0.0,6.951273001654101e-09
1884,2.5278557586716488e-05,7.407104192225233e-07,3.935271706723142e-06,1.2543224237049344e-08,3.300848483434038e-09,2.6406787867472303e-09
1885,2.5316523533547297e-05,8.637151669432797e-07,3.776498033403186e-06,1.8047779715146817e-08,2.5782542767416317e-09,4.511945095320158e-09
1886,2.4425715309916995e-05,8.13136420418914e-07,3.7591426007566042e-06,1.2261581083805595e-08,2.5813855497602844e-09,5.808117431449489e-09
1887,2.3570722987642512e-05,7.364627157002701e-07,3.949346591980429e-06,2.415702127223085e-08,2.6115698492645834e-09,2.6115698492645834e-09
1888,2.3912360120448284e-05,7.481925177188486e-07,3.957811713917181e-06,2.5996521157978236e-08,6.974675947901687e-09,1.268122939990235e-09
1889,2.3654651158722118e-05,7.179846956972824e-07,3.773491926040151e-06,1.6289355420084917e-08,4.385595886446936e-09,5.6386231239713425e-09
1890,2.281254273839295e-05,6.967312842220963e-07,3.5931145703216316e-06,1.7041405619977468e-08,7.865263829121005e-09,5.243509182406569e-09
1891,2.3225107725011185e-05,6.705679620466753e-07,3.4937099826493068e-06,2.2309770031370135e-08,4.461953917456185e-09,2.5496880162734215e-09
1892,2.2725864255335182e-05,7.478335373178879e-07,3.474636514511076e-06,2.2566644553023707e-08,7.522214851007902e-09,3.1342561879199593e-09
1893,2.3308990421355702e-05,7.833505728527257e-07,3.735079644684447e-06,1.8475249996541265e-08,6.15841644346915e-09,3.6950499326948716e-09
1894,2.3492139007430524e-05,7.278277713851367e-07,3.7084557789057726e-06,2.142523447545841e-08,1.2603078580752936e-08,5.671385583383426e-09
1895,2.3978762328624725e-05,7.342709906765776e-07,3.7851066281291423e-06,2.166701218442313e-08,5.416753268150387e-09,3.0093072478365457e-09
1896,2.3677750505157746e-05,8.01995913235487e-07,3.8118396332720295e-06,2.5357223876198987e-08,6.486732040400511e-09,4.717623069971921e-09
1897,2.2079748305259272e-05,6.601666573402554e-07,3.4156194033130305e-06,1.5149454912766203e-08,1.1653426668090106e-08,2.913356778044829e-09
1898,2.218188274127897e-05,7.542587301401227e-07,3.4408456031087553e-06,1.3580051527739556e-08,3.3950129374460403e-09,3.960848315998078e-09
1899,2.2866486688144505e-05,7.722026769130252e-07,3.7067941320856335e-06,2.3768587098516036e-08,7.185851913504848e-09,5.527578395003729e-09
1900,2.2044327124604024e-05,7.231137093555162e-07,3.6399665077624377e-06,1.349673839357024e-08,4.15284251431558e-09,5.710158568206225e-09
1901,2.1312096578185447e-05,7.321247785796459e-07,3.3923645332833985e-06,2.0678334156087885e-08,1.900171220370339e-08,5.58873880507349e-09
1902,1.9765857359743677e-05,6.736909465843155e-07,2.828323431458557e-06,2.1605248257117182e-08,1.0311596021495006e-08,9.820567692386817e-10
1903,2.146209590137005e-05,7.160692057084361e-07,3.159668949592742e-06,2.8081145408975772e-08,1.296052865029651e-08,5.400220270956879e-09
1904,2.1027146431151778e-05,6.933266263331461e-07,3.1033084724185755e-06,1.827372564378038e-08,5.374625189347171e-09,4.299700151477737e-09
1905,2.130206485162489e-05,7.849514753743847e-07,3.035042482224526e-06,2.477164318115399e-08,6.192911072844254e-09,1.2385822145688508e-08
1906,2.1174491848796606e-05,6.471384104145272e-07,3.986228421126725e-06,2.983627034325309e-08,4.629765903985117e-09,2.572092261399206e-09
1907,2.0638744899770245e-05,6.325697103903849e-07,3.5228476917836815e-06,2.7257070378539083e-08,4.114274698707732e-09,5.142843262362362e-09
1908,2.129529275407549e-05,5.829818707780987e-07,3.668316594485077e-06,1.9154418051670064e-08,7.367083831866239e-09,2.9468334439286537e-09
1909,2.1187588572502136e-05,6.887231549512762e-07,3.707662926899502e-06,1.980354147335106e-08,2.2003934230241384e-09,1.1001967115120692e-09
1910,2.080370904877782e-05,6.541240473723064e-07,3.835496954707196e-06,1.9238941995070036e-08,3.206490406526541e-09,1.6032452032632705e-09
1911,2.142674202332273e-05,6.038624782433999e-07,3.468351906121825e-06,2.3941684190731394e-08,5.3203743632934675e-09,3.7242618988742038e-09
1912,2.0874151232419536e-05,6.756619121972562e-07,3.303814992250409e-06,2.1879569267468923e-08,6.251305251225858e-09,6.772247429509548e-09
1913,2.032689008046873e-05,5.859803895447158e-07,3.2963384910544846e-06,1.7499866444836698e-08,5.833288518886093e-09,6.893886572711949e-09
1914,2.0524850697256625e-05,6.522628153149412e-07,3.271359219070291e-06,1.6741859454327823e-08,4.018046340092951e-09,1.004511551716547e-08
1915,1.9922446881537326e-05,6.220242401155929e-07,3.5118450796289835e-06,4.2410742473464325e-08,0.0,2.3561523843085297e-09
1916,2.004992165893782e-05,7.218762281269164e-07,3.532469008860062e-06,1.4283700222605944e-08,4.394984820521586e-09,3.2962386153911893e-09
1917,2.05872693186393e-05,6.700485126742706e-07,3.6200167414790485e-06,3.3995915416085154e-08,1.4256351654751143e-08,2.1932848870420685e-09
1918,2.0767367459484376e-05,6.501289036009439e-07,3.6067222026758827e-06,3.445912799548978e-08,1.1486376294556067e-09,4.594550517822427e-09
1919,2.0146771930740215e-05,5.506293589974121e-07,3.768772330658976e-06,1.7494911519477796e-08,4.603924352863942e-09,1.1970203106503874e-08
1920,2.0074743588338606e-05,4.90680617915018e-07,3.856537659885362e-06,5.7548959375708364e-08,1.514446346106979e-09,3.786115865267448e-09
1921,1.9997354684164748e-05,3.8166647264858966e-07,4.217263267491944e-06,1.9689143648804475e-08,7.572747762196741e-09,2.27182422873895e-09
1922,2.0415485778357834e-05,4.1832895014692895e-07,4.81262713947217e-06,1.5493664462518097e-08,4.426761179843197e-09,6.640141769764796e-09
1923,1.9554576283553615e-05,2.515979726780415e-07,4.604136847774498e-06,1.4862327368803108e-08,1.0615948120573648e-09,2.1231896241147297e-09
1924,2.0732310076709837e-05,2.475191944739663e-07,4.292910944059258e-06,1.160246199116699e-08,1.1602462102189293e-08,9.024136882196387e-09
1925,1.9878107195836492e-05,2.177639188971625e-07,4.607136816048296e-06,1.4297631079074336e-08,3.299453510408057e-08,6.598906754362588e-09
1926,2.0614783352357335e-05,2.3629814194237042e-07,4.3391914914536756e-06,2.0063048999929833e-08,1.1146138456652466e-09,2.229227691330493e-09
1927,2.2273921786108986e-05,1.7727266943268205e-07,6.420838417398045e-06,1.2264147475349318e-08,1.4493992672726108e-08,1.1149225098705529e-08
1928,2.0092693375772797e-05,2.0109832199466382e-07,4.541851467365632e-06,1.1426041002238208e-08,2.2852082448565625e-09,5.713020612141406e-09
1929,2.0903858967358246e-05,1.8604478224659715e-07,4.5207771108835004e-06,1.8938691281888964e-08,1.4482528065684619e-08,0.0
1930,2.0131206838414073e-05,2.2477712180446474e-07,4.299125066609122e-06,1.3654684938302353e-08,9.453243521306831e-09,6.30216201447098e-09
1931,2.005289752560202e-05,1.9389106142853052e-07,3.961080437875353e-06,2.623232031595535e-08,1.710803587684495e-08,1.1405356659111021e-09
1932,2.010307798627764e-05,2.443976736543618e-07,3.930089860659791e-06,8.767629289252454e-09,1.0959536611565568e-09,3.287861094491973e-09
1933,1.975248051167e-05,2.374427072737717e-07,3.7830243400094332e-06,1.7205993962932098e-08,2.064719240024715e-08,9.176529758292418e-09
1934,1.9713294022949412e-05,2.1207397082889656e-07,3.672354296213598e-06,2.875579241390369e-08,4.7926320689839486e-09,2.3963160344919743e-09
1935,1.851254273788072e-05,1.879020663508868e-07,3.922006726497784e-06,2.0346083040578833e-08,5.98414207075848e-09,1.3165112555668657e-08
1936,1.8328930309507996e-05,1.6489612164605205e-07,3.9550818655698095e-06,2.182448666232517e-08,6.0623572828433225e-09,4.849885826274658e-09
1937,1.883001641544979e-05,1.6494365162600388e-07,3.773558091779705e-06,1.510934177773038e-08,2.1404900962807005e-08,2.5182236296217297e-09
1938,1.8150003597838804e-05,1.4261736236420575e-07,3.947907771362225e-06,1.2965214235549638e-08,1.1668692678767911e-08,5.186085783037697e-09
1939,1.8164742868975736e-05,1.804697919993714e-07,3.8464536373794544e-06,1.6823455517567254e-08,1.2235240376412548e-08,4.588215141154706e-09
1940,1.7157106412923895e-05,2.865434716170512e-07,3.1291560844692867e-06,3.296517814277422e-08,7.607348528892999e-09,2.5357829169792012e-09
1941,1.8379007087787613e-05,3.0400477157854766e-07,4.270824319974054e-06,2.9515025978810172e-08,3.5418032950929046e-08,2.9515025978810172e-09
1942,1.8341810573474504e-05,2.2453167058955614e-07,3.996056875621434e-06,1.5171058853624686e-08,3.034211815133858e-08,3.034211770724937e-09
1943,2.0732002667500637e-05,2.4387175479034795e-07,5.243242867436493e-06,1.7419411246777372e-08,1.7419411690866582e-08,0.0
1944,2.0442290406208485e-05,2.056439125652787e-07,5.250346021057339e-06,3.534504777746861e-08,6.4263723231761105e-09,3.2131861615880553e-09
1945,2.208785190305207e-05,1.6992331097753777e-07,6.219629085535416e-06,8.714016175304096e-09,1.5249527862692958e-08,4.357008087652048e-09
1946,1.9394881746848114e-05,2.046402283184534e-07,5.241295639279997e-06,3.062642850437669e-08,2.3665876369705074e-08,5.568441707737293e-09
1947,2.0385881725815125e-05,1.7046845002255395e-07,5.29048247699393e-06,1.907339353124371e-08,4.7683483828109274e-09,1.1920870957027319e-09
1948,1.8240853023598902e-05,2.0112993226462095e-07,4.797764177055797e-06,9.784699273041042e-09,4.348755133776194e-09,5.435943917220243e-09
1949,1.7092394045903347e-05,1.7179764899566408e-07,4.068168436788255e-06,9.817008539414473e-09,5.890204768377316e-09,8.835307596655184e-09
1950,1.7406895494787022e-05,1.5846688583565083e-07,4.6540340008505154e-06,1.808011429460521e-08,1.1698897850465073e-08,6.381216888229346e-09
1951,1.9034867364098318e-05,2.0469891204299984e-07,5.337097718438599e-06,2.0256663013640264e-08,4.264560704569931e-09,2.1322803522849654e-09
1952,1.7930384274222888e-05,1.5079069015655477e-07,4.805267053598072e-06,7.381362854275153e-09,1.0544804140977249e-08,1.4762725264461096e-08
1953,1.725967194943223e-05,1.6160740656800954e-07,4.632745913113467e-06,1.939288951646745e-08,1.2928592529881655e-08,1.0773827385790469e-09
1954,1.7496748114353977e-05,1.8763269515886805e-07,5.0172202463727444e-06,1.4658804170508688e-08,3.9090144454689835e-09,3.9090144454689835e-09
1955,1.6841535398270935e-05,1.5861677304940258e-07,4.5736069296253845e-06,1.6894094123642844e-08,7.508486277174597e-09,9.385607846468247e-10
1956,1.6950411009020172e-05,1.5610843728808277e-07,4.785290457220981e-06,1.744228317335228e-08,1.4825940919394043e-08,8.72114158667614e-10
1957,1.7230089724762365e-05,1.572636723068399e-07,4.451975655683782e-06,1.6786571244153947e-08,1.678657179926546e-08,3.534015080575159e-09
1958,1.6877858797670342e-05,1.2325642817501148e-07,4.7184876166284084e-06,1.2408365002158916e-08,8.272243334772611e-09,5.790570356545288e-09
1959,1.599134338903241e-05,1.5889033733174074e-07,4.171452474110993e-06,1.4726420971555854e-08,4.650448914844674e-09,1.5501495642666896e-09
1960,1.7315924196736887e-05,1.6610000486139143e-07,4.733849891636055e-06,1.5225833038812198e-08,8.997083078554624e-09,2.7683333403416555e-09
1961,1.7116790331783704e-05,1.7092471793489494e-07,4.866490598942619e-06,3.682524418735511e-08,9.032606995695858e-09,6.2533435096767676e-09
1962,1.7928710803971626e-05,1.439624055521449e-07,4.674655883718515e-06,1.9660064687343493e-08,8.244543714397423e-09,3.805173953708163e-09
1963,1.79672224476235e-05,1.5389206708960046e-07,4.72927149530733e-06,1.4871922360271128e-08,7.759263787043835e-09,7.1126584622049904e-09
1964,1.710203468974214e-05,1.74609889214139e-07,4.466849532036576e-06,2.1902286206909594e-08,1.3993127545575135e-08,3.6503808864551957e-09
1965,1.6446772860945202e-05,2.3584507591323245e-07,3.8183920878509525e-06,1.8604947360501e-08,8.755269398363907e-09,6.019247544841733e-09
1966,1.7270835087401792e-05,1.6284879222894233e-07,5.342437816580059e-06,1.273987226824147e-08,1.4401594583546284e-08,6.092982340888398e-09
1967,1.753276592353359e-05,1.5924984531068276e-07,4.683325641963165e-06,1.7749207437134373e-08,7.395503320850594e-09,3.944268467392931e-09
1968,1.7920749087352306e-05,2.3490105505175052e-07,4.3975451262667775e-06,2.1558796081677656e-08,2.1109654885220763e-08,7.186265249536916e-09
1969,1.6570149455219507e-05,1.6350327847192148e-07,3.981304871558677e-06,2.0892085395018967e-08,9.991866889436096e-09,5.450109252791435e-09
1970,1.5578640159219503e-05,1.701528216102588e-07,3.5138857583660865e-06,2.115413577641334e-08,1.0577067222072856e-08,5.058597540852361e-09
1971,1.5319617887143977e-05,1.870376671320173e-07,3.830161404039245e-06,1.7984391753600448e-08,1.2845993935250988e-08,8.221435865429783e-09
1972,1.4956943232391495e-05,2.7907997779408333e-07,3.4967081319337012e-06,1.898154300405963e-08,1.1799337507056862e-08,1.5390440033513642e-09
1973,1.5245662325469311e-05,1.4279197646516195e-07,3.6751016523339786e-06,1.8193571982294543e-08,1.2129047988196362e-08,6.064524216142786e-09
1974,1.4327206372399814e-05,1.642666935808279e-07,3.316274614917347e-06,1.2938814908380891e-08,1.1813700462326437e-08,3.375343005096454e-09
1975,1.411763696523849e-05,1.3536207355002716e-07,3.079630005231593e-06,1.3707552870556583e-08,1.3707551982378163e-08,6.8537762132336866e-09
1976,1.468033588025719e-05,1.4683764248957232e-07,3.4195459193142597e-06,1.9425991037991253e-08,1.3141111976366915e-08,1.142705374768127e-09
1977,1.4318778994493186e-05,1.5749774995299504e-07,3.526656882968382e-06,1.1753563899929986e-08,1.1753563899929986e-08,1.7630345516828072e-09
1978,1.5937417629174888e-05,1.3841577839457386e-07,3.6950477806385607e-06,1.900989232694883e-08,1.7227715254364284e-08,4.1584139465200565e-09
1979,1.523502760392148e-05,1.4161775041543478e-07,3.852353984257206e-06,2.1067104061245345e-08,1.462993370893173e-08,5.851973461368232e-09
1980,1.4600035683542956e-05,1.3360103690018832e-07,3.80052324544522e-06,1.8760996756128634e-08,1.3644361640530178e-08,4.548120657865695e-09
1981,1.4748018656973727e-05,1.1385989129308882e-07,3.909822225978132e-06,1.5181318868684457e-08,1.2018544381930951e-08,3.795329661659963e-09
1982,1.5033328963909298e-05,1.2787455094809275e-07,4.051015821460169e-06,1.6760255849845862e-08,6.2075020679230875e-09,6.20750217894539e-09
1983,1.4609851859859191e-05,1.1872793859168951e-07,3.895287136401748e-06,1.5788290674834116e-08,8.209910418166544e-09,5.683784332077835e-09
1984,1.4866338460706174e-05,1.2873798738155529e-07,4.077862740814453e-06,2.8995041922996734e-08,1.5077422532705498e-08,6.378909400694965e-09
1985,1.4967309653002303e-05,1.4858428709629834e-07,4.185023954050848e-06,9.624892882698077e-09,1.5640450934384376e-08,6.617113967877231e-09
1986,1.556168353999965e-05,1.3547537225377937e-07,4.305239599489141e-06,2.038125046510686e-08,1.3787316177626963e-08,2.9972427872948515e-09
1987,1.4749067304364871e-05,1.2160525209026218e-07,3.7801512462465325e-06,1.7721369260925712e-08,1.588812459374367e-08,4.27757174126242e-09
1988,1.5173679457802791e-05,1.5471108660847221e-07,4.107639142603148e-06,1.9788627181327456e-08,2.098793827620682e-08,3.5979322854373663e-09
1989,1.5612609786330722e-05,1.9043784149630483e-07,3.9558385651616845e-06,1.6464366758839333e-08,2.030605195102453e-08,5.488122178931576e-10
1990,1.4693921912112273e-05,1.4438925255433332e-07,3.881618795276154e-06,2.0704873815446945e-08,1.0352436741190019e-08,2.1794604454505873e-09
1991,1.5120821444725152e-05,1.2719379594017255e-07,4.037377038912382e-06,1.1136783939491579e-08,8.20605094986604e-09,5.275318681885466e-09
1992,1.5418476323247887e-05,1.2948368866005922e-07,4.330265255703125e-06,1.2672871640972971e-08,1.1570882918476855e-08,4.4079553340736766e-09
1993,1.5453835658263415e-05,1.5232821048982714e-07,3.904033292201348e-06,1.32940979336027e-08,1.1632335983335906e-08,5.539207426075166e-10
