year,furent_VERB à_ADP,furent_VERB a_ADP,furent_VERB là_ADV
1860,1.5978948795236647e-06,1.6020143822625954e-08,3.1582570159116585e-07
1861,1.3784762131763273e-06,3.254014968590013e-08,3.2398671123701206e-07
1862,1.3992203093948774e-06,1.2650361702615243e-08,2.927655202711321e-07
1863,1.4239664096749038e-06,1.2486552236623538e-08,3.9157828268798767e-07
1864,1.4101294709689682e-06,3.0206784629172034e-08,2.459695451761945e-07
1865,1.3861656498193042e-06,1.647395531101381e-08,3.238309034259146e-07
1866,1.4003234127812902e-06,2.432806489593986e-08,2.9339645379877766e-07
1867,1.3481110272550723e-06,3.008743121313273e-08,6.284390678956697e-07
1868,1.3718030231757439e-06,2.1735446775750233e-08,5.47338061096525e-07
1869,1.3092715107632102e-06,1.90457244420017e-08,6.167884407659585e-07
1870,1.4587419627787312e-06,2.2362789842134134e-08,3.388822733541019e-07
1871,1.2904730510854279e-06,4.35468270332251e-08,4.2059861016241484e-07
1872,1.3793980997434119e-06,3.265563275345329e-08,4.6987827317934716e-07
1873,1.3408649692792096e-06,3.172582285770886e-08,2.861310122170835e-07
1874,1.3950711945653893e-06,1.2546678807012768e-08,3.2860350529517746e-07
1875,1.3800323586110608e-06,2.002534571499126e-08,1.8766608889109193e-07
1876,1.3881649465474766e-06,1.3905833595728723e-08,2.817442918967572e-07
1877,1.394676019117469e-06,2.9068634499473944e-08,1.836890390904955e-07
1878,1.410731101714191e-06,4.227362238040655e-08,2.995388115323294e-07
1879,1.5988103996278369e-06,3.726688435623515e-08,2.1199358002377267e-07
1880,1.1404513315937947e-06,2.2462462556660512e-08,1.739236381581577e-07
1881,1.3150149698049063e-06,2.37065260755287e-08,1.554869157871508e-07
1882,1.0921487501036609e-06,2.861815540100565e-08,1.6705016037121823e-07
1883,1.267027414542099e-06,3.8547967762259105e-08,1.7883729697132367e-07
1884,1.191606315842364e-06,3.300848483434038e-08,1.1024833668216161e-07
1885,1.2291827715671388e-06,4.963139632607749e-08,1.3858117142717674e-07
1886,1.1622688589341124e-06,6.130790708436251e-08,1.6714471939849318e-07
1887,1.0472394933458418e-06,3.656197755663726e-08,1.5408262754590396e-07
1888,1.1495534408823005e-06,3.106901136362694e-08,2.5425865146644355e-07
1889,1.1089291547250468e-06,5.200063668553412e-08,1.867010723799467e-07
1890,9.543186934024561e-07,2.294035211791723e-08,1.2060071696851082e-07
1891,9.758930445968872e-07,4.716922674674606e-08,1.3513346175386687e-07
1892,1.187256202683784e-06,2.4447199153954102e-08,1.6235446764767403e-07
1893,9.705664751891163e-07,5.665743163518755e-08,1.1516238629383224e-07
1894,1.0989884913215064e-06,3.087754318897851e-08,1.7014156128425384e-07
1895,1.221176830767945e-06,4.694519462056235e-08,1.2037229168981867e-07
1896,1.1245634823353612e-06,2.4767522144308884e-08,1.6511681621977914e-07
1897,9.643210887588793e-07,2.2141510847006884e-08,2.085963473064112e-07
1898,1.0507565093575977e-06,2.716010383263523e-08,1.2165463658675435e-07
1899,9.772758176040952e-07,2.7637891975018647e-08,1.6748562359225616e-07
1900,1.0584557230686187e-06,3.789468627779513e-08,1.2302795937557676e-07
1901,1.0752734169727773e-06,3.856229868759442e-08,1.369241005022559e-07
1902,9.049653044712613e-07,1.7185994238833047e-08,9.034922499040476e-08
1903,1.034142201206123e-06,1.78207268941577e-08,1.5660639007819555e-07
1904,1.0303156159352511e-06,2.2573424907079698e-08,1.5263935893017333e-07
1905,1.099757696465531e-06,2.8900250415020423e-08,1.4295302719347092e-07
1906,1.0226639233223977e-06,3.446603624723821e-08,1.6821483939111204e-07
1907,9.653117558627855e-07,1.0285686968813934e-08,1.6354242404759134e-07
1908,1.0726473647082457e-06,2.7994918383456024e-08,1.1443536607202986e-07
1909,1.0066800086860894e-06,2.6954819487556847e-08,1.4082517907354486e-07
1910,1.0137854360436904e-06,2.1376603043243847e-08,1.5017063503819372e-07
1911,1.0369409437771537e-06,6.278041464469197e-08,1.43650098038961e-07
1912,1.087727127924154e-06,2.4484280158887373e-08,1.1981668990301841e-07
1913,1.007568016575533e-06,2.6514949236222662e-08,1.6015029302707262e-07
1914,1.115007876251184e-06,2.276892946406761e-08,1.6473990172016784e-07
1915,1.0967888783852686e-06,5.0657276151611086e-08,1.3547875710173685e-07
1916,1.1613747119554318e-06,9.888715624128963e-09,1.8788560396387766e-07
1917,9.946546697392478e-07,1.973956376133401e-08,1.3488701711139583e-07
1918,1.1532322332641343e-06,2.8715940736390166e-08,1.8952520974835352e-07
1919,1.184129246212251e-06,1.381177283654722e-08,2.0349344254100288e-07
1920,1.0843435802598833e-06,1.817335526510533e-08,1.6810353997698257e-07
1921,1.1260675591984182e-06,1.9689143759826777e-08,1.6584317563683726e-07
1922,1.1812074944828055e-06,1.2542490157585462e-08,1.2690048833974288e-07
1923,9.915295322571183e-07,6.369568872344189e-09,1.8047111893793044e-07
1924,1.0738723403846961e-06,2.4494086758863887e-08,1.791935773098885e-07
1925,1.1119158216388314e-06,1.429763130111894e-08,1.7817048103552224e-07
1926,1.1056969242417836e-06,3.1209186346359274e-08,1.5827517074740172e-07
1927,1.1829328059320687e-06,1.672383753703599e-08,2.062606654362753e-07
1928,1.1323206763336202e-06,1.2568645679778001e-08,1.5767936645261216e-07
1929,1.1819971632576198e-06,8.912325322185666e-09,1.7713246336370503e-07
1930,1.1490942597447429e-06,3.7812972752959695e-08,1.5650368823116878e-07
1931,1.2352001022009063e-06,2.9653928201867075e-08,1.779235674348456e-07
1932,1.2406195537550957e-06,1.8631212350683768e-08,1.8083235886479088e-07
1933,1.1126542176498333e-06,5.047091433674211e-08,1.537068783363793e-07
1934,1.1658077028187108e-06,1.677421224144382e-08,1.461752816567241e-07
1935,1.0891138799706823e-06,5.146362003216609e-08,1.2925747228109685e-07
1936,1.2112590184187866e-06,2.3036957230715416e-08,1.6610859177035309e-07
1937,1.201192617372726e-06,2.7700460147883632e-08,1.2968851592631836e-07
1938,9.801701708056498e-07,7.779128785578848e-09,1.659547450572063e-07
1939,9.650545962358592e-07,2.7529290846928234e-08,1.4835228512311005e-07
1940,1.0827792493728339e-06,6.339457225834622e-08,1.343965010391912e-07
1941,1.148134515460697e-06,5.312704676185831e-08,9.444808313219255e-08
1942,1.2713347814496956e-06,1.2136847082899749e-08,1.790184995797972e-07
1943,1.213552309309307e-06,2.322588166236983e-08,2.0612969819922e-07
1944,1.3623908898807713e-06,3.8558232162699824e-08,7.390327994016843e-08
1945,1.2918528682348551e-06,2.832055345791673e-08,1.808158316407571e-07
1946,1.353131324322021e-06,1.1136883415474585e-08,1.6566113458793552e-07
1947,1.322024559158308e-06,2.26496545963073e-08,1.7285262288169179e-07
1948,1.249179945261858e-06,3.261566461354448e-08,1.6633988764169771e-07
1949,1.3478752407536376e-06,1.47255123650325e-08,1.1780409892026e-07
1950,1.2687986554738018e-06,1.1698897628420468e-08,1.3187847969220456e-07
1951,1.2783020792994648e-06,2.1322803522849654e-08,1.258045472241065e-07
1952,1.205271132675989e-06,1.0544804140977249e-08,1.6766237820320384e-07
1953,1.230371140081843e-06,4.30953106533849e-09,1.2389901371534506e-07
1954,1.1697725312842522e-06,7.818028668893362e-09,1.2899747048322752e-07
1955,1.2285760249142186e-06,6.569925492527773e-09,1.1262729060490528e-07
1956,1.2043896049362957e-06,2.7907652633274438e-08,1.0552581386491511e-07
1957,1.2784299769919016e-06,1.9437083276230283e-08,2.2440995905981254e-07
1958,1.1614230288614635e-06,9.099467679352102e-09,1.3235589335636178e-07
1959,1.22384312817303e-06,1.3176271185244559e-08,1.0230986902115546e-07
1960,1.2076853863618453e-06,1.4533750314349447e-08,1.0381250348245885e-07
1961,1.2416360277711647e-06,1.806521465752553e-08,1.361839281344146e-07
1962,1.3127850024829968e-06,8.244543381330516e-09,1.1859458481922047e-07
1963,1.186520762530563e-06,1.0992290633282664e-08,1.8363591891557007e-07
1964,1.2441714716260321e-06,3.102823953327061e-08,1.0586104792764672e-07
1965,1.2552867474369123e-06,2.5718603247071314e-08,1.1546011791097044e-07
1966,1.3177458413338172e-06,3.378835600198471e-08,1.6174098504961876e-07
1967,1.2720265658572316e-06,3.4019314920641364e-08,4.16613346487793e-07
1968,1.3689835896002478e-06,1.7516521760851944e-08,1.473184454425791e-07
1969,1.3139305110598798e-06,1.4533624859147665e-08,1.0536878392031213e-07
1970,1.1391041425667936e-06,2.5292988509173497e-08,1.0623054436109669e-07
1971,1.1926221077374066e-06,1.3359833461734638e-08,1.1972466040788277e-07
1972,1.1496658771648072e-06,2.257264686278404e-08,1.1388925713617937e-07
1973,1.107602656702511e-06,1.1026407953362849e-08,8.710861720828689e-08
1974,1.1121754823761876e-06,2.531507276026801e-08,7.369499144260772e-08
1975,1.0800408745126333e-06,1.5420996923865005e-08,1.0109319958928609e-07
1976,1.0809992545546265e-06,1.142705374768127e-08,9.541589918171667e-08
1977,1.177707076749357e-06,2.997158826678614e-08,8.462566114531e-08
1978,1.1691083727782825e-06,2.851483782428943e-08,8.970292952881209e-08
1979,1.1165565183546278e-06,1.9311511945119264e-08,9.480196894173787e-08
1980,1.1489689768495737e-06,1.819248163226206e-08,7.845508065429385e-08
1981,1.077241108760063e-06,1.5181319090729062e-08,6.958104137311238e-08
1982,1.1409389344407828e-06,2.9796011546956436e-08,9.187103700014632e-08
1983,1.1032857401005458e-06,2.0209010909155722e-08,8.967748499344452e-08
1984,1.1139895832457114e-06,2.3775934387959552e-08,8.872483192590153e-08
1985,1.132127977143682e-06,8.421781272360818e-09,6.737425195524338e-08
1986,1.193502043861372e-06,1.7983456612746807e-08,8.811893792426417e-08
1987,1.1329454991937382e-06,1.649920555735207e-08,6.783006512023348e-08
1988,1.1225548632864957e-06,1.139345195966257e-08,7.615623331957977e-08
1989,1.1755557807191508e-06,1.4817929550048348e-08,7.628489839817121e-08
1990,1.1131594419566682e-06,1.4166492756650939e-08,6.756327053381028e-08
1991,1.180499111796962e-06,1.2895223555631219e-08,9.319729343815197e-08
1992,1.2524103567557177e-06,1.597883780846132e-08,1.2066777799191186e-07
1993,1.2889735216958798e-06,1.8279383895425383e-08,8.918124194678967e-08
1994,1.1515164715092396e-06,2.1099706870586488e-08,7.701392945591579e-08
1995,1.2064953125445754e-06,1.2471636501310002e-08,6.832288335090198e-08
1996,1.2208216730869026e-06,2.8291889053733144e-08,6.56585328329129e-08
1997,1.265852120013733e-06,2.3015492733868825e-08,7.192341655581913e-08
1998,1.1057292113036965e-06,9.536258560594035e-09,7.533644463819655e-08
1999,1.1896233900188236e-06,1.325358303660984e-08,5.255731494457905e-08
2000,1.1911013189092046e-06,9.277865697931986e-09,5.964342619790841e-08
2001,1.1873083849422983e-06,2.3220423223113684e-08,7.667120627274926e-08
2002,1.1185258017576416e-06,9.638686904178684e-09,6.308958688805433e-08
2003,1.1379866009519901e-06,1.2500768420409258e-08,6.667076490884938e-08
2004,1.1756387721106876e-06,6.475042868547831e-08,8.589343281073525e-08
2005,1.142150949817733e-06,1.2160123907811737e-08,7.701412130245444e-08
2006,1.1348904536134796e-06,1.2765458357044679e-08,5.847403627967651e-08
2007,1.0805066494867788e-06,2.396687684425025e-08,6.990339329604467e-08
2008,1.1039541050195112e-06,1.1069342997771514e-08,6.428734167229777e-08
2009,1.0714128393374267e-06,1.1443661573906638e-08,5.48342136141855e-08
2010,1.0458477390784537e-06,8.502827442136152e-09,7.841496341143284e-08
2011,9.812312100621057e-07,3.441574691898097e-09,6.691951170978427e-08
2012,1.0345523833166226e-06,1.3617010852229328e-09,9.565950165324466e-08
2013,1.0986364031850826e-06,3.068037490727704e-09,9.929285482712658e-08
2014,1.1468197271824465e-06,2.815078753437561e-09,1.1390241638764564e-07
2015,1.1034112503693905e-06,1.7732603163622684e-09,1.0351406842801225e-07
2016,1.1740355603251373e-06,2.0713401271965637e-09,1.1848064929154134e-07
2017,9.954273991752416e-07,1.2578056374223934e-09,1.4842106565993163e-07
2018,1.0759553106254316e-06,1.5488799687268795e-09,1.0196793454042563e-07
2019,1.031364377013233e-06,1.5305927081321613e-09,8.95396681244165e-08
