year,pouvaient_VERB imiter_VERB,pouvaient_VERB limiter_VERB
1800,0.0,0.0
1801,4.7623651688866175e-09,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,8.645007376628655e-09,2.881669125542885e-09
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,7.521229861140455e-09,2.5070767684098882e-09
1812,1.3336041604361526e-08,0.0
1813,5.463909147351842e-08,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,0.0
1817,1.5568733857662664e-08,0.0
1818,1.1921177378582115e-09,0.0
1819,1.3456364911235141e-08,2.070210003424222e-09
1820,2.254631326081835e-08,5.933240565525466e-09
1821,1.8736827200882544e-08,9.86148829262845e-10
1822,8.02049271442229e-09,0.0
1823,5.929612356680991e-09,9.882686891060644e-10
1824,3.3684450784221553e-09,5.052667617633233e-09
1825,6.163809906922779e-09,0.0
1826,8.807984341885344e-10,0.0
1827,2.2121454890111636e-08,0.0
1828,2.935136400594729e-08,9.172301251858528e-10
1829,1.2859763920403111e-08,6.001223074036943e-09
1830,1.3567886369969528e-08,3.1310507520032616e-09
1831,1.5591206103948707e-09,0.0
1832,2.705993873419743e-09,6.764984572527055e-09
1833,1.3900354645102198e-08,0.0
1834,1.213489042584115e-08,0.0
1835,3.025235173481633e-09,7.563087933704082e-10
1836,9.409050427677812e-09,6.720750067579218e-10
1837,1.461157062010443e-08,1.3915781860163179e-09
1838,1.64116205070286e-08,6.312161904276081e-10
1839,1.1885507689157748e-08,6.9914751765765e-10
1840,2.8026629905752998e-08,0.0
1841,8.988767952189392e-09,6.420548537278137e-09
1842,5.366612043644636e-09,0.0
1843,2.126487963494128e-08,3.5441467538532834e-09
1844,6.037417232818143e-09,0.0
1845,7.254296274794569e-09,9.48638767539478e-09
1846,8.781752214304106e-09,5.854501328173001e-10
1847,7.550513103637968e-09,0.0
1848,8.04522137798358e-09,8.045221711050488e-10
1849,8.379414495607307e-09,8.379414939696517e-10
1850,3.394498016007219e-09,0.0
1851,3.8696632564949596e-09,1.2898877521649865e-09
1852,1.3021090872200602e-08,9.114764054629632e-09
1853,1.851298847554972e-08,1.7915795513800958e-09
1854,1.1950028522278444e-08,2.5978321716024766e-09
1855,9.021793090369101e-09,0.0
1856,4.141751386299575e-09,5.177189232874468e-10
1857,1.4644527812635033e-09,4.881509085841174e-10
1858,1.4191660291373864e-08,2.936205500958522e-09
1859,6.619825576592575e-09,0.0
1860,1.4646988510946812e-08,4.119465657481669e-09
1861,7.073945429425521e-09,0.0
1862,3.162590411776023e-09,3.6143890103090826e-09
1863,1.0988165932701577e-08,7.991393324857654e-09
1864,6.233146443435089e-09,1.4384183844029508e-09
1865,4.23615986733239e-09,9.41368871743009e-10
1866,6.3252967308358166e-09,1.2650593461671633e-08
1867,3.396968040192405e-09,2.426405742994575e-09
1868,6.421836395986702e-09,5.9278488784286765e-09
1869,6.348574999037737e-09,0.0
1870,7.454262984651905e-09,0.0
1871,1.0621176826930423e-08,0.0
1872,1.2094678591978436e-09,7.256807155187062e-09
1873,1.7958012854535355e-09,0.0
1874,6.572069999322139e-09,0.0
1875,6.865832347102696e-09,0.0
1876,6.04601479992084e-10,3.627608879952504e-09
1877,6.184815992682502e-10,0.0
1878,6.6429977074733415e-09,6.039088673581716e-10
1879,7.94212251520321e-09,1.832797580370027e-09
1880,1.9253538763308597e-09,1.2835692508872398e-09
1881,1.3945015142624584e-09,6.972507571312292e-10
1882,0.0,2.6621540527571597e-09
1883,9.479008689083912e-09,3.791603475633565e-09
1884,5.281357573494461e-09,3.300848483434038e-09
1885,7.090199094506033e-09,5.156508553483263e-09
1886,1.2906927748801422e-09,2.5813855497602844e-09
1887,1.1099172247952538e-08,3.9173548849191775e-09
1888,2.53624587998047e-09,2.53624587998047e-09
1889,3.132568426877924e-09,1.2530273485467092e-09
1890,3.2771931834929546e-09,1.3764211992395303e-08
1891,7.0116419337296065e-09,8.92390783491237e-09
1892,3.1342561879199593e-09,3.1342561879199593e-09
1893,1.847525021858587e-09,3.079208221734575e-09
1894,9.452309157609307e-09,2.520615716150587e-09
1895,3.611168697403855e-09,0.0
1896,1.3563166589847242e-08,5.89702897624278e-10
1897,1.7480140668268973e-09,2.9133566670225264e-09
1898,1.7540900287826844e-08,6.224190496340043e-09
1899,4.9748205555033564e-09,1.6582735185011188e-09
1900,1.5573159428683425e-09,2.595526460424935e-09
1901,5.588738916095792e-10,1.1177477832191585e-09
1902,3.928227076954727e-09,4.419255628107521e-09
1903,2.7001101354784396e-09,4.320176216765503e-09
1904,4.837162670412454e-09,2.6873125946735854e-09
1905,5.160759042333041e-10,2.0643036169332163e-09
1906,2.572092316910357e-09,5.144184522798412e-10
1907,4.114274698707732e-09,5.142843484406967e-09
1908,3.929111258571538e-09,3.437972351250096e-09
1909,1.6502950117569526e-09,4.400786846048277e-09
1910,3.740905363258662e-09,0.0
1911,1.0640748282497725e-09,4.788336838146279e-09
1912,5.730363294986773e-09,0.0
1913,1.060597942803554e-09,4.242391771214216e-09
1914,4.68772043404897e-09,3.3483718020477227e-09
1915,3.534228465440492e-09,1.1780761921542648e-09
1916,6.592477230782379e-09,0.0
1917,2.1932848870420685e-09,2.1932848870420685e-09
1918,5.743188147278033e-09,0.0
1919,3.6831393490643904e-09,6.4454939163738345e-09
1920,3.786115865267448e-09,4.543339038320937e-09
1921,4.543648568500203e-09,7.572747429129834e-10
1922,3.6889677978990676e-09,5.902348387820666e-09
1923,8.492758496458919e-09,8.492758496458919e-09
1924,1.2891624656674594e-08,1.1602462102189293e-08
1925,6.598906754362588e-09,3.299453377181294e-09
1926,1.1146138456652466e-09,5.57306911730393e-09
1927,2.2298449753321847e-09,1.1149224876660924e-09
1928,1.1426041224282812e-09,6.8556245125250825e-09
1929,3.342121912552898e-09,1.1140406375176326e-09
1930,4.201441416995522e-09,7.352522590764465e-09
1931,3.4216069977333063e-09,0.0
1932,5.4797681947604815e-09,5.4797681947604815e-09
1933,5.735331320977366e-09,6.882397318719313e-09
1934,3.5944740517379614e-09,8.38710612072191e-09
1935,0.0,3.590485242455088e-09
1936,7.274828739411987e-09,2.424942913137329e-09
1937,1.2591118148108649e-09,2.5182236296217297e-09
1938,1.2965214457594243e-09,2.5930428915188486e-09
1939,4.588215141154706e-09,3.058810094103137e-09
1940,0.0,0.0
1941,5.9030051957620344e-09,0.0
1942,3.034211770724937e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,0.0,0.0
1945,4.357008087652048e-09,2.178504043826024e-09
1946,0.0,4.1763312808029696e-09
1947,3.5762612871081956e-09,3.5762612871081956e-09
1948,1.0871887834440486e-09,3.2615663503321457e-09
1949,0.0,6.8719057111366055e-09
1950,3.190608444114673e-09,4.2541445921528975e-09
1951,1.0661401761424827e-09,0.0
1952,2.1089607837865287e-09,0.0
1953,0.0,5.386913581872932e-09
1954,9.772536113672459e-10,1.07497895029951e-08
1955,8.447047505910632e-09,1.8771215692936494e-09
1956,8.72114158667614e-10,4.360570571293465e-09
1957,0.0,3.534015080575159e-09
1958,2.4816730892496253e-09,4.1361216673863055e-09
1959,3.8753737996444215e-09,4.650448914844674e-09
1960,6.920833350854139e-10,6.2287499602575735e-09
1961,2.779263708063695e-09,3.47407969059077e-09
1962,3.170978146727066e-09,7.610347907416326e-09
1963,1.2932106496776896e-09,1.939815863494232e-09
1964,3.6503808864551957e-09,2.4335873316516654e-09
1965,8.755269398363907e-09,9.849678406226303e-09
1966,3.8773522170743036e-09,4.985167390003653e-09
1967,2.465167847631733e-09,2.9582012395223956e-09
1968,3.5931326802796093e-09,3.1439910674890825e-09
1969,2.7250546263957176e-09,8.175163657142548e-09
1970,3.6789800095249348e-09,2.7592350626548523e-09
1971,6.679916619845017e-09,3.083038491169532e-09
1972,3.5911027485013847e-09,1.0260293725750103e-09
1973,1.6539611902288698e-09,1.102640756478479e-09
1974,3.937900228123681e-09,6.750686232237513e-09
1975,5.711480177694739e-10,8.567219822452898e-09
1976,1.7140580066410394e-09,7.998937512354587e-09
1977,2.938390863960194e-09,8.815172591880582e-09
1978,4.158414057542359e-09,6.534650598410963e-09
1979,2.925986564150662e-09,3.5111840102075575e-09
1980,2.8425752862659692e-09,2.8425752862659692e-09
1981,5.060439622894819e-09,5.69299452024552e-09
1982,2.483000915987077e-09,5.586751949948621e-09
1983,1.89459470334441e-09,6.315316269933646e-09
1984,2.3196033982486597e-09,6.958810416790584e-09
1985,3.609334831011779e-09,6.015557829641693e-09
1986,2.997242676272549e-09,3.5966913891627428e-09
1987,3.0554083707556856e-09,7.332980445085013e-09
1988,1.798966087207532e-09,7.195864348830128e-09
1989,1.6464366536794728e-09,3.2928733073589456e-09
1990,5.44865097484859e-10,5.448650863826288e-09
1991,3.5168792322792797e-09,1.2309077312977479e-08
1992,3.30596661157756e-09,9.91789939064347e-09
1993,3.877445031719162e-09,8.862731881720265e-09
1994,3.164955852952289e-09,1.160483886764041e-08
1995,4.337960657352369e-09,9.21816667442954e-09
1996,1.067618438099771e-09,9.074756945892659e-09
1997,1.917957792585412e-09,3.835915585170824e-09
1998,2.86087753487152e-09,8.582632382569955e-09
1999,3.656160929565999e-09,1.1425503210205079e-08
2000,3.5344251969604557e-09,5.743440834038438e-09
2001,1.3143635069212678e-09,6.133696661692056e-09
2002,3.9430991805033955e-09,6.133709984368352e-09
2003,2.5001538617175356e-09,7.91715315529018e-09
2004,3.523833003171717e-09,4.404791198453495e-09
2005,2.702249757291497e-09,2.251874686720612e-09
2006,6.1768350434476815e-09,5.7650457740976435e-09
2007,5.592271090648637e-09,3.1955835755326234e-09
2008,1.2772318758180745e-09,2.554463751636149e-09
2009,2.384096253749135e-09,4.76819250749827e-09
2010,3.7790344187271785e-09,2.3618964561933353e-09
2011,3.059177577924288e-09,3.823971805871906e-09
2012,3.4042526575461807e-09,4.765953853791416e-09
2013,3.904775169871755e-09,3.6258624991347688e-09
2014,4.114345752981308e-09,3.681256854903836e-09
2015,1.329945265027277e-09,2.21657536769726e-09
2016,3.72841224560716e-09,4.142679976837371e-09
2017,3.018733707449428e-09,4.528100561174142e-09
2018,2.8396134332808742e-09,4.130346731301415e-09
2019,3.826481798085979e-09,4.846876677788714e-09
