year,pourraient_VERB imiter_VERB,pourraient_VERB limiter_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,2.4718509905596875e-08,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,8.540865792383556e-09,0.0
1808,0.0,2.2660739951163578e-09
1809,0.0,0.0
1810,0.0,2.3401267590372754e-09
1811,0.0,0.0
1812,0.0,0.0
1813,1.4378708002027452e-08,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,2.384235475716423e-09,0.0
1819,1.3456364911235141e-08,0.0
1820,2.3732962262101864e-09,2.3732962262101864e-09
1821,3.94459531705138e-09,0.0
1822,1.0025615893027862e-09,0.0
1823,1.1859224713361982e-08,0.0
1824,0.0,0.0
1825,1.1447076175841175e-08,0.0
1826,8.807984341885344e-10,0.0
1827,1.1982455028203276e-08,0.0
1828,2.2013523448549677e-08,0.0
1829,7.715858174606183e-09,0.0
1830,6.262101504006523e-09,0.0
1831,1.5591206103948707e-09,0.0
1832,1.0823975493678972e-08,0.0
1833,2.3167257001688313e-09,0.0
1834,2.8003592777992026e-09,0.0
1835,3.7059130875150004e-08,0.0
1836,4.704525213838906e-09,0.0
1837,1.6698937344017395e-08,0.0
1838,3.787297142565649e-09,0.0
1839,1.3982950353153e-09,8.38977065598101e-09
1840,1.4013314952876499e-08,0.0
1841,6.420548537278137e-09,0.0
1842,1.2074877098200432e-08,2.683306021822318e-09
1843,9.451057714215949e-09,5.906911071384968e-10
1844,6.037417232818143e-09,0.0
1845,3.348136878855712e-09,5.580227946389016e-10
1846,1.1709002656346001e-09,0.0
1847,6.47186837454683e-09,1.6179670936367074e-09
1848,0.0,2.735375304041554e-08
1849,4.1897072478036534e-09,1.256912263158938e-08
1850,0.0,1.3577992064028876e-09
1851,1.2898877521649865e-09,1.9348316282474798e-09
1852,1.4974254725075298e-08,1.9531636308300904e-09
1853,6.569124799682413e-09,1.4332636411040767e-08
1854,5.195664343204953e-09,0.0
1855,1.0613874223963649e-09,0.0
1856,1.501384794266869e-08,1.5531567143511893e-09
1857,7.810414537345878e-09,0.0
1858,1.5170396494568195e-08,0.0
1859,4.073738679721828e-09,3.5645213447565993e-09
1860,4.57718396518203e-09,0.0
1861,1.4147891747029462e-09,0.0
1862,4.517986429419807e-09,9.035972525772706e-10
1863,4.994620717013731e-09,5.494082966350788e-09
1864,5.274200631788517e-09,0.0
1865,1.4120533187167439e-08,9.41368871743009e-10
1866,4.865612801552288e-09,0.0
1867,5.338092634588065e-09,4.85281148598915e-09
1868,6.421836395986702e-09,8.397785578040384e-09
1869,9.767038289254515e-10,9.767038289254515e-10
1870,6.307453670473251e-09,2.8670243956696595e-09
1871,1.1683295220166201e-08,5.3105884134652115e-09
1872,9.071008832961525e-09,0.0
1873,7.781805422268917e-09,0.0
1874,6.572069999322139e-09,0.0
1875,6.865832347102696e-09,5.721527140956084e-10
1876,6.04601479992084e-10,3.627608879952504e-09
1877,1.2369631985365004e-09,9.27722432209066e-09
1878,1.4493812372506909e-08,0.0
1879,9.163987790827832e-09,1.221865053580018e-09
1880,3.8507077526617195e-09,6.417846254436199e-10
1881,1.1156012114099667e-08,0.0
1882,4.6587693702804245e-09,0.0
1883,3.791603475633565e-09,6.319338941018771e-10
1884,7.922036360241691e-09,0.0
1885,3.86738152613475e-09,5.156508553483263e-09
1886,3.872078213618124e-09,3.2267319927115068e-09
1887,5.876032105334161e-09,0.0
1888,8.242799331981132e-09,6.340614699951175e-09
1889,2.5060546970934183e-09,0.0
1890,9.176140736144589e-09,1.3108772956016423e-09
1891,6.374220040683554e-10,0.0
1892,5.014809900671935e-09,6.268512375839919e-09
1893,6.774258043407144e-09,0.0
1894,2.520615716150587e-09,1.8904617871129403e-09
1895,1.8055843487019274e-09,6.018614495673091e-10
1896,1.7691086373616827e-09,5.89702897624278e-10
1897,1.3401440845939305e-08,1.1653427112179315e-09
1898,1.2448380992680086e-08,0.0
1899,8.291367592505594e-09,4.9748205555033564e-09
1900,5.710158568206225e-09,5.19105292084987e-09
1901,6.147612641171918e-09,1.1177477832191585e-09
1902,6.38336894454028e-09,5.892340837476695e-09
1903,1.0260418292773466e-08,8.100330184390714e-09
1904,4.299700151477737e-09,1.6123875568041512e-08
1905,1.0321518084666081e-09,2.0643036169332163e-09
1906,5.658602919567102e-09,2.0576738091193647e-09
1907,7.199980611716228e-09,1.028568674676933e-09
1908,1.3751889405000384e-08,9.822778146428846e-10
1909,7.701377313651392e-09,4.400786846048277e-09
1910,8.550641084070776e-09,3.740905363258662e-09
1911,1.0108711201439746e-08,7.980561100850991e-09
1912,3.646594803896619e-09,5.2094213387476884e-09
1913,2.6514948014977335e-09,3.71209285532359e-09
1914,1.3393487430235496e-09,0.0
1915,0.0,3.534228465440492e-09
1916,1.7579939282086343e-08,4.394984820521586e-09
1917,1.0966424213165737e-08,7.676496771580332e-09
1918,2.2972752589112133e-09,5.743188147278033e-09
1919,3.6831393490643904e-09,9.207848372660976e-10
1920,7.572231730534895e-10,7.572231730534895e-10
1921,0.0,1.060184651180407e-08
1922,0.0,7.377935595798135e-09
1923,3.1847844361720945e-09,6.369568872344189e-09
1924,7.734974438733389e-09,1.289162443462999e-09
1925,1.0998177923937646e-09,5.499089184013428e-09
1926,5.57306911730393e-09,8.916910765321973e-09
1927,2.2298449753321847e-09,6.689535148041159e-09
1928,4.570416489713125e-09,2.2852082448565625e-09
1929,2.2280812750352652e-09,2.2280812750352652e-09
1930,2.100720708497761e-09,2.100720708497761e-09
1931,0.0,0.0
1932,1.0959536611565568e-09,4.383814644626227e-09
1933,2.2941324395731044e-09,3.4411986593596566e-09
1934,7.188948103475923e-09,9.585264137967897e-09
1935,2.393656828303392e-09,1.4361940969820353e-08
1936,6.0623572828433225e-09,4.849885826274658e-09
1937,8.813782592653752e-09,2.5182236296217297e-09
1938,3.8895642262559704e-09,3.8895642262559704e-09
1939,3.058810094103137e-09,1.070583532936098e-08
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,0.0,2.9515025978810172e-09
1942,3.034211770724937e-09,9.102635090130207e-09
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,0.0,0.0
1945,2.178504043826024e-09,8.714016175304096e-09
1946,5.568441707737293e-09,1.3921104269343232e-09
1947,2.3841741914054637e-09,1.0728784083369192e-08
1948,2.174377566888097e-09,6.523132700664291e-09
1949,1.9634016634739737e-09,3.9268033269479474e-09
1950,1.0635361480382244e-09,7.444753258312176e-09
1951,1.0661401761424827e-09,7.462981344019681e-09
1952,2.1089607837865287e-09,7.381362632230548e-09
1953,1.0773827385790469e-09,1.0773827163745864e-08
1954,4.886268278880834e-09,7.818028890937967e-09
1955,1.8771215692936494e-09,1.8771215692936494e-09
1956,7.849027205963921e-09,6.976913269340912e-09
1957,2.6505113659425206e-09,3.534015080575159e-09
1958,4.9633461784992505e-09,1.1581140491045971e-08
1959,3.8753737996444215e-09,8.525822714489095e-09
1960,1.3841666701708277e-09,1.3841666479663672e-08
1961,3.47407969059077e-09,4.16889545107324e-09
1962,1.2683912808952869e-09,3.170978146727066e-09
1963,5.819448034571906e-09,9.052474325699222e-09
1964,6.6923653285755336e-09,4.867174663303331e-09
1965,2.188817349590977e-09,4.377634699181954e-09
1966,5.539074976468328e-09,5.539074976468328e-09
1967,1.4791006197611978e-09,2.465167847631733e-09
1968,6.737123747768692e-09,1.1677681044375277e-08
1969,2.2708788183223305e-09,7.72098829315837e-09
1970,3.6789800095249348e-09,2.0694262303777577e-08
1971,0.0,1.284599360218408e-08
1972,2.565073486948677e-09,1.7442499000708267e-08
1973,2.7566018356850464e-09,1.2129047988196362e-08
1974,3.937900228123681e-09,1.2376257352286757e-08
1975,2.2845920710778955e-09,7.4249242310031605e-09
1976,3.4281160132820787e-09,7.427584769459372e-09
1977,2.3507127355770763e-09,1.7630345183761165e-08
1978,2.970295565063452e-09,1.2475242172627077e-08
1979,1.1703946700691858e-09,1.9311512389208474e-08
1980,3.97960553399912e-09,1.0801786132219604e-08
1981,6.325549528618524e-10,1.771153890217647e-08
1982,3.1037510339615437e-09,9.311253101884631e-09
1983,1.89459470334441e-09,2.5892795463278162e-08
1984,5.799008384599347e-09,2.145633182237816e-08
1985,8.421781494405423e-09,1.3835783185811579e-08
1986,2.997242676272549e-09,1.0790073723399018e-08
1987,3.0554083707556856e-09,7.332980445085013e-09
1988,8.395175221664886e-09,1.798966131616453e-08
1989,5.488122178931576e-10,1.5366742545097622e-08
1990,5.44865097484859e-10,1.689081763345257e-08
1991,2.344586080837985e-09,2.1101275393675678e-08
1992,4.4079553340736766e-09,1.4876849085965205e-08
1993,4.985286850001103e-09,1.994114740000441e-08
1994,2.637463358823311e-09,2.320967773528082e-08
1995,7.591431483433553e-09,2.7112253775385398e-08
1996,4.270473752399084e-09,2.081855932090093e-08
1997,1.438468344439059e-09,1.91795770376757e-08
1998,4.291316191284977e-09,2.288702027897216e-08
1999,3.1991407301035224e-09,2.0565904534919355e-08
2000,3.97622823555821e-09,2.385736941334926e-08
2001,2.190605918883648e-09,2.1029816110740285e-08
2002,5.257465574004527e-09,1.62105191492401e-08
2003,3.7502307925763034e-09,2.4584844382502524e-08
2004,4.404791253964646e-10,2.7309706496225772e-08
2005,2.702249757291497e-09,1.7114247796712334e-08
2006,2.8825228870488218e-09,2.388376074691223e-08
2007,3.994479413904628e-09,2.836080348345149e-08
2008,3.8316958494988285e-09,2.9802077250451475e-08
2009,1.430457752249481e-09,2.2410505451375684e-08
2010,5.196172381261022e-09,3.070465481869178e-08
2011,4.206369030868018e-09,2.370862617340208e-08
2012,3.063827413996023e-09,2.11063664323774e-08
2013,8.367375126105969e-10,2.2591912340885756e-08
2014,8.661780737106994e-10,1.6240838007774983e-08
2015,3.103205470367243e-09,1.1526192444932803e-08
2016,1.0356699942093428e-09,1.118523584864306e-08
2017,2.0124890642847504e-09,1.861552334503358e-08
2018,2.0651733656507076e-09,1.2649186587054828e-08
2019,3.06118530524202e-09,1.403043281555938e-08
