year,furent_VERB également_ADV,furent_VERB egalement_ADV,furent_VERB légalement_ADV
1800,9.93556000139506e-07,6.288328968651058e-09,0.0
1801,6.905429472681135e-07,0.0,0.0
1802,8.03384637038107e-07,2.2378401354217203e-09,0.0
1803,6.865193995508889e-07,0.0,0.0
1804,7.514427124988288e-07,2.4718509461507665e-09,1.4831105232815389e-08
1805,9.182494977721944e-07,0.0,8.528632911009026e-09
1806,9.480691574026423e-07,2.0171682990621775e-08,2.881669125542885e-09
1807,1.5715191921117366e-06,0.0,1.9928686256776018e-08
1808,1.0786511666083243e-06,1.3596443970698147e-08,1.1330369531492579e-08
1809,1.5700262565587764e-06,2.259030518203531e-09,2.710836710662079e-08
1810,7.394800718429906e-07,0.0,1.1700633351097167e-08
1811,1.1507482895467547e-06,2.5070767684098882e-09,2.5070767684098882e-09
1812,9.681965593699715e-07,2.6672082320544632e-09,5.3344164641089264e-09
1813,1.0784031019284157e-06,2.8757416448144113e-09,5.751483289628823e-09
1814,1.3436310837278143e-06,0.0,9.440030979135372e-09
1815,1.275786758014874e-06,0.0,2.6972236000233352e-08
1816,9.942521046468755e-07,0.0,0.0
1817,1.0368777338953805e-06,0.0,6.227493631882908e-09
1818,1.5163737998591387e-06,5.960588467246453e-09,2.741870730460505e-08
1819,1.114808128477307e-06,2.070210003424222e-09,0.0
1820,1.512976382400666e-06,1.1866481131050932e-09,1.1866481131050932e-09
1821,1.2494505199356354e-06,2.9584463767662328e-09,2.9584463767662328e-09
1822,1.0216102737103938e-06,1.0025615893027862e-09,9.023054303725075e-09
1823,1.3647990044773906e-06,4.941343334508019e-09,6.917880934764753e-09
1824,1.7052752809831873e-06,5.894778887238772e-09,3.536867154707579e-08
1825,1.1491102895888616e-06,8.805443041381977e-10,5.283265824829186e-09
1826,1.155607492364652e-06,3.5231937367541377e-09,2.025836387531399e-08
1827,1.4480335721600568e-06,7.373818444733615e-09,1.7512819638909605e-08
1828,1.0410561799290008e-06,1.8344602503717056e-09,1.3758452155343548e-08
1829,1.3597057204606244e-06,3.429270423183084e-09,1.0287811491593857e-08
1830,1.1762314215957304e-06,6.262101504006523e-09,1.461157062010443e-08
1831,1.2815971786039881e-06,1.5591206103948707e-09,0.0
1832,1.168989342659188e-06,1.3529969367098715e-09,4.058990921151917e-09
1833,1.268407345378364e-06,1.1583628500844156e-09,2.3167257001688313e-09
1834,1.2013541663691285e-06,2.8003592777992026e-09,2.0535967593104942e-08
1835,1.1216059192520333e-06,3.781543966852041e-09,6.050470346963266e-09
1836,1.220488229591865e-06,6.720750067579218e-10,7.392825018825988e-09
1837,1.3366108078116667e-06,6.957890930081589e-10,5.5663127440652715e-09
1838,1.3198730357544264e-06,3.787297142565649e-09,1.7042836475411605e-08
1839,1.1319198165438138e-06,2.0974426639952526e-09,1.3982949909063791e-08
1840,1.3828594092046842e-06,1.9109065441114126e-09,2.165694112932215e-08
1841,1.2808994824808906e-06,6.420548537278137e-10,7.0626033910059505e-09
1842,1.3047575748714735e-06,2.0124795163667386e-09,1.1404051036834062e-08
1843,1.1323548960717744e-06,7.088293507706567e-09,5.31621990873532e-09
1844,1.5252711591529078e-06,5.488561161115513e-09,1.6465683927435748e-08
1845,1.1383665423636558e-06,5.022205318283568e-09,2.17628883802945e-08
1846,1.134602371166693e-06,0.0,1.8148954339380907e-08
1847,1.1827339676528936e-06,5.393223645455691e-10,7.011190739092399e-09
1848,9.026738894135633e-07,3.218088684420195e-09,0.0
1849,1.0826204288605368e-06,8.379414939696517e-10,7.54147322368226e-09
1850,9.233034461431089e-07,2.7155984128057753e-09,1.2220192857625989e-08
1851,9.448427817915217e-07,1.9348316282474798e-09,7.094382858952031e-09
1852,8.860852176439948e-07,0.0,1.3021090872200602e-08
1853,9.22663446090155e-07,5.971931837933653e-10,1.911018188138769e-08
1854,8.567650411350769e-07,0.0,9.352196350675968e-09
1855,1.0258308975608088e-06,2.653468555990912e-09,6.368324534378189e-09
1856,8.009111525097978e-07,1.0354378465748937e-09,7.765783571755946e-09
1857,9.294393521486199e-07,0.0,2.4407544874094356e-09
1858,1.0012461189035093e-06,3.9149408159744326e-09,4.893676130990343e-09
1859,9.349230367661221e-07,5.092173349652285e-10,2.34239969643113e-08
1860,9.589200544724008e-07,4.577183909670879e-10,3.661747127736703e-09
1861,9.351755920761207e-07,9.431927461278633e-10,2.5937801240161207e-08
1862,9.04049045402644e-07,0.0,2.2589932147099034e-09
1863,8.820500170259038e-07,4.994620828036034e-10,1.1987090431375691e-08
1864,7.777048836032918e-07,4.794727948009836e-10,1.2466292886870178e-08
1865,7.968687327775115e-07,4.706844358715045e-10,8.943004559114343e-09
1866,8.860280900080397e-07,0.0,1.751620715140234e-08
1867,7.512152251365478e-07,0.0,1.164674756637396e-08
1868,8.906592938728863e-07,4.93987406535723e-10,2.667531973088444e-08
1869,7.530386483267648e-07,1.953407657850903e-09,4.883519144627257e-10
1870,8.566668725507043e-07,1.1468097582678638e-09,1.0321287824410774e-08
1871,8.242033686656214e-07,0.0,1.4869648623516696e-08
1872,8.47836986395123e-07,6.047339295989218e-10,5.442605477412599e-09
1873,9.326195140602067e-07,0.0,4.788803575905831e-09
1874,8.065722454375646e-07,0.0,7.169530746864439e-09
1875,7.129023060770123e-07,5.721527140956084e-10,1.2587359599081083e-08
1876,7.351953854595195e-07,6.04601479992084e-10,1.209202959984168e-09
1877,7.829976880202594e-07,0.0,4.329371083855449e-09
1878,9.427017175767105e-07,0.0,6.6429977074733415e-09
1879,6.561415375472279e-07,0.0,1.0996785704264767e-08
1880,8.080068596427736e-07,0.0,7.059631101924424e-09
1881,6.916727670613909e-07,6.972507571312292e-10,1.1853263259808955e-08
1882,7.01477574693854e-07,6.655385131892899e-10,3.4608003574021495e-08
1883,7.166130444602459e-07,6.319338941018771e-10,1.2638677882037541e-09
1884,7.479722512471199e-07,0.0,7.922036360241691e-09
1885,6.600330948458577e-07,6.445635691854079e-10,7.7347630522695e-09
1886,7.95066739556205e-07,0.0,2.5813855497602844e-09
1887,5.836858463226235e-07,0.0,5.876032105334161e-09
1888,6.917610448908817e-07,6.340614699951175e-10,2.53624587998047e-09
1889,6.91671118602244e-07,1.2530273485467092e-09,1.3156786771162388e-08
1890,5.676098453477607e-07,6.554386478008212e-10,7.865263995654459e-09
1891,6.552698437189974e-07,0.0,5.099376032546843e-09
1892,6.362540148074913e-07,0.0,4.387958441043338e-09
1893,6.337010631796147e-07,0.0,1.1085149687062312e-08
1894,7.32869011699222e-07,6.301539290376468e-10,9.452309157609307e-09
1895,7.138076512092084e-07,6.018614495673091e-10,1.3240951446391591e-08
1896,6.068042921469896e-07,1.7691086373616827e-09,2.358811590497112e-09
1897,7.300872084670118e-07,0.0,5.826713334045053e-09
1898,6.484474965873233e-07,0.0,2.8291773368493978e-09
1899,6.174304871819913e-07,0.0,6.080336234504102e-09
1900,6.161779992908123e-07,1.5573159428683425e-09,2.595526460424935e-09
1901,6.337629656627541e-07,0.0,5.588738916095792e-10
1902,6.059290171833709e-07,2.455141867585553e-09,1.4730852093691738e-09
1903,7.23089499388152e-07,5.400220270956879e-10,6.480264325148255e-09
1904,6.992387397986022e-07,1.0749250378694342e-09,5.912087708281888e-09
1905,6.812201718275901e-07,1.5482277682110634e-09,3.6125313851442797e-09
1906,6.749170324837905e-07,1.0288369045596824e-09,3.600929110447737e-09
1907,6.34112609532167e-07,2.057137349353866e-09,9.257117739025489e-09
1908,7.018375072220806e-07,0.0,4.911389073214423e-09
1909,6.392143063749245e-07,0.0,4.950885035270858e-09
1910,6.236624017219583e-07,1.068830135508847e-09,5.878565634276356e-09
1911,6.810079185015638e-07,5.320374141248863e-10,1.1172785363555704e-08
1912,7.230676715153095e-07,0.0,9.897900277167082e-09
1913,6.734796897944761e-07,0.0,2.121195885607108e-09
1914,6.777104886168672e-07,0.0,4.018046340092951e-09
1915,9.106528864322172e-07,3.534228465440492e-09,3.534228465440492e-09
1916,7.856035608710954e-07,0.0,2.197492410260793e-09
1917,7.47910121390305e-07,0.0,7.676496771580332e-09
1918,8.01749081347225e-07,0.0,5.743188147278033e-09
1919,7.762216114315379e-07,2.762354567309444e-09,9.207848372660976e-10
1920,7.965987833813415e-07,1.514446346106979e-09,8.329454459499175e-09
1921,8.564777544961544e-07,3.7863738810983705e-09,6.058197943303867e-09
1922,7.075440180415171e-07,0.0,1.1066902949607993e-08
1923,7.516091500292532e-07,0.0,2.1231896241147297e-09
1924,7.502925427615992e-07,0.0,1.289162443462999e-09
1925,6.422935712180333e-07,0.0,1.0998177923937646e-09
1926,7.100090329004161e-07,2.229227691330493e-09,5.57306911730393e-09
1927,6.52229630304646e-07,1.1149224876660924e-09,0.0
1928,6.889902692819305e-07,0.0,9.14083297942625e-09
1929,8.745219020056538e-07,0.0,1.3368487650211591e-08
1930,7.772666776872938e-07,0.0,3.1510811737689437e-09
1931,6.478242653429334e-07,1.1405356659111021e-09,7.983749661377715e-09
1932,7.726473540969891e-07,1.0959536611565568e-09,4.383814644626227e-09
1933,8.958587045526656e-07,1.1470662197865522e-09,3.4411986593596566e-09
1934,7.464524287570384e-07,2.3963160344919743e-09,0.0
1935,7.839225872885436e-07,1.196828414151696e-09,3.590485242455088e-09
1936,7.687069114581391e-07,2.424942913137329e-09,6.0623572828433225e-09
1937,7.642808554919611e-07,1.2591118148108649e-09,0.0
1938,6.793772513447038e-07,2.5930428915188486e-09,2.5930428915188486e-09
1939,6.178796638778294e-07,0.0,6.117620188206274e-09
1940,7.83556913575012e-07,2.5357829169792012e-09,1.2678914806940611e-08
1941,6.404760597433778e-07,0.0,2.9515025978810172e-09
1942,6.97868699717219e-07,0.0,1.517105907566929e-08
1943,7.141958349166089e-07,2.9032352077962287e-09,1.7419411690866582e-08
1944,7.775910262353136e-07,0.0,1.927911696952833e-08
1945,1.0238968570774887e-06,0.0,1.742803235060819e-08
1946,8.74245358772896e-07,0.0,4.1763312808029696e-09
1947,8.666473263474472e-07,2.3841741914054637e-09,4.7683483828109274e-09
1948,8.230019261645793e-07,1.0871887834440486e-09,4.348755133776194e-09
1949,9.031647891788452e-07,9.817008317369869e-10,1.9634016634739737e-09
1950,7.604283496220887e-07,2.1270722960764488e-09,6.381216888229346e-09
1951,7.868114266784687e-07,1.0661401761424827e-09,2.1322803522849654e-09
1952,7.729341291451419e-07,3.1634410646574906e-09,2.1089607837865287e-09
1953,8.629835974716116e-07,0.0,7.54167928107563e-09
1954,8.414153853664175e-07,2.9317608341017376e-09,2.9317608341017376e-09
1955,8.109165037240018e-07,0.0,0.0
1956,7.587393042740587e-07,3.488456634670456e-09,5.232684952005684e-09
1957,8.605326797805901e-07,1.7670075402875796e-09,6.184526224473075e-09
1958,7.88344777902239e-07,0.0,1.6544486891589827e-09
1959,8.525822750016232e-07,1.5501495642666896e-09,3.100299128533379e-09
1960,8.131979143399803e-07,2.7683333403416555e-09,4.152500121534786e-09
1961,7.371996844085515e-07,1.3896318540318475e-09,7.64297514166401e-09
1962,7.673767186133773e-07,3.170978146727066e-09,3.170978146727066e-09
1963,7.442427545356622e-07,3.879631726988464e-09,6.466053470433053e-09
1964,7.702303719270276e-07,3.6503808864551957e-09,2.4335873316516654e-09
1965,7.343482479882368e-07,0.0,3.830430195250756e-09
1966,7.062320150907908e-07,2.769537488234164e-09,5.539074976468328e-09
1967,6.808793386881007e-07,1.4791006197611978e-09,4.930335695263466e-09
1968,7.792606311340933e-07,4.940557296606585e-09,4.042274071025531e-09
1969,7.144184905882867e-07,1.3625273131978588e-09,2.2708788183223305e-09
1970,7.252189107020968e-07,3.219107425067591e-09,8.277704743875347e-09
1971,7.147510814320412e-07,1.541519245584766e-09,7.193756701440179e-09
1972,6.951348723305273e-07,2.0520587451500205e-09,4.104117490300041e-09
1973,7.172678238021035e-07,3.3079223804577396e-09,2.7566018356850464e-09
1974,6.733809527759149e-07,1.6876715580593782e-09,2.812785782069227e-09
1975,6.613893788198766e-07,1.1422960355389478e-09,1.7134440533084216e-09
1976,6.439144613068493e-07,1.142705374768127e-09,1.7140580066410394e-09
1977,6.576119062629004e-07,1.1753563677885381e-09,6.464460078348111e-09
1978,6.706927706545684e-07,2.970295565063452e-09,6.534650598410963e-09
1979,6.402058829735324e-07,1.1703946700691858e-09,1.1703946700691858e-09
1980,6.793754891987192e-07,2.8425752862659692e-09,6.253665585376211e-09
1981,7.008708848843526e-07,3.1627747087981106e-09,6.325549417596221e-09
1982,6.679272246401524e-07,2.483000915987077e-09,1.8622506869903077e-09
1983,6.738442266396305e-07,3.78918940668882e-09,1.2630632095778083e-09
1984,6.547080602103961e-07,2.3196033982486597e-09,5.799008384599347e-09
1985,6.183993832564738e-07,6.015558051686298e-10,2.4062232206745193e-09
1986,6.713823950121878e-07,1.1988970927134801e-09,3.5966913891627428e-09
1987,6.917444466125744e-07,3.0554083707556856e-09,5.49973533381376e-09
1988,6.194439947648789e-07,1.798966087207532e-09,3.597932174415064e-09
1989,6.289387783908751e-07,1.6464366536794728e-09,5.488121956886971e-09
1990,6.413062010324211e-07,2.724325431913144e-09,4.358920779878872e-09
1991,6.68793177283078e-07,1.1722930404189924e-09,4.68917216167597e-09
1992,7.118848088794039e-07,5.509944167592096e-10,6.060938417817852e-09
1993,7.007097337918822e-07,2.7696036575264316e-09,1.1078414852150331e-09
1994,7.052576620480977e-07,5.274926606624319e-10,3.6924485691258724e-09
1995,7.287773655662022e-07,1.0844901643380922e-09,5.4224509327127635e-09
1996,7.740233627373527e-07,2.6690460952494277e-09,2.6690460952494277e-09
1997,8.045832942116249e-07,9.58978896292706e-10,4.794894259418925e-09
1998,7.242788342409767e-07,9.536258449571733e-10,4.7681290027412615e-09
1999,7.065531235639355e-07,2.7421207526856506e-09,3.1991407301035224e-09
2000,7.395784678010386e-07,8.836062992401139e-10,4.418031274155965e-09
2001,7.461203495040536e-07,8.762423564512289e-10,1.7524847129024579e-09
2002,7.101959909050493e-07,4.38122149670761e-10,3.504977197366088e-09
2003,7.846315952519944e-07,1.6667691671301554e-09,4.166922806803086e-09
2004,7.016832341832924e-07,1.3214374039449694e-09,4.845270407116686e-09
2005,7.863546898079221e-07,4.5037495954858286e-10,1.3511248786457486e-09
2006,6.992177077336237e-07,8.235779835885637e-10,2.0589450144825605e-09
2007,6.79061486152932e-07,3.994479469415779e-10,3.595031605740928e-09
2008,6.241406822482531e-07,0.0,5.5346713878634546e-09
2009,7.190434416770586e-07,9.53638501499654e-10,5.721831008997924e-09
2010,5.380400125432061e-07,0.0,2.3618964561933353e-09
2011,5.013227450945124e-07,0.0,4.206369030868018e-09
2012,4.156592581239238e-07,0.0,1.7021263287730903e-09
2013,4.984166253052535e-07,0.0,1.6734750252211938e-09
2014,4.5994056563358754e-07,0.0,2.5985342766432495e-09
2015,4.3666534566000337e-07,0.0,1.994917786518613e-09
2016,4.948431637785689e-07,2.0713400439298368e-10,1.4499380585064614e-09
2017,3.791026301769307e-07,0.0,7.54683426862357e-10
2018,4.3110495084874856e-07,0.0,2.8396134332808742e-09
2019,4.0458667172060814e-07,0.0,2.5509878653906526e-09
