year,soient_VERB à_ADP,soient_VERB a_ADP,soient_VERB las_ADJ
1896,1.2478113831093651e-06,5.3662962296030514e-08,3.5382172747233653e-09
1897,1.2853730595452362e-06,4.89443928719524e-08,5.826713556089658e-10
1898,1.2504964388426743e-06,4.243766027478557e-08,2.26334195829736e-09
1899,1.204459294967819e-06,4.200959757838518e-08,4.9748205555033564e-09
1900,1.2925722785439575e-06,4.6719480062407115e-08,0.0
1901,1.2233749657752924e-06,4.6945406895204655e-08,3.353243460679778e-09
1902,1.3920654282628675e-06,4.1246384085980026e-08,3.437198747846537e-09
1903,1.1783280342569924e-06,5.346218090451771e-08,4.320176216765503e-09
1904,1.2125154853492859e-06,4.40719265526468e-08,4.837162670412454e-09
1905,1.1807816235887003e-06,4.541468001661997e-08,1.5482277682110634e-09
1906,1.2536377198557602e-06,2.7264177138164314e-08,1.5432553013283723e-09
1907,1.3237678331279312e-06,3.394276593127188e-08,7.199980611716228e-09
1908,1.4066217772779055e-06,3.339744591990268e-08,0.0
1909,1.3251869859232102e-06,3.3005900901272867e-08,1.6502950117569526e-09
1910,1.3381753660723916e-06,4.595969627096963e-08,1.6032452032632705e-09
1911,1.3380740710999817e-06,3.830669426108102e-08,2.6601871816467337e-09
1912,1.2242139746376779e-06,5.0010445118431335e-08,4.167536982180309e-09
1913,1.2106725080229808e-06,6.310557776334491e-08,2.6514948014977335e-09
1914,1.2141196066295379e-06,3.214436905540907e-08,2.0090231700464756e-09
1915,1.2782127214450156e-06,6.008188691009053e-08,4.712304768617059e-09
1916,1.5547258271908504e-06,7.36159972980488e-08,0.0
1917,1.4212486121323309e-06,5.5928764064461234e-08,6.57985488317081e-09
1918,1.3841083728038939e-06,5.168869243732388e-08,1.033773866510046e-08
1919,1.2614751767614507e-06,6.445493916373835e-08,0.0
1920,1.4069206599742756e-06,5.149117532354808e-08,1.514446346106979e-09
1921,1.2101249922125135e-06,5.6038330420449256e-08,6.815472630705699e-09
1922,1.1295619515294675e-06,4.72187856592754e-08,2.2133805899215986e-09
1923,1.215526026498992e-06,3.503262968607146e-08,5.307974060286824e-09
1924,1.1177038459209143e-06,3.609654875003088e-08,2.578324886925998e-09
1925,1.1834039241875871e-06,4.839198353145946e-08,9.898360353588487e-09
1926,1.1748029464797582e-06,4.681378085180654e-08,0.0
1927,1.0736703188740648e-06,4.236705530846763e-08,5.574612327308159e-09
1928,1.1071833796449937e-06,4.456156044163606e-08,0.0
1929,1.1775409802794456e-06,3.342121868143977e-08,3.342121912552898e-09
1930,1.2520295058493502e-06,3.9913695237814295e-08,1.0503603542488804e-09
1931,1.1542221045601764e-06,2.9653928201867075e-08,1.1405356659111021e-09
1932,1.1737663498934126e-06,4.60300545457315e-08,5.4797681947604815e-09
1933,1.1275660654064268e-06,4.129438258004825e-08,2.2941324395731044e-09
1934,1.2305082464081352e-06,4.912447870708547e-08,2.3963160344919743e-09
1935,1.2183713806734886e-06,3.4708024898577605e-08,1.196828414151696e-09
1936,1.1191111752850702e-06,4.849885737456816e-08,0.0
1937,1.1621601743172505e-06,4.155068900058012e-08,5.0364472592434595e-09
1938,1.1435319038355374e-06,7.649476252424847e-08,2.5930428915188486e-09
1939,1.2357593277556589e-06,1.9423443831101395e-07,1.5294050470515685e-09
1940,1.0168489552597748e-06,2.3253129322053923e-06,2.5357829169792012e-09
1941,9.680928769739694e-07,4.427253985639368e-08,0.0
1942,1.2288558082218515e-06,7.58552971547033e-08,0.0
1943,1.2077458677595132e-06,2.322588166236983e-08,0.0
1944,1.304553620684601e-06,8.354284020128944e-08,0.0
1945,1.2461042615541373e-06,4.1391578164962084e-08,0.0
1946,1.2445467518773512e-06,3.062642850437669e-08,1.3921104269343232e-09
1947,1.1944712241529487e-06,5.9604353452868963e-08,0.0
1948,1.1948204701184295e-06,9.7846991842232e-08,1.0871887834440486e-09
1949,1.3704543562198523e-06,3.043272556180199e-08,2.945102384188658e-09
1950,1.2549726307042874e-06,6.700277843663116e-08,1.0635361480382244e-09
1951,1.1524974752319395e-06,9.488647334521261e-08,0.0
1952,1.270648908757721e-06,7.592258810529273e-08,1.0544803918932644e-09
1953,1.2206746760057285e-06,5.171437011952662e-08,4.3095309543161875e-09
1954,1.1902949381692451e-06,3.9090145342868254e-08,9.772536113672459e-10
1955,1.25391716210288e-06,6.382213513234092e-08,9.385607846468247e-10
1956,1.2706702818832127e-06,1.2209598176937675e-07,3.488456634670456e-09
1957,1.2148176438131486e-06,7.333081236682304e-08,0.0
1958,1.283024971598934e-06,7.94135385229211e-08,8.272243445794913e-10
1959,1.31917727230757e-06,1.1471106953209187e-07,3.100299128533379e-09
1960,1.1827704611278023e-06,6.367166666132462e-08,3.460416619915918e-09
1961,1.1797974366345443e-06,2.119188626803492e-07,1.3896318540318475e-09
1962,1.2829777915612794e-06,1.2747332578388892e-07,6.341956404476434e-10
1963,1.2421288602126879e-06,1.4289977778858542e-07,0.0
1964,1.3323890470928745e-06,3.57737343692488e-07,1.2167936658258327e-09
1965,1.352689082523284e-06,1.411787187155511e-07,1.6416130677043839e-09
1966,1.2507231303970912e-06,2.4925836572542437e-07,2.769537488234164e-09
1967,1.3336557458387688e-06,2.4750284866037475e-07,2.9582012395223956e-09
1968,1.2827483715227572e-06,1.7561435450286211e-07,3.5931326802796093e-09
1969,1.455633423574909e-06,1.8303284038401202e-07,9.083515606356229e-10
1970,1.2858034779128502e-06,3.30188468927739e-07,1.8394900047624674e-09
1971,1.3087498018649057e-06,2.749042611327468e-07,3.083038491169532e-09
1972,1.2635551911444054e-06,2.534292574685182e-07,1.5390440033513642e-09
1973,1.149502963926352e-06,1.8138441038040298e-07,2.7566018356850464e-09
1974,1.2348129985184642e-06,1.7045482275657164e-07,3.937900228123681e-09
1975,1.2114049923184211e-06,1.1365845198341162e-07,2.2845920710778955e-09
1976,1.2009833199044806e-06,1.405527596531897e-07,0.0
1977,1.2499914419095148e-06,1.7924185247153446e-07,0.0
1978,1.2291083066884312e-06,1.0574252506945214e-07,1.7821774056514528e-09
1979,1.1780022077800822e-06,1.1235789176833322e-07,6.437170796402825e-09
1980,1.1899020364580792e-06,1.216622266264622e-07,1.7055452605774235e-09
1981,1.1430267932155402e-06,9.108791193535026e-08,1.8976649140967083e-09
1982,1.2371551747492049e-06,7.94560310879433e-08,1.8622506869903077e-09
1983,1.2592739722094848e-06,5.115406098710196e-08,2.5261264191556165e-09
1984,1.310575953539228e-06,3.59538514516089e-08,1.1598016991243298e-09
1985,1.1525809213708271e-06,3.8258950363356803e-07,1.2031116103372597e-09
1986,1.1473445056253695e-06,3.237022144775281e-08,5.994485463567401e-10
1987,1.1830541097879177e-06,5.133086161679401e-08,1.2221633705067347e-09
1988,1.1861183111250284e-06,2.698449275140291e-08,1.1993107618124554e-09
1989,1.3835556273988914e-06,1.811080274638499e-08,1.6464366536794728e-09
1990,1.1725496733561158e-06,4.685839899432054e-08,5.44865097484859e-10
1991,1.1336073839629535e-06,1.52398094144246e-08,2.344586080837985e-09
1992,1.156537337010377e-06,9.366905251440016e-09,1.1019888335184191e-09
1993,1.1676648909997311e-06,1.2186256392876516e-08,3.323524566667402e-09
1994,1.1356917184457416e-06,2.1627199309204315e-08,5.274926606624319e-10
1995,1.1571510185603984e-06,2.2774293062521878e-08,2.1689803286761844e-09
1996,1.1690422070387285e-06,3.0427125041754266e-08,5.338092190498855e-10
1997,1.1066616707466892e-06,1.917957836994333e-08,1.438468344439059e-09
1998,1.1915554978259024e-06,2.7655150058869538e-08,0.0
1999,1.169971483250265e-06,1.645272384998009e-08,2.285100553223174e-09
2000,1.2233529105287744e-06,9.719669402663556e-09,4.4180314962005696e-10
2001,1.1658404446279746e-06,1.2705514140787244e-08,3.066848330846028e-09
2002,1.1513850495248334e-06,7.886198694073698e-09,4.38122149670761e-10
2003,1.1684052196869743e-06,1.3334153559085848e-08,1.2500769308587678e-09
2004,1.2104366078347084e-06,1.321437362311606e-08,1.7619165015858584e-09
2005,1.1417005225666799e-06,1.3511249230546696e-08,2.702249757291497e-09
2006,1.2328962384344777e-06,1.2888995504223288e-07,4.1178899179428186e-10
2007,1.0940879064946785e-06,1.0026143684727096e-07,1.5977917877663117e-09
2008,1.1418453595979372e-06,3.0653565546989725e-08,1.2772318758180745e-09
2009,1.1453198567323852e-06,1.6688673776243945e-08,9.53638501499654e-10
2010,1.1398512924643e-06,2.0312310056169736e-08,0.0
2011,1.0737713864727993e-06,1.185431283690086e-08,1.1471915639660324e-09
2012,1.0842544497791096e-06,4.1872308231827304e-08,6.808505426114664e-10
2013,1.0991941508109448e-06,3.5979714319012146e-08,8.367375126105969e-10
2014,1.05738683942036e-06,3.0316233134985993e-09,6.496335691608124e-10
2015,1.069054292202054e-06,5.763095889399494e-09,4.433150790905671e-10
2016,1.1069241736549884e-06,9.94243232188552e-09,1.86420612280358e-09
2017,1.1466156593087362e-06,4.779661388898404e-09,7.54683426862357e-10
2018,1.0547872761890176e-06,1.1874746963513871e-08,1.5488800242380307e-09
2019,1.0232012073174701e-06,9.693753355577428e-09,0.0
