year,étaient_VERB en_ADP,étaient_VERB lents_ADJ,etaient_VERB en_ADP
1826,1.3080737517157104e-05,4.4039921931471326e-08,3.170874407487645e-08
1827,1.3703320291824639e-05,4.3321183085254233e-08,2.5808365222701468e-08
1828,1.4108833966020029e-05,5.870272801189458e-08,5.044765671868845e-08
1829,1.4363498848979361e-05,4.200856196234781e-08,2.8291481157793896e-08
1830,1.4034412743058056e-05,6.366470017837855e-08,2.1917355041978226e-08
1831,1.2437105397111736e-05,5.456922025359745e-08,3.1182413096075834e-08
1832,1.2626167517737485e-05,1.2176972319366541e-08,2.4353944638733083e-08
1833,1.3543578461394645e-05,2.20088942626262e-08,1.2741991461950875e-08
1834,1.4008330254000612e-05,8.027696907220161e-08,1.7735608537350345e-08
1835,1.4493901289824862e-05,4.159698363537245e-08,3.7059130875150004e-08
1836,1.3836680409440305e-05,4.9061476659062464e-08,2.016225053580456e-08
1837,1.4244194062484894e-05,5.287997240088771e-08,1.461157062010443e-08
1838,1.593694651091937e-05,4.607878167917079e-08,1.2624323808552163e-08
1839,1.5070124391058926e-05,2.6567605004856887e-08,1.3283802502428443e-08
1840,1.6065629097283818e-05,4.968357103507515e-08,1.2102408852854296e-08
1841,1.4737084711669013e-05,3.531301828729738e-08,1.3483152372373297e-08
1842,1.595225512573961e-05,4.092041550052272e-08,1.542900918138912e-08
1843,1.3945035789220128e-05,4.666459574309556e-08,1.0041748765843295e-08
1844,1.5363581042038277e-05,4.171306500211358e-08,8.232841963717874e-09
1845,1.4612384802603628e-05,2.4553003186156275e-08,9.48638767539478e-09
1846,1.420243461325299e-05,3.33706573485415e-08,9.367202125076801e-09
1847,1.4116762940830085e-05,5.716817241818717e-08,1.1865092020002521e-08
1848,1.4238433323043864e-05,2.735375304041554e-08,1.850401076808339e-08
1849,1.3467395547195338e-05,1.4245005175439474e-08,1.508294644736452e-08
1850,1.37626529976842e-05,7.603675555856171e-08,5.431196825611551e-09
1851,1.4281637049862184e-05,2.5152811389261842e-08,1.096404567135778e-08
1852,1.2868744306615554e-05,3.7761164861649377e-08,1.6927417689771573e-08
1853,1.3138250324118417e-05,9.256494593046227e-08,1.0749477752369785e-08
1854,1.2499729564297013e-05,3.117398605922972e-08,1.7665259477439577e-08
1855,1.323284777754452e-05,3.92713346286655e-08,8.491099379170919e-09
1856,1.2664958376262803e-05,5.0736453260924463e-08,5.177189343896771e-09
1857,1.3583287000074051e-05,3.368241152656992e-08,3.4170564155999728e-09
1858,1.2993199561606161e-05,7.438387683578185e-08,5.3830437884982985e-09
1859,1.36954004119616e-05,6.670747154657874e-08,7.129042689513199e-09
1860,1.3684406440006569e-05,4.485640303641958e-08,8.238931314963338e-09
1861,1.3013702300668228e-05,5.32903889904901e-08,8.017138064531082e-09
1862,1.3286945431900676e-05,2.6656119089807362e-08,9.487771457372673e-09
1863,1.2768248780048452e-05,5.793760138317339e-08,5.494082966350788e-09
1864,1.1755713785532862e-05,4.650886253898534e-08,5.274200631788517e-09
1865,1.2946175047545694e-05,3.435996376310868e-08,7.530950973944073e-09
1866,1.2872465958935209e-05,4.525020003143254e-08,7.298419202328432e-09
1867,1.2495019291236531e-05,4.755755256269367e-08,7.279217228983725e-09
1868,1.2299298759899102e-05,3.507310708528166e-08,7.409810987013543e-09
1869,1.268835967493942e-05,3.41846337903462e-08,1.0255390314739543e-08
1870,1.2942321518494282e-05,5.6193677266946906e-08,9.17447806614291e-09
1871,1.3188316188461613e-05,3.611200227737754e-08,1.1683295220166201e-08
1872,1.3618608136312105e-05,3.084143074261192e-08,4.8378714367913744e-09
1873,1.230782345373882e-05,4.2500630570430076e-08,2.9930022904522957e-09
1874,1.314951714448398e-05,4.301718448118663e-08,5.377148060148329e-09
1875,1.243116184923565e-05,4.806082642971887e-08,4.577221712764867e-09
1876,1.1759499102481641e-05,2.8416270225761764e-08,7.859819461941697e-09
1877,1.1684973287628964e-05,2.5976227391311113e-08,1.8554447978047506e-09
1878,1.237469678017078e-05,2.4760263173106978e-08,4.831270938865373e-09
1879,1.2022541341139004e-05,3.665595116331133e-08,5.498392852132383e-09
1880,1.1584854291868396e-05,3.786529134686134e-08,5.134277003548959e-09
1881,1.1563904081413057e-05,3.137628468152798e-08,4.183504653809678e-09
1882,1.171081567008514e-05,3.128031167420886e-08,3.9932310791357395e-09
1883,1.1364699275873136e-05,5.1186646032874705e-08,5.687405213450347e-09
1884,1.1918703421542887e-05,3.6969503014461225e-08,3.300848483434038e-09
1885,1.1696250112436246e-05,5.414333870135124e-08,5.80107206715752e-09
1886,1.1564607120817527e-05,4.904632433522238e-08,3.872078213618124e-09
1887,1.0990138434863184e-05,4.1785117588233334e-08,5.223139698529167e-09
1888,1.1270442882960197e-05,3.297119732792453e-08,1.2047167707862627e-08
1889,1.104668899643002e-05,4.322944491264025e-08,3.759081934617825e-09
1890,1.0787209248519503e-05,3.0150179242127706e-08,6.554386366985909e-09
1891,1.1203967005712911e-05,2.8683990294098294e-08,5.736798147637501e-09
1892,1.1026940228475723e-05,2.0686091062316336e-08,6.8953633913793055e-09
1893,1.1091923624917399e-05,1.847524977449666e-08,6.15841644346915e-09
1894,1.0792015928018373e-05,1.1972924873759894e-08,1.1342770278588432e-08
1895,1.1237355465709697e-05,4.513960760732516e-08,4.814891596538473e-09
1896,1.1327013453410473e-05,3.3023361822870356e-08,5.307326134129653e-09
1897,1.0666381967894267e-05,2.9133568446582103e-08,6.992056267307589e-09
1898,1.0485497114132158e-05,3.225262190653666e-08,2.8291773368493978e-09
1899,1.0843450581887737e-05,4.366786754417262e-08,1.0502398950507086e-08
1900,1.0971290976158343e-05,4.360484595622438e-08,6.748368974740515e-09
1901,1.0243599717796315e-05,2.6825947685438223e-08,5.029864968975062e-09
1902,9.311862413596828e-06,2.1114219705964388e-08,6.38336894454028e-09
1903,1.0612512596708257e-05,4.1581696308412575e-08,4.860198465905796e-09
1904,1.0349916010454763e-05,4.03096898082822e-08,5.374625189347171e-09
1905,1.0120764272869565e-05,2.7868098939620722e-08,6.192911072844254e-09
1906,1.039639664668357e-05,3.549487459508782e-08,5.144184633820714e-09
1907,9.875801879388746e-06,5.142843306771283e-08,4.6285588695127444e-09
1908,9.721603419166058e-06,2.6521501439447093e-08,2.9468334439286537e-09
1909,9.836859135248233e-06,3.4656196135074424e-08,3.850688656825696e-09
1910,9.837512152444106e-06,2.8323999146095957e-08,4.809735720812114e-09
1911,1.039388280332787e-05,2.606983251496331e-08,1.5961122423746588e-09
1912,9.870811481960118e-06,4.115442919783163e-08,4.167536982180309e-09
1913,9.53424478211673e-06,3.4999732889673396e-08,7.42418571064718e-09
1914,9.84555299510248e-06,2.5447626228469744e-08,2.0090231700464756e-08
1915,1.1148134944960475e-05,9.424609537234119e-09,3.534228465440492e-09
1916,1.1297308446955867e-05,3.955486249651585e-08,5.493730803607377e-09
1917,1.1187946256541181e-05,3.728584374584898e-08,2.1932848870420685e-09
1918,1.1556443496374413e-05,5.743188324913717e-08,4.594550517822427e-09
1919,1.126948518503923e-05,6.537572261322566e-08,5.524709134618888e-09
1920,1.0686690984584857e-05,5.83061847692079e-08,2.2716695191604686e-09
1921,9.952861546480563e-06,4.316466117870732e-08,5.300923255902035e-09
1922,9.868726920103654e-06,5.5334517412575224e-08,5.164555005876537e-09
1923,9.633972695155535e-06,1.2739137744688378e-08,1.2739137744688378e-08
1924,9.788610441319179e-06,4.2542360745301266e-08,3.867487219366694e-09
1925,9.027304258779623e-06,4.2892892793133797e-08,1.3197813508725176e-08
1926,9.560042599332519e-06,4.458455293843144e-08,6.687683296036084e-09
1927,9.314062481280416e-06,3.9022285847067906e-08,7.804457524684949e-09
1928,9.250523362425156e-06,2.2852082892654835e-08,4.570416489713125e-09
1929,9.533960110275075e-06,3.5649300400564243e-08,6.684243825105796e-09
1930,9.841876817517914e-06,4.3064773080914165e-08,2.100720708497761e-09
1931,9.67516371019883e-06,3.307553342324354e-08,4.5621426636444085e-09
1932,9.786866030481178e-06,3.9454331357546835e-08,9.863582839386709e-09
1933,9.6215917437803e-06,4.01473165823063e-08,5.735331320977366e-09
1934,9.525356290396303e-06,2.6359476379411717e-08,3.5944740517379614e-09
1935,8.755996532272547e-06,4.4282650435434334e-08,8.377798899061872e-09
1936,9.186896022583824e-06,4.607391446143083e-08,6.0623572828433225e-09
1937,9.226770998793654e-06,3.399602022113868e-08,6.295559185076627e-09
1938,8.8357937784167e-06,4.6674770715071645e-08,1.5558256905023882e-08
1939,8.760432137933094e-06,4.8940961505650193e-08,1.2235240376412548e-08
1940,8.865096788213123e-06,2.028626333583361e-08,3.0429394115571995e-08
1941,8.869265002431348e-06,2.3612020783048138e-08,1.1806010391524069e-08
1942,8.802247975836508e-06,4.8547388331598995e-08,1.2136847082899749e-08
1943,9.490676347923e-06,4.3548528338988035e-08,5.806470415592457e-09
1944,9.948023944161832e-06,5.7837350908584995e-08,6.4263723231761105e-09
1945,1.1092942258983385e-05,5.010559434026618e-08,8.714016175304096e-09
1946,9.810201845539268e-06,9.32713959400644e-08,2.7842208538686464e-09
1947,1.0085056601383258e-05,4.0530959921625254e-08,1.4305045148432782e-08
1948,9.131298611464445e-06,3.8051606310318675e-08,8.697510267552389e-09
1949,9.989787940867245e-06,3.5341230386620737e-08,7.853606653895895e-09
1950,8.792253538558725e-06,4.4668517773516214e-08,6.381216888229346e-09
1951,9.39162873692112e-06,2.7719645245838365e-08,1.2793682557799002e-08
1952,9.03057025425369e-06,2.741649041126948e-08,8.435843135146115e-09
1953,8.92396110430127e-06,3.232148060305917e-08,7.54167928107563e-09
1954,8.506015547027346e-06,4.88626810124515e-08,9.772536113672459e-10
1955,8.214284207497258e-06,3.660387193349379e-08,2.0648336374051723e-08
1956,8.210954547394067e-06,2.703553825256222e-08,9.593255967388359e-09
1957,8.604442882642616e-06,4.0641172205369e-08,8.835037590415595e-09
1958,8.350002644874621e-06,4.053399393910695e-08,1.6544486891589827e-09
1959,8.601004992669914e-06,3.1778064624177205e-08,8.525822714489095e-09
1960,8.62266642798204e-06,3.3220000972278285e-08,3.460416619915918e-09
1961,8.738004908082075e-06,5.002674541287888e-08,5.55852741612739e-09
1962,9.021432560984977e-06,4.693047728210331e-08,9.512934440181198e-09
1963,9.465008588449564e-06,4.526237162849611e-08,9.69907976156037e-09
1964,8.91301351657603e-06,3.528701597588224e-08,5.475571551727398e-09
1965,9.082497854251415e-06,3.83043037288644e-08,8.20806533852192e-09
1966,8.979393896879628e-06,2.880318916709257e-08,4.431259803538978e-09
1967,8.688730304129422e-06,4.141481824149196e-08,7.395503320850594e-09
1968,9.58243526838487e-06,3.5482184301827147e-08,8.084548142051062e-09
1969,9.308332664659247e-06,2.997560244466513e-08,9.537691525451919e-09
1970,8.613871614215896e-06,2.713247759800197e-08,5.978342709767048e-09
1971,8.578555025451351e-06,2.7747345754391972e-08,6.679916619845017e-09
1972,8.638654435344506e-06,2.7702792948502974e-08,9.747279428040656e-09
1973,8.48482068249723e-06,3.087394162548662e-08,7.718485406371656e-09
1974,8.539617738279048e-06,2.0814615808717463e-08,6.1881286761433785e-09
1975,8.487259947287384e-06,2.6843956391076063e-08,8.567219822452898e-09
1976,8.585145224060398e-06,1.8854638739185248e-08,6.8562320265641574e-09
1977,8.493125278619118e-06,1.645498848290572e-08,7.052138428775834e-09
1978,8.321580025949515e-06,4.277225684745645e-08,1.0099005187669263e-08
1979,8.361299478565343e-06,4.154901134256761e-08,1.345953837272873e-08
1980,8.626078852103092e-06,3.240536017301565e-08,1.193881615790815e-08
1981,8.411715498368721e-06,2.909752794266751e-08,1.0753434587229549e-08
1982,8.430409252468962e-06,2.4209258597807093e-08,1.2415004135846175e-08
1983,8.543991498299874e-06,2.9681984869966982e-08,1.0104505676622466e-08
1984,8.412042006966658e-06,3.943325666000419e-08,9.278413592994639e-09
1985,8.67804374138359e-06,4.030423994549892e-08,3.609334831011779e-09
1986,8.732166861591395e-06,2.6375735373562748e-08,1.4386765556650971e-08
1987,8.38159667182481e-06,2.749867533680117e-08,9.777306964053878e-09
1988,8.41136625240324e-06,3.657897806874644e-08,1.199310784016916e-08
1989,8.596594852861017e-06,2.030605195102453e-08,9.878619700032232e-09
1990,8.49826119520003e-06,2.669838927715773e-08,9.80757164370516e-09
1991,8.580012945458293e-06,2.9307326343541718e-08,8.20605094986604e-09
1992,8.767974577494897e-06,3.8018615811097334e-08,4.4079553340736766e-09
1993,8.617344974481966e-06,2.7696037463442735e-08,9.416652346772025e-09
1994,8.757433533901349e-06,1.9517228722065738e-08,7.912389854425328e-09
1995,8.493184395774733e-06,2.114755837112625e-08,8.133675954979935e-09
1996,8.560698006476741e-06,2.7758080278772468e-08,1.2811421257197253e-08
1997,8.779931704339106e-06,2.8769367332870388e-08,2.4453962410575514e-08
1998,8.739503755350597e-06,3.194646680526603e-08,5.2449422582867555e-08
1999,9.008780580188613e-06,2.3308025731694215e-08,3.519054914136177e-08
2000,8.72649616212584e-06,2.8275401575683645e-08,1.0161472552283612e-08
2001,9.043696991284378e-06,2.8477876057309004e-08,8.324302136486494e-09
2002,8.99640053830808e-06,3.2859162502063555e-08,4.381221607729913e-09
2003,9.41224516282091e-06,2.541822929913451e-08,5.000307723435071e-09
2004,9.354014764539897e-06,3.1274016265570026e-08,3.523833003171717e-09
2005,9.238991879101377e-06,3.602999498752979e-08,6.305249655724765e-09
2006,9.018179298436735e-06,3.294312023172097e-08,7.000412693969338e-09
2007,9.229644092556555e-06,3.395307501818934e-08,7.589511241690161e-09
2008,9.411495739186648e-06,4.725757918322415e-08,6.3861596011349775e-09
2009,9.68801396084018e-06,4.720510560218827e-08,5.245011536203492e-09
2010,1.0514218956814148e-05,6.282644449129293e-08,4.723793023408973e-10
2011,1.0544602446316276e-05,7.724423056743035e-08,6.883149605840799e-09
2012,1.1955055015278049e-05,8.54467430144723e-08,1.7021263287730903e-09
2013,1.29264790302841e-05,1.0933370475640913e-07,5.578250084070646e-10
2014,1.271506062039407e-05,1.2083184230959887e-07,8.661780737106994e-10
2015,1.242678627022542e-05,9.863760652706333e-08,8.866301581811342e-10
2016,1.3005323125980794e-05,1.0356700386182638e-07,1.86420612280358e-09
2017,1.270207667403156e-05,1.1043533731935895e-07,1.509366853724714e-09
2018,1.2890295693068765e-05,1.2132893800753664e-07,4.3884935685412074e-09
2019,1.2160558981122449e-05,1.2780448344074102e-07,1.53059265262101e-09
