year,furent_VERB à_ADP,furent_VERB a_ADP,furent_VERB las_ADJ
1849,1.406903720635455e-06,2.0948537349241292e-08,1.3407063903514427e-08
1850,1.6198544017242966e-06,2.647708541303473e-08,2.5119284430275002e-08
1851,1.4685372207168257e-06,2.2573035218798054e-08,2.5152811389261842e-08
1852,1.2929942840855801e-06,1.3672145193766028e-08,2.3437962681782665e-08
1853,1.4213197800927446e-06,3.3442819624696085e-08,1.851298847554972e-08
1854,1.7275584696108126e-06,7.689583353398532e-08,1.2989160858012383e-08
1855,1.4249126252252609e-06,1.8574279891936385e-08,1.8574279891936385e-08
1856,1.3124174529366428e-06,2.1744194111938953e-08,1.346069211649592e-08
1857,1.7549025415064534e-06,2.147863942258965e-08,5.857811125054013e-09
1858,1.3937188896306907e-06,3.0340791878913365e-08,1.6149130033227266e-08
1859,1.413078052792116e-06,2.647930097410267e-08,1.0693564256314403e-08
1860,1.5978948795236647e-06,1.6020143822625954e-08,3.249800428761773e-08
1861,1.3784762131763273e-06,3.254014968590013e-08,3.159695793897299e-08
1862,1.3992203093948774e-06,1.2650361702615243e-08,3.930648162508987e-08
1863,1.4239664096749038e-06,1.2486552236623538e-08,2.7470415275843152e-08
1864,1.4101294709689682e-06,3.0206784629172034e-08,3.16452037907311e-08
1865,1.3861656498193042e-06,1.647395531101381e-08,5.6482134525026595e-09
1866,1.4003234127812902e-06,2.432806489593986e-08,1.4596838404656864e-08
1867,1.3481110272550723e-06,3.008743121313273e-08,1.261730986357179e-08
1868,1.3718030231757439e-06,2.1735446775750233e-08,1.0867722721741302e-08
1869,1.3092715107632102e-06,1.90457244420017e-08,1.8069020057964735e-08
1870,1.4587419627787312e-06,2.2362789842134134e-08,6.307453670473251e-09
1871,1.2904730510854279e-06,4.35468270332251e-08,9.559059321873065e-09
1872,1.3793980997434119e-06,3.265563275345329e-08,1.9351485747165498e-08
1873,1.3408649692792096e-06,3.172582285770886e-08,6.584604861359367e-09
1874,1.3950711945653893e-06,1.2546678807012768e-08,2.9873046258899194e-09
1875,1.3800323586110608e-06,2.002534571499126e-08,1.4875970677508121e-08
1876,1.3881649465474766e-06,1.3905833595728723e-08,1.6928840551599933e-08
1877,1.394676019117469e-06,2.9068634499473944e-08,6.80329748092845e-09
1878,1.410731101714191e-06,4.227362238040655e-08,1.0870359723469392e-08
1879,1.5988103996278369e-06,3.726688435623515e-08,1.710611030603104e-08
1880,1.1404513315937947e-06,2.2462462556660512e-08,1.0910338410496934e-08
1881,1.3150149698049063e-06,2.37065260755287e-08,1.3945014920579979e-08
1882,1.0921487501036609e-06,2.861815540100565e-08,1.1314154946262533e-08
1883,1.267027414542099e-06,3.8547967762259105e-08,2.211768546089843e-08
1884,1.191606315842364e-06,3.300848483434038e-08,2.0465261485469455e-08
1885,1.2291827715671388e-06,4.963139632607749e-08,2.127059772760731e-08
1886,1.1622688589341124e-06,6.130790708436251e-08,1.097088819790315e-08
1887,1.0472394933458418e-06,3.656197755663726e-08,8.48760173255414e-09
1888,1.1495534408823005e-06,3.106901136362694e-08,1.7119660356001987e-08
1889,1.1089291547250468e-06,5.200063668553412e-08,3.132568426877924e-09
1890,9.543186934024561e-07,2.294035211791723e-08,7.209825181320184e-09
1891,9.758930445968872e-07,4.716922674674606e-08,8.286486163910922e-09
1892,1.187256202683784e-06,2.4447199153954102e-08,3.1342561879199593e-09
1893,9.705664751891163e-07,5.665743163518755e-08,8.621783287310336e-09
1894,1.0989884913215064e-06,3.087754318897851e-08,5.041231432301174e-09
1895,1.221176830767945e-06,4.694519462056235e-08,4.814891596538473e-09
1896,1.1245634823353612e-06,2.4767522144308884e-08,1.7691086373616827e-09
1897,9.643210887588793e-07,2.2141510847006884e-08,1.631479840114025e-08
1898,1.0507565093575977e-06,2.716010383263523e-08,9.05336783318944e-09
1899,9.772758176040952e-07,2.7637891975018647e-08,2.2110313580014918e-08
1900,1.0584557230686187e-06,3.789468627779513e-08,6.748368974740515e-09
1901,1.0752734169727773e-06,3.856229868759442e-08,5.58873880507349e-09
1902,9.049653044712613e-07,1.7185994238833047e-08,3.928227076954727e-09
1903,1.034142201206123e-06,1.78207268941577e-08,1.0260418292773466e-08
1904,1.0303156159352511e-06,2.2573424907079698e-08,9.13686282189019e-09
1905,1.099757696465531e-06,2.8900250415020423e-08,9.805441791854719e-09
1906,1.0226639233223977e-06,3.446603624723821e-08,7.716276506641861e-09
1907,9.653117558627855e-07,1.0285686968813934e-08,8.742834012309686e-09
1908,1.0726473647082457e-06,2.7994918383456024e-08,1.3260750719723546e-08
1909,1.0066800086860894e-06,2.6954819487556847e-08,1.3752458727367411e-08
1910,1.0137854360436904e-06,2.1376603043243847e-08,1.1757131268552712e-08
1911,1.0369409437771537e-06,6.278041464469197e-08,9.044636151145369e-09
1912,1.087727127924154e-06,2.4484280158887373e-08,6.251305251225858e-09
1913,1.007568016575533e-06,2.6514949236222662e-08,1.0075680734189518e-08
1914,1.115007876251184e-06,2.276892946406761e-08,1.0045115850232378e-08
1915,1.0967888783852686e-06,5.0657276151611086e-08,1.1780761921542648e-09
1916,1.1613747119554318e-06,9.888715624128963e-09,1.0987462051303964e-09
1917,9.946546697392478e-07,1.973956376133401e-08,3.289927441585405e-09
1918,1.1532322332641343e-06,2.8715940736390166e-08,3.44591288836682e-09
1919,1.184129246212251e-06,1.381177283654722e-08,9.207848372660976e-10
1920,1.0843435802598833e-06,1.817335526510533e-08,1.8930579770426448e-08
1921,1.1260675591984182e-06,1.9689143759826777e-08,1.2116395886607734e-08
1922,1.1812074944828055e-06,1.2542490157585462e-08,5.902348387820666e-09
1923,9.915295322571183e-07,6.369568872344189e-09,5.307974060286824e-09
1924,1.0738723403846961e-06,2.4494086758863887e-08,9.02413699321869e-09
1925,1.1119158216388314e-06,1.429763130111894e-08,1.4297631523163545e-08
1926,1.1056969242417836e-06,3.1209186346359274e-08,2.1177662290483568e-08
1927,1.1829328059320687e-06,1.672383753703599e-08,2.6758140592164636e-08
1928,1.1323206763336202e-06,1.2568645679778001e-08,0.0
1929,1.1819971632576198e-06,8.912325322185666e-09,1.6710609784809094e-08
1930,1.1490942597447429e-06,3.7812972752959695e-08,1.05036033204442e-08
1931,1.2352001022009063e-06,2.9653928201867075e-08,1.0264820993199919e-08
1932,1.2406195537550957e-06,1.8631212350683768e-08,2.1919073223131136e-09
1933,1.1126542176498333e-06,5.047091433674211e-08,5.735331320977366e-09
1934,1.1658077028187108e-06,1.677421224144382e-08,5.990790086229936e-09
1935,1.0891138799706823e-06,5.146362003216609e-08,7.180970484910176e-09
1936,1.2112590184187866e-06,2.3036957230715416e-08,0.0
1937,1.201192617372726e-06,2.7700460147883632e-08,6.295559185076627e-09
1938,9.801701708056498e-07,7.779128785578848e-09,1.2965214457594243e-09
1939,9.650545962358592e-07,2.7529290846928234e-08,1.5294050470515685e-09
1940,1.0827792493728339e-06,6.339457225834622e-08,2.5357829169792012e-09
1941,1.148134515460697e-06,5.312704676185831e-08,2.9515025978810172e-09
1942,1.2713347814496956e-06,1.2136847082899749e-08,9.102635090130207e-09
1943,1.213552309309307e-06,2.322588166236983e-08,2.9032352077962287e-09
1944,1.3623908898807713e-06,3.8558232162699824e-08,0.0
1945,1.2918528682348551e-06,2.832055345791673e-08,1.3071024262956144e-08
1946,1.353131324322021e-06,1.1136883415474585e-08,5.568441707737293e-09
1947,1.322024559158308e-06,2.26496545963073e-08,7.152522574216391e-09
1948,1.249179945261858e-06,3.261566461354448e-08,5.435944139264848e-09
1949,1.3478752407536376e-06,1.47255123650325e-08,5.890204768377316e-09
1950,1.2687986554738018e-06,1.1698897628420468e-08,1.0635361480382244e-09
1951,1.2783020792994648e-06,2.1322803522849654e-08,8.529121409139861e-09
1952,1.205271132675989e-06,1.0544804140977249e-08,4.2179215675730575e-09
1953,1.230371140081843e-06,4.30953106533849e-09,1.0773827385790469e-09
1954,1.1697725312842522e-06,7.818028668893362e-09,2.9317608341017376e-09
1955,1.2285760249142186e-06,6.569925492527773e-09,4.6928039232341234e-09
1956,1.2043896049362957e-06,2.7907652633274438e-08,6.104799332717903e-09
1957,1.2784299769919016e-06,1.9437083276230283e-08,7.068030161150318e-09
1958,1.1614230288614635e-06,9.099467679352102e-09,8.272243445794913e-10
1959,1.22384312817303e-06,1.3176271185244559e-08,3.100299128533379e-09
1960,1.2076853863618453e-06,1.4533750314349447e-08,7.612916519406099e-09
1961,1.2416360277711647e-06,1.806521465752553e-08,4.16889545107324e-09
1962,1.3127850024829968e-06,8.244543381330516e-09,1.9025869768540815e-09
1963,1.186520762530563e-06,1.0992290633282664e-08,6.466053470433053e-09
1964,1.2441714716260321e-06,3.102823953327061e-08,5.475571551727398e-09
1965,1.2552867474369123e-06,2.5718603247071314e-08,7.660860390501512e-09
1966,1.3177458413338172e-06,3.378835600198471e-08,1.273987226824147e-08
1967,1.2720265658572316e-06,3.4019314920641364e-08,7.395503320850594e-09
1968,1.3689835896002478e-06,1.7516521760851944e-08,1.0779397818794223e-08
1969,1.3139305110598798e-06,1.4533624859147665e-08,5.450109252791435e-09
1970,1.1391041425667936e-06,2.5292988509173497e-08,5.058597540852361e-09
1971,1.1926221077374066e-06,1.3359833461734638e-08,8.221435976452085e-09
1972,1.1496658771648072e-06,2.257264686278404e-08,7.182205497002769e-09
1973,1.107602656702511e-06,1.1026407953362849e-08,1.6539611902288698e-09
1974,1.1121754823761876e-06,2.531507276026801e-08,4.500457340128605e-09
1975,1.0800408745126333e-06,1.5420996923865005e-08,4.569184142155791e-09
1976,1.0809992545546265e-06,1.142705374768127e-08,5.713526873840635e-10
1977,1.177707076749357e-06,2.997158826678614e-08,3.526069214387917e-09
1978,1.1691083727782825e-06,2.851483782428943e-08,4.752473081737207e-09
1979,1.1165565183546278e-06,1.9311511945119264e-08,5.851973128301324e-09
1980,1.1489689768495737e-06,1.819248163226206e-08,1.7055452605774235e-09
1981,1.077241108760063e-06,1.5181319090729062e-08,1.2651099057237047e-09
1982,1.1409389344407828e-06,2.9796011546956436e-08,3.1037510339615437e-09
1983,1.1032857401005458e-06,2.0209010909155722e-08,6.315316047889041e-10
1984,1.1139895832457114e-06,2.3775934387959552e-08,9.858314165001048e-09
1985,1.132127977143682e-06,8.421781272360818e-09,2.4062232206745193e-09
1986,1.193502043861372e-06,1.7983456612746807e-08,5.994485352545098e-09
1987,1.1329454991937382e-06,1.649920555735207e-08,3.0554083707556856e-09
1988,1.1225548632864957e-06,1.139345195966257e-08,3.597932174415064e-09
1989,1.1755557807191508e-06,1.4817929550048348e-08,1.0976244357863152e-09
1990,1.1131594419566682e-06,1.4166492756650939e-08,1.6345953479657283e-09
1991,1.180499111796962e-06,1.2895223555631219e-08,3.5168792322792797e-09
1992,1.2524103567557177e-06,1.597883780846132e-08,4.958949695321735e-09
1993,1.2889735216958798e-06,1.8279383895425383e-08,4.4313659408601325e-09
1994,1.1515164715092396e-06,2.1099706870586488e-08,1.5824779264761446e-09
1995,1.2064953125445754e-06,1.2471636501310002e-08,2.7112254663563817e-09
1996,1.2208216730869026e-06,2.8291889053733144e-08,2.6690460952494277e-09
1997,1.265852120013733e-06,2.3015492733868825e-08,4.79489448146353e-10
1998,1.1057292113036965e-06,9.536258560594035e-09,1.9072516899143466e-09
1999,1.1896233900188236e-06,1.325358303660984e-08,3.1991407301035224e-09
2000,1.1911013189092046e-06,9.277865697931986e-09,1.7672125984802278e-09
2001,1.1873083849422983e-06,2.3220423223113684e-08,1.7524847129024579e-09
2002,1.1185258017576416e-06,9.638686904178684e-09,6.133709984368352e-09
2003,1.1379866009519901e-06,1.2500768420409258e-08,4.583615265119079e-09
2004,1.1756387721106876e-06,6.475042868547831e-08,1.3214374039449694e-09
2005,1.142150949817733e-06,1.2160123907811737e-08,9.007499190971657e-10
2006,1.1348904536134796e-06,1.2765458357044679e-08,2.0589450144825605e-09
2007,1.0805066494867788e-06,2.396687684425025e-08,4.393927444112933e-09
2008,1.1039541050195112e-06,1.1069342997771514e-08,2.9802078582719105e-09
2009,1.0714128393374267e-06,1.1443661573906638e-08,3.337734755248789e-09
2010,1.0458477390784537e-06,8.502827442136152e-09,2.3618964561933353e-09
2011,9.812312100621057e-07,3.441574691898097e-09,2.6767803529281764e-09
2012,1.0345523833166226e-06,1.3617010852229328e-09,5.1063788752969685e-09
2013,1.0986364031850826e-06,3.068037490727704e-09,7.2517249982695375e-09
2014,1.1468197271824465e-06,2.815078753437561e-09,1.2343037703033133e-08
2015,1.1034112503693905e-06,1.7732603163622684e-09,1.10828768384863e-08
2016,1.1740355603251373e-06,2.0713401271965637e-09,7.871092222444531e-09
2017,9.954273991752416e-07,1.2578056374223934e-09,6.5405894034142875e-09
2018,1.0759553106254316e-06,1.5488799687268795e-09,5.421080029321956e-09
2019,1.031364377013233e-06,1.5305927081321613e-09,9.183556137770665e-09
