year,est_VERB égal_ADJ,est_VERB egal_ADJ,est_VERB légal_ADJ
1863,3.604118319344707e-06,7.991393324857654e-09,2.5172889550617583e-07
1864,3.881332304445095e-06,1.2945765348604255e-08,1.6445916450891218e-07
1865,4.221568815410137e-06,1.2237795665726026e-08,1.8544966096101234e-07
1866,4.56053885500296e-06,9.731225603104576e-09,2.3792847514414461e-07
1867,3.83420638172538e-06,3.396968040192405e-09,2.5671372760882605e-07
1868,5.0865883167716675e-06,1.3831646938911035e-08,1.8228135090225805e-07
1869,4.8322422117053065e-06,4.2974967584541446e-08,2.0559616231707878e-07
1870,4.619349510903703e-06,2.2936195165357276e-08,1.4793846325744653e-07
1871,4.351496500021312e-06,3.611200227737754e-08,2.559703737858854e-07
1872,4.62923844679608e-06,1.814201766592305e-08,2.951101691905933e-07
1873,5.6418093663523905e-06,2.8134220286801792e-08,1.6281931536354932e-07
1874,4.826886652153917e-06,1.9716210886144836e-08,2.389843629657662e-07
1875,4.989743956684833e-06,8.58229043387837e-09,1.384609547017135e-07
1876,4.6790109990979545e-06,1.4510435519810017e-08,1.7170681587685976e-07
1877,4.890333912044298e-06,8.040260901509555e-09,2.430632726202475e-07
1878,4.8892461563809775e-06,1.69094480639842e-08,1.7996484302784665e-07
1879,4.470804014999885e-06,1.5273313280772527e-08,1.6006432090875933e-07
1880,4.986024578101933e-06,1.9895322722618403e-08,2.079382213082681e-07
1881,4.7594335228495765e-06,2.5101027034679646e-08,1.8895496012305557e-07
1882,5.071403393230867e-06,1.5307385581309063e-08,1.557360143067399e-07
1883,5.127511485625291e-06,2.274962085380139e-08,1.5924733709482553e-07
1884,4.5366859922069125e-06,1.7824582698722224e-08,1.3269410636951307e-07
1885,5.380816674005473e-06,1.8047780159236027e-08,1.8692342962367547e-07
1886,4.873656052950537e-06,1.2261581083805595e-08,1.2777858771073625e-07
1887,4.976999207428889e-06,2.0239665943222462e-08,2.572396375910557e-07
1888,4.646402430807939e-06,1.9655905347804037e-08,2.0480185192184308e-07
1889,4.912493750452995e-06,2.0048437576747347e-08,1.9923134786381524e-07
1890,4.540223471849458e-06,1.1142456735058204e-08,2.215382650661013e-07
1891,6.209127604961395e-06,2.2947192590550003e-08,2.1098667879471122e-07
1892,4.257573436916573e-06,3.384996816180319e-08,2.1312941811402197e-07
1893,4.6877867134753615e-06,1.7243566574620672e-08,1.496495247721441e-07
1894,4.997750693291891e-06,1.449354058991048e-08,1.4808616732864266e-07
1895,4.631323918147245e-06,6.018614495673091e-09,1.0652947501910148e-07
1896,5.406986019806936e-06,1.0614652268259306e-08,1.3975959234358015e-07
1897,4.599025032803183e-06,1.6897470089816125e-08,1.8121079747857038e-07
1898,5.15080046170624e-06,2.0370077180587032e-08,1.6013144588100658e-07
1899,4.172768967691809e-06,2.4874102777516782e-08,1.6195804519725243e-07
1900,4.731125955004245e-06,8.30568502863116e-09,1.1160764312734273e-07
1901,4.997450560040306e-06,2.0119459875900247e-08,1.4363059541722123e-07
1902,4.471304691833211e-06,9.329538919189417e-09,1.311045760843399e-07
1903,4.770014584210003e-06,2.1600881083827517e-08,1.8576758264998716e-07
1904,4.876934781350428e-06,1.3436562973367927e-08,1.5640160100360845e-07
1905,4.332973276177654e-06,1.186974607492175e-08,1.821747943608898e-07
1906,5.1205211093474645e-06,1.594697174311932e-08,1.6872925456823396e-07
1907,4.4207881728652865e-06,1.7999951751335175e-08,1.6662813173695668e-07
1908,4.426143732416676e-06,3.192402786567072e-08,1.935087361459864e-07
1909,4.366680968814762e-06,1.925344328412848e-08,2.2939101285146535e-07
1910,4.321814685681602e-06,1.7635697346918278e-08,1.897173476095304e-07
1911,4.98093413625611e-06,1.0640748726586935e-08,1.8461697948168876e-07
1912,4.467078724701423e-06,1.40654377034366e-08,1.932695283812791e-07
1913,4.396708845888497e-06,1.9090762748419365e-08,1.760592560628993e-07
1914,5.38753010914661e-06,1.1317496984020181e-07,1.5737348313393795e-07
1915,3.968938472098671e-06,2.1205371680821372e-08,1.6257451562751157e-07
1916,5.366276582208229e-06,2.307367097387214e-08,1.736018937492645e-07
1917,4.168337909504771e-06,5.483212106582869e-09,1.7436614285770702e-07
1918,5.152788617124315e-06,2.2972752589112133e-08,9.763419939190499e-08
1919,4.857140083913691e-06,2.6702760891339494e-08,1.6389969914598623e-07
1920,5.171077191334916e-06,1.514446346106979e-08,9.768178799163252e-08
1921,5.296379640640225e-06,1.1359120755116692e-08,8.86011446432633e-08
1922,4.8059873734018765e-06,2.1396012073182646e-08,1.549366501762961e-07
1923,5.130687895871233e-06,1.5923921736771263e-08,1.199602124302146e-07
1924,5.123131359141553e-06,9.02413699321869e-09,6.445812406052909e-08
1925,4.378374796942808e-06,1.0998178368026856e-08,1.3637740892136208e-07
1926,5.31559362570988e-06,1.0031524944054127e-08,1.1257599563663234e-07
1927,4.203257958579343e-06,3.3447675740205796e-09,1.0257286575665603e-07
1928,4.3373252083256375e-06,1.1426041446327417e-08,2.0338353223792183e-07
1929,4.608786184689961e-06,1.4482528065684619e-08,6.795648177515545e-08
1930,4.75813249067869e-06,1.05036033204442e-08,9.978423598511199e-08
1931,3.916599325748393e-06,1.1405356659111021e-08,1.0264820993199919e-07
1932,4.131745299673639e-06,7.6716757391182e-09,1.019236912647159e-07
1933,5.228327609074768e-06,1.766482000675751e-07,1.3420675060160647e-07
1934,4.967563199897995e-06,4.7926320689839486e-09,1.1981580172459871e-07
1935,4.885453563474584e-06,1.6755597798123745e-08,1.1848601477737475e-07
1936,4.775924935529474e-06,1.4549657478823974e-08,1.4064669340285718e-07
1937,4.484956207306823e-06,1.2591118370153254e-08,1.3472496496191866e-07
1938,4.817873559659347e-06,4.797129449229942e-08,1.1150084588962272e-07
1939,5.082213192508789e-06,2.4470480752825097e-08,9.635251974060566e-08
1940,6.783219305361854e-06,3.803674530900025e-08,1.6482588960364808e-07
1941,5.652127583744004e-06,1.1806010391524069e-08,9.149658097840074e-08
1942,5.458547093439847e-06,2.1239483061208375e-08,9.102635090130207e-08
1943,4.958725639880868e-06,1.4516175816936538e-08,5.8064703267746154e-08
1944,5.327462531568017e-06,1.927911696952833e-08,4.4984606262232774e-08
1945,5.762143246101914e-06,1.742803235060819e-08,8.06046500656521e-08
1946,5.642223641189048e-06,1.5313215584455975e-08,6.960551957035932e-08
1947,6.320445663732244e-06,1.549713246618012e-08,1.2040079888642197e-07
1948,5.624027380690677e-06,9.784699273041042e-09,1.315498441289975e-07
1949,5.572133886744268e-06,6.8719057111366055e-09,1.0406028616571916e-07
1950,5.455940481624566e-06,2.1270722072586068e-08,1.2975141050475258e-07
1951,5.413859980762936e-06,2.0256663901818683e-08,9.168805270576286e-08
1952,7.1082522481447086e-06,1.687168627029223e-08,1.0755699864084534e-07
1953,6.150778062874451e-06,3.016671712430252e-08,1.206668684972101e-07
1954,5.960269845672883e-06,1.7590565448699635e-08,1.1140690858724156e-07
1955,5.818138106405968e-06,3.9419553843345057e-08,9.854888372018422e-08
1956,5.955667802481912e-06,1.2209598665435806e-08,9.418832824792389e-08
1957,5.5201317081809975e-06,1.4136060322300636e-08,9.01173864420457e-08
1958,6.2546432673116215e-06,2.5643954515430778e-08,1.0009414896927638e-07
1959,5.669672191288555e-06,1.2401196514133517e-08,9.533420097795897e-08
1960,5.612103905150434e-06,2.7683332959327345e-08,1.0035208319880695e-07
1961,6.1880305111117195e-06,3.47407969059077e-08,8.824162112119893e-08
1962,6.238582500373013e-06,3.4880759613997725e-08,7.293250164908116e-08
1963,5.955234883003868e-06,1.0992290633282664e-08,8.276548202346135e-08
1964,5.79558809477021e-06,3.832900219435942e-08,7.909158639129998e-08
1965,5.712813162972452e-06,8.700548903561867e-08,7.38725844939836e-08
1966,7.200243089755531e-06,1.8278946356531378e-08,7.200796980910695e-08
1967,5.737431365560042e-06,2.7609878827661305e-08,1.0501614822189254e-07
1968,5.52938217879273e-06,2.5601069708613977e-08,7.770149365593504e-08
1969,5.45783041161485e-06,2.952142530432411e-08,7.811823449221933e-08
1970,5.718514330510516e-06,2.575285940054073e-08,9.105475343162972e-08
1971,5.721605703001842e-06,3.648262136835001e-08,7.810364277549553e-08
1972,5.867862000741297e-06,2.7189777540570503e-08,8.105631787991285e-08
1973,4.881942004431039e-06,3.3079221140042137e-08,8.545466162468429e-08
1974,4.571339559333865e-06,3.037808582462276e-08,7.988311989670649e-08
1975,4.970701411366463e-06,1.1422960710660846e-07,6.396857754609186e-08
1976,4.479976269067265e-06,5.3135799760184454e-08,7.82753204475739e-08
1977,4.158998308412265e-06,5.05403221495726e-08,7.463512763372648e-08
1978,4.280196208128473e-06,2.8514838490423244e-08,8.732669387612191e-08
1979,3.974660103267524e-06,3.3941446986318624e-08,8.660920802761041e-08
1980,3.537869361025514e-06,1.8760998088396263e-08,1.1995667703601498e-07
1981,3.7927995890640887e-06,1.2018544381930951e-08,9.29855757947351e-08
1982,3.792163170146523e-06,1.4898005495922462e-08,1.2042554442537323e-07
1983,3.418480673644808e-06,1.894594880980094e-08,1.0041352527245806e-07
1984,3.8870753087394405e-06,4.059305780401701e-08,9.97429476790046e-08
1985,4.477981292438926e-06,2.1656008541981464e-08,8.903025805473419e-08
1986,3.868840849463595e-06,2.577628777089558e-08,8.57211387428336e-08
1987,3.5467180623527383e-06,2.199894133525504e-08,7.699628956636673e-08
1988,3.6956760141038103e-06,1.0194141530917022e-08,1.0194141703001591e-07
1989,3.6896644814987667e-06,2.1952487827547884e-08,1.0043263509729172e-07
1990,4.51584173788433e-06,1.5256222951620657e-08,1.1714599690293426e-07
1991,3.245493189751869e-06,1.52398094144246e-08,8.264665601886989e-08
1992,3.2161544822884025e-06,2.975369817193041e-08,9.862800098847657e-08
1993,3.1617796594218817e-06,1.1632335983335906e-08,8.918123778345333e-08
1994,3.0457426873908844e-06,9.494868002946077e-09,1.028610653319717e-07
1995,3.141768047498772e-06,1.626735190995987e-08,1.0628003255241936e-07
1996,2.9861287202948006e-06,1.1743802375008272e-08,9.234899600585322e-08
1997,2.900911113101756e-06,1.102825741838842e-08,8.630809944509821e-08
1998,2.8799499887099955e-06,1.1920323395031573e-08,1.1252785270254861e-07
1999,2.7974201657343656e-06,3.656160929565999e-09,9.094700459399974e-08
2000,3.152265435346635e-06,1.0161472552283612e-08,1.0912537551366341e-07
2001,2.964766053992207e-06,7.886181485616817e-09,1.239882884140897e-07
2002,3.258752485635341e-06,5.6955880012310445e-09,1.2092171219890702e-07
2003,3.139359705528477e-06,8.333845613606172e-09,1.0542314915484852e-07
2004,3.302272034488851e-06,2.5988267537968568e-08,1.2201272064915614e-07
2005,2.812141246977262e-06,9.007498746882447e-09,9.232686892790554e-08
2006,2.9220545911812223e-06,1.2353670086895363e-08,1.2559563555836206e-07
2007,2.77416597782576e-06,4.7933754743212376e-09,1.026581202268062e-07
2008,3.895131612807745e-06,8.940623352771127e-09,1.1537661270821786e-07
2009,3.5332307106727967e-06,1.43045770784056e-08,1.1634390051362686e-07
2010,4.178667495580157e-06,7.558068837454357e-09,1.5116137319637346e-07
2011,3.098564548054128e-06,4.971163480860241e-09,1.5640045519793588e-07
2012,3.02297644338978e-06,4.765953853791416e-09,1.4740413689651177e-07
2013,3.0275953122327337e-06,8.08846234434668e-09,1.7041553473928772e-07
2014,2.7654900804918725e-06,1.0827225782605865e-09,1.5114806695137872e-07
2015,3.1040922294778284e-06,3.32486305154589e-09,1.4895386124536003e-07
2016,3.0154567411955213e-06,2.4856081637381067e-09,1.6218592180372582e-07
2017,3.0245194011513377e-06,4.528100561174142e-09,1.7408030750232228e-07
2018,2.6756902116176207e-06,2.323319980845895e-09,1.4223881317221299e-07
2019,2.65889457295998e-06,3.826481798085979e-09,1.3086566941211686e-07
