year,soient_VERB égaux_ADJ,soient_VERB egaux_ADJ,soient_VERB légaux_ADJ
1800,7.011486786723253e-07,0.0,0.0
1801,4.738553229799436e-07,0.0,0.0
1802,3.088219386881974e-07,0.0,0.0
1803,2.86699872731333e-07,0.0,1.950339223455444e-09
1804,4.202146612897195e-07,0.0,2.4718509461507665e-09
1805,2.643876371166698e-07,0.0,0.0
1806,3.112202762167726e-07,0.0,0.0
1807,3.4448157748556696e-07,0.0,0.0
1808,3.331128652916959e-07,2.2660739951163578e-09,0.0
1809,3.8177614669621107e-07,2.259030518203531e-09,0.0
1810,4.516444676028186e-07,0.0,0.0
1811,4.86372869090701e-07,2.5070767684098882e-09,0.0
1812,3.3873544680318446e-07,2.6672082320544632e-09,0.0
1813,5.176335093892703e-07,0.0,0.0
1814,1.604805390797992e-07,0.0,0.0
1815,1.8341120266995858e-07,0.0,0.0
1816,3.1519414278591285e-07,0.0,0.0
1817,2.0239353659690096e-07,0.0,4.670620334934483e-09
1818,2.968373280509695e-07,1.1921177378582115e-09,1.1921177378582115e-09
1819,2.5463583597229444e-07,1.035105001712111e-09,0.0
1820,1.9342364510066545e-07,0.0,0.0
1821,2.031466550533878e-07,0.0,0.0
1822,2.396122340542206e-07,0.0,0.0
1823,1.7788836714771605e-07,0.0,0.0
1824,1.6168536376426346e-07,8.421112696055388e-10,0.0
1825,2.2453879466866056e-07,0.0,0.0
1826,2.827362948210066e-07,0.0,0.0
1827,2.6637920313987706e-07,0.0,0.0
1828,2.586589005204587e-07,9.172301251858528e-10,0.0
1829,2.0318427118581894e-07,0.0,0.0
1830,2.7970719429504243e-07,2.0873671680021744e-09,2.0873671680021744e-09
1831,2.9155555125726096e-07,0.0,1.5591206103948707e-09
1832,1.8671357793209609e-07,0.0,0.0
1833,2.2935584809147258e-07,0.0,2.3167257001688313e-09
1834,2.4083090011117747e-07,0.0,0.0
1835,2.04959690108808e-07,1.5126175867408165e-09,5.294161553592858e-09
1836,1.7003497987388982e-07,0.0,1.4113575197427508e-08
1837,2.5326721697638277e-07,6.957890930081589e-10,6.957891152126194e-09
1838,1.7800296348013944e-07,0.0,1.2624323808552163e-09
1839,1.8177836125232716e-07,3.4957374772659477e-09,6.292327547896548e-09
1840,2.350415115870419e-07,6.369688665408546e-10,0.0
1841,2.1765659141692595e-07,0.0,6.420548537278137e-10
1842,1.8514811017666943e-07,0.0,6.708265054555795e-10
1843,2.4277403554151533e-07,0.0,4.134837805480629e-09
1844,2.398501237621531e-07,0.0,5.488561272137815e-10
1845,2.0870052708232834e-07,1.1160455892778032e-09,3.9061593959388574e-09
1846,1.60413335947851e-07,5.854501328173001e-10,4.0981511517657054e-09
1847,1.7042586364368617e-07,0.0,0.0
1848,2.799737046643713e-07,8.045221711050488e-10,0.0
1849,2.5054450247807836e-07,0.0,0.0
1850,2.5526625790917024e-07,0.0,0.0
1851,1.8767866549751488e-07,0.0,5.159551008659946e-09
1852,2.2526486986862437e-07,0.0,1.3021090872200602e-09
1853,2.0662884026023676e-07,0.0,1.7915795513800958e-09
1854,1.8080912411733152e-07,5.195664454227256e-10,0.0
1855,1.5867742320097022e-07,5.306937111981824e-10,1.0613874223963649e-09
1856,2.1692423501917801e-07,5.177189232874468e-10,0.0
1857,1.3814670296596887e-07,0.0,0.0
1858,1.893852612511182e-07,0.0,0.0
1859,1.5174676093465678e-07,0.0,2.5460866748261424e-09
1860,1.6020143789319263e-07,0.0,2.746310290291376e-09
1861,2.1457634602484177e-07,0.0,9.431927461278633e-10
1862,2.4306766022164084e-07,3.162590411776023e-09,3.162590411776023e-09
1863,1.9578914134399383e-07,1.9978483312144135e-09,0.0
1864,2.114474995096316e-07,4.794727948009836e-10,5.274200631788517e-09
1865,1.5909134276625991e-07,0.0,9.41368871743009e-10
1866,2.1651977988312865e-07,0.0,0.0
1867,2.4215529492721544e-07,0.0,0.0
1868,2.69717133960512e-07,0.0,4.939874287401835e-09
1869,2.6029155719697883e-07,4.883519144627257e-10,1.953407657850903e-09
1870,1.7718210187922523e-07,5.734048791339319e-10,0.0
1871,2.166720207696926e-07,0.0,2.1242354542039266e-09
1872,1.8383911992714275e-07,0.0,0.0
1873,2.460247969793272e-07,0.0,1.1972008939764578e-09
1874,1.2725917031275458e-07,0.0,0.0
1875,2.357269153208108e-07,0.0,0.0
1876,1.729160175045763e-07,0.0,2.418405919968336e-09
1877,2.412078288216435e-07,0.0,6.184815992682502e-10
1878,1.8540002599820582e-07,0.0,1.8117265465633636e-09
1879,1.722829665595782e-07,6.10932526790009e-10,3.665595160740054e-09
1880,1.630132970831255e-07,0.0,6.417846254436199e-10
1881,1.694319280431955e-07,0.0,0.0
1882,1.8235755305795465e-07,0.0,0.0
1883,1.4913639745373075e-07,6.319338941018771e-10,0.0
1884,2.2247718334256206e-07,0.0,1.3203393933736152e-09
1885,1.675865348715888e-07,6.445635691854079e-10,6.445635691854079e-10
1886,2.0909223508169816e-07,0.0,2.5813855497602844e-09
1887,1.527768347386882e-07,0.0,6.528924623161458e-10
1888,1.826097104640212e-07,0.0,0.0
1889,1.5161630528837122e-07,0.0,3.759081934617825e-09
1890,1.8548914226812485e-07,6.554386478008212e-10,4.5880703680722945e-09
1891,2.683546540538373e-07,6.374220040683554e-10,6.374220040683554e-10
1892,2.1939793271030794e-07,0.0,1.2537024751679837e-09
1893,1.459544733961593e-07,0.0,2.463366621796581e-09
1894,1.531274023136575e-07,1.2603078580752936e-09,3.150769645188234e-09
1895,1.564839777756788e-07,6.018614495673091e-10,4.213029924926559e-09
1896,2.2644590558229538e-07,0.0,2.358811590497112e-09
1897,1.526598936152368e-07,5.826713556089658e-10,1.1653427112179315e-09
1898,1.6409229885994137e-07,0.0,5.092519295146758e-09
1899,1.74118724771688e-07,0.0,1.1055156790007459e-09
1900,1.728620731000774e-07,0.0,5.191053142894475e-10
1901,2.011945952062888e-07,0.0,1.1177477832191585e-09
1902,1.870818095994764e-07,0.0,2.455141867585553e-09
1903,1.4958609995119332e-07,0.0,4.860198465905796e-09
1904,1.0641758052543082e-07,0.0,3.2247751136083025e-09
1905,1.5998352864698973e-07,0.0,9.805441791854719e-09
1906,1.6358507082259166e-07,0.0,4.115347618238729e-09
1907,1.8411378732707817e-07,0.0,0.0
1908,1.193467511484414e-07,2.4556945366072114e-09,9.822778146428846e-10
1909,1.606287156619146e-07,0.0,3.850688656825696e-09
1910,1.833043654642097e-07,0.0,5.344150677544235e-10
1911,1.5109863227280584e-07,0.0,1.5961122423746588e-09
1912,1.4898944300512085e-07,5.209421227725386e-10,1.0418842455450772e-09
1913,1.3681713539881457e-07,0.0,0.0
1914,1.7478501490586495e-07,4.68772043404897e-09,6.696743715117748e-10
1915,1.4843760709482012e-07,0.0,1.1780761921542648e-09
1916,1.8898434461789293e-07,0.0,1.0987462051303964e-09
1917,1.3817694366480282e-07,0.0,4.386569774084137e-09
1918,1.6310654871176666e-07,0.0,2.2972752589112133e-09
1919,1.7771147042822122e-07,0.0,9.207848372660976e-10
1920,1.8627690678840736e-07,0.0,7.572231730534895e-10
1921,1.61299524847891e-07,0.0,7.572747429129834e-10
1922,1.0845565157069359e-07,0.0,2.2133805899215986e-09
1923,1.475616784318845e-07,0.0,0.0
1924,1.5985614254532265e-07,0.0,6.445812328337297e-09
1925,1.4297631878434913e-07,0.0,5.499089184013428e-09
1926,1.660774699985268e-07,0.0,5.57306911730393e-09
1927,1.505145377223016e-07,0.0,4.4596899506643695e-09
1928,1.3825510336573643e-07,0.0,1.1426041224282812e-09
1929,1.3702700130124867e-07,0.0,1.1140406375176326e-09
1930,1.460000902397951e-07,0.0,0.0
1931,1.0150767337790967e-07,0.0,0.0
1932,8.87722464426588e-08,0.0,0.0
1933,1.3994207392897806e-07,8.02946331646126e-09,2.2941324395731044e-09
1934,1.1981580883002607e-07,0.0,1.1981580172459871e-09
1935,1.2447014796634903e-07,0.0,0.0
1936,1.5034646594358492e-07,0.0,0.0
1937,1.4983430673964904e-07,0.0,0.0
1938,1.0890779833516717e-07,0.0,1.2965214457594243e-09
1939,1.3152883582279173e-07,0.0,0.0
1940,1.5468275194052694e-07,0.0,5.0715658339584024e-09
1941,9.739958528598436e-08,0.0,8.854508237732261e-09
1942,1.061974117533282e-07,0.0,3.034211770724937e-09
1943,1.567747034414424e-07,0.0,0.0
1944,1.2210107058763242e-07,0.0,6.4263723231761105e-09
1945,2.1785039905353187e-07,0.0,0.0
1946,1.5174003920037649e-07,0.0,1.3921104269343232e-09
1947,1.692763618166282e-07,0.0,3.5762612871081956e-09
1948,2.065658719629937e-07,0.0,2.174377566888097e-09
1949,1.3449300695356214e-07,0.0,1.9634016634739737e-09
1950,1.35069086582007e-07,0.0,4.2541445921528975e-09
1951,1.3753208349953638e-07,0.0,0.0
