year,étant_VERB égale_ADJ,étant_VERB légale_ADJ,etant_VERB égale_ADJ,etant_VERB egale_ADJ
1834,1.9229133840781287e-07,5.600718555598405e-09,9.334530925997342e-10,0.0
1835,2.427751155664737e-07,7.563087933704082e-10,0.0,0.0
1836,1.1761312634916976e-07,3.36037508930076e-09,0.0,0.0
1837,1.30808345488731e-07,6.957890930081589e-10,0.0,0.0
1838,2.373372893771375e-07,7.574594285131298e-09,0.0,0.0
1839,1.8038005578091543e-07,8.38977065598101e-09,0.0,0.0
1840,1.974603520693563e-07,2.5478754661634184e-09,0.0,0.0
1841,1.7977535549107415e-07,3.2102742686390684e-09,0.0,0.0
1842,2.2271440514032292e-07,7.379091560011375e-09,0.0,0.0
1843,2.2032777735603304e-07,8.269675610961258e-09,0.0,0.0
1844,1.531308555513533e-07,3.2931368743049916e-09,1.097712254427563e-09,5.488561272137815e-10
1845,2.2599922999688715e-07,2.2320911785556063e-09,0.0,0.0
1846,1.8617313912727695e-07,1.1709002656346001e-09,0.0,0.0
1847,1.9793131400547281e-07,2.1572894581822766e-09,0.0,0.0
1848,2.0756671403887594e-07,5.63165514222419e-09,0.0,0.0
1849,1.3826034717112634e-07,2.513824481908955e-09,0.0,0.0
1850,1.3102761897698656e-07,5.431196825611551e-09,0.0,0.0
1851,1.2253933334704925e-07,9.674158363282004e-09,6.449438760824933e-10,0.0
1852,1.1979403780060238e-07,2.3437962681782665e-08,0.0,0.0
1853,1.6661689983266115e-07,4.777545470346922e-09,0.0,0.0
1854,1.4807643822223326e-07,0.0,0.0,0.0
1855,9.97704177052583e-08,1.0083180512765466e-08,0.0,0.0
1856,2.1433562835682096e-07,6.212626857404757e-09,0.0,0.0
1857,1.923314556506739e-07,4.881509085841174e-10,0.0,0.0
1858,6.523270030811545e-07,7.34051397444091e-09,0.0,0.0
1859,2.225279729373142e-07,2.036869339860914e-09,1.018434669930457e-09,5.092173349652285e-10
1860,2.549491568970552e-07,4.119465657481669e-09,0.0,0.0
1861,2.6880994141720294e-07,5.659156698811785e-09,0.0,0.0
1862,2.0150218915659934e-07,2.710791813242963e-09,0.0,0.0
1863,2.2575686386971938e-07,4.994620828036034e-10,0.0,0.0
1864,1.975427892375592e-07,5.753673537611803e-09,0.0,0.0
1865,1.8733240381152427e-07,4.706844358715045e-10,0.0,4.706844358715045e-10
1866,2.4425375499959046e-07,2.919367858567057e-09,0.0,0.0
1867,1.7130425078448752e-07,1.455843445796745e-09,0.0,9.7056229719783e-10
1868,2.3217408795517258e-07,1.975949626142892e-09,0.0,0.0
1869,1.8655043731996557e-07,6.348574999037737e-09,0.0,9.767038289254515e-10
1870,1.9209063850667008e-07,2.2936195165357276e-09,0.0,0.0
1871,1.317025919433945e-07,3.18635318130589e-09,0.0,0.0
1872,2.3221782896598597e-07,6.047339295989218e-10,0.0,0.0
1873,2.77750615396144e-07,5.986004469882289e-10,0.0,0.0
1874,1.9357733549441036e-07,0.0,0.0,0.0
1875,1.893825469778676e-07,4.577221712764867e-09,0.0,0.0
1876,2.4244519636340556e-07,6.04601479992084e-10,0.0,1.209202959984168e-09
1877,2.5481440957264567e-07,1.2369631985365004e-09,0.0,0.0
1878,1.9083520896856498e-07,1.0870359723469392e-08,0.0,1.2078177347163432e-09
1879,2.138263823781017e-07,0.0,0.0,0.0
1880,1.8419218861254194e-07,3.2089231272180996e-09,0.0,0.0
1881,1.6176217343399912e-07,1.3945015142624584e-09,0.0,0.0
1882,2.1696556018468982e-07,5.989846840748214e-09,0.0,0.0
1883,2.679399813132477e-07,1.2638677882037541e-09,0.0,0.0
1884,2.5680600401756237e-07,1.3203393933736152e-09,0.0,0.0
1885,2.3204287913358712e-07,4.511945039809007e-09,0.0,6.445635691854079e-10
1886,2.3167935125911754e-07,5.162771099520569e-09,0.0,6.453463874400711e-10
1887,2.1088426649384928e-07,7.834709769838355e-09,0.0,0.0
1888,2.2826212386917177e-07,3.1703073499755874e-09,1.268122939990235e-09,6.340614699951175e-10
1889,2.036169490793327e-07,0.0,0.0,1.8795409673089125e-09
1890,1.9400984285766754e-07,1.1142456735058204e-08,0.0,0.0
1891,2.243725418793474e-07,3.1871101313640793e-09,0.0,0.0
1892,2.576358610895113e-07,3.1342561879199593e-09,0.0,0.0
1893,2.0199605899051676e-07,4.310891643655168e-09,0.0,0.0
1894,1.8526525025208684e-07,6.9316934414587195e-09,0.0,6.301539290376468e-10
1895,1.594932825810247e-07,1.8055843487019274e-09,0.0,6.018614495673091e-10
1896,2.429575829410169e-07,7.66613794667137e-09,0.0,5.89702897624278e-10
1897,2.0510032072706963e-07,2.9133566670225264e-09,0.0,5.826713556089658e-10
1898,2.3369005930362619e-07,4.52668391659472e-09,0.0,0.0
1899,1.9788730298841983e-07,9.949641111006713e-09,0.0,0.0
1900,2.0971855008156126e-07,4.671947717582725e-09,0.0,5.191053142894475e-10
1901,4.7671943548266427e-07,5.029864968975062e-09,0.0,0.0
1902,3.1916846410240396e-07,7.365425602756659e-09,0.0,4.910283846193408e-10
1903,2.2410914368720114e-07,3.7801539676252105e-09,0.0,5.400220270956879e-10
1904,2.4185814595512056e-07,5.374625189347171e-09,0.0,1.6123875568041512e-09
1905,2.069464386522668e-07,1.4450125540577119e-08,0.0,0.0
1906,2.067962157070724e-07,1.2860461140462576e-08,0.0,5.144184522798412e-10
1907,2.0468516481741972e-07,8.228549397415463e-09,0.0,0.0
1908,1.6895178589493298e-07,7.367083831866239e-09,0.0,0.0
1909,2.293910199568927e-07,5.5009836685826485e-09,5.500983557560346e-10,0.0
1910,2.0842188064307265e-07,4.275320542035388e-09,5.344150677544235e-10,5.344150677544235e-10
1911,1.7291216636294848e-07,5.320374141248863e-10,0.0,5.320374141248863e-10
1912,1.8701821602462587e-07,4.167536982180309e-09,1.0418842455450772e-09,0.0
1913,2.216649761521694e-07,3.71209285532359e-09,0.0,0.0
1914,1.841604557739629e-07,6.696743715117748e-10,0.0,0.0
1915,1.5432797795256192e-07,2.3561523843085297e-09,0.0,0.0
1916,2.439216473248962e-07,2.197492410260793e-09,0.0,0.0
1917,1.8971914528265188e-07,6.57985488317081e-09,0.0,0.0
1918,2.0330885774910712e-07,1.1486376294556067e-09,0.0,0.0
1919,2.51374274284899e-07,2.025726608678724e-08,0.0,9.207848372660976e-10
1920,2.460975281337596e-07,3.028892692213958e-09,0.0,7.572231730534895e-10
1921,2.1733785615651868e-07,6.815472630705699e-09,0.0,0.0
1922,2.1912468639584404e-07,2.2133805899215986e-09,0.0,0.0
1923,2.3248927050190105e-07,6.369568872344189e-09,0.0,0.0
1924,2.5783248247535084e-07,1.289162443462999e-09,0.0,0.0
1925,1.8806883872457547e-07,7.698724324711748e-09,0.0,0.0
1926,2.3741274901567522e-07,3.343841648018042e-09,0.0,0.0
1927,1.572040702058075e-07,1.1149224876660924e-09,0.0,0.0
1928,2.4451728108942916e-07,2.2852082448565625e-09,0.0,0.0
1929,2.1612387968161784e-07,0.0,0.0,0.0
1930,2.0061882821664767e-07,8.402882833991043e-09,0.0,1.0503603542488804e-09
1931,1.8818838043443975e-07,4.5621426636444085e-09,0.0,0.0
1932,2.1480691714259592e-07,0.0,0.0,0.0
1933,2.4891338057386747e-07,8.02946331646126e-09,0.0,0.0
1934,2.635947566886898e-07,2.3963160344919743e-09,0.0,0.0
1935,2.8125467110839963e-07,2.393656828303392e-09,1.196828414151696e-09,0.0
1936,2.3521945990978566e-07,3.6374143697059935e-09,0.0,0.0
1937,2.3167658014244807e-07,5.0364472592434595e-09,0.0,0.0
1938,2.5800775915740815e-07,5.186085783037697e-09,0.0,0.0
1939,1.942344454164413e-07,4.588215141154706e-09,0.0,0.0
1940,2.408993680091953e-07,7.607348528892999e-09,0.0,0.0
1941,2.302171964174704e-07,0.0,0.0,0.0
1942,2.973527557514899e-07,3.034211770724937e-09,0.0,0.0
1943,3.1064615768627846e-07,2.9032352077962287e-09,0.0,0.0
1944,2.3456259157228487e-07,0.0,0.0,0.0
1945,2.7884851760973106e-07,2.178504043826024e-09,0.0,0.0
1946,2.714615447985125e-07,4.1763312808029696e-09,0.0,0.0
1947,2.205361084861579e-07,1.1920870957027319e-09,0.0,0.0
1948,2.7940751579080825e-07,4.348755133776194e-09,0.0,0.0
1949,2.758579285000451e-07,1.9634016634739737e-09,0.0,9.817008317369869e-10
1950,2.0951662804691296e-07,8.508289184305795e-09,0.0,0.0
1951,2.388154030086298e-07,4.264560704569931e-09,0.0,0.0
1952,3.1318066362473473e-07,8.435843135146115e-09,0.0,1.0544803918932644e-09
1953,2.671909271612094e-07,3.232148326759443e-09,0.0,0.0
1954,2.5115417656706995e-07,9.772536113672459e-10,0.0,0.0
1955,2.5998133423854597e-07,1.8771215692936494e-09,0.0,9.385607846468247e-10
1956,2.0756317553605186e-07,3.488456634670456e-09,0.0,8.72114158667614e-10
1957,2.376625189981496e-07,6.184526224473075e-09,0.0,8.835037701437898e-10
1958,2.3575893237648415e-07,5.790570245522986e-09,0.0,0.0
1959,2.511242200853303e-07,2.325224457422337e-09,0.0,0.0
1960,2.1593000099073834e-07,2.076250060767393e-09,0.0,0.0
1961,2.4110113372444175e-07,4.86371165564492e-09,2.08444772553662e-09,6.948159270159238e-10
1962,1.9660065220250544e-07,3.170978146727066e-09,0.0,0.0
1963,2.631683742038149e-07,6.466053248388448e-10,1.939815863494232e-09,0.0
1964,2.1841445629888767e-07,3.6503808864551957e-09,0.0,0.0
1965,2.0465442673867074e-07,3.830430195250756e-09,0.0,0.0
1966,2.1990126697346568e-07,2.769537488234164e-09,0.0,5.539074754423723e-10
1967,1.937621902925457e-07,4.930335695263466e-09,0.0,4.930335584241163e-10
1968,1.7786007333597809e-07,8.982831700699023e-10,0.0,4.4914158503495116e-10
1969,1.6577415351548552e-07,2.2708788183223305e-09,0.0,4.5417578031781147e-10
1970,1.664738391582432e-07,6.438214850135182e-09,0.0,4.5987250119061684e-10
1971,1.890930292347548e-07,1.0276794970565106e-09,0.0,0.0
1972,1.754510208229476e-07,0.0,0.0,5.130146862875051e-10
1973,1.9075685031566536e-07,1.6539611902288698e-09,0.0,0.0
1974,1.4626486688484874e-07,3.937900228123681e-09,0.0,0.0
1975,1.536388225531482e-07,1.7134440533084216e-09,0.0,0.0
1976,1.256975963315199e-07,7.427584769459372e-09,0.0,5.713526873840635e-10
1977,1.3222759775999293e-07,5.876781838942691e-10,0.0,0.0
1978,1.2891082690202893e-07,1.7821774056514528e-09,0.0,1.1881182704343018e-09
1979,1.3693617972876382e-07,1.1703946700691858e-09,0.0,5.851973350345929e-10
1980,1.1711410508041808e-07,2.8425752862659692e-09,0.0,1.7055452605774235e-09
1981,1.2587842945777084e-07,1.2651099057237047e-09,0.0,0.0
1982,1.2601229570918804e-07,1.2415004579935385e-09,0.0,0.0
1983,1.1114956066649029e-07,1.89459470334441e-09,0.0,0.0
1984,1.188796758810895e-07,5.799008495621649e-10,0.0,0.0
1985,1.263267250806166e-07,1.2031116103372597e-09,1.2031116103372597e-09,0.0
1986,1.2708309782283322e-07,4.7955883708539204e-09,0.0,0.0
1987,1.1060578231081308e-07,3.0554083707556856e-09,0.0,0.0
1988,1.4151866878364672e-07,3.597932174415064e-09,0.0,0.0
1989,1.0427432073356613e-07,2.7440609784434855e-09,0.0,0.0
1990,1.296778862069914e-07,3.2691906959314565e-09,0.0,5.44865097484859e-10
1991,9.905875941740305e-08,1.1722930404189924e-09,0.0,5.861465202094962e-10
1992,8.264916573352821e-08,4.4079553340736766e-09,0.0,1.1019888335184191e-09
1993,9.472044837366411e-08,3.877445031719162e-09,0.0,5.539207426075166e-10
1994,1.2448826680611091e-07,5.274926606624319e-10,0.0,5.274926606624319e-10
1995,1.2146290373493684e-07,1.0844901643380922e-09,0.0,0.0
1996,8.113899951922576e-08,2.6690460952494277e-09,0.0,0.0
1997,9.014401314288989e-08,3.835915585170824e-09,0.0,0.0
1998,6.580018663271403e-08,3.337690568372409e-09,0.0,0.0
1999,5.529943436499707e-08,9.140402323914998e-10,0.0,0.0
2000,7.333932217079564e-08,7.95245647111642e-09,0.0,8.836062992401139e-10
2001,8.324302314122178e-08,2.190605918883648e-09,0.0,0.0
2002,6.922329731651189e-08,1.3143663935011318e-09,0.0,0.0
2003,6.583738354493107e-08,3.7502307925763034e-09,0.0,0.0
2004,6.166708033106261e-08,7.047666006343434e-09,0.0,0.0
2005,1.0673886663425947e-07,3.602999676388663e-09,0.0,0.0
2006,6.918055106552856e-08,2.8825228870488218e-09,0.0,0.0
2007,9.666640465866294e-08,1.5977917877663117e-09,0.0,0.0
2008,1.017528106217469e-07,5.108927503272298e-09,0.0,0.0
2009,1.0156249885540092e-07,2.384096253749135e-09,0.0,0.0
2010,9.258634037223601e-08,4.723792912386671e-09,0.0,0.0
2011,6.271314134664863e-08,1.1471915639660324e-09,0.0,0.0
2012,7.080845421114645e-08,1.0212758416727752e-09,0.0,0.0
2013,7.865332918299828e-08,3.3469500504423877e-09,0.0,0.0
2014,5.8033929661860384e-08,4.547434873103384e-09,0.0,0.0
2015,5.696598748272663e-08,2.881548111233201e-09,0.0,0.0
2016,6.669714736062815e-08,2.899876117012923e-09,0.0,0.0
2017,5.961998539305569e-08,2.5156112748447867e-09,0.0,0.0
2018,6.014817444111031e-08,1.5488800242380307e-09,0.0,0.0
2019,6.785627704175567e-08,3.5713827450933877e-09,0.0,0.0
