year,avait_VERB également_ADV,avait_VERB egalement_ADV,avait_VERB légalement_ADV
1832,1.3232310038802098e-06,6.764984572527055e-09,5.547287429408243e-08
1833,1.4050941672394401e-06,1.1583628500844156e-09,4.054269808762001e-08
1834,1.5896706599960453e-06,6.534171426153534e-09,4.1071935186209885e-08
1835,1.2373211575322784e-06,2.2689263801112247e-09,2.571449897459388e-08
1836,1.1821799716926762e-06,1.3441500135158435e-09,4.032449929525228e-09
1837,1.4548950275639072e-06,1.3915781860163179e-09,2.5048407792382932e-08
1838,1.308511173192528e-06,3.787297142565649e-09,2.0830134062066463e-08
1839,1.400392534378625e-06,4.194885327990505e-09,2.586845759822154e-08
1840,1.380311573484505e-06,6.369688665408546e-10,3.248541347034006e-08
1841,1.3977534081277554e-06,0.0,1.9903700021473014e-08
1842,1.65694143561268e-06,2.683306021822318e-09,2.95163662400455e-08
1843,1.6049077657953603e-06,3.5441467538532834e-09,1.8902115428431898e-08
1844,1.7096867850341368e-06,2.195424508855126e-09,2.140538946093784e-08
1845,1.409565584253869e-06,5.022205318283568e-09,1.8414752389617206e-08
1846,1.3746368949796306e-06,1.1709002656346001e-09,3.688335681317767e-08
1847,1.6492477925567073e-06,2.1572894581822766e-09,1.240441438454809e-08
1848,1.4738845948158996e-06,0.0,1.448139919091318e-08
1849,1.7404045138391666e-06,8.379414495607307e-09,2.9327951622803994e-08
1850,1.390386387356557e-06,4.752297222410107e-09,1.9009188889640427e-08
1851,1.4382248991751112e-06,3.2247193804124663e-09,1.2898877521649865e-08
1852,1.4883106587149086e-06,1.9531636308300904e-09,2.799534470909748e-08
1853,1.4583457641492714e-06,4.180352064508952e-09,2.329053394589664e-08
1854,1.4397186305359355e-06,5.195664454227256e-10,2.8576154775805662e-08
1855,1.6218000382650644e-06,1.0613874223963649e-09,3.92713346286655e-08
1856,1.6758561969254515e-06,1.5531567143511893e-09,1.7602443946884705e-08
1857,1.401481313223485e-06,0.0,1.3180074809326925e-08
1858,1.657977463764837e-06,9.787352039936081e-10,2.6915218498402282e-08
1859,1.5734815406176494e-06,2.036869339860914e-09,2.6988518087023294e-08
1860,1.4546290003636386e-06,1.373155145145688e-09,2.6089947979812678e-08
1861,1.5572112488371204e-06,9.431927461278633e-10,1.6977470096435354e-08
1862,1.4538879895553691e-06,4.517986262886353e-10,1.445755604123633e-08
1863,1.4044874205865199e-06,9.989241656072068e-10,1.4484400345793347e-08
1864,1.4935577610231121e-06,3.3563094525845827e-09,2.4932585773740357e-08
1865,1.503836756455712e-06,2.8241067262513297e-09,1.7886009118228685e-08
1866,1.4382751487573842e-06,1.9462451650298362e-09,1.6056523222118813e-08
1867,1.4752547485841205e-06,4.85281148598915e-10,9.220341823379385e-09
1868,1.6163268128366326e-06,9.87974813071446e-10,2.4699369660652337e-08
1869,1.5221928606479196e-06,9.767038289254515e-10,3.955650385023546e-08
1870,1.547046394989593e-06,1.7202146374017957e-09,3.325748210158963e-08
1871,1.7429351828468498e-06,0.0,1.3807530230280918e-08
1872,1.5686798633396393e-06,6.047339295989218e-10,1.0280476914203973e-08
1873,1.5874884411459789e-06,1.1972008939764578e-09,1.5563610844537834e-08
1874,1.6621362419755314e-06,0.0,3.0470506118263074e-08
1875,1.5442401490872726e-06,1.716458086775674e-09,4.1194994082616176e-08
1876,1.365190087199153e-06,1.209202959984168e-09,1.874264654588842e-08
1877,1.290771137973934e-06,6.184815992682502e-10,3.277952487223956e-08
1878,1.5556692005702644e-06,0.0,2.8987624745013818e-08
1879,1.4521866660288651e-06,6.720257683667796e-09,1.8327975581655664e-08
1880,1.5255220660037594e-06,0.0,1.2835692508872398e-08
1881,1.3965932339488063e-06,0.0,1.324776466304911e-08
1882,1.467512447561603e-06,3.3276925659464496e-09,2.861815673327328e-08
1883,1.4382815152202966e-06,0.0,1.7062214752172622e-08
1884,1.5546996792181744e-06,1.3203393933736152e-09,2.8387297845711146e-08
1885,1.4154616110317875e-06,6.445635691854079e-10,2.127059772760731e-08
1886,1.524308117950568e-06,6.453463874400711e-10,1.0325542199041138e-08
1887,1.3828262126480695e-06,1.3057849246322917e-09,2.3504128421336645e-08
1888,1.4494645483864588e-06,6.340614699951175e-10,2.53624587998047e-08
1889,1.3958724593976513e-06,1.2530273485467092e-09,1.8795409673089125e-08
1890,1.3115327419654932e-06,0.0,1.9663159989136147e-08
1891,1.4794565004194737e-06,6.374220040683554e-10,2.1672347472190268e-08
1892,1.403519945597509e-06,1.2537024751679837e-09,1.191017329205124e-08
1893,1.423210051143542e-06,0.0,3.7566341148931315e-08
1894,1.308829723711824e-06,6.301539290376468e-10,1.9534772022211655e-08
1895,1.5197001630440354e-06,3.0093072478365457e-09,1.2639090662958097e-08
1896,1.379315108351875e-06,2.358811590497112e-09,1.1794058174530164e-08
1897,1.5161108422034886e-06,5.826713556089658e-10,2.330685333618021e-08
1898,1.3472542832460022e-06,2.26334195829736e-09,5.6583546736987955e-09
1899,1.3520457287086174e-06,1.1055156790007459e-09,2.04520400615138e-08
1900,1.3019160860494594e-06,3.114631885736685e-09,9.863001082521805e-09
1901,1.3334730510905501e-06,0.0,6.706486921359556e-09
1902,1.2869853662778041e-06,0.0,1.276673788908056e-08
1903,1.318733779953618e-06,2.1600881083827517e-09,2.430099144135056e-08
1904,1.435562353435671e-06,1.0749250378694342e-09,1.9348650681649815e-08
1905,1.3706976460525766e-06,1.0321518084666081e-09,1.4966200723165457e-08
1906,1.3030219179199776e-06,3.600929110447737e-09,1.6461390472954918e-08
1907,1.362339162369608e-06,1.028568674676933e-09,2.1599941391059474e-08
1908,1.3481762834999245e-06,4.911389073214423e-10,1.3260750719723546e-08
1909,1.2723775171252782e-06,5.500983557560346e-10,1.980354014108343e-08
1910,1.168231392512098e-06,5.344150677544235e-10,2.672075360976578e-08
1911,1.2949790288985241e-06,1.5961122423746588e-09,1.1172785363555704e-08
1912,1.3825804217049154e-06,1.0418842455450772e-09,2.5005221004903433e-08
1913,1.2997627436561743e-06,5.30298971401777e-10,1.2196876397752021e-08
1914,1.2770690318575362e-06,6.696743715117748e-10,1.0045115850232378e-08
1915,1.2723222653221455e-06,0.0,1.0602685840410686e-08
1916,1.2965205087311915e-06,1.0987462051303964e-09,2.8567400889301098e-08
1917,1.0747096439445158e-06,0.0,2.7416060532914344e-08
1918,1.3772165630143718e-06,2.2972752589112133e-09,2.756730310693456e-08
1919,1.2559505648823688e-06,0.0,1.8415697411455767e-08
1920,1.214585950037872e-06,7.572231730534895e-10,1.2872794385998532e-08
1921,1.1805913118223543e-06,4.543648568500203e-09,2.7261890522822796e-08
1922,1.3346685818760307e-06,1.4755870969551665e-09,2.5822775029382683e-08
1923,1.2229572803335031e-06,1.0615948120573648e-09,1.1677542488541803e-08
1924,1.2324393310336745e-06,0.0,1.933743654092268e-08
1925,1.2449937685232726e-06,0.0,9.898360353588487e-09
1926,1.2227313845869503e-06,4.458455382660986e-09,1.5604593173179637e-08
1927,1.3724695691053057e-06,3.3447675740205796e-09,5.574612327308159e-09
1928,1.2774314654961927e-06,3.4278122562625413e-09,2.6279895593006586e-08
1929,1.4048052889847895e-06,3.342121912552898e-09,1.6710609784809094e-08
1930,1.532475721433002e-06,1.0503603542488804e-09,8.402882833991043e-09
1931,1.2409027476678602e-06,2.2810713318222042e-09,1.710803587684495e-08
1932,1.4247397075450863e-06,3.287861094491973e-09,8.767629289252454e-09
1933,1.6058927485573804e-06,8.02946331646126e-09,2.2941325283909464e-08
1934,1.525255129308789e-06,1.1981580172459871e-09,1.4377896206951846e-08
1935,1.385927248520602e-06,0.0,1.6755597798123745e-08
1936,1.292494516746956e-06,0.0,2.182448710641438e-08
1937,1.3396950180322165e-06,6.295559185076627e-09,2.392312481447334e-08
1938,1.3276379604576505e-06,1.2965214457594243e-09,1.2965214679638848e-08
1939,1.2984648947167443e-06,6.117620188206274e-09,4.588215141154706e-09
1940,1.2044969253111049e-06,7.607348528892999e-09,1.2678914806940611e-08
1941,1.1658435141725931e-06,5.9030051957620344e-09,2.066051862925633e-08
1942,1.2834715334975044e-06,0.0,1.517105907566929e-08
1943,1.3325849295142689e-06,2.9032352077962287e-09,5.806470415592457e-09
1944,1.5198370419966523e-06,1.6065930807940276e-08,1.927911696952833e-08
1945,1.5663443946323241e-06,6.535512131478072e-09,2.178504043826024e-09
1946,1.46310810578143e-06,4.1763312808029696e-09,1.8097434661967782e-08
1947,1.476995862503827e-06,3.5762612871081956e-09,8.344609447874518e-09
1948,1.4481354355666554e-06,1.0871887834440486e-09,7.610321262063735e-09
1949,1.5471605365746655e-06,7.853606653895895e-09,8.835307596655184e-09
1950,1.4187571650836617e-06,2.1270722960764488e-09,8.508289184305795e-09
1951,1.5618953739249264e-06,8.529121409139861e-09,1.4925962688039363e-08
1952,1.4994710682003642e-06,9.490323193972472e-09,1.2653764258629963e-08
1953,1.502948975939944e-06,3.232148326759443e-09,2.3702419582605216e-08
1954,1.6193092733374215e-06,9.772536113672459e-10,1.3681550115052232e-08
1955,1.4500764109470765e-06,9.385607846468247e-10,1.407841132561316e-08
1956,1.5593401485602953e-06,3.488456634670456e-09,1.1337483840634377e-08
1957,1.5646851352357771e-06,1.7670075402875796e-09,1.6786572132332367e-08
1958,1.5502183714488638e-06,1.6544486891589827e-09,9.099467845885556e-09
1959,1.6454837350465823e-06,2.325224457422337e-09,1.3951345856355601e-08
1960,1.556495476506825e-06,4.152500121534786e-09,1.9378333604436193e-08
1961,1.5126142898225226e-06,5.55852741612739e-09,7.64297514166401e-09
1962,1.5988072163963807e-06,3.170978146727066e-09,1.585489073363533e-08
1963,1.512409880888299e-06,6.466053248388448e-10,1.0992290633282664e-08
1964,1.6986439277388854e-06,0.0,1.3993127545575135e-08
1965,1.5606267425027909e-06,2.73602163147757e-09,1.1491291473930687e-08
1966,1.6617224218862248e-06,2.215629901769489e-09,1.1078149952936656e-08
1967,1.535799583507469e-06,1.9721342336964653e-09,1.232583901611406e-08
1968,1.6245451206486905e-06,2.6948494546985557e-09,9.88111459321317e-09
1969,1.506955186414416e-06,9.083515606356229e-10,8.629339909305145e-09
1970,1.5870200513745658e-06,5.058597540852361e-09,1.0117195081704722e-08
1971,1.5204518604150508e-06,2.569198631618974e-09,1.2332153964678128e-08
1972,1.5021070112197776e-06,3.5911027485013847e-09,6.669190977248718e-09
1973,1.5040019434309215e-06,6.064523994098181e-09,1.1577728109557484e-08
1974,1.6325409433193272e-06,5.625571564138454e-09,9.563471792262135e-09
1975,1.5598052414134145e-06,2.2845920710778955e-09,1.1422960355389478e-08
1976,1.6666357396388776e-06,6.2848797277581525e-09,1.428381679602353e-08
1977,1.6355083971575368e-06,4.11374712072643e-09,1.3516598507123945e-08
1978,1.6300982679240406e-06,3.5643548113029055e-09,1.0693064211864112e-08
1979,1.7105318192989216e-06,2.925986564150662e-09,1.404473604083023e-08
1980,1.678256467130268e-06,5.6851505725319385e-09,8.527726080842513e-09
1981,1.6326243894582149e-06,3.795329828193417e-09,1.4548763971333756e-08
1982,1.7803116634240723e-06,5.586751949948621e-09,1.1173503899897241e-08
1983,1.801128178158251e-06,5.052252838311233e-09,1.515675762675528e-08
1984,1.8568425730336457e-06,3.479405208395292e-09,1.9716628330002095e-08
1985,1.8973070154970628e-06,1.2031116103372597e-09,1.6843562988810845e-08
1986,1.698237724667706e-06,5.395036861699509e-09,1.2588419195935785e-08
1987,1.792913622011838e-06,5.49973533381376e-09,2.3832186002437084e-08
1988,1.7923699715538532e-06,5.99655392008458e-09,1.9188972188999287e-08
1989,1.8302887383470079e-06,4.390497743145261e-09,1.3720305780395847e-08
1990,1.7827985629992327e-06,5.44865097484859e-10,1.7435683119515488e-08
1991,2.029825509453076e-06,3.5168792322792797e-09,1.1136783939491579e-08
1992,1.920215481732157e-06,3.856960972825618e-09,1.7631821336294706e-08
1993,1.9979920580226462e-06,4.4313659408601325e-09,1.4401939196773128e-08
1994,1.9153258108417504e-06,1.5824779264761446e-09,1.8989736005892155e-08
1995,1.9238855202274863e-06,3.795715741716776e-09,1.4098372247417501e-08
1996,2.1848811684321845e-06,3.2028553142993132e-09,1.6014276127407356e-08
1997,2.1356459001253825e-06,3.835915585170824e-09,1.3425704992187093e-08
1998,2.105128942275769e-06,3.814503379828693e-09,1.8118891276230897e-08
1999,2.1041205400251783e-06,4.113180906983871e-09,1.2339542720951613e-08
2000,2.0720567590615246e-06,6.185244316725402e-09,1.1045078629479121e-08
2001,2.190605982832494e-06,5.257454027685071e-09,1.1391150245287918e-08
2002,2.1288356037985068e-06,1.752488598683044e-09,1.5334276071143904e-08
2003,2.370145693930681e-06,6.667076668520622e-09,1.0833999475323708e-08
2004,2.2640626866632374e-06,3.0833537945085254e-09,7.928623979580607e-09
2005,2.339247430427349e-06,1.8014998381943315e-09,4.954124666056714e-09
2006,2.3113716451916844e-06,1.6471559671771274e-09,7.000412693969338e-09
2007,2.4066739570116624e-06,1.1983438685803094e-09,1.2782334302130494e-08
2008,2.4965627289930126e-06,8.514879357157668e-10,4.6831836186811415e-09
2009,2.7264525215286994e-06,9.53638501499654e-10,8.105927484791664e-09
2010,3.021810471182107e-06,0.0,8.502827775203059e-09
2011,2.9471352718246635e-06,5.353560705856353e-09,9.55992973672437e-09
2012,3.373614390511648e-06,0.0,8.170206733382201e-09
2013,3.8130128814373165e-06,2.789125042035323e-10,1.4503449996539075e-08
2014,4.034874109493103e-06,0.0,9.094869746206768e-09
2015,3.6158994589641225e-06,6.649726325136385e-10,9.752931795503628e-09
2016,3.574097263481235e-06,0.0,1.1599504468051691e-08
2017,3.773416892727255e-06,0.0,1.509366853724714e-08
2018,3.999982709501637e-06,1.5488800242380307e-09,1.3681773936013997e-08
2019,3.6996975723013747e-06,2.55098775436835e-10,9.94885240857002e-09
