year,étant_VERB égaux_ADJ,étant_VERB légaux_ADJ
1872,1.2397045168199838e-07,0.0
1873,1.316921043326147e-07,0.0
1874,1.0455566012979034e-07,0.0
1875,1.3846096180714085e-07,5.721527140956084e-10
1876,1.148742825307636e-07,0.0
1877,1.3544746479965397e-07,0.0
1878,1.0145669193661888e-07,2.4156354694326865e-09
1879,1.0935692529301377e-07,0.0
1880,1.2129729043408588e-07,0.0
1881,1.289913882374094e-07,0.0
1882,9.983077831066112e-08,0.0
1883,1.377615888031869e-07,0.0
1884,9.836528391815591e-08,0.0
1885,8.766064496512627e-08,0.0
1886,1.2326115950145322e-07,0.0
1887,1.3776030982626253e-07,6.528924623161458e-10
1888,1.3188478931169811e-07,0.0
1889,1.1214594763941932e-07,0.0
1890,1.2191158305085992e-07,0.0
1891,1.4596963637814042e-07,0.0
1892,1.0217674883961081e-07,3.761107425503951e-09
1893,1.0346139589501036e-07,6.158416554491453e-10
1894,1.0901663216600355e-07,0.0
1895,1.0472389533333626e-07,6.018614495673091e-10
1896,1.297346443607239e-07,0.0
1897,7.225124676324413e-08,0.0
1898,1.165621128507155e-07,0.0
1899,1.221594772005119e-07,0.0
1900,1.339291770818818e-07,0.0
1901,1.0339167033635022e-07,0.0
1902,1.1342755357190981e-07,1.4730852093691738e-09
1903,1.0044409748388716e-07,1.6200660812870638e-09
1904,1.0104295711244049e-07,5.374625189347171e-10
1905,1.1714922720784671e-07,0.0
1906,1.2654693648528337e-07,0.0
1907,1.208568249921882e-07,0.0
1908,9.380752885590482e-08,0.0
1909,9.021613323056954e-08,0.0
1910,8.657524119826121e-08,1.068830135508847e-09
1911,8.938228290844563e-08,1.0640748282497725e-09
1912,9.272769574408812e-08,3.125652625612929e-09
1913,6.787826833942745e-08,2.6514948014977335e-09
1914,8.170027143705738e-08,0.0
1915,6.125996065975414e-08,0.0
1916,1.0438088793307543e-07,0.0
1917,7.786161404510494e-08,0.0
1918,7.695872028534723e-08,0.0
1919,1.022071174361372e-07,1.8415696745321952e-09
1920,1.226701584755574e-07,1.514446346106979e-09
1921,8.935842288337881e-08,7.572747429129834e-10
1922,7.968170478989123e-08,7.377935484775833e-10
1923,9.129715294875496e-08,5.307974060286824e-09
1924,8.637388049237416e-08,0.0
1925,7.808706214973427e-08,0.0
1926,7.80229711949687e-08,1.1146138456652466e-09
1927,1.0480271583901413e-07,0.0
1928,7.883968322630608e-08,1.1426041224282812e-09
1929,7.798284684668033e-08,0.0
1930,7.457558837131728e-08,0.0
1931,7.299428261831054e-08,0.0
1932,8.87722464426588e-08,0.0
1933,7.11181087353907e-08,0.0
1934,6.949316855298093e-08,0.0
1935,6.462873614054843e-08,1.196828414151696e-09
1936,8.48730010716281e-08,1.2124714565686645e-09
1937,4.1550688223424004e-08,1.2591118148108649e-09
1938,1.0501823766162488e-07,0.0
1939,7.188203454688846e-08,0.0
1940,9.128818589942966e-08,0.0
1941,6.788455664263893e-08,0.0
1942,1.0316320242509391e-07,0.0
1943,6.387117679196308e-08,0.0
1944,7.390327994016843e-08,0.0
1945,8.278315277721049e-08,0.0
1946,9.744773166175946e-08,1.3921104269343232e-09
1947,9.536697120893223e-08,0.0
1948,8.153915587172378e-08,1.0871887834440486e-09
1949,1.0013348372694963e-07,0.0
1950,6.7002780212988e-08,0.0
1951,8.848963517493758e-08,1.0661401761424827e-09
1952,7.27591498161928e-08,0.0
1953,9.480967833042087e-08,0.0
1954,8.306655985279576e-08,0.0
1955,6.382213513234092e-08,0.0
1956,6.366433069615596e-08,0.0
1957,6.802979157782829e-08,8.835037701437898e-10
1958,7.362296372548371e-08,0.0
1959,8.060777645368944e-08,7.750747821333448e-10
1960,6.713208478004162e-08,6.920833350854139e-10
1961,5.697490479406042e-08,6.948159270159238e-10
1962,5.45408234131628e-08,1.9025869768540815e-09
1963,5.560805860227447e-08,0.0
1964,6.023128662491217e-08,0.0
1965,6.621172587983892e-08,1.0944086747954884e-09
1966,6.425326404269072e-08,2.215629901769489e-09
1967,7.198289608822961e-08,0.0
1968,7.006608626625166e-08,0.0
1969,6.67638389018066e-08,1.8167031212712459e-09
1970,5.656431767420145e-08,0.0
1971,5.857773288653334e-08,0.0
1972,4.9762423515176124e-08,0.0
1973,4.5759591671412636e-08,0.0
1974,5.906850120140916e-08,5.625571675160757e-10
1975,5.8257096924307916e-08,0.0
1976,3.713792295911844e-08,0.0
1977,4.348818549715361e-08,0.0
1978,5.524750079644036e-08,0.0
1979,4.506019379846293e-08,0.0
1980,5.002932468300969e-08,5.685150683554241e-10
1981,5.3767170271612486e-08,6.325549528618524e-10
1982,6.207502423194455e-08,0.0
1983,6.125856799599205e-08,0.0
1984,4.233276129639307e-08,5.799008495621649e-10
1985,5.113224332831123e-08,0.0
1986,5.634816346855587e-08,0.0
1987,5.255302326645506e-08,0.0
1988,8.455140942942307e-08,5.996553809062277e-10
1989,9.329807681979219e-08,1.6464366536794728e-09
1990,6.647353956168445e-08,0.0
1991,5.2167038688821776e-08,0.0
1992,5.344645970239981e-08,0.0
1993,5.539207492688547e-08,0.0
1994,4.167192102499939e-08,0.0
1995,5.259777324795323e-08,1.0844901643380922e-09
1996,4.163711864180186e-08,0.0
1997,3.5482219828963935e-08,0.0
1998,5.149579607177657e-08,0.0
1999,4.661605146338843e-08,0.0
2000,4.63893314872621e-08,0.0
2001,6.484193448841324e-08,0.0
2002,4.5126579806265e-08,8.76244299341522e-10
2003,4.833630740108674e-08,0.0
2004,5.550036874524267e-08,0.0
2005,4.548786947111694e-08,4.5037495954858286e-10
2006,4.200247616381603e-08,1.6471559671771274e-09
2007,3.515141955290346e-08,1.5977917877663117e-09
2008,4.3000142113669426e-08,8.514879357157668e-10
2009,4.8635563132393145e-08,9.53638501499654e-10
2010,5.337886221923327e-08,1.4171379625338432e-09
2011,3.938691151006424e-08,1.529588788962144e-09
2012,3.540422710557323e-08,1.0212758416727752e-09
2013,5.1040988324757564e-08,1.1156500168141292e-09
2014,3.811183546531538e-08,6.496335691608124e-10
2015,4.809968601193759e-08,1.329945265027277e-09
2016,5.302630512460382e-08,6.214020409345267e-10
2017,4.528100561174142e-08,7.54683426862357e-10
2018,4.181976009931532e-08,2.5814667070633845e-10
2019,4.056070679325785e-08,5.1019755087367e-10
