year,serait_VERB en_ADP,serait_VERB lent_ADJ
1906,3.9466185626224615e-06,4.115347618238729e-09
1907,3.86690408049617e-06,1.5428529565042481e-09
1908,3.925673354387982e-06,3.437972351250096e-09
1909,3.710413466251339e-06,3.850688656825696e-09
1910,3.7141846860322403e-06,2.67207544979442e-09
1911,3.772677246161038e-06,1.0640748282497725e-09
1912,3.968536930187838e-06,7.814131564032323e-09
1913,3.839364580926485e-06,2.6514948014977335e-09
1914,3.837234089587582e-06,3.3483718020477227e-09
1915,4.01959596274537e-06,1.1780762143587253e-08
1916,3.85550038117799e-06,1.4283700444650549e-08
1917,3.996165105490945e-06,0.0
1918,3.908814051101217e-06,5.743188147278033e-09
1919,3.8912367017474025e-06,1.8415696745321952e-09
1920,4.023126621177653e-06,4.543339038320937e-09
1921,4.026429905934492e-06,5.300923255902035e-09
1922,3.998103238700423e-06,2.951174193910333e-09
1923,4.012828412669478e-06,3.1847844361720945e-09
1924,3.5993416531709954e-06,6.445812328337297e-09
1925,3.631598247011425e-06,5.499089184013428e-09
1926,3.583483476177207e-06,8.916910765321973e-09
1927,3.721611165019567e-06,3.3447675740205796e-09
1928,3.4232418784085894e-06,5.713020723163709e-09
1929,3.987151558249025e-06,2.2280812750352652e-09
1930,3.7109232380316826e-06,5.2518016602221e-09
1931,4.039777195430361e-06,3.4216069977333063e-09
1932,4.334496679803124e-06,0.0
1933,4.198262558929855e-06,1.1470662197865522e-09
1934,3.820925940090092e-06,4.7926320689839486e-09
1935,3.863362053380115e-06,2.393656828303392e-09
1936,3.7974605220369995e-06,1.2124714565686645e-09
1937,3.773558091779705e-06,3.777335333410292e-09
1938,3.741760792763671e-06,2.5930428915188486e-09
1939,3.597160684876144e-06,3.058810094103137e-09
1940,3.291446319053648e-06,5.0715658339584024e-09
1941,3.338149326737039e-06,0.0
1942,3.5682330690178787e-06,0.0
1943,3.576785729819676e-06,0.0
1944,3.6019816889165668e-06,3.2131861615880553e-09
1945,4.36790060120984e-06,8.714016175304096e-09
1946,3.6668188840849325e-06,4.1763312808029696e-09
1947,3.7908368994976627e-06,3.5762612871081956e-09
1948,3.792114512179978e-06,1.0871887834440486e-09
1949,3.842377282126108e-06,6.8719057111366055e-09
1950,3.722376504811109e-06,7.444753258312176e-09
1951,3.872220986522734e-06,3.1984206394497505e-09
1952,3.9300484786508605e-06,2.1089607837865287e-09
1953,3.746059746845276e-06,6.464296653518886e-09
1954,3.988172011304414e-06,7.818028890937967e-09
1955,3.892211680067703e-06,8.447047505910632e-09
1956,3.785847638937412e-06,3.488456634670456e-09
1957,3.773444632315659e-06,2.6505113659425206e-09
1958,3.8110224522824865e-06,1.7371711180658167e-08
1959,3.6947815260646166e-06,5.425523585955716e-09
1960,3.7164875266171293e-06,2.7683333403416555e-09
1961,3.7304666875570547e-06,6.25334317660986e-09
1962,3.8432253859355114e-06,2.5367825617905737e-09
1963,3.71086798622855e-06,8.405868889838075e-09
1964,3.7373818031483097e-06,5.475571551727398e-09
1965,3.6903461477777455e-06,3.2832261354087677e-09
1966,3.760477738978807e-06,9.416426749453422e-09
1967,3.574986294552218e-06,1.9721342336964653e-09
1968,3.5284563182358397e-06,8.982831367632116e-09
1969,4.058060767420102e-06,8.175163657142548e-09
1970,4.016526418126887e-06,3.6789800095249348e-09
1971,3.5994473819300765e-06,6.166076982339064e-09
1972,3.6300918964116136e-06,1.5390440033513642e-09
1973,3.5278990253573284e-06,4.410563025913916e-09
1974,3.552548605512129e-06,1.1251143350321513e-09
1975,3.436026418057736e-06,1.7134440533084216e-09
1976,3.5115335776936263e-06,2.856763492431469e-09
1977,3.4708273233263753e-06,5.289103821581875e-09
1978,3.520988457239582e-06,1.7821774056514528e-09
1979,3.7048844205855858e-06,4.681578680276743e-09
1980,3.6095020732318517e-06,3.411090521154847e-09
1981,3.5315542845637538e-06,3.795329828193417e-09
1982,3.6580811411113245e-06,5.586751949948621e-09
1983,3.68877613254881e-06,5.68378455412244e-09
1984,3.564650569387595e-06,2.8995041922996734e-09
1985,3.4288680126337567e-06,2.4062232206745193e-09
1986,3.5541304441721877e-06,4.7955883708539204e-09
1987,3.437334498812561e-06,4.277571630240118e-09
1988,3.6273154364607763e-06,1.798966087207532e-09
1989,3.545875642885221e-06,1.0976244357863152e-09
1990,3.6015583191328915e-06,1.6345953479657283e-09
1991,3.508672989482875e-06,7.033758464558559e-09
1992,3.471264790277928e-06,5.509944167592096e-10
1993,3.6198721318214666e-06,3.877445031719162e-09
1994,3.6122696656093467e-06,2.1099706426497278e-09
1995,3.698653699757415e-06,4.337960657352369e-09
1996,3.8391558518924285e-06,5.3380921904988554e-09
1997,3.878110874211416e-06,3.835915585170824e-09
1998,3.7472727854037657e-06,3.814503379828693e-09
1999,3.8723314901289996e-06,9.140402323914998e-10
2000,3.747374421436689e-06,4.418031274155965e-09
2001,3.7165818866924383e-06,2.6287270138425356e-09
2002,3.696436579048168e-06,1.752488598683044e-09
2003,3.828151875495678e-06,4.1669229178253886e-10
2004,3.833930350083392e-06,1.3214374039449694e-09
2005,3.7462189084180864e-06,2.251874686720612e-09
2006,3.6719225136039313e-06,2.8825228870488218e-09
2007,3.888226274284534e-06,1.5977917877663117e-09
2008,3.652457507996587e-06,3.405951742863067e-09
2009,3.734925257958821e-06,1.907277002999308e-09
2010,3.716680339493905e-06,4.723792912386671e-09
2011,3.4216900530736893e-06,3.4415748029203996e-09
2012,3.6769333746633492e-06,4.425528388196653e-09
2013,3.76085631614842e-06,6.693900100884775e-09
2014,3.678874918477959e-06,6.063246349441442e-09
2015,3.6835049286310095e-06,6.206410940734486e-09
2016,3.690092398755951e-06,7.042556315894899e-09
2017,3.5958148600911954e-06,7.54683426862357e-09
2018,3.669296802399913e-06,8.518839855753413e-09
2019,3.5499544992489973e-06,6.377469219387422e-09
