year,sont_VERB en_PRON,sont_VERB lents_ADJ
1871,2.0318311975131564e-06,2.0923718579979322e-07
1872,2.2520292013439303e-06,1.8504857735024416e-07
1873,2.3381332425742585e-06,2.1489755397396948e-07
1874,2.4328608816404085e-06,2.3898437007119355e-07
1875,2.391026136194796e-06,1.825167146307649e-07
1876,2.324692765398595e-06,1.8017124148173025e-07
1877,2.2753938253572414e-06,2.3069362953265227e-07
1878,2.3643031532571968e-06,2.204267417482697e-07
1879,2.3276529539373314e-06,1.8144696412036865e-07
1880,2.3117082807999623e-06,1.4311797258415027e-07
1881,2.2207436103371947e-06,2.0011096069083578e-07
1882,2.258837806579095e-06,1.863507890220717e-07
1883,2.208608904652465e-06,2.2244073250021756e-07
1884,2.2888083712757634e-06,2.4558312361477874e-07
1885,2.4048666915632566e-06,1.7725497514220478e-07
1886,2.2296717023806423e-06,2.187724277291636e-07
1887,2.2191814323946346e-06,2.08925584388453e-07
1888,2.350465841516325e-06,1.9719311694643693e-07
1889,2.3726073852259333e-06,2.161472139050602e-07
1890,2.4428198628356768e-06,1.73691248051e-07
1891,2.516542146224765e-06,2.033376205190507e-07
1892,2.321230201829394e-06,1.8241371435578912e-07
1893,2.498469488187993e-06,1.9953269259076478e-07
1894,2.3958452111116912e-06,1.7329233514828957e-07
1895,2.4862896097488374e-06,1.9440125242908834e-07
1896,2.4348833758125465e-06,1.845770043473749e-07
1897,2.4711092478924e-06,1.7829744081154786e-07
1898,2.343690589157177e-06,1.6975064909274806e-07
1899,2.2690708689765415e-06,2.1115349113642878e-07
1900,2.38580804179378e-06,1.9933644068714784e-07
1901,2.198050909285598e-06,1.380418552798801e-07
1902,3.0011654423844902e-06,1.7038685484749294e-07
1903,2.2664724816934267e-06,2.1492876101092406e-07
1904,2.3696723054911217e-06,2.047732152732351e-07
1905,2.213449661780942e-06,2.2862163007175695e-07
1906,2.274758433173929e-06,1.9496459913170838e-07
1907,2.1990798551030366e-06,1.995423275502617e-07
1908,2.2528542427124876e-06,1.8515936517360387e-07
1909,2.3203148167283416e-06,2.040864899299777e-07
1910,2.3348593458649702e-06,2.1269720207328646e-07
1911,2.483018647581048e-06,1.814247525544488e-07
1912,2.3426766624368156e-06,2.2817265232788486e-07
1913,2.367784972534537e-06,1.9196822620415332e-07
1914,2.375335071747031e-06,1.875088173619588e-07
1915,2.317275765051363e-06,3.1101211561690434e-07
1916,2.3381319067539152e-06,2.065642803472656e-07
1917,2.481701827150573e-06,2.9828674996679183e-07
1918,2.3501126094060965e-06,2.2513297892601258e-07
1919,2.1933095091242194e-06,2.1085972434775613e-07
1920,2.4443163439968885e-06,2.2110916120254842e-07
1921,2.3801145800916856e-06,3.142690161439532e-07
1922,2.1868200441588215e-06,2.456852428167622e-07
1923,2.3907114865551193e-06,2.1656533988334559e-07
1924,2.1657930133756054e-06,1.7790441120268952e-07
1925,2.1853379692515773e-06,2.0346628559764213e-07
1926,2.1668093665994093e-06,2.329542923007466e-07
1927,2.1707541293380928e-06,2.140651247373171e-07
1928,2.046403963618104e-06,2.033835357906355e-07
1929,2.265958762848186e-06,1.9495711001127347e-07
1930,1.9788789096253367e-06,1.575540551357335e-07
1931,2.2035149953580913e-06,1.847667761012417e-07
1932,2.148069185636814e-06,1.6548899850477028e-07
1933,2.0452189630759676e-06,1.835306022712757e-07
1934,2.059633729345478e-06,1.749310740706278e-07
1935,2.0226399186640265e-06,1.6516231937657722e-07
1936,2.1994232923816526e-06,1.8550812797002436e-07
1937,2.146785757162206e-06,1.9642143911369203e-07
1938,2.047207374289428e-06,1.8540256974119984e-07
1939,2.1763434148169836e-06,1.4988169994012424e-07
1940,2.2745973389248775e-06,1.5468275194052694e-07
1941,2.358250476675039e-06,1.7118715334163426e-07
1942,2.3818561913913072e-06,2.2453167503044824e-07
1943,2.3109751801086986e-06,1.9741999324196513e-07
1944,2.1014237567840155e-06,1.2531425852557732e-07
1945,2.180682473706952e-06,1.6556630555442098e-07
1946,2.2552188490010394e-06,2.0881655871107796e-07
1947,2.30192017625086e-06,1.7046845357526763e-07
1948,2.5222779811429064e-06,2.1852494569429837e-07
1949,3.0737053435814232e-06,2.660409279542364e-07
1950,2.598218728167012e-06,1.8611882524055545e-07
1951,2.509694034813492e-06,1.6631786081688915e-07
1952,2.6625629914178717e-06,1.9929679240249243e-07
1953,2.731165146485637e-06,2.0362533348361467e-07
1954,2.8516260215383227e-06,1.8958719749662123e-07
1955,2.7255804866399558e-06,2.0554480784085172e-07
1956,2.740182623028886e-06,2.066910553821799e-07
1957,2.8484161447295264e-06,2.120409021699743e-07
1958,3.0615573507475347e-06,1.8116213595931185e-07
1959,3.0026396728999316e-06,1.852428681559104e-07
1960,3.034093232656687e-06,2.076250069649177e-07
1961,3.1822568757888803e-06,1.9871735901233478e-07
1962,3.1589285356403707e-06,1.8264834977799183e-07
1963,3.2776424703229168e-06,2.3407112337281433e-07
1964,3.240321483133357e-06,2.1598087585061876e-07
1965,3.278301178966103e-06,1.83860663582891e-07
1966,3.520082039187855e-06,1.8278946356531378e-07
1967,3.3304416184876118e-06,2.1151139151243115e-07
1968,3.3097242990720588e-06,1.747160780496415e-07
1969,3.4930658259213487e-06,1.7622019754526264e-07
1970,3.5258425512552094e-06,1.683133348251431e-07
1971,3.635930163170542e-06,1.818992672042441e-07
1972,3.7732230566689395e-06,1.6057359175647434e-07
1973,3.7506325440972432e-06,1.5657498408927495e-07
1974,3.980091982214162e-06,1.3557627198679256e-07
1975,3.841541492022316e-06,1.46785041010844e-07
1976,3.988041640923257e-06,1.3883870053632563e-07
1977,4.016780302151801e-06,1.4750722243661585e-07
1978,3.999800007647991e-06,1.5683161791457678e-07
1979,3.953593093797281e-06,1.4454374763772648e-07
1980,4.229752171625023e-06,1.6828046511818684e-07
1981,4.2178763948186315e-06,1.7332006052583893e-07
1982,4.353942010482115e-06,1.5146305543112248e-07
1983,4.483874441518765e-06,1.7367119653499685e-07
1984,4.218198732530709e-06,1.6353203591279453e-07
1985,4.616940806556613e-06,1.6963873861186585e-07
1986,4.421532310061593e-06,1.6185110496280686e-07
1987,4.371678514303312e-06,1.5643691142486205e-07
1988,4.543588612904159e-06,1.4571625683856837e-07
1989,4.4678800961150955e-06,1.4488642818832886e-07
1990,4.5414507496843726e-06,1.580108772714084e-07
1991,4.46936721232305e-06,1.2895223733266903e-07
1992,4.473523702586135e-06,1.4160556816023018e-07
1993,4.410870797499911e-06,1.567595688811707e-07
1994,4.490545105539923e-06,1.872599000307673e-07
1995,4.531542160179924e-06,1.447794346631781e-07
1996,4.812290264055719e-06,1.3718896241243783e-07
1997,4.749822604566134e-06,1.3042112811945117e-07
1998,4.97458903581105e-06,1.6211639319863025e-07
1999,4.843042383129159e-06,1.7686679143480433e-07
2000,4.918152789912256e-06,1.6611798514531984e-07
2001,4.903452378357542e-06,1.7174350830373442e-07
2002,4.995907076477124e-06,1.5860021562730253e-07
2003,5.020308861958256e-06,1.7167722887734271e-07
2004,4.825448854717251e-06,1.713463859687181e-07
2005,4.818561503583396e-06,1.6753948273162678e-07
2006,4.793635564936949e-06,1.49891192791074e-07
2007,4.451048532416735e-06,1.5977917655618512e-07
2008,4.483935402532779e-06,1.8605011575800745e-07
2009,4.181704930772412e-06,1.9168133746916283e-07
2010,4.040260186854994e-06,1.8186602801506524e-07
2011,3.877125260842718e-06,1.9808175011348794e-07
2012,3.4604229268708764e-06,1.937019789011174e-07
2013,3.2049835674285987e-06,1.7989856360145495e-07
2014,3.0030392910163073e-06,1.9705551324022963e-07
2015,2.8686917712406057e-06,1.9084714608652575e-07
2016,2.773524276022954e-06,1.9512023641254927e-07
2017,2.9845212212720185e-06,2.1382696502314502e-07
2018,2.848906673236229e-06,2.3594606091137393e-07
2019,2.865014282704692e-06,2.0203823680731148e-07
