year,auraient_VERB assez_ADV,auraient_VERB lassé_VERB
1800,3.458580977167003e-08,2.5153315874604232e-08
1801,3.333655484993869e-08,2.3811825844433088e-09
1802,4.0281122437590966e-08,0.0
1803,7.216254971353919e-08,0.0
1804,8.898663139689234e-08,0.0
1805,4.5486043376286034e-08,0.0
1806,1.152667650217154e-08,0.0
1807,6.263301344233696e-08,0.0
1808,9.064295980465431e-09,6.798221985349073e-09
1809,5.421673421324158e-08,0.0
1810,6.786367379163494e-08,2.3401267590372754e-09
1811,1.7549536934780008e-08,0.0
1812,4.800974906515876e-08,1.600324850414836e-08
1813,4.026038169513413e-08,0.0
1814,1.8880061958270744e-08,0.0
1815,2.4275012222574333e-08,1.6183340889597275e-08
1816,1.0660977523002657e-07,2.3176038865813098e-09
1817,5.4490570278176165e-08,6.227493631882908e-09
1818,6.079800130009971e-08,0.0
1819,5.796588098405664e-08,1.035105001712111e-09
1820,5.93324074316115e-08,0.0
1821,1.0354562363090736e-07,1.7750679148775816e-08
1822,7.318699601910339e-08,6.015369535816717e-09
1823,1.0475648082319822e-07,6.917880934764753e-09
1824,4.378978601948802e-08,4.210556348027694e-09
1825,3.169959583715354e-08,9.68598712347557e-09
1826,6.34174881497529e-08,7.0463874735082754e-09
1827,6.820781806027298e-08,0.0
1828,5.961995697134626e-08,6.420610709767516e-09
1829,4.8009784592295546e-08,0.0
1830,7.618890407457002e-08,2.7135772739939057e-08
1831,4.365537620287796e-08,0.0
1832,6.22378593106987e-08,1.3529969367098715e-09
1833,4.865124125785769e-08,2.3167257001688313e-09
1834,7.560969805808782e-08,1.8669061851994684e-09
1835,8.848812882433776e-08,3.025235173481633e-09
1836,6.115882911217341e-08,3.36037508930076e-09
1837,5.0792603900617905e-08,2.7831563720326358e-09
1838,6.817134590164642e-08,1.2624323808552163e-09
1839,6.152497888933794e-08,2.7965900706306e-09
1840,6.242294858793684e-08,7.64362617644565e-09
1841,4.494383887276854e-08,2.5682194149112547e-09
1842,6.909512961783548e-08,2.0124795163667386e-09
1843,6.852016554148577e-08,2.953455480181333e-09
1844,5.653217982626302e-08,1.4270259640625227e-08
1845,4.631589334280761e-08,6.696273757711424e-09
1846,2.9272506196775794e-08,7.610851504580296e-09
1847,5.123562374365065e-08,4.58424018745518e-08
1848,3.378993085334514e-08,1.287235473768078e-08
1849,5.362825561405771e-08,1.6758829879393033e-09
1850,3.8018377779280854e-08,4.752297222410107e-09
1851,5.0305622778523684e-08,1.0319102017319892e-08
1852,4.7526981461487594e-08,1.3021090872200602e-09
1853,4.478948767427937e-08,3.5831591027601917e-09
1854,6.702406807335137e-08,1.1950028522278444e-08
1855,4.351688431825096e-08,2.653468555990912e-09
1856,4.6076984006049315e-08,0.0
1857,6.541222319356166e-08,3.4170564155999728e-09
1858,3.327699715782728e-08,4.404308473482388e-09
1859,4.8884864156661934e-08,5.092173349652285e-10
1860,4.668727626722102e-08,2.746310290291376e-09
1861,4.33868656557479e-08,6.13075279431996e-09
1862,2.5300723294208183e-08,1.355395884417021e-08
1863,4.694943456229339e-08,4.994620717013731e-09
1864,5.274200631788517e-08,9.589455896019672e-10
1865,4.848049783845454e-08,4.706844358715045e-10
1866,4.719644408623935e-08,6.3252967308358166e-09
1867,3.299911810472622e-08,2.426405742994575e-09
1868,2.667531973088444e-08,2.4699371437009177e-09
1869,3.271957993433716e-08,3.4184632902167778e-09
1870,5.734048613703635e-08,9.17447806614291e-09
1871,5.523012092112367e-08,0.0
1872,2.7213026498884574e-08,3.0236697590169115e-09
1873,4.2500630570430076e-08,4.190203295451056e-09
1874,3.823749850084823e-08,1.7923826867161097e-09
1875,3.318485752856759e-08,0.0
1876,1.5719638923883394e-08,6.04601479992084e-10
1877,2.6594708657512456e-08,1.2369631985365004e-09
1878,3.140326043649111e-08,5.435179861734696e-09
1879,6.1704184872724e-08,2.443730107160036e-09
1880,4.941741593711413e-08,4.492492600149944e-09
1881,3.974329487732575e-08,4.183504653809678e-09
1882,2.2628309892525067e-08,0.0
1883,1.9589950994713945e-08,3.791603475633565e-09
1884,3.498899303622238e-08,2.6406787867472303e-09
1885,3.4161868001092444e-08,1.933690763067375e-09
1886,3.355801325710672e-08,2.5813855497602844e-09
1887,2.4809914123125054e-08,6.528924512139156e-09
1888,4.311618084784641e-08,3.1703073499755874e-09
1889,3.821733329800736e-08,6.265136742733546e-10
1890,1.2453334363726754e-08,2.6217545912032847e-09
1891,2.103492668936724e-08,3.824531802365527e-09
1892,2.570090096298827e-08,1.8805537127519756e-09
1893,2.8328715373504565e-08,0.0
1894,2.3945849747519787e-08,4.411077725308132e-09
1895,3.671354775747204e-08,7.22233739480771e-09
1896,2.240870955461105e-08,0.0
1897,2.680288169187861e-08,9.322741689743452e-09
1898,4.0740154361174064e-08,2.26334195829736e-09
1899,2.9296165493519766e-08,2.7637891975018647e-09
1900,1.8168686111152965e-08,5.191053142894475e-10
1901,4.191554126009578e-08,1.1177477832191585e-09
1902,2.1114219705964388e-08,2.9461704187383475e-09
1903,2.6461078661554893e-08,5.400220270956879e-10
1904,2.364835083312755e-08,2.6873125946735854e-09
1905,3.251278357652154e-08,1.0321518084666081e-09
1906,3.446603713541663e-08,0.0
1907,2.1599941391059474e-08,0.0
1908,2.161011281032188e-08,2.4556945366072114e-09
1909,1.7603147384193107e-08,0.0
1910,2.2979847358328698e-08,4.275320542035388e-09
1911,3.085817112946643e-08,4.25629931299909e-09
1912,1.3544495303108306e-08,3.125652625612929e-09
1913,2.333315407554437e-08,1.590896969716482e-09
1914,2.4108278040557707e-08,0.0
1915,1.0602685840410686e-08,1.1780761921542648e-09
1916,4.1752354462687435e-08,0.0
1917,4.276905585243185e-08,0.0
1918,2.6418664589300533e-08,1.1486376294556067e-09
1919,2.4861190439651182e-08,0.0
1920,1.590168707821249e-08,7.572231730534895e-10
1921,2.196096815509918e-08,7.572747429129834e-10
1922,2.7298360905092522e-08,2.2133805899215986e-09
1923,1.8047112249064412e-08,2.1231896241147297e-09
1924,2.4494086758863887e-08,0.0
1925,2.5295809891190402e-08,1.0998177923937646e-09
1926,1.671920735191179e-08,0.0
1927,4.3481975353643065e-08,1.1149224876660924e-09
1928,2.170947865920425e-08,0.0
1929,3.0079096546842266e-08,6.684243825105796e-09
1930,2.6259009189288918e-08,1.0503603542488804e-09
1931,1.4826963656844327e-08,0.0
1932,2.082311922890767e-08,0.0
1933,2.523545639121494e-08,0.0
1934,3.2350264689284813e-08,0.0
1935,2.154291145473053e-08,0.0
1936,3.273672888326473e-08,0.0
1937,1.888667711114067e-08,0.0
1938,2.463390735840676e-08,0.0
1939,3.5176316970364496e-08,1.5294050470515685e-09
1940,1.2678914806940611e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,1.7419411690866582e-08,5.806470415592457e-09
1944,1.6065930807940276e-08,0.0
1945,1.5249527862692958e-08,0.0
1946,4.037120149291695e-08,0.0
1947,2.26496545963073e-08,0.0
1948,2.391815279167986e-08,2.174377566888097e-09
1949,2.4542520904446974e-08,3.9268033269479474e-09
1950,1.2762433776458693e-08,0.0
1951,2.4521224162299404e-08,3.1984206394497505e-09
1952,7.381362632230548e-09,0.0
1953,2.3702419582605216e-08,3.232148326759443e-09
1954,8.795282724349818e-09,0.0
1955,1.595553378308523e-08,9.385607846468247e-10
1956,1.831439710997529e-08,1.744228317335228e-09
1957,1.8553580005686854e-08,0.0
1958,3.060729980575161e-08,6.617794756635931e-09
1959,1.9376869886400527e-08,7.750747821333448e-10
1960,1.038124963770315e-08,0.0
1961,1.320150300188061e-08,2.08444772553662e-09
1962,1.2049716779927166e-08,1.9025869768540815e-09
1963,2.0044765847160306e-08,3.879631726988464e-09
1964,2.5552667537454e-08,0.0
1965,1.3680108601477059e-08,5.472043373977442e-10
1966,2.76953731059848e-08,2.215629901769489e-09
1967,2.021437595089992e-08,9.860671168482327e-10
1968,1.527081394669949e-08,3.1439910674890825e-09
1969,1.544197658631674e-08,0.0
1970,2.989171221656761e-08,2.2993624781975086e-09
1971,2.3122789016838396e-08,2.569198631618974e-09
1972,2.0007572487656944e-08,2.0520587451500205e-09
1973,1.3783009400469837e-08,5.513203782392395e-10
1974,1.2938814464291681e-08,1.1251143350321513e-09
1975,1.2565256390928425e-08,0.0
1976,1.199840671262109e-08,1.142705374768127e-09
1977,1.9981058585472056e-08,2.3507127355770763e-09
1978,1.4257419245211622e-08,5.940591352171509e-10
1979,1.580032815695631e-08,5.851973350345929e-10
1980,2.1603572264439208e-08,1.1370301367108482e-09
1981,1.2651098835192442e-08,6.325549528618524e-10
1982,9.932003663948308e-09,6.207502289967692e-10
1983,2.3366668600033336e-08,0.0
1984,1.4497521405587577e-08,0.0
1985,1.804667348892508e-08,0.0
1986,1.498621315931814e-08,1.7983456945813714e-09
1987,1.649920555735207e-08,0.0
1988,1.739000587974715e-08,1.798966087207532e-09
1989,9.329808037250586e-09,1.6464366536794728e-09
1990,1.3076762783725826e-08,1.6345953479657283e-09
1991,1.641210189973208e-08,5.861465202094962e-10
1992,8.815910668147353e-09,2.7549720282848966e-09
1993,2.049506697687775e-08,0.0
1994,1.6879765141197822e-08,0.0
1995,2.0063067651676647e-08,0.0
1996,9.60856638698715e-09,0.0
1997,1.006927874414032e-08,0.0
1998,1.0966696883940585e-08,4.768129224785866e-10
1999,1.279656292041409e-08,1.3710603763428253e-09
2000,1.3695897749244068e-08,8.836062992401139e-10
2001,1.0514908055370142e-08,4.3812117822561447e-10
2002,1.445803121669087e-08,0.0
2003,1.0833999475323708e-08,0.0
2004,1.5416770082765652e-08,0.0
2005,1.4411998705554652e-08,4.5037495954858286e-10
2006,1.6471560115860484e-08,1.2353669198716943e-09
2007,1.5179022483380322e-08,0.0
2008,2.086145478585877e-08,8.514879357157668e-10
2009,1.2397300963584712e-08,9.53638501499654e-10
2010,1.8895171649546683e-08,0.0
2011,1.6825476123472072e-08,3.82397197240536e-10
2012,1.974466634635519e-08,3.404252713057332e-10
2013,2.4823213706781644e-08,8.367375126105969e-10
2014,2.425298539776577e-08,6.496335691608124e-10
2015,2.881547978006438e-08,4.433150790905671e-10
2016,3.7491254545329866e-08,1.0356699942093428e-09
2017,2.2388940479345365e-08,2.515611330355938e-10
2018,2.6589107804397827e-08,1.290733298020541e-09
2019,3.086695343768042e-08,7.65296326310505e-10
