year,soit_VERB en_ADP,soit_VERB lent_ADJ
1885,3.4993356052837044e-06,9.023890079618013e-09
1886,3.3383768922590207e-06,1.8069698626277386e-08
1887,3.5811152088172093e-06,1.1752064210668323e-08
1888,3.461341634647397e-06,9.510921827882157e-09
1889,3.3311731897356367e-06,1.1903759755682586e-08
1890,3.426633291780945e-06,3.2771931834929546e-09
1891,3.305033146716596e-06,1.1473596295275001e-08
1892,3.583081728208981e-06,8.149066310636499e-09
1893,3.3674221100454815e-06,8.621783287310336e-09
1894,3.3291032366378204e-06,1.6384001710889606e-08
1895,3.4438512130918753e-06,1.444467478961542e-08
1896,3.7617147228274916e-06,2.358811590497112e-09
1897,3.500106842579953e-06,8.740070001067579e-09
1898,3.465176547479132e-06,9.05336783318944e-09
1899,3.337551888193957e-06,1.0502398950507086e-08
1900,3.3373279819670643e-06,1.557315876254961e-08
1901,3.2817075918956107e-06,1.1736351446245408e-08
1902,3.927245074919483e-06,1.718599307309887e-08
1903,3.4183395314357767e-06,1.4040573148577096e-08
1904,3.3344175278671173e-06,1.7198800605910947e-08
1905,3.463901393274682e-06,1.3934049469810361e-08
1906,3.3637822625109948e-06,1.9547901075611662e-08
1907,3.4801621353608425e-06,5.142843484406967e-09
1908,3.5111520020336684e-06,1.0313916831705683e-08
1909,3.476071469776798e-06,7.151278680339601e-09
1910,3.2267982277289775e-06,1.1222716089775986e-08
1911,3.4194044076230057e-06,1.9153347352585115e-08
1912,3.370495605281576e-06,1.927485904218429e-08
1913,3.5174730896869733e-06,1.2196876397752021e-08
1914,3.3677924804464965e-06,7.366418142140674e-09
1915,3.3822568283881083e-06,1.4136913861761968e-08
1916,3.5665301894027834e-06,3.2962386153911893e-09
1917,3.649626108881421e-06,1.864292187292449e-08
1918,3.488412488650283e-06,1.033773866510046e-08
1919,3.584615349438991e-06,2.301962176431971e-08
1920,3.6543590624660283e-06,1.4387239843927091e-08
1921,3.3729017943073814e-06,6.058197943303867e-09
1922,3.283919177476946e-06,1.4018077365562931e-08
1923,3.5128172797271873e-06,5.307974060286824e-09
1924,3.2319301794814237e-06,2.578324886925998e-09
1925,3.5755076623900095e-06,1.9796720707176974e-08
1926,3.4943143703003443e-06,1.2260752413340015e-08
1927,3.4562596340492746e-06,8.919379901328739e-09
1928,3.441523688252346e-06,1.3711249025050165e-08
1929,3.3242973103142504e-06,1.0026365515614089e-08
1930,3.764491438573714e-06,1.470504518152893e-08
1931,3.548206436221335e-06,1.4826963656844327e-08
1932,3.818302559466247e-06,1.9727165678773417e-08
1933,3.3769629084190456e-06,8.02946331646126e-09
1934,3.2997272043644443e-06,4.7926320689839486e-09
1935,3.3571036937019016e-06,3.590485242455088e-09
1936,3.324596683285108e-06,1.091224355320719e-08
1937,3.646387710887211e-06,8.813782592653752e-09
1938,3.443560991911454e-06,5.186085783037697e-09
1939,3.584925380550885e-06,1.5294050470515685e-08
1940,3.4664151797869636e-06,5.0715658339584024e-09
1941,3.5978816441684103e-06,2.6563522936839945e-08
1942,3.216264552463599e-06,6.068423541449874e-09
1943,3.3764624767229634e-06,1.7419411690866582e-08
1944,3.4638146715337825e-06,3.2131861615880553e-09
1945,3.5945316341212674e-06,6.535512131478072e-09
1946,3.5262157851434495e-06,6.960552134671616e-09
1947,3.6608994236075887e-06,9.536696765621855e-09
1948,3.3778956307628505e-06,1.3046265401328583e-08
1949,3.628366357588675e-06,6.8719057111366055e-09
1950,3.627721767429648e-06,1.3825969702452312e-08
1951,3.602487737452975e-06,1.0661401539380222e-08
1952,3.4091352034693045e-06,1.370824520563474e-08
1953,3.5219642100514648e-06,1.8315507332999914e-08
1954,3.636360716541276e-06,1.07497895029951e-08
1955,3.5477596753707985e-06,1.407841132561316e-08
1956,3.5913660880737552e-06,8.72114114258693e-09
1957,3.4209266672746708e-06,1.3252556385623393e-08
1958,3.566164217261303e-06,4.1361216673863055e-09
1959,3.7250093853913313e-06,9.300897829689347e-09
1960,3.840370396801518e-06,8.305000243069571e-09
1961,3.936132287662986e-06,1.528595028332802e-08
1962,3.7633168687989382e-06,1.2049716779927166e-08
1963,3.726386566427209e-06,7.1126584622049904e-09
1964,3.964922072441368e-06,1.2776333768727e-08
1965,3.9513623377729346e-06,8.20806533852192e-09
1966,3.870151495277696e-06,1.1078149952936656e-08
1967,3.915179288327408e-06,7.888536934785861e-09
1968,3.742247699278778e-06,5.3896989093971115e-09
1969,3.913178375114512e-06,9.083515273289322e-09
1970,4.0146867377188755e-06,1.3796174869185052e-08
1971,3.773125218486939e-06,1.1818314327172175e-08
1972,3.694731802283968e-06,8.208234980600082e-09
1973,3.721963892644453e-06,9.37244681864513e-09
1974,3.766320222808872e-06,7.875800456247362e-09
1975,3.7084641419937725e-06,1.2565256390928425e-08
1976,3.703508113517273e-06,5.142174241967723e-09
1977,3.606581017834287e-06,7.639816779203557e-09
1978,3.5851468709324763e-06,1.128712323605896e-08
1979,3.6147639619343863e-06,6.437170796402825e-09
1980,3.6328112109629274e-06,3.97960553399912e-09
1981,3.6643908565281436e-06,7.590659656386833e-09
1982,3.864791025876002e-06,4.345251713999687e-09
1983,3.7298255506357236e-06,2.5261264191556165e-09
1984,3.6429371004231825e-06,7.538710988796993e-09
1985,3.5401559355108247e-06,4.812446441349039e-09
1986,3.68241251891277e-06,5.395036861699509e-09
1987,3.7453195904646464e-06,2.4443267410134695e-09
1988,3.6968755203758974e-06,4.197587610832443e-09
1989,3.6770418780918135e-06,3.841685636274406e-09
1990,3.807517366283264e-06,4.358920779878872e-09
1991,3.787678858557797e-06,7.6199047072123e-09
1992,3.6238902367813353e-06,4.4079553340736766e-09
1993,3.7794013358904976e-06,1.661762283333701e-09
1994,3.774737514561366e-06,1.5824779264761446e-09
1995,3.8033068925358293e-06,5.964695848348356e-09
1996,3.894138220772447e-06,3.736664311304594e-09
1997,3.830161613649352e-06,1.006927874414032e-08
1998,3.974235792014724e-06,7.629006759657386e-09
1999,3.9143773804539705e-06,5.941261704833778e-09
2000,3.974019177732657e-06,6.627047355323157e-09
2001,4.025457364775775e-06,5.257454027685071e-09
2002,4.014951493047647e-06,2.6287327870022636e-09
2003,4.239844091813438e-06,9.167230530238157e-09
2004,4.262957041589743e-06,3.9643119897903034e-09
2005,4.162365264903656e-06,7.205999352777326e-09
2006,4.150009417003275e-06,6.58862386870851e-09
2007,4.130291737070024e-06,4.393927444112933e-09
2008,4.144617534507233e-06,5.960415716543821e-09
2009,4.127347605020759e-06,6.675469510497578e-09
2010,4.079940122636572e-06,4.2514138876015295e-09
2011,4.1390674709873565e-06,8.030340836739924e-09
2012,4.003741755909118e-06,1.0212757750593937e-08
2013,3.944380518206003e-06,9.761937924679387e-09
2014,3.652889551730709e-06,9.527958866328845e-09
2015,3.908708933408889e-06,1.0196246513771712e-08
2016,3.833014861953643e-06,1.3877977877996273e-08
2017,4.022210834619955e-06,1.33327402451755e-08
2018,3.875555844246037e-06,9.29327992338358e-09
2019,3.890511475646008e-06,1.4795729086358733e-08
