year,auraient_VERB eu_VERB,auraient_VERB lu_VERB
1800,7.48311151710368e-07,1.8864987794131594e-08
1801,5.357661052585172e-07,1.1905912700171939e-08
1802,7.541520972154103e-07,4.475680270843441e-09
1803,8.327948535225005e-07,1.1702034896643454e-08
1804,1.1815448033303255e-06,2.2246657849223084e-08
1805,8.69920597779128e-07,0.0
1806,8.78909077073331e-07,2.881669125542885e-09
1807,1.412089773111802e-06,5.693910232196231e-09
1808,1.0355958011132316e-06,6.798221985349073e-09
1809,1.04819014268287e-06,2.259030518203531e-09
1810,1.4742798839506577e-06,2.3401267590372754e-09
1811,1.3262435913929949e-06,0.0
1812,1.0028702490672003e-06,1.600324850414836e-08
1813,1.1761783298425144e-06,5.751483289628823e-09
1814,1.0037899755843682e-06,0.0
1815,1.2245394600540749e-06,2.6972236000233352e-08
1816,1.0753682317954372e-06,1.0892738089296472e-07
1817,1.2813068224204471e-06,5.1376822796100896e-08
1818,1.3494773156708106e-06,2.98029441125891e-08
1819,1.538166088721482e-06,3.622867339458935e-08
1820,1.7253863688893034e-06,2.4919611263385377e-08
1821,1.5640320043530664e-06,2.859831660373402e-08
1822,1.4025836208020337e-06,8.02049271442229e-09
1823,1.6434908047813224e-06,2.2730180404550993e-08
1824,1.5065370462252758e-06,5.894778887238772e-09
1825,1.463464627704525e-06,5.283265824829186e-09
1826,1.4039926554687554e-06,2.554315514657901e-08
1827,1.944844598256168e-06,1.3825909306319772e-08
1828,2.1995178940414917e-06,1.3758452155343548e-08
1829,1.9949779925809707e-06,4.8009784592295546e-08
1830,1.8441888869347167e-06,7.305785310052215e-09
1831,1.8023433767666575e-06,2.8064171431196883e-08
1832,1.692599198577227e-06,2.841293600397421e-08
1833,1.813996277633123e-06,3.4750886612755494e-09
1834,1.6923504517762922e-06,1.8669062740173104e-08
1835,1.8121158973372076e-06,2.7983425354705105e-08
1836,1.6143242191901663e-06,1.008112526790228e-08
1837,1.6128391280290089e-06,2.1569462660409044e-08
1838,1.8463073274688213e-06,3.28232410140572e-08
1839,1.6800514686110546e-06,1.677954131196202e-08
1840,1.8351073549638386e-06,2.1019973317493168e-08
1841,1.968540118468809e-06,2.5040138851295524e-08
1842,1.7421364191250177e-06,2.3478927246856074e-08
1843,1.9073415842285613e-06,1.7130041385371442e-08
1844,1.7267013845412293e-06,2.6893950177964143e-08
1845,1.829198708946933e-06,1.4508592549589139e-08
1846,1.8236771666124696e-06,1.8148954339380907e-08
1847,1.9458750557532767e-06,2.8044762956369595e-08
1848,1.955793322849786e-06,2.976732105253177e-08
1849,2.066363776975777e-06,1.508294644736452e-08
1850,2.0027537175337784e-06,3.530277936647508e-08
1851,1.917418103403179e-06,2.0638204034639784e-08
1852,1.759149427016382e-06,1.8880582430824688e-08
1853,1.6834875395943527e-06,3.0456853039595444e-08
1854,1.7436649386581848e-06,1.1430461910322265e-08
1855,1.777823968041048e-06,1.751289246954002e-08
1856,1.7705987147564883e-06,7.765783571755946e-09
1857,1.7182911733470974e-06,1.4156376515472857e-08
1858,1.7034885786415543e-06,1.565976326389773e-08
1859,1.709951789052866e-06,1.4258085379026397e-08
1860,1.7178170992337982e-06,1.6935580049448618e-08
1861,1.7519805624033324e-06,1.744906619194353e-08
1862,1.661715373302286e-06,2.4848924695675123e-08
1863,1.6871829302544938e-06,2.2475793670651e-08
1864,1.559724978505983e-06,1.6302074357099627e-08
1865,1.7796578504203353e-06,1.4591217123438582e-08
1866,1.8786131477099843e-06,2.1895258939252926e-08
1867,1.621809587959433e-06,1.844068364675877e-08
1868,1.5975552969393902e-06,7.409810987013543e-09
1869,1.7595319832253153e-06,2.2952539424636598e-08
1870,1.6949848031799775e-06,2.465641024684828e-08
1871,2.039266064457479e-06,4.248470908407853e-09
1872,1.8535095023253234e-06,2.9027228620748247e-08
1873,1.7119972426371532e-06,1.7359413462259e-08
1874,1.5808815305717872e-06,1.5533982988813477e-08
1875,1.695288460723532e-06,1.3159512590732447e-08
1876,1.7557626961206552e-06,1.1487427897804992e-08
1877,1.4967254173825495e-06,2.6594708657512456e-08
1878,1.7012113175951527e-06,2.1740719446938783e-08
1879,1.6800644289105549e-06,2.3826368433788048e-08
1880,1.5434919760082266e-06,2.3104245627791897e-08
1881,1.551382979414484e-06,8.367009307619355e-09
1882,1.6139308627316495e-06,5.989846840748214e-09
1883,1.6815761227917392e-06,1.2006744043446815e-08
1884,1.543476741971972e-06,1.1222884843675729e-08
1885,1.6081861531347386e-06,1.160214413431504e-08
1886,1.5669010053898091e-06,1.1616235084943582e-08
1887,1.5924047147564124e-06,3.9173548849191775e-09
1888,1.575008695908764e-06,2.282621380800265e-08
1889,1.632068119761243e-06,1.3783300722991498e-08
1890,1.5750190414109966e-06,1.1797895993481688e-08
1891,1.5553097227893886e-06,8.286486163910922e-09
1892,1.5896947616056423e-06,9.402768341715273e-09
1893,1.6492239183207857e-06,1.1700991287000306e-08
1894,1.5564802424705704e-06,1.5753848003896564e-08
1895,1.6316463415932958e-06,9.629783193076946e-09
1896,1.722522142699745e-06,7.076434549446731e-09
1897,1.5644725408492377e-06,8.157399200570126e-09
1898,1.5639692492186441e-06,9.619203211741478e-09
1899,1.525611651231884e-06,1.8241008703512307e-08
1900,1.508000991634617e-06,1.86877908703309e-08
1901,1.604526914888993e-06,1.8442838367604963e-08
1902,1.2639070519071538e-06,3.928227076954727e-09
1903,1.3921768413638347e-06,1.3500550899436803e-08
1904,1.3108710845699534e-06,8.599400302955473e-09
1905,1.4522375977321644e-06,1.186974607492175e-08
1906,1.4748377452633576e-06,1.5432553013283723e-08
1907,1.5119959471121547e-06,2.1599941391059474e-08
1908,1.4518066109303618e-06,2.2101250607420297e-08
1909,1.4011004623171175e-06,9.901770070541716e-09
1910,1.5353745084212278e-06,9.619471441624228e-09
1911,1.3694642575501348e-06,6.384448969498635e-09
1912,1.2862061566920602e-06,1.6670147928721235e-08
1913,1.4238527228371822e-06,1.484837142129436e-08
1914,1.4418088767342851e-06,1.6072185360371805e-08
1915,1.6987859225991997e-06,4.712304768617059e-09
1916,1.42946885262063e-06,2.307367097387214e-08
1917,1.511173309154401e-06,1.4256351654751143e-08
1918,1.5230934877763502e-06,9.189101035644853e-09
1919,1.5524432228630758e-06,1.012863304339362e-08
1920,1.4288801821749075e-06,9.843901693784574e-09
1921,1.3691527556147776e-06,1.2116395886607734e-08
1922,1.29335205656389e-06,1.2542490601674672e-08
1923,1.3386710406848579e-06,8.492758496458919e-09
1924,1.3497531199391233e-06,2.1915761649893284e-08
1925,1.2229974117872189e-06,5.499089184013428e-09
1926,1.1547399481059983e-06,1.5604593173179637e-08
1927,1.1662089036690304e-06,1.2264147031260109e-08
1928,1.1186094752702047e-06,1.82816659588525e-08
1929,1.2755765510519268e-06,2.2280811862174232e-08
1930,1.1207345096408972e-06,7.352522590764465e-09
1931,1.1473788390503614e-06,4.5621426636444085e-09
1932,1.3151443454262335e-06,1.2055489939655217e-08
1933,1.1550956742212293e-06,5.735331320977366e-09
1934,1.1658077028187108e-06,3.5944740517379614e-09
1935,9.7421832379041e-07,7.180970484910176e-09
1936,1.064549906004686e-06,1.2124714565686645e-08
1937,1.1332006124575855e-06,6.295559185076627e-09
1938,1.1616832580330083e-06,1.2965214679638848e-08
1939,1.1852889656438492e-06,1.070583532936098e-08
1940,1.1791390761572984e-06,5.0715658339584024e-09
1941,1.1422315537856775e-06,1.1806010391524069e-08
1942,9.224003747476672e-07,9.102635090130207e-09
1943,1.080003471543023e-06,1.4516175816936538e-08
1944,1.1310414720355766e-06,9.639558484764166e-09
1945,1.2591752920343424e-06,1.9606536838523425e-08
1946,1.1944307516387198e-06,8.352662561605939e-09
1947,1.051420781550405e-06,5.960435700558264e-09
1948,1.0665321497072e-06,7.610321262063735e-09
1949,1.0798709126902395e-06,7.853606653895895e-09
1950,1.009295829135226e-06,1.2762433776458693e-08
1951,9.840473467193078e-07,1.7058242818279723e-08
1952,1.0323362857889151e-06,1.370824520563474e-08
1953,1.007352807391726e-06,4.3095309543161875e-09
1954,9.752991445566295e-07,1.6613311615287785e-08
1955,9.920587444867124e-07,6.569925492527773e-09
1956,8.773468493927794e-07,1.0465369904011368e-08
1957,1.0752240768852062e-06,1.501956425897788e-08
1958,9.463446417612431e-07,9.099467845885556e-09
1959,1.0068221172332414e-06,6.200598257066758e-09
1960,9.22547087611747e-07,1.038124963770315e-08
1961,9.887230589811224e-07,2.08444772553662e-09
1962,1.05276478734595e-06,2.7904608401740916e-08
1963,9.899526958179194e-07,1.2285501505004959e-08
1964,9.825608913160977e-07,1.2167936880302932e-08
1965,9.368138194076892e-07,1.91521518644322e-08
1966,9.516130603515194e-07,5.539074976468328e-09
1967,9.855740472630714e-07,8.874604162656397e-09
1968,1.0734484021668322e-06,7.186265360559219e-09
1969,1.119997477871948e-06,1.090021850558287e-08
1970,1.0351729997637449e-06,1.103694025061941e-08
1971,9.55741938923893e-07,1.4387513402880359e-08
1972,9.311216331298056e-07,1.6416469961200164e-08
1973,8.887284366210224e-07,1.2129047988196362e-08
1974,9.130303055826516e-07,1.2938814464291681e-08
1975,9.69238158177177e-07,1.3707552426467373e-08
1976,9.878688160824822e-07,8.570290255249802e-09
1977,8.685883585712872e-07,4.11374712072643e-09
1978,9.409896506440418e-07,5.346532105932056e-09
1979,9.187598379867268e-07,8.777959692451986e-09
1980,9.437350172447623e-07,1.193881615790815e-08
1981,8.912699058782891e-07,7.590659656386833e-09
1982,9.373328566653072e-07,1.5518756057986138e-08
1983,9.201415309689764e-07,1.326216381158929e-08
1984,9.31320755626075e-07,1.4497521405587577e-08
1985,8.927088401833316e-07,8.421781494405423e-09
1986,9.399353189110116e-07,5.395036861699509e-09
1987,8.903460297915444e-07,1.2221633483022742e-08
1988,9.162734500023362e-07,1.2592763276586538e-08
1989,8.94015101948753e-07,9.329808037250586e-09
1990,9.115593115893716e-07,8.172976073694826e-09
1991,8.927011663217854e-07,7.6199047072123e-09
1992,9.322825462731998e-07,9.366905473484621e-09
1993,9.200623480865033e-07,1.1632335983335906e-08
1994,8.534831295037293e-07,1.002236071911966e-08
1995,8.816904824016092e-07,7.591431483433553e-09
1996,8.850556696415879e-07,9.60856638698715e-09
1997,9.388403441334958e-07,1.2946214766884623e-08
1998,9.798505971048144e-07,1.144351013948608e-08
1999,9.419184721082274e-07,1.416762351880152e-08
2000,9.061382684194541e-07,5.3016377954406835e-09
2001,9.152351481134247e-07,1.5334240544007116e-08
2002,8.442613648185215e-07,7.886198361006791e-09
2003,8.892213259059645e-07,1.12506919336397e-08
2004,8.906487778403971e-07,1.0571499231559756e-08
2005,8.273387948065647e-07,8.106749049829887e-09
2006,8.709337180334842e-07,1.93540827808647e-08
2007,8.464302254651557e-07,1.997239706952314e-08
2008,8.75329590144247e-07,1.4901038625225738e-08
2009,8.620892231192556e-07,8.582746957586096e-09
2010,8.76263584359549e-07,9.447585824773341e-09
2011,8.431858304902562e-07,1.606068167347985e-08
2012,9.324248253506084e-07,1.4978711604385353e-08
2013,9.505338312010281e-07,9.483025031897796e-09
2014,1.0716788665376953e-06,1.2126492698882885e-08
2015,9.664269100539968e-07,1.219116452233493e-08
2016,1.0338058018533047e-06,1.1806638333666797e-08
2017,8.726655664759164e-07,8.049956257139002e-09
2018,9.60047486842086e-07,1.626323964387666e-08
2019,9.920790944306646e-07,1.4795729086358733e-08
