year,seraient_VERB également_ADV,seraient_VERB egalement_ADV,seraient_VERB légalement_ADV
1914,3.087198927609336e-07,0.0,5.357394972094198e-09
1915,2.61532913992113e-07,0.0,1.1780762143587253e-08
1916,3.065501914534252e-07,0.0,1.7579939282086343e-08
1917,2.1384528370305134e-07,0.0,5.483212106582869e-09
1918,2.435111765564102e-07,0.0,4.594550517822427e-09
1919,2.891264450077813e-07,1.8415696745321952e-09,3.6831393490643904e-09
1920,2.468547424250289e-07,0.0,8.329454459499175e-09
1921,3.036671740730412e-07,7.572747429129834e-10,1.1359120755116692e-08
1922,3.438118030274495e-07,7.377935484775833e-10,6.640141769764796e-09
1923,2.484131740310147e-07,0.0,8.492758496458919e-09
1924,3.171339559848718e-07,0.0,5.156649773851996e-09
1925,2.9805062795595916e-07,1.0998177923937646e-09,7.698724324711748e-09
1926,2.608196316700173e-07,0.0,3.343841648018042e-09
1927,2.3747848409971795e-07,0.0,1.2264147031260109e-08
1928,2.4223208494600357e-07,0.0,4.570416489713125e-09
1929,3.163875419431861e-07,1.1140406375176326e-09,1.0026365515614089e-08
1930,2.804462124750273e-07,1.0503603542488804e-09,9.453243521306831e-09
1931,2.805717604914548e-07,1.1405356659111021e-09,6.843213995466613e-09
1932,3.364577811915126e-07,0.0,8.767629289252454e-09
1933,2.477662921496204e-07,0.0,2.2941324395731044e-09
1934,2.7677449310203883e-07,2.3963160344919743e-09,1.1981580172459871e-09
1935,2.4056250413906355e-07,1.196828414151696e-09,8.377798899061872e-09
1936,2.94630560837561e-07,0.0,1.2124714565686645e-08
1937,2.858183767440181e-07,1.2591118148108649e-09,2.5182236296217297e-09
1938,2.606008120409342e-07,0.0,5.186085783037697e-09
1939,3.1658685717417256e-07,0.0,3.058810094103137e-09
1940,2.4089937822324714e-07,0.0,7.607348528892999e-09
1941,2.6858674928575965e-07,2.9515025978810172e-09,0.0
1942,2.6701064359535565e-07,0.0,3.034211770724937e-09
1943,2.758073383013482e-07,0.0,2.9032352077962287e-09
1944,2.731208290640552e-07,0.0,1.6065930807940276e-08
1945,3.2241860870030337e-07,2.178504043826024e-09,4.357008087652048e-09
1946,2.4779564355981165e-07,0.0,4.1763312808029696e-09
1947,2.4914620189164793e-07,0.0,7.152522574216391e-09
1948,2.5222778754496744e-07,0.0,1.0871887834440486e-09
1949,2.758579434880559e-07,9.817008317369869e-10,4.908504269707237e-09
1950,2.903453655278554e-07,1.0635361480382244e-09,6.381216888229346e-09
1951,2.6653503493179187e-07,2.1322803522849654e-09,1.0661401539380222e-08
1952,3.2477995670632254e-07,1.0544803918932644e-09,5.272402070488624e-09
1953,2.7150046122415006e-07,1.0773827385790469e-09,2.1547654771580937e-09
1954,2.658129873989168e-07,0.0,9.772536113672459e-10
1955,2.8062968748798767e-07,1.8771215692936494e-09,1.8771215692936494e-09
1956,2.5901789957316623e-07,8.72114158667614e-10,5.232684952005684e-09
1957,3.348479253872938e-07,0.0,7.951533653738352e-09
1958,3.151724694561153e-07,0.0,4.9633461784992505e-09
1959,2.6275036246747874e-07,0.0,5.425523585955716e-09
1960,2.9828793102204543e-07,6.920833350854139e-10,5.536666680683311e-09
1961,2.4388038821765434e-07,6.948159270159238e-10,4.16889545107324e-09
1962,2.8982739719296546e-07,0.0,5.7077609305622445e-09
1963,2.515294799110279e-07,1.2932106496776896e-09,2.5864212993553792e-09
1964,2.798625327038451e-07,1.2167936658258327e-09,3.6503808864551957e-09
1965,2.6320529633583334e-07,2.73602163147757e-09,3.2832261354087677e-09
1966,2.553513489544912e-07,1.6617224263271169e-09,6.6468897053084675e-09
1967,2.4257251673986957e-07,0.0,5.916402479044791e-09
1968,2.8071348978642163e-07,8.982831700699023e-10,1.3474247273492779e-09
1969,3.2655239912138256e-07,9.083515606356229e-10,9.083515273289322e-09
1970,3.1685215873267225e-07,4.5987250119061684e-10,5.518470125309705e-09
1971,2.5640602707710514e-07,1.0276794970565106e-09,2.569198631618974e-09
1972,2.354737403953422e-07,2.0520587451500205e-09,2.565073486948677e-09
1973,2.4864550285386144e-07,5.513203782392395e-10,6.615844760915479e-09
1974,2.4640002616038714e-07,1.1251143350321513e-09,3.3753431161187564e-09
1975,2.4045331326050245e-07,2.8557400888473694e-09,0.0
1976,2.6167953759426155e-07,1.142705374768127e-09,7.427584769459372e-09
1977,2.515262551572306e-07,0.0,2.3507127355770763e-09
1978,2.2574246516526841e-07,5.940591352171509e-10,1.1881182704343018e-09
1979,2.5748681764525827e-07,5.851973350345929e-10,4.096381456264453e-09
1980,2.4446147817158703e-07,0.0,2.2740602734216964e-09
1981,2.3531044046620764e-07,0.0,2.5302198114474095e-09
1982,2.483001003694696e-07,0.0,8.069752865935698e-09
1983,2.684009388076447e-07,0.0,6.315316047889041e-10
1984,2.476176641508232e-07,5.799008495621649e-10,5.219107812592938e-09
1985,2.538565588849906e-07,6.015558051686298e-10,2.4062232206745193e-09
1986,2.1759982371527542e-07,0.0,3.5966913891627428e-09
1987,2.0837885505997633e-07,1.2221633705067347e-09,3.6664902225425067e-09
1988,2.0508214459979968e-07,5.996553809062277e-10,5.99655392008458e-09
1989,2.272082513243845e-07,0.0,5.488122178931576e-10
1990,2.468238897712638e-07,5.44865097484859e-10,3.814055737905164e-09
1991,2.1863265198263093e-07,1.1722930404189924e-09,7.033758464558559e-09
1992,2.1709180542117679e-07,5.509944167592096e-10,1.65298330578878e-09
1993,2.404015995161046e-07,1.1078414852150331e-09,2.2156829704300662e-09
1994,2.558339380343e-07,5.274926606624319e-10,3.6924485691258724e-09
1995,2.56481916593998e-07,1.0844901643380922e-09,7.0491861237087505e-09
1996,2.428831944456533e-07,1.067618438099771e-09,1.067618438099771e-09
1997,2.411831943049947e-07,9.58978896292706e-10,3.3564262480467733e-09
1998,2.088440669290037e-07,0.0,2.3840645013706308e-09
1999,2.2851006420410158e-07,4.570201161957499e-10,3.1991407301035224e-09
2000,2.3901549750515727e-07,0.0,3.092622158362701e-09
2001,2.479765768281794e-07,8.762423564512289e-10,1.3143635069212678e-09
2002,2.0504116449160392e-07,4.38122149670761e-10,4.381221607729913e-09
2003,2.3543115146296145e-07,0.0,2.5001538617175356e-09
2004,2.1935860916588723e-07,4.404791253964646e-10,0.0
2005,2.1753110779343388e-07,0.0,4.954124666056714e-09
2006,2.429555063798716e-07,0.0,6.1768350434476815e-09
2007,2.0252010202170823e-07,3.994479469415779e-10,2.7961355453243186e-09
2008,2.2436707264317235e-07,8.514879357157668e-10,1.7029758714315335e-09
2009,2.1456866772240346e-07,0.0,3.337734755248789e-09
2010,2.1304307207259399e-07,0.0,1.4171379625338432e-09
2011,1.8546264513030764e-07,3.82397197240536e-10,3.823971805871906e-09
2012,1.7361689541584013e-07,0.0,1.3617010852229328e-09
2013,1.849189916747207e-07,0.0,3.904775169871755e-09
2014,1.5504587458359254e-07,0.0,3.2481677347817595e-09
2015,1.560469027328537e-07,0.0,1.10828768384863e-09
2016,1.70264145893384e-07,2.0713400439298368e-10,2.4856081637381067e-09
2017,1.4842107276535899e-07,0.0,1.0062445321423752e-09
2018,1.62374258483311e-07,0.0,1.5488800242380307e-09
2019,1.4209001419906997e-07,0.0,2.2958890344426663e-09
