year,seraient_VERB également_ADV,seraient_VERB egalement_ADV,seraient_VERB légalement_ADV
1800,2.200915076855381e-07,0.0,3.144164484325529e-09
1801,1.3096504614118487e-07,0.0,2.3811825844433088e-09
1802,1.432217686669901e-07,0.0,2.2378401354217203e-09
1803,1.3652375230321923e-07,0.0,1.1702034896643454e-08
1804,2.447132487759518e-07,0.0,2.4718509461507665e-09
1805,1.7341554325867037e-07,0.0,5.685755422035754e-09
1806,3.342736079048336e-07,0.0,8.645007376628655e-09
1807,3.074711401040986e-07,0.0,5.693910232196231e-09
1808,2.7646103717415826e-07,0.0,2.2660739951163578e-09
1809,2.5301142159150913e-07,0.0,4.518061036407062e-09
1810,2.1997190913225495e-07,0.0,9.360507036149102e-09
1811,2.933279859007598e-07,0.0,0.0
1812,2.1070944455914287e-07,8.00162425207418e-09,0.0
1813,2.674439656402683e-07,0.0,0.0
1814,3.6501455724646803e-07,0.0,0.0
1815,2.8320846801044297e-07,0.0,1.0788894222457657e-08
1816,2.61889239183688e-07,0.0,9.270415546325239e-09
1817,2.8179408673167927e-07,4.670620334934483e-09,0.0
1818,3.4094566103703983e-07,0.0,1.1921177378582115e-09
1819,2.825836702413653e-07,0.0,7.24573512300708e-09
1820,2.788623021388048e-07,0.0,1.1866481131050932e-09
1821,3.274014090948185e-07,1.97229765852569e-09,4.930744257336528e-09
1822,3.3184790027007693e-07,3.0076847679083585e-09,2.0051231786055723e-09
1823,2.421258216145361e-07,9.882686891060644e-10,8.894418535021487e-09
1824,3.1242328191183333e-07,8.421112696055388e-10,5.894778887238772e-09
1825,2.7561037541090627e-07,0.0,1.937197424695114e-08
1826,3.091602422955475e-07,8.807984341885344e-10,9.688783109140786e-09
1827,3.926558349576226e-07,9.217273055917019e-10,2.027800150017356e-08
1828,3.3754068340385857e-07,9.172301251858528e-10,9.172301140836225e-09
1829,3.9779536109563196e-07,1.714635211591542e-09,1.5431716349212365e-08
1830,3.7155135146349494e-07,1.0436835840010872e-09,1.1480519646056564e-08
1831,4.069304679887864e-07,4.677361609140007e-09,1.870944643656003e-08
1832,3.409552304933783e-07,0.0,4.058990654698391e-08
1833,3.8225974974270827e-07,1.1583628500844156e-09,2.0850531967653296e-08
1834,3.957840977175664e-07,9.334530925997342e-10,2.14694217959277e-08
1835,3.108429140752378e-07,0.0,6.050470346963266e-09
1836,2.453073782993087e-07,6.720750067579218e-10,8.736974699274924e-09
1837,3.4302402696084755e-07,6.957890930081589e-10,5.5663127440652715e-09
1838,3.5853078861336485e-07,0.0,8.2058102535143e-09
1839,3.999123824316442e-07,0.0,6.9914749545318955e-09
1840,3.7517466466852056e-07,6.369688665408546e-10,1.2739377552861697e-08
1841,3.486357798010431e-07,1.2841097074556274e-09,3.0818632978935057e-08
1842,3.9377515603788993e-07,6.708265054555795e-10,2.4820581145945653e-08
1843,4.004885738595476e-07,1.7720733769266417e-09,2.1855571574747046e-08
1844,4.3688947171105497e-07,1.097712254427563e-09,8.781698035420504e-09
1845,3.8615177350154184e-07,0.0,7.812318791877715e-09
1846,4.24451339853249e-07,5.854501328173001e-10,1.8148954339380907e-08
1847,3.316832497546329e-07,1.0786447290911383e-09,3.128069891999985e-08
1848,5.189168259533972e-07,1.6090443422100975e-09,2.574470947536156e-08
1849,4.307019152438585e-07,8.379414939696517e-10,1.8434713311421547e-08
1850,4.677618408166495e-07,0.0,1.3577992064028876e-08
1851,3.3021125989129985e-07,0.0,3.0957306051959677e-08
1852,3.001361505994282e-07,0.0,4.557382027314816e-09
1853,2.920274615458851e-07,0.0,1.5527023222716707e-08
1854,3.553834414526946e-07,3.117398783558656e-09,1.3508727469968562e-08
1855,3.348677175551984e-07,1.5920811335945473e-09,1.751289246954002e-08
1856,3.551551689962018e-07,0.0,1.2425253714809514e-08
1857,2.689711370296166e-07,9.763018171682347e-10,1.9526035899275485e-08
1858,3.405998567074242e-07,0.0,4.893676130990343e-09
1859,3.783484872066367e-07,0.0,5.092173349652285e-09
1860,3.1307938383462464e-07,0.0,1.1442959468865865e-08
1861,3.7444750855541997e-07,0.0,1.4147890858851042e-08
1862,2.8553672140607667e-07,2.2589932147099034e-09,1.581295272501393e-08
1863,3.026740325040578e-07,9.989241656072068e-10,1.9479021062807078e-08
1864,3.198083461386503e-07,0.0,1.6302074357099627e-08
1865,2.8241066729606246e-07,0.0,8.001635798393636e-09
1866,3.05560482360967e-07,0.0,2.919367858567057e-09
1867,2.8388948436486316e-07,0.0,1.261730986357179e-08
1868,3.68514605497694e-07,1.975949626142892e-09,9.385760613156435e-09
1869,3.408696329643135e-07,2.441759683335931e-09,5.371870948067681e-09
1870,3.2512056069577966e-07,5.734048791339319e-10,1.0321287824410774e-08
1871,3.6536850700485957e-07,0.0,1.6993883633631413e-08
1872,2.8785333938685653e-07,0.0,1.0280476914203973e-08
1873,3.24441434162992e-07,0.0,9.577607151811662e-09
1874,2.2703514446220652e-07,0.0,5.974609251779839e-09
1875,2.6948393383463554e-07,0.0,4.577221712764867e-09
1876,2.9323172157091904e-07,0.0,4.232210137899983e-09
1877,3.073853569457441e-07,0.0,1.1751150275074451e-08
1878,2.741746374379517e-07,6.039088673581716e-10,1.5701630218245555e-08
1879,3.653376379197937e-07,0.0,9.774920428640144e-09
1880,3.1319088944492535e-07,0.0,1.9253539207397807e-08
1881,3.639648960551689e-07,6.972507571312292e-10,6.972507571312292e-10
1882,2.6155663590543554e-07,0.0,6.655385131892899e-09
1883,2.7994672646691754e-07,1.2638677882037541e-09,5.0554711528150165e-09
1884,2.904746727594443e-07,0.0,3.9610181801208455e-09
1885,3.4161869444382376e-07,0.0,6.445635580831777e-09
1886,3.1492902508034604e-07,0.0,5.162771099520569e-09
1887,2.8531400808606833e-07,0.0,7.1818169189441505e-09
1888,3.138604256491817e-07,0.0,3.804368819970705e-09
1889,3.082447216362638e-07,6.265136742733546e-10,9.397704836544563e-09
1890,2.890484438466956e-07,0.0,6.554386366985909e-09
1891,2.428577792201736e-07,1.2748440081367107e-09,1.2748440525456317e-08
1892,2.2127848642305992e-07,6.268512375839919e-10,1.002961980134387e-08
1893,2.623485504393841e-07,0.0,1.1700991287000306e-08
1894,2.6277418530007424e-07,0.0,7.561847148451761e-09
1895,2.744488185602023e-07,6.018614495673091e-10,4.814891596538473e-09
1896,3.090043207976123e-07,5.89702897624278e-10,1.47425724961181e-08
1897,3.035717868193899e-07,0.0,1.2236098356765979e-08
1898,3.7288558196735266e-07,0.0,1.867257104493092e-08
1899,3.012530100932054e-07,2.2110313580014918e-09,7.738609753005221e-09
1900,3.1509693965148244e-07,5.191053142894475e-10,1.349673794948103e-08
1901,2.5540538217683206e-07,0.0,1.2854099118442264e-08
1902,2.9854526317762975e-07,0.0,6.874397495693074e-09
1903,3.510143076201899e-07,0.0,5.940242076007962e-09
1904,2.8431766363468114e-07,1.0749250378694342e-09,1.9348650681649815e-08
1905,3.1067770028814223e-07,0.0,1.5482276793932215e-08
1906,3.0659338978722417e-07,0.0,1.594697174311932e-08
1907,2.782278313295805e-07,1.028568674676933e-09,7.71426478252124e-09
1908,2.917364976262604e-07,0.0,3.732655784460803e-08
1909,2.80000064689645e-07,0.0,3.025541062129378e-08
1910,2.784302486347201e-07,1.068830135508847e-09,1.4429207162436342e-08
1911,3.016652052600932e-07,0.0,1.3300935464144459e-08
1912,2.9485323815858777e-07,5.209421227725386e-10,1.5628263128064646e-08
1913,2.7310396877311405e-07,5.30298971401777e-10,5.833288518886093e-09
