year,auraient_VERB également_ADV,auraient_VERB egalement_ADV,auraient_VERB légalement_ADV
1800,6.60274537267469e-08,0.0,0.0
1801,5.9529565277216534e-08,0.0,0.0
1802,2.0140561218795483e-08,0.0,0.0
1803,8.776526527753958e-08,0.0,0.0
1804,8.157108055684148e-08,0.0,2.4718509461507665e-09
1805,7.107194477384837e-08,5.685755422035754e-09,1.421438877713399e-08
1806,4.3225035994964855e-08,0.0,0.0
1807,9.964342950752325e-08,0.0,0.0
1808,9.517511045942229e-08,0.0,0.0
1809,7.680704072754452e-08,0.0,2.259030518203531e-09
1810,1.0764583180389309e-07,0.0,0.0
1811,2.757784400841956e-08,0.0,7.521229861140455e-09
1812,9.601949813031752e-08,0.0,0.0
1813,1.0352670187785407e-07,2.8757416448144113e-09,5.751483289628823e-09
1814,6.608021863030444e-08,0.0,3.1466771410748606e-09
1815,8.091670622434322e-08,0.0,0.0
1816,7.184571870766376e-08,0.0,2.3176038865813098e-09
1817,1.0898114055635233e-07,0.0,7.784366928831332e-09
1818,7.74876554032744e-08,0.0,0.0
1819,1.1903707530791507e-07,0.0,0.0
1820,1.0323838495196469e-07,0.0,0.0
1821,1.015733275266939e-07,0.0,2.9584463767662328e-09
1822,1.1729970594842598e-07,0.0,1.0025615893027862e-09
1823,1.2551012673611694e-07,0.0,0.0
1824,1.288430269141827e-07,0.0,0.0
1825,7.13240879690602e-08,0.0,1.7610886082763955e-09
1826,1.109806007093539e-07,8.807984341885344e-10,0.0
1827,1.5669364472614689e-07,3.6869092223668076e-09,0.0
1828,1.3666728193584277e-07,9.172301251858528e-10,4.586150570418113e-09
1829,1.4917326041086199e-07,0.0,0.0
1830,9.288783786587373e-08,0.0,0.0
1831,1.4967557149248023e-07,0.0,0.0
1832,1.0688675899928057e-07,0.0,0.0
1833,9.266902623039641e-08,0.0,4.6334514003376626e-09
1834,1.3255034048142988e-07,0.0,2.8003592777992026e-09
1835,9.075705520444899e-08,7.563087933704082e-10,7.563087933704082e-10
1836,8.938597773067158e-08,0.0,2.688300027031687e-09
1837,1.3567887435783632e-07,0.0,2.7831563720326358e-09
1838,1.0036337272367746e-07,0.0,1.1361890983607736e-08
1839,7.830452375401364e-08,0.0,9.788065469251706e-09
1840,8.599079848181646e-08,0.0,1.9109065441114126e-09
1841,6.741576186186649e-08,0.0,1.0914932957462042e-08
1842,7.44617452141938e-08,0.0,0.0
1843,9.864541539172933e-08,0.0,5.906911071384968e-10
1844,8.946354768113451e-08,0.0,6.586273748609983e-09
1845,1.3057733383448067e-07,0.0,3.348136878855712e-09
1846,8.430481557297753e-08,0.0,1.2294452567118697e-08
1847,9.761734531821276e-08,0.0,1.6179670936367074e-09
1848,1.078059739256787e-07,0.0,0.0
1849,9.301150782903278e-08,0.0,0.0
1850,8.350465208195601e-08,6.788996032014438e-10,4.073397619208663e-09
1851,8.642248161550015e-08,0.0,0.0
1852,8.138182039374442e-08,0.0,1.9531636308300904e-09
1853,7.882950114890264e-08,0.0,1.1943863675867306e-09
1854,1.1950028522278444e-07,5.195664454227256e-10,5.195664454227256e-10
1855,8.862585332281014e-08,0.0,0.0
1856,4.970101485923806e-08,0.0,0.0
1857,5.857810947418329e-08,1.4644527812635033e-09,0.0
1858,7.878818308881819e-08,4.893676019968041e-10,9.787352039936081e-10
1859,6.874434177461808e-08,0.0,5.092173349652285e-10
1860,1.171759080875745e-07,4.577183909670879e-10,0.0
1861,9.6677254646238e-08,0.0,2.8295783494058924e-09
1862,6.189641510445654e-08,0.0,9.035972525772706e-10
1863,6.04349139621263e-08,0.0,4.994620828036034e-10
1864,8.151037178549814e-08,4.794727948009836e-10,0.0
1865,1.143763199706882e-07,0.0,0.0
1866,1.0071818934420662e-07,0.0,1.4596839292835284e-09
1867,9.560038449762942e-08,0.0,9.7056229719783e-10
1868,7.656804967837161e-08,4.93987406535723e-10,4.93987406535723e-10
1869,9.767038022800989e-08,4.883519144627257e-10,0.0
1870,1.032128764677509e-07,0.0,5.734048791339319e-10
1871,7.541035529357032e-08,0.0,6.37270636261178e-09
1872,9.554796065458504e-08,6.047339295989218e-10,0.0
1873,1.0176207609902121e-07,5.986004469882289e-10,5.9860045809045914e-09
1874,1.171023384927139e-07,0.0,3.5847653734322193e-09
1875,9.326089411842986e-08,0.0,1.716458086775674e-09
1876,7.738898943898675e-08,0.0,0.0
1877,7.29808320443226e-08,6.184815992682502e-10,0.0
1878,8.454723854356416e-08,6.039088673581716e-10,6.039088673581716e-10
1879,9.530547373515219e-08,6.10932526790009e-10,0.0
1880,8.343199908722454e-08,0.0,6.417846254436199e-10
1881,7.600033313792665e-08,0.0,2.7890030285249168e-09
1882,8.3857855770475e-08,0.0,1.3310770263785798e-09
1883,8.847074184359371e-08,0.0,5.0554711528150165e-09
1884,9.704494630113913e-08,0.0,2.6406787867472303e-09
1885,7.992588280103519e-08,0.0,0.0
1886,1.0002869288427974e-07,0.0,5.162771099520569e-09
1887,7.181817096579834e-08,0.0,1.9586774424595887e-09
1888,6.277208797200728e-08,0.0,6.340614699951175e-10
1889,8.583237587345138e-08,0.0,3.759081934617825e-09
1890,8.192983358412675e-08,0.0,1.3108772956016423e-09
1891,5.609313546983685e-08,0.0,4.461953917456185e-09
1892,7.208789298829288e-08,0.0,6.268512375839919e-10
1893,7.143763269823467e-08,0.0,1.2316833108982905e-09
1894,1.1342770989131168e-07,0.0,3.780923574225881e-09
1895,8.60661870660806e-08,0.0,1.2037228991346183e-09
1896,1.244273164502374e-07,0.0,0.0
1897,6.933789364893528e-08,0.0,1.7480140668268973e-09
1898,5.262269908712369e-08,0.0,3.3950129374460403e-09
1899,7.185852268776216e-08,5.527578395003729e-10,0.0
1900,7.319385275650347e-08,0.0,1.5573159428683425e-09
1901,8.718432553678213e-08,0.0,0.0
1902,6.972602761834423e-08,0.0,0.0
1903,8.586350475070503e-08,0.0,1.6200660812870638e-09
1904,9.190608807330136e-08,0.0,2.1498500757388683e-09
1905,8.721682576151579e-08,0.0,4.1286072338664326e-09
1906,8.693671560422445e-08,0.0,2.0576738091193647e-09
1907,8.228549575051147e-08,1.028568674676933e-09,1.028568674676933e-09
1908,7.858222517143076e-08,0.0,3.437972351250096e-09
1909,7.31630791506177e-08,0.0,3.300590023513905e-09
1910,6.092331972240572e-08,5.344150677544235e-10,3.206490406526541e-09
1911,6.969690247160543e-08,0.0,1.0640748282497725e-09
1912,7.032718940536142e-08,0.0,4.688478938419394e-09
1913,9.068112660770566e-08,0.0,1.060597942803554e-09
1914,8.638799187110635e-08,0.0,4.68772043404897e-09
1915,1.1780761610680202e-07,0.0,1.1780761921542648e-09
1916,1.087758718654186e-07,0.0,3.2962386153911893e-09
1917,5.15421945124217e-08,0.0,2.1932848870420685e-09
1918,5.972916028440522e-08,1.1486376294556067e-09,8.040463406189247e-09
1919,8.287063479883727e-08,0.0,5.524709134618888e-09
1920,7.117898093156327e-08,0.0,2.2716695191604686e-09
1921,7.799929591101318e-08,0.0,0.0
1922,9.07486068513208e-08,0.0,0.0
1923,5.8387715995422695e-08,0.0,0.0
1924,7.734974616369072e-08,0.0,0.0
1925,7.91868828287079e-08,0.0,1.0998177923937646e-09
1926,8.471064916193427e-08,0.0,0.0
1927,6.355057990958812e-08,0.0,0.0
1928,7.769708076921233e-08,0.0,0.0
1929,7.909688548579652e-08,0.0,1.1140406375176326e-09
1930,7.037414206934045e-08,0.0,1.0503603542488804e-09
1931,7.755642172924126e-08,0.0,6.843213995466613e-09
1932,9.644391951724174e-08,0.0,1.0959536611565568e-09
1933,9.75006315684368e-08,0.0,9.176529758292418e-09
1934,9.944711365506009e-08,0.0,1.1981580172459871e-09
1935,9.454944205344873e-08,0.0,1.196828414151696e-09
1936,9.82101866497942e-08,1.2124714565686645e-09,1.2124714565686645e-09
1937,3.903246792447135e-08,0.0,2.5182236296217297e-09
1938,6.482607517455108e-08,0.0,1.2965214679638848e-08
1939,9.941133072288721e-08,1.5294050470515685e-09,1.5294050470515685e-09
1940,1.0396709626547818e-07,0.0,7.607348528892999e-09
1941,8.559357667081713e-08,0.0,0.0
1942,1.2136847260535433e-07,0.0,0.0
1943,7.548411673496958e-08,0.0,0.0
1944,1.4138018400444707e-07,3.2131861615880553e-09,3.2131861615880553e-09
1945,9.367567344042982e-08,0.0,0.0
1946,7.238973864787113e-08,0.0,0.0
1947,8.106191984325051e-08,0.0,4.7683483828109274e-09
1948,9.567261116671943e-08,1.0871887834440486e-09,1.0871887834440486e-09
1949,1.0798709126902395e-07,0.0,1.9634016634739737e-09
1950,8.508288829034427e-08,0.0,4.2541445921528975e-09
1951,9.595261474260042e-08,0.0,2.1322803522849654e-09
1952,9.91211592804575e-08,0.0,5.272402070488624e-09
1953,1.0127397587211817e-07,0.0,0.0
1954,9.283909463420059e-08,0.0,1.9545072227344917e-09
1955,7.508486277174597e-08,0.0,2.815682353940474e-09
1956,9.069987072507502e-08,0.0,0.0
1957,1.042534449879895e-07,0.0,8.835037701437898e-10
1958,8.685855590329083e-08,0.0,8.272243445794913e-10
1959,1.007597205671118e-07,0.0,7.750747821333448e-10
1960,1.0104416503509128e-07,0.0,6.920833350854139e-10
1961,1.2437205043625e-07,6.948159270159238e-10,2.08444772553662e-09
1962,1.1288682344456902e-07,0.0,6.341956404476434e-10
1963,8.405869067473759e-08,0.0,1.939815863494232e-09
1964,1.0099387282025418e-07,6.083968329129164e-10,0.0
1965,8.755269220728223e-08,0.0,2.73602163147757e-09
1966,8.197830680956031e-08,0.0,1.1078149508847446e-09
1967,8.923907302005318e-08,0.0,4.930335584241163e-10
1968,8.39894767068472e-08,8.982831700699023e-10,2.245707841908029e-09
1969,9.537691170180551e-08,4.5417578031781147e-10,1.3625273131978588e-09
1970,1.1036939895348041e-07,9.197450023812337e-10,9.197450023812337e-10
1971,8.992195432711014e-08,0.0,2.569198631618974e-09
1972,9.234264553015237e-08,5.130146862875051e-10,7.182205497002769e-09
1973,9.868634975873647e-08,5.513203782392395e-10,1.102640756478479e-09
1974,1.0688586371543352e-07,0.0,1.6876715580593782e-09
1975,1.0966041941173899e-07,2.2845920710778955e-09,0.0
1976,8.056073141915476e-08,0.0,1.7140580066410394e-09
1977,1.0284368556767731e-07,0.0,0.0
1978,1.045544095745754e-07,0.0,2.3762365408686037e-09
1979,1.0709111109008518e-07,5.851973350345929e-10,1.1703946700691858e-09
1980,8.470874490740243e-08,0.0,2.2740602734216964e-09
1981,1.0626923341305883e-07,0.0,2.5302198114474095e-09
1982,1.2166704266292072e-07,0.0,1.8622506869903077e-09
1983,1.2946398442181817e-07,0.0,1.2630632095778083e-09
1984,1.1656007359306386e-07,0.0,5.799008495621649e-10
1985,8.060847989099784e-08,6.015558051686298e-10,2.4062232206745193e-09
1986,1.1149742817906372e-07,5.994485463567401e-10,1.7983456945813714e-09
1987,9.838414882779034e-08,6.110816852533674e-10,1.2221633705067347e-09
1988,1.0553934970403134e-07,0.0,1.1993107618124554e-09
1989,1.2512919056462124e-07,2.1952488715726304e-09,1.0976244357863152e-09
1990,1.231395145850911e-07,5.44865097484859e-10,5.44865097484859e-10
1991,1.307106742842734e-07,0.0,0.0
1992,9.862799998927585e-08,5.509944167592096e-10,2.2039776670368383e-09
1993,1.5842132938814757e-07,0.0,0.0
1994,1.0444354359151475e-07,0.0,1.5824779264761446e-09
1995,1.0411105222374317e-07,0.0,5.422450821690461e-10
1996,1.2918182790144783e-07,0.0,3.736664311304594e-09
1997,1.352160268197622e-07,4.79489448146353e-10,9.58978896292706e-10
1998,1.1920322862124522e-07,0.0,9.536258449571733e-10
1999,1.6224214505200507e-07,9.140402323914998e-10,9.140402323914998e-10
2000,1.2503029722665815e-07,0.0,8.836062992401139e-10
2001,1.5509489514897723e-07,4.3812117822561447e-10,1.3143635069212678e-09
2002,1.5684773302382382e-07,0.0,1.752488598683044e-09
2003,1.2542437843876542e-07,0.0,1.2500769308587678e-09
2004,1.4579859453078825e-07,0.0,8.809582507929292e-10
2005,1.3781473739982175e-07,4.5037495954858286e-10,4.5037495954858286e-10
2006,1.8201073714863014e-07,8.235779835885637e-10,8.235779835885637e-10
2007,1.4539905635047035e-07,3.994479469415779e-10,1.997239706952314e-09
2008,1.3623807149087952e-07,4.257439678578834e-10,0.0
2009,1.358934866857453e-07,9.53638501499654e-10,4.76819250749827e-10
2010,1.1762244866986293e-07,0.0,4.723793023408973e-10
2011,1.0210005285671286e-07,0.0,1.529588788962144e-09
