year,serait_VERB égale_ADJ,serait_VERB egale_ADJ,serait_VERB légale_ADJ
1800,8.489244152087849e-08,0.0,0.0
1801,7.619784270218588e-08,0.0,0.0
1802,3.1329761895904085e-08,0.0,0.0
1803,1.1507001573818343e-07,0.0,0.0
1804,1.6808586167371686e-07,0.0,0.0
1805,1.5351540127994667e-07,0.0,0.0
1806,1.9019016406218725e-07,0.0,0.0
1807,9.394951661079176e-08,0.0,2.8469551160981155e-09
1808,1.6768947830314573e-07,0.0,0.0
1809,1.4683698168482806e-07,0.0,2.259030518203531e-09
1810,3.135769759410323e-07,4.680253518074551e-09,9.360507036149102e-09
1811,3.6603321973416314e-07,0.0,0.0
1812,2.507175622668001e-07,0.0,2.6672082320544632e-09
1813,2.1280487771946355e-07,0.0,0.0
1814,3.2410775929747615e-07,0.0,0.0
1815,4.126752060074068e-07,0.0,2.697223555614414e-09
1816,6.234354259504471e-07,0.0,0.0
1817,1.401186011662503e-07,1.556873407970727e-09,4.670620334934483e-09
1818,1.096748292184202e-07,1.1921177378582115e-09,5.960588467246453e-09
1819,1.583710655950199e-07,0.0,1.035105001712111e-09
1820,1.18664814863223e-07,1.1866481131050932e-09,0.0
1821,1.0058717947458717e-07,0.0,2.9584463767662328e-09
1822,1.8948414037822658e-07,0.0,5.012807946513931e-09
1823,2.3323140396769304e-07,0.0,2.9648061783404955e-09
1824,1.5831692223855498e-07,0.0,5.894778887238772e-09
1825,1.8491429898404022e-07,0.0,5.283265824829186e-09
1826,3.1356424301520747e-07,0.0,9.688783109140786e-09
1827,2.2029283286428836e-07,9.217273055917019e-10,9.217273166939322e-09
1828,2.1463185362335935e-07,0.0,2.7516904310687096e-09
1829,2.1604404309982783e-07,3.429270423183084e-09,8.57317605795771e-10
1830,1.9621251112766913e-07,0.0,6.262101504006523e-09
1831,1.6058942264862708e-07,0.0,0.0
1832,1.8536057666551642e-07,0.0,6.764984572527055e-09
1833,2.687401945422607e-07,1.1583628500844156e-09,4.6334514003376626e-09
1834,2.6136686415156873e-07,0.0,1.0267983796552471e-08
1835,2.3672464521951042e-07,1.5126175867408165e-09,2.2689263801112247e-09
1836,2.2178474523570912e-07,0.0,8.064899859050456e-09
1837,1.941251639436814e-07,1.3915781860163179e-09,4.174734336004349e-09
1838,3.421191649977118e-07,0.0,3.787297142565649e-09
1839,2.265237952769894e-07,0.0,2.7965900706306e-09
1840,2.3631544365798618e-07,0.0,8.280594876453051e-09
1841,1.7656508077834587e-07,0.0,3.2102742686390684e-09
1842,1.6636496980027005e-07,6.708265054555795e-10,4.695785538189057e-09
1843,2.669923730991286e-07,5.906911071384968e-10,1.2404512972352677e-08
1844,2.9473574159055715e-07,0.0,1.920996517412732e-08
1845,2.2209307815046486e-07,5.580227946389016e-10,8.37034175305007e-09
1846,2.0022395119667635e-07,0.0,2.5759806732139623e-08
1847,3.3653714126558043e-07,0.0,2.2651539310913904e-08
1848,2.9204153406681144e-07,0.0,1.206783295515379e-08
1849,1.340706319297169e-07,0.0,1.8434713311421547e-08
1850,1.547891059772155e-07,6.788996032014438e-10,1.2220192857625989e-08
1851,2.766809359400213e-07,0.0,3.224719336003545e-08
1852,1.5039360334867524e-07,0.0,2.539112742283578e-08
1853,1.6960287041456468e-07,0.0,1.1346670270029335e-08
1854,1.927591455341826e-07,1.0391328908454511e-09,8.832629738719788e-09
1855,1.9211111634831468e-07,0.0,3.714855978387277e-09
1856,2.1537107386393473e-07,0.0,1.0354378465748937e-09
1857,2.2015605338765454e-07,0.0,5.857811125054013e-09
1858,2.1140679962172726e-07,4.893676019968041e-10,8.808616946964776e-09
1859,2.087791131089034e-07,5.092173349652285e-10,1.1202780925145817e-08
1860,2.0643099674089171e-07,0.0,5.492620580582752e-09
1861,2.6079280246449343e-07,4.715963730639317e-10,1.2733101684148096e-08
1862,1.4457556574143382e-07,0.0,5.421583626485926e-09
1863,1.608267865549351e-07,4.994620828036034e-10,5.9935452156878455e-09
1864,1.5582865842134197e-07,1.4384183844029508e-09,4.794727948009836e-10
1865,1.8874446539030032e-07,4.706844358715045e-10,2.8241067262513297e-09
1866,1.5569960964967322e-07,0.0,7.298419202328432e-09
1867,2.1012674267240072e-07,0.0,2.426405742994575e-09
1868,1.8030540616109647e-07,0.0,3.457911734727759e-09
1869,1.9631747250059561e-07,2.9301114867763545e-09,9.767038289254515e-10
1870,3.176662914938788e-07,5.734048791339319e-10,2.2936195165357276e-09
1871,2.432249459616287e-07,0.0,2.1242354542039266e-09
1872,2.3766043000250647e-07,6.047339295989218e-10,7.256807155187062e-09
1873,2.5021498117894225e-07,0.0,1.7958012854535355e-09
1874,1.8939510937343584e-07,0.0,5.974609251779839e-09
1875,1.7393442419688654e-07,1.716458086775674e-09,1.2015206607429718e-08
1876,2.2612096017837757e-07,0.0,2.418405919968336e-09
1877,2.0348043960893847e-07,0.0,3.710889595609501e-09
1878,1.9445865007128305e-07,0.0,1.268208649207736e-08
1879,1.4845660700757435e-07,0.0,2.443730107160036e-09
1880,2.0922178123328194e-07,1.9253538763308597e-09,1.4119262203848848e-08
1881,2.2033124480458355e-07,0.0,2.091752326904839e-09
1882,2.455837204706768e-07,0.0,9.983077475794744e-09
1883,2.395029525814607e-07,6.319338941018771e-10,6.951272890631799e-09
1884,2.237975280650062e-07,0.0,9.902545450302114e-09
1885,1.9530276063051133e-07,1.2891271383708158e-09,4.511945039809007e-09
1886,2.2651657616279408e-07,6.453463874400711e-10,1.2906927748801422e-09
1887,1.2861981701917102e-07,0.0,5.223139698529167e-09
1888,1.1856949555522078e-07,0.0,1.9021844099853524e-09
1889,1.5976098666214966e-07,6.265136742733546e-10,2.5060546970934183e-09
1890,1.7303580079897074e-07,0.0,2.0974036729626278e-08
1891,1.9441371534867358e-07,1.2748440081367107e-09,8.286486163910922e-09
1892,2.2817384603968094e-07,0.0,9.402768341715273e-09
1893,1.459544733961593e-07,6.158416554491453e-10,3.695050043717174e-09
1894,1.531274023136575e-07,0.0,3.780923574225881e-09
1895,1.7453982081860886e-07,6.018614495673091e-10,1.2037228991346183e-09
1896,1.9224314939947362e-07,0.0,2.358811590497112e-09
1897,1.6664401414345775e-07,5.826713556089658e-10,2.9133566670225264e-09
1898,1.9068656342824397e-07,1.13167097914868e-09,1.5277558773618694e-08
1899,1.5643047390767606e-07,5.527578395003729e-10,1.6582735185011188e-09
1900,1.6196085539377236e-07,0.0,6.22926377147337e-09
1901,1.559258180350298e-07,0.0,1.2295225282343836e-08
1902,1.733330208253392e-07,0.0,7.365425602756659e-09
1903,1.5930649510664807e-07,1.0800440541913758e-09,2.7001101354784396e-09
1904,1.7306292932062206e-07,1.0749250378694342e-09,5.374625189347171e-10
1905,1.4759770294858754e-07,0.0,9.28936660926638e-09
1906,1.19345074267585e-07,1.0288369045596824e-09,7.716276506641861e-09
1907,9.771402176284028e-08,0.0,6.1714118260169926e-09
1908,1.753365950207808e-07,4.911389073214423e-10,6.875944702500192e-09
1909,1.83182748969557e-07,5.500983557560346e-10,9.901770070541716e-09
1910,1.4108557877534622e-07,5.344150677544235e-10,8.01622590529405e-09
1911,1.4684232496620098e-07,1.0640748282497725e-09,3.7242617878519013e-09
1912,1.6461771679132653e-07,0.0,8.335073964360618e-09
1913,1.9090762748419365e-07,0.0,4.772690687104841e-09
1914,1.8215142461031064e-07,0.0,7.366418142140674e-09
1915,2.0262910993551486e-07,0.0,1.0602685840410686e-08
1916,1.483307414673618e-07,0.0,5.493730803607377e-09
1917,1.4804672332502378e-07,1.0966424435210342e-09,5.483212106582869e-09
1918,1.573633596763102e-07,0.0,0.0
1919,1.5377106876712787e-07,0.0,1.8415696745321952e-09
1920,2.0975082293261949e-07,7.572231730534895e-10,6.057785384427916e-09
1921,1.5599859182202636e-07,0.0,1.5145494858259667e-09
1922,1.5124767571705888e-07,1.4755870969551665e-09,9.591316185719734e-09
1923,1.6136240788000578e-07,0.0,4.246379248229459e-09
1924,1.2375959101973422e-07,0.0,1.289162443462999e-09
1925,1.3967685674742825e-07,0.0,5.499089184013428e-09
1926,1.248367453854371e-07,1.1146138456652466e-09,1.1146138456652466e-09
1927,1.4716977148054866e-07,2.2298449753321847e-09,3.3447675740205796e-09
1928,1.4625332767082e-07,0.0,1.1426041224282812e-09
1929,1.270006322329209e-07,0.0,2.2280812750352652e-09
1930,1.5440296863289404e-07,1.0503603542488804e-09,6.302162347537887e-09
1931,1.505507043475518e-07,0.0,1.0264820993199919e-08
1932,1.5781732543018734e-07,0.0,1.0959536611565568e-09
1933,1.307655423943288e-07,0.0,2.2941324395731044e-09
1934,1.749310740706278e-07,0.0,5.990790086229936e-09
1935,1.4242257861951657e-07,0.0,8.377798899061872e-09
1936,1.1518478970629076e-07,0.0,6.0623572828433225e-09
