year,serait_VERB égale_ADJ,serait_VERB egale_ADJ,serait_VERB légale_ADJ
1937,1.4227963163193635e-07,1.2591118148108649e-09,8.813782592653752e-09
1938,1.5169301548212388e-07,0.0,1.0372171566075394e-08
1939,1.514111005462837e-07,0.0,6.117620188206274e-09
1940,1.6482589160204952e-07,2.5357829169792012e-09,2.5357829169792012e-09
1941,1.3576911328527785e-07,0.0,0.0
1942,1.1226583751522412e-07,0.0,6.068423541449874e-09
1943,1.6258117341294565e-07,0.0,0.0
1944,1.5423293575622665e-07,0.0,6.4263723231761105e-09
1945,1.0674669681520754e-07,0.0,4.357008087652048e-09
1946,1.3085838190818322e-07,0.0,1.1136883415474585e-08
1947,1.7046845357526763e-07,0.0,2.3841741914054637e-09
1948,1.4133453873910184e-07,0.0,6.523132700664291e-09
1949,1.0995049137818569e-07,0.0,3.9268033269479474e-09
1950,1.6272103664505266e-07,1.0635361480382244e-09,5.317680518146517e-09
1951,1.4392892921932798e-07,0.0,9.595261474260042e-09
1952,1.5184517110355955e-07,4.2179215675730575e-09,4.2179215675730575e-09
1953,1.1527995269489111e-07,0.0,6.464296653518886e-09
1954,1.338837449793573e-07,9.772536113672459e-10,3.9090144454689835e-09
1955,1.5298540745334321e-07,9.385607846468247e-10,7.508486277174597e-09
1956,1.805276355071328e-07,0.0,8.72114158667614e-10
1957,1.4312760754364717e-07,0.0,3.534015080575159e-09
1958,1.6048151962877455e-07,0.0,4.1361216673863055e-09
1959,1.3951346033991285e-07,7.750747821333448e-10,8.525822714489095e-09
1960,1.1696208446210221e-07,0.0,6.920833350854139e-10
1961,9.241051657227217e-08,0.0,9.72742331128984e-09
1962,1.2620493805570732e-07,6.341956404476434e-10,3.170978146727066e-09
1963,1.2802784965515457e-07,0.0,1.2932106496776896e-09
1964,9.12595226054691e-08,6.083968329129164e-10,6.083968440151466e-09
1965,1.1436570446221594e-07,0.0,1.0944086747954884e-09
1966,1.1410494238361935e-07,1.6617224263271169e-09,2.769537488234164e-09
1967,7.789930123180966e-08,0.0,3.944268467392931e-09
1968,8.623518255035378e-08,0.0,2.6948494546985557e-09
1969,8.992680733399538e-08,4.5417578031781147e-10,6.358460868938209e-09
1970,7.817832425871529e-08,0.0,9.657322941336588e-09
1971,9.608802997718158e-08,5.138397485282553e-10,5.138397263237948e-09
1972,9.336867634601731e-08,0.0,1.5390440033513642e-09
1973,7.222296716236087e-08,5.513203782392395e-10,4.410563025913916e-09
1974,7.369499144260772e-08,0.0,7.875800456247362e-09
1975,9.481057361426792e-08,0.0,3.4268881066168433e-09
1976,7.084773301357927e-08,0.0,3.9994687561772935e-09
1977,8.051191002778069e-08,0.0,3.526069214387917e-09
1978,6.653462492067774e-08,0.0,2.3762365408686037e-09
1979,6.963848164787123e-08,5.851973350345929e-10,2.3407893401383717e-09
1980,5.5145960686786566e-08,5.685150683554241e-10,3.97960553399912e-09
1981,6.262293794634388e-08,0.0,3.795329828193417e-09
1982,5.152226734139731e-08,6.207502289967692e-10,1.8622506869903077e-09
1983,5.873243935639039e-08,0.0,3.157658134966823e-09
1984,4.407246478876914e-08,4.059305780401701e-09,7.538710988796993e-09
1985,6.015557829641693e-08,0.0,4.210890747202711e-09
1986,5.035367678374314e-08,5.994485463567401e-10,7.1933827783254856e-09
1987,5.010869941202145e-08,0.0,6.110816741511371e-09
1988,4.017691068725071e-08,0.0,1.798966087207532e-09
1989,5.2137160366783064e-08,0.0,1.6464366536794728e-09
1990,5.0127589190651634e-08,0.0,2.179460389939436e-09
1991,4.278869525364826e-08,0.0,6.4476117778156095e-09
1992,5.509944145387635e-08,0.0,5.509944056569793e-09
1993,4.4867579873653085e-08,0.0,5.539207426075166e-10
1994,5.274926451193096e-08,0.0,3.164955852952289e-09
1995,4.609083248396928e-08,0.0,3.795715741716776e-09
1996,3.6299027783570637e-08,0.0,3.736664311304594e-09
1997,3.979762297490197e-08,0.0,6.233362714880286e-09
1998,6.293930709944107e-08,4.768129224785866e-10,6.675381136744818e-09
1999,4.981519197144735e-08,0.0,6.8553016596695215e-09
2000,4.9040149718848625e-08,0.0,3.97622823555821e-09
2001,3.504969470213837e-08,0.0,4.8193329327261836e-09
2002,3.373540380380291e-08,0.0,1.752488598683044e-09
2003,4.958638299967788e-08,0.0,5.8336921959778465e-09
2004,4.492887129003975e-08,0.0,2.2023955992267474e-09
2005,5.3594618520946824e-08,0.0,6.305249655724765e-09
2006,3.6237430833807593e-08,0.0,3.294311934354255e-09
2007,3.355362920842708e-08,0.0,7.988958938831558e-10
2008,4.38516281064949e-08,0.0,3.405951742863067e-09
2009,3.576144536054926e-08,0.0,2.860915504498962e-09
2010,5.857503282413745e-08,0.0,2.3618964561933353e-09
2011,4.206369297321544e-08,0.0,7.64794394481072e-10
2012,4.1872308287338456e-08,3.404252713057332e-10,1.7021263287730903e-09
2013,3.932666459149914e-08,0.0,1.1156500168141292e-09
2014,3.313131102800071e-08,0.0,3.681256854903836e-09
2015,3.5021891164888075e-08,0.0,1.994917786518613e-09
2016,3.7491254545329866e-08,0.0,4.556948152156792e-09
2017,3.1696703928218994e-08,0.0,1.509366853724714e-09
2018,3.5624239558273985e-08,0.0,1.5488800242380307e-09
2019,3.086695343768042e-08,0.0,3.5713827450933877e-09
