year,fut_VERB en_ADP,fut_VERB lent_ADJ
1850,1.0300943358743098e-05,3.2587180953669304e-08
1851,1.0722837032517418e-05,6.900899762740664e-08
1852,1.0151242349820677e-05,4.231854688896419e-08
1853,1.1790384633059148e-05,6.151089593231518e-08
1854,1.2642610272450838e-05,2.5978321716024766e-08
1855,1.1657748473226093e-05,3.6087172361476405e-08
1856,1.0887629287026357e-05,3.002769588533738e-08
1857,1.2703150787274353e-05,4.78387889302212e-08
1858,1.1725247532012872e-05,3.0830157982109085e-08
1859,1.120074466598453e-05,5.601390640208592e-08
1860,1.1015450581908226e-05,4.851814949802247e-08
1861,1.0236942216579337e-05,5.2818794671338765e-08
1862,1.0955212928820401e-05,6.415540809712184e-08
1863,1.0393805496278219e-05,5.2942979777981236e-08
1864,1.0321610716346186e-05,4.411149845395812e-08
1865,1.0017106433224399e-05,4.8009813014004976e-08
1866,1.0576382919680327e-05,4.525020003143254e-08
1867,9.540141945763025e-06,5.143980175148499e-08
1868,9.943966688297223e-06,4.989272639477349e-08
1869,9.21031733014388e-06,4.737013625799591e-08
1870,1.1174513929290697e-05,5.2179842668920173e-08
1871,7.405084943457041e-06,3.080141297573391e-08
1872,8.55879898153944e-06,3.084143074261192e-08
1873,9.18731984711485e-06,4.070482972906575e-08
1874,8.516804882674478e-06,5.436894312538243e-08
1875,8.896402505342849e-06,5.149374260327022e-08
1876,8.723190148884896e-06,3.808989390563511e-08
1877,8.940151928982232e-06,5.1952454782622226e-08
1878,9.515188139630482e-06,6.401433694236403e-08
1879,8.893344784155488e-06,5.5594860270957724e-08
1880,9.782723282114603e-06,4.6208491255583795e-08
1881,7.927741535240784e-06,2.649552932609822e-08
1882,8.50291962706251e-06,4.9249848643739824e-08
1883,8.122246072161943e-06,3.222862687835004e-08
1884,7.894309419498313e-06,4.15906917794473e-08
1885,7.594892394990893e-06,3.93183761104865e-08
1886,8.048114978009835e-06,4.130216879616455e-08
1887,6.751561159035191e-06,4.1785117588233334e-08
1888,7.5795705924974754e-06,4.057993407968752e-08
1889,7.585827461298322e-06,3.195219733242993e-08
1890,6.498674338217825e-06,4.653614382732485e-08
1891,6.888619736855617e-06,5.099376210182527e-08
1892,6.747426596120931e-06,3.6984221907232495e-08
1893,6.789038252463797e-06,3.94138659487453e-08
1894,6.961940471228445e-06,2.6466464575491955e-08
1895,7.165762326621916e-06,5.2963805785566365e-08
1896,6.985620530031156e-06,5.89702899844724e-08
1897,6.5935091697610915e-06,4.486569338268964e-08
1898,6.745324753865134e-06,4.0740154361174064e-08
1899,6.972487426537555e-06,5.085372123403431e-08
1900,6.876069164718501e-06,4.2047531678690575e-08
1901,6.473995199485216e-06,5.6446264551368586e-08
1902,5.668431640515337e-06,4.959386856739911e-08
1903,6.334998488455312e-06,5.2922157323109786e-08
1904,6.278637101786444e-06,3.9772224624812225e-08
1905,6.326058610284235e-06,4.025391930895239e-08
1906,6.3263182710215915e-06,4.8869754465385995e-08
1907,6.111755283200182e-06,3.754275823553144e-08
1908,6.655914603470592e-06,3.732655784460803e-08
1909,6.98129815646098e-06,4.675835896250646e-08
1910,6.667896741419099e-06,4.382203400155049e-08
1911,6.683454103040276e-06,4.735132819178034e-08
1912,6.884250069560949e-06,5.1052328586820295e-08
1913,6.621843112952774e-06,4.030272293675807e-08
1914,6.427534572139848e-06,5.558297289098846e-08
1915,6.0989004850853235e-06,6.597226587246041e-08
1916,5.90795843891101e-06,5.6036057571873243e-08
1917,6.271698111959267e-06,3.947912929902486e-08
1918,6.573653081431985e-06,4.479686666059024e-08
1919,6.327633400360355e-06,4.1435317399418636e-08
1920,6.111548373155529e-06,5.906340660999376e-08
1921,5.924917786614969e-06,4.1650110915725236e-08
1922,6.239520189410541e-06,5.2383342108441866e-08
1923,6.7060946093988605e-06,4.352538596208433e-08
1924,6.492221928056097e-06,5.0277336072213075e-08
1925,6.624202342209173e-06,3.189471442510694e-08
1926,6.643098458880559e-06,3.4553028882555736e-08
1927,6.496653440990485e-06,7.358488574027433e-08
1928,6.450000455515692e-06,6.170062505361784e-08
1929,6.692042006761767e-06,5.904415445456834e-08
1930,6.504881639557425e-06,5.146765857944047e-08
1931,6.4531509451626334e-06,3.763767608688795e-08
1932,6.371874405886047e-06,4.603005265835236e-08
1933,6.796367415518034e-06,5.6206243215228824e-08
1934,6.387380381056573e-06,5.6313425034204556e-08
1935,6.215129815245746e-06,4.547948151412129e-08
1936,5.72044018554152e-06,3.15242587589637e-08
1937,5.841019628860522e-06,5.791914503561202e-08
1938,5.734514161304105e-06,2.074434313215079e-08
1939,5.583857728197472e-06,4.282334131744392e-08
1940,5.73086936128675e-06,3.550096039361961e-08
1941,5.663933279720368e-06,2.9515025090631752e-08
1942,5.443375812319573e-06,3.6410540360520827e-08
1943,6.172278062877012e-06,3.774205836748479e-08
1944,6.153251433715923e-06,7.711646787811333e-08
1945,6.531155122502241e-06,6.753362669087437e-08
1946,5.994427283440018e-06,5.0115975369635635e-08
1947,6.300180302787339e-06,6.198852986472048e-08
1948,5.678386969520943e-06,6.84928949112873e-08
1949,5.25013592778123e-06,5.890204946013e-08
1950,5.298536962072831e-06,2.9779013033248702e-08
1951,5.583376150752883e-06,3.5182626589858046e-08
1952,5.475916623254307e-06,5.377849987553418e-08
1953,5.299645636114292e-06,4.201792691560513e-08
1954,5.142308509675786e-06,4.10446503451567e-08
1955,4.9105501602753066e-06,4.035811329572425e-08
1956,4.903898116026539e-06,4.360570926564833e-08
1957,5.058942406321876e-06,4.1524678806581505e-08
1958,4.93273864776711e-06,5.9560154141991006e-08
1959,4.751208507514093e-06,5.658045765244424e-08
1960,5.0902731345559005e-06,4.9137916846575536e-08
1961,5.1075917326670606e-06,4.863711566827078e-08
1962,5.190891442907741e-06,5.327243357555744e-08
1963,5.104949195811059e-06,6.207410763181542e-08
1964,5.572915142693091e-06,4.137098486012292e-08
1965,5.571634574152995e-06,6.183409340110302e-08
1966,5.54849111722433e-06,6.092982118843793e-08
1967,5.693058483302593e-06,4.683818843886911e-08
1968,6.139316155895358e-06,5.434613115085085e-08
1969,5.1462657211232e-06,5.5409444144061126e-08
1970,5.110563051857753e-06,3.7709543931896405e-08
1971,5.037684786657337e-06,5.446701223377204e-08
1972,5.108087407279527e-06,4.719735002822745e-08
1973,4.965191237715771e-06,3.3079221140042137e-08
1974,4.37219432569691e-06,3.8816445169231883e-08
1975,4.469233317649923e-06,3.5982324675387645e-08
1976,4.3748473217419814e-06,2.9138986334942274e-08
1977,4.255377916706493e-06,4.58388988988645e-08
1978,4.58910699308035e-06,2.970295653881294e-08
1979,4.401854312163778e-06,4.564539324292127e-08
1980,4.2331630538683385e-06,3.9227540327146926e-08
1981,3.997747171524679e-06,3.28928564385933e-08
1982,4.216756224195706e-06,4.779776929808577e-08
1983,4.175055437372066e-06,4.104955309003344e-08
1984,4.107437689526705e-06,3.595385322796574e-08
1985,4.082157829543576e-06,2.7671566371623157e-08
1986,4.269872079021297e-06,3.8364706966831363e-08
1987,4.07285961046e-06,2.8720839040374813e-08
1988,4.148415882809786e-06,4.017691068725071e-08
1989,4.309273663238855e-06,3.951447880012893e-08
1990,4.168217856204137e-06,4.90378582185258e-08
1991,4.0502723095414694e-06,5.0408601737217396e-08
1992,4.448728759598453e-06,5.4548447536717504e-08
1993,4.3266750253678765e-06,2.6588196533339215e-08
1994,4.171412001596764e-06,4.167192102499939e-08
1995,4.125400664634071e-06,3.958389171998533e-08
1996,4.305171387386508e-06,2.989331449043675e-08
1997,5.28685086464975e-06,3.212579358091716e-08
1998,4.028592229587957e-06,3.671459580800729e-08
1999,4.2132683120144065e-06,2.9249287436527993e-08
2000,4.065914254169911e-06,3.180982588446568e-08
2001,4.088984951522434e-06,2.891599848453552e-08
2002,4.152959718339844e-06,3.373540380380291e-08
2003,4.069416718266439e-06,3.500215228768866e-08
2004,3.904407094523776e-06,3.03930605127789e-08
2005,4.097961664228933e-06,2.657212228029948e-08
2006,4.070534032507567e-06,2.84134404893166e-08
2007,4.022440862172516e-06,3.83470037945699e-08
2008,3.930042566935299e-06,3.15050527888161e-08
2009,3.7659183362848125e-06,4.052963475942306e-08
2010,3.4559270716272295e-06,3.448369056968659e-08
2011,3.2744671898399247e-06,4.512287077318433e-08
2012,3.623827069532126e-06,4.289358557230116e-08
2013,3.7814957067894284e-06,4.239469930666928e-08
2014,4.0764507502899505e-06,4.655707286360666e-08
2015,4.338946382631548e-06,4.987294488500993e-08
2016,4.75268961963593e-06,5.095496646845277e-08
2017,3.3140663617814425e-06,3.672792558973015e-08
2018,3.6594872199202655e-06,4.724084234908332e-08
2019,3.976224434154574e-06,3.979540963428008e-08
