year,devant_VERB imiter_VERB,devant_VERB limiter_VERB
1995,0.0,7.049186012686448e-09
1996,0.0,2.135236876199542e-09
1997,0.0,4.79489448146353e-10
1998,9.536258449571733e-10,5.721755180765342e-09
1999,4.570201161957499e-10,3.6561609850771504e-09
2000,4.4180314962005696e-10,5.3016377954406835e-09
2001,3.5049694258049158e-09,3.06684819206815e-09
2002,8.76244299341522e-10,2.6287327870022636e-09
2003,4.1669229178253886e-10,2.5001538617175356e-09
2004,1.3214374039449694e-09,3.0833537945085254e-09
2005,9.007499190971657e-10,5.854874363109275e-09
2006,4.1178899179428186e-10,9.471146533712727e-09
2007,0.0,1.5977918155218873e-09
2008,8.514879357157668e-10,4.257439734089985e-09
2009,1.907277002999308e-09,2.384096253749135e-09
2010,2.3618964561933353e-09,3.3066551718974324e-09
2011,7.64794394481072e-10,3.4415748029203996e-09
2012,1.0212758416727752e-09,3.744677901096338e-09
2013,5.578250084070646e-10,4.741512515948898e-09
2014,1.7323561474213989e-09,5.846701789380404e-09
2015,1.10828768384863e-09,3.32486305154589e-09
2016,6.214020409345267e-10,4.55694829093467e-09
2017,7.54683426862357e-10,4.2765391228272165e-09
2018,7.744400121190154e-10,4.130346731301415e-09
2019,7.65296326310505e-10,2.04079020349468e-09
