year,fut_VERB également_ADV,fut_VERB egalement_ADV,fut_VERB légalement_ADV
1865,1.5833824136279873e-06,4.706844358715045e-10,4.424433797112215e-08
1866,1.5652676665922627e-06,1.4596839292835284e-09,4.7683005988119476e-08
1867,1.6630584696031292e-06,0.0,5.435148864307848e-08
1868,1.6825210877868813e-06,1.975949626142892e-09,5.0386717020955984e-08
1869,1.5021704484752263e-06,1.953407657850903e-09,2.3440891894210836e-08
1870,1.8085189594785334e-06,1.7202146374017957e-09,5.791389412479475e-08
1871,1.5804312170075718e-06,4.248470908407853e-09,2.7615060460561835e-08
1872,1.5759366078782477e-06,1.2094678591978436e-09,1.3908880269752899e-08
1873,1.607242211321136e-06,1.7958012854535355e-09,3.412022664406322e-08
1874,1.555788230689359e-06,2.9873046258899194e-09,2.9275584623178474e-08
1875,1.4595615311918664e-06,2.8607636259891933e-09,2.460256709468922e-08
1876,1.4830874306426267e-06,6.04601479992084e-10,2.0556450763820067e-08
1877,1.4095195410845918e-06,6.184815992682502e-10,1.6699003069220453e-08
1878,1.710269884824811e-06,6.039088673581716e-10,3.623453181944569e-08
1879,1.3892605466025998e-06,1.221865053580018e-09,1.5273313280772527e-08
1880,1.6994456473184982e-06,1.2835692508872398e-09,2.9522093214495726e-08
1881,1.292005663344753e-06,1.3945015142624584e-09,3.6257038260600893e-08
1882,1.5207555179586052e-06,2.6621540527571597e-09,2.2628309892525067e-08
1883,1.4793572518101428e-06,6.319338941018771e-10,3.6020232130340446e-08
1884,1.5507386024182779e-06,1.9805090900604227e-09,2.3766109080725073e-08
1885,1.5546872873528628e-06,1.2891271383708158e-09,2.8360796378024133e-08
1886,1.6172380128409714e-06,1.2906927748801422e-09,3.291266637006629e-08
1887,1.2835865845772787e-06,1.9586774424595887e-09,2.0239665943222462e-08
1888,1.495116976002464e-06,2.53624587998047e-09,1.1413106904001324e-08
1889,1.4284511280493462e-06,6.265136742733546e-10,4.761503902273034e-08
1890,1.284004270019068e-06,6.554386478008212e-10,3.47382496102e-08
1891,1.374919293084531e-06,1.2748440081367107e-09,2.42220359325529e-08
1892,1.3771921203442616e-06,1.2537024751679837e-09,3.008885940403161e-08
1893,1.4841783695374033e-06,1.2316833108982905e-09,3.510297474917934e-08
1894,1.3775164688922814e-06,3.780923574225881e-09,3.0877544077156927e-08
1895,1.5431727433679043e-06,1.2037228991346183e-09,1.2037228991346183e-08
1896,1.4465412050412851e-06,3.5382172747233653e-09,2.181900704556483e-08
1897,1.3494668564817403e-06,4.078699600285063e-09,1.7480140002135158e-08
1898,1.473435645493737e-06,1.6975064687230201e-09,2.998928039232851e-08
1899,1.5106871842363034e-06,2.2110313580014918e-09,1.9899282222013426e-08
1900,1.5360326415247982e-06,2.07642125715779e-09,1.5054054003371675e-08
1901,1.4737504443473881e-06,2.794369402536745e-09,2.0678333711998675e-08
1902,1.2756917158185388e-06,2.455141867585553e-09,1.2275709337927765e-08
1903,1.4288982583821053e-06,5.400220270956879e-10,2.1600881083827517e-08
1904,1.3898780935051036e-06,0.0,2.6873125946735854e-08
1905,1.4832021406618878e-06,5.160759042333041e-10,2.6835946798087207e-08
1906,1.4846116300759604e-06,3.0865106026567446e-09,1.6975809202790515e-08
1907,1.451310367883707e-06,6.1714118260169926e-09,2.5199932807140613e-08
1908,1.5313711401176988e-06,2.4556945366072114e-09,1.9154416719402434e-08
1909,1.5545779206149746e-06,2.2003934230241384e-09,1.5952851484257735e-08
1910,1.3980297808302566e-06,5.344150677544235e-10,1.1222716089775986e-08
1911,1.4545903468388133e-06,5.320374141248863e-10,2.7133907565257687e-08
1912,1.7654728026172961e-06,1.5628263128064646e-09,2.81308754068732e-08
1913,1.6020331941035693e-06,2.121195885607108e-09,1.6439267724877027e-08
1914,1.5509658624068834e-06,1.3393487430235496e-09,1.1384464038144415e-08
1915,1.5786221183589078e-06,1.1780761921542648e-09,7.068456930880984e-09
1916,1.530553504380805e-06,2.197492410260793e-09,2.197492321442951e-08
1917,1.3192608321332955e-06,2.1932848870420685e-09,1.315970976634162e-08
1918,1.5552553804809577e-06,0.0,1.4932290071101306e-08
1919,1.6546503047720762e-06,3.6831393490643904e-09,1.1970202606903513e-08
1920,1.6575614836256136e-06,7.572231730534895e-10,2.0445025228355007e-08
1921,1.600878817953344e-06,2.2718242842501013e-09,1.741731914250977e-08
1922,1.5316594499381608e-06,2.2133805899215986e-09,2.6560567079059183e-08
1923,1.586022676747234e-06,0.0,1.1677542488541803e-08
1924,1.617898874428647e-06,9.02413699321869e-09,5.156649773851996e-09
1925,1.4847539659967879e-06,2.1996355847875293e-09,2.3096173862313663e-08
1926,1.5270209132722812e-06,5.57306911730393e-09,1.2260752413340015e-08
1927,1.5675809663662221e-06,3.3447675740205796e-09,1.6723836537835268e-08
1928,1.5699380355727044e-06,1.1426041224282812e-09,1.1426041446327417e-08
1929,1.6465520502606523e-06,3.342121912552898e-09,2.4508894469477127e-08
1930,1.75410184510838e-06,1.0503603542488804e-09,1.470504518152893e-08
1931,1.5522690546276863e-06,1.1405356659111021e-09,1.0264820993199919e-08
1932,1.811611355151399e-06,2.1919073223131136e-09,8.767629289252454e-09
1933,2.149602096324088e-06,4.588264879146209e-09,2.7529589274877253e-08
1934,1.792444436432561e-06,4.7926320689839486e-09,1.677421224144382e-08
1935,1.7569441297382582e-06,2.393656828303392e-09,1.555876849579363e-08
1936,1.761721023285645e-06,3.6374143697059935e-09,1.6974599503782883e-08
1937,1.5474483916477766e-06,2.5182236296217297e-09,1.888667711114067e-08
1938,1.5869422895775642e-06,6.482607339819424e-09,1.8151300906765755e-08
1939,1.6012870673876023e-06,6.117620188206274e-09,1.6823456405745674e-08
1940,1.6152937405422563e-06,7.607348528892999e-09,1.2678914806940611e-08
1941,1.2868550811617752e-06,0.0,2.6563522936839945e-08
1942,1.55655061462312e-06,1.2136847082899749e-08,1.517105907566929e-08
1943,1.5474244037250173e-06,5.806470415592457e-09,1.1612940831184915e-08
1944,1.7801050944399321e-06,9.639558484764166e-09,2.2492303131116387e-08
1945,1.930154667206807e-06,4.357008087652048e-09,1.3071024262956144e-08
1946,1.656611402722774e-06,5.568441707737293e-09,2.9234318077442367e-08
1947,1.5687866152802599e-06,4.7683483828109274e-09,1.0728784083369192e-08
1948,1.638393541725236e-06,1.0871887834440486e-09,8.697510267552389e-09
1949,1.9035179548154701e-06,9.817008317369869e-10,1.570721330779179e-08
1950,1.7154837905763998e-06,3.190608444114673e-09,2.6588404367089424e-08
1951,1.7527344198242645e-06,5.330700769690111e-09,8.529121409139861e-09
1952,1.577502644067863e-06,2.1089607837865287e-09,1.8980646387944944e-08
1953,1.7227349644599599e-06,7.54167928107563e-09,9.69644453618912e-09
1954,1.5684920526837232e-06,2.9317608341017376e-09,1.6613311615287785e-08
1955,1.6077545978987473e-06,2.815682353940474e-09,1.9709776921672528e-08
1956,1.584631377227197e-06,2.616342476002842e-09,1.2209598665435806e-08
1957,1.7166478301078314e-06,8.835037701437898e-10,2.738861759610245e-08
1958,1.6577575934206834e-06,2.4816730892496253e-09,1.5717262158432277e-08
1959,1.7090399069275009e-06,6.200598257066758e-09,2.015194411342236e-08
1960,1.78349876023276e-06,4.152500121534786e-09,2.07624992754063e-08
1961,1.6258692312476342e-06,8.33779090214648e-09,1.111705483225478e-08
1962,1.7928711031345301e-06,1.2049716779927166e-08,1.5220695814832652e-08
1963,1.7658791193753132e-06,4.526237162849611e-09,1.8104948651398445e-08
1964,2.116612677127705e-06,5.475571551727398e-09,1.6426714211092985e-08
1965,1.7516010757390177e-06,7.660860390501512e-09,1.0396882466068291e-08
1966,1.6800013327156194e-06,7.200797291773142e-09,1.6617224929404983e-08
1967,1.7423806184524437e-06,4.437302081328198e-09,8.874604162656397e-09
1968,1.9461303963907994e-06,4.940557296606585e-09,1.257596426995633e-08
1969,1.616411623217573e-06,9.083515606356229e-10,1.1354394757745467e-08
1970,1.581041715326137e-06,1.0117195081704722e-08,1.6555409487750694e-08
1971,1.577487978465797e-06,2.569198631618974e-09,6.679916619845017e-09
1972,1.6318997495545773e-06,1.1799337507056862e-08,1.2825367434743384e-08
1973,1.645691327212262e-06,7.718485406371656e-09,1.6539610570021068e-08
1974,1.6724824263292248e-06,5.625571564138454e-09,6.750686232237513e-09
1975,1.6289141058223322e-06,5.711480177694739e-09,1.2565256390928425e-08
1976,1.5769334140713909e-06,3.9994687561772935e-09,1.0284348483935446e-08
1977,1.6437359136034502e-06,1.057820764316375e-08,1.4104276857551667e-08
1978,1.6401972970925272e-06,1.1881182260253809e-08,1.900989232694883e-08
1979,1.6373821836168645e-06,7.022368020415115e-09,1.8141117053005473e-08
1980,1.6327752518918714e-06,5.116635559687666e-09,8.527726080842513e-09
1981,1.5434341094078263e-06,5.060439622894819e-09,1.0753434587229549e-08
1982,1.6766463204476167e-06,5.586751949948621e-09,1.3035754697909852e-08
1983,1.8737542859526002e-06,6.946847541655643e-09,7.57837881337764e-09
1984,1.7460814660807955e-06,7.538710988796993e-09,9.278413592994639e-09
1985,1.8539949451223947e-06,3.609334831011779e-09,1.142956040922627e-08
1986,1.7785638419809402e-06,8.392279760016663e-09,1.7384007122700496e-08
1987,1.7739700979291229e-06,3.0554083707556856e-09,9.166225112267057e-09
1988,1.7300058061664458e-06,5.396898483667201e-09,6.596209356501959e-09
1989,1.7430276102459175e-06,5.488121956886971e-09,8.232182935330457e-09
1990,1.842188908085518e-06,7.628111475810329e-09,9.80757164370516e-09
1991,1.7936083622771548e-06,7.033758464558559e-09,1.4067516929117119e-08
1992,2.0337204205134185e-06,2.2039776670368383e-09,1.2121876835635703e-08
1993,1.9664187220769236e-06,5.539207315052863e-09,9.970573700002205e-09
1994,1.935370619321475e-06,5.274926717646622e-09,1.3714808844156323e-08
1995,2.0176939869998023e-06,4.337960657352369e-09,8.133675954979935e-09
1996,2.3338138817052823e-06,5.3380921904988554e-09,7.473328622609188e-09
1997,2.1001637833251152e-06,2.876936688878118e-09,8.151320507465698e-09
1998,2.0555405626510037e-06,4.291316191284977e-09,1.0489884516573511e-08
1999,2.0428799416549737e-06,4.570201161957499e-10,8.683382013430219e-09
2000,2.0468739876378095e-06,5.743440834038438e-09,8.394259509714175e-09
2001,2.0819518340431387e-06,2.6287270138425356e-09,6.571817756650944e-09
2002,2.20375432036235e-06,6.571832411594869e-09,6.571832411594869e-09
2003,1.982205276362947e-06,6.667076668520622e-09,1.0000615446870142e-08
2004,2.101966401824029e-06,2.2023955992267474e-09,8.80958239690699e-09
2005,2.24286736738577e-06,3.1526248278623825e-09,4.503749373441224e-09
2006,2.1178307179070543e-06,3.294311934354255e-09,7.000412693969338e-09
2007,2.063547981379088e-06,3.994479413904628e-09,7.589511241690161e-09
2008,1.9230853922636015e-06,3.405951742863067e-09,3.8316958494988285e-09
2009,1.9511444406816736e-06,4.76819250749827e-10,1.0966842545201416e-08
2010,1.6722227655918687e-06,4.2514138876015295e-09,3.7790344187271785e-09
2011,1.5479438388865674e-06,3.823971805871906e-09,6.500752380844688e-09
2012,1.3494458244167618e-06,1.3617010852229328e-09,4.425528388196653e-09
2013,1.444487907065195e-06,8.367375126105969e-10,5.857162754807632e-09
2014,1.3514543297787895e-06,0.0,4.547434873103384e-09
2015,1.3088878176858998e-06,4.433150790905671e-10,6.428068743957738e-09
2016,1.2921019560963032e-06,0.0,7.871092222444531e-09
2017,1.2603212553585763e-06,2.515611330355938e-10,2.7671724911471074e-09
2018,1.3578514881373849e-06,5.162933414126769e-10,4.904786798931582e-09
2019,1.2226884109622915e-06,0.0,7.652963596171958e-09
