year,étaient_VERB également_ADV,étaient_VERB egalement_ADV,étaient_VERB légalement_ADV,etaient_VERB également_ADV,etaient_VERB egalement_ADV
1857,1.4493200524157146e-06,4.881509085841174e-10,5.4672902649599564e-08,1.9526036343364694e-09,0.0
1858,1.6129556570376735e-06,9.787352039936081e-10,2.936205589776364e-08,1.9574704079872163e-09,3.4255731584664773e-09
1859,1.6687051811459241e-06,0.0,3.666364989385329e-08,5.092173349652285e-10,0.0
1860,1.6459553080494516e-06,1.373155145145688e-09,4.394096464466202e-08,2.288591927079864e-09,0.0
1861,1.5793762031535152e-06,9.431927461278633e-10,4.102888340185018e-08,4.715963730639317e-10,4.715963730639317e-10
1862,1.595752792127314e-06,4.517986262886353e-10,2.755971628687348e-08,9.035972525772706e-10,4.517986262886353e-10
1863,1.5763023384351982e-06,9.989241656072068e-10,3.3963420520422005e-08,9.989241989138975e-09,9.989241656072068e-10
1864,1.4571178326150402e-06,1.9178911792039344e-09,4.554991406280351e-08,1.9178911792039344e-09,4.794727948009836e-10
1865,1.6083287164292415e-06,9.41368871743009e-10,5.7894187222018445e-08,1.8827377989971694e-09,0.0
1866,1.6158700191226671e-06,9.731225825149181e-10,3.5518972651971126e-08,4.3790516213171315e-09,0.0
1867,1.551443801872665e-06,0.0,3.688136729351754e-08,1.455843445796745e-09,0.0
1868,1.4626966731157154e-06,0.0,6.174842326345242e-08,7.903798282526964e-09,0.0
1869,1.5466105196537683e-06,9.767038289254515e-10,3.7603097524652185e-08,4.883519144627257e-10,4.883519144627257e-10
1870,1.5659687733204919e-06,0.0,2.2362790730312554e-08,5.734048791339319e-09,5.734048791339319e-10
1871,1.4296105064204312e-06,0.0,7.541035529357032e-08,1.0621177271019633e-09,0.0
1872,1.5263484556271578e-06,1.2094678591978436e-09,5.6844989160254045e-08,6.047339295989218e-10,0.0
1873,1.6281932175843394e-06,0.0,5.327543917132971e-08,5.9860043588599865e-09,0.0
1874,1.5587755797241698e-06,1.1949218281515073e-09,3.525019565131515e-08,2.3898436563030145e-09,0.0
1875,1.5825744412722997e-06,1.716458086775674e-09,5.664312041631092e-08,2.2886108563824337e-09,0.0
1876,1.6034031204981147e-06,6.04601479992084e-10,3.506688628363008e-08,1.813804439976252e-09,6.04601479992084e-10
1877,1.3575671573562431e-06,1.2369631985365004e-09,2.9068635498674666e-08,3.7108897066318036e-09,0.0
1878,1.5876763654887327e-06,6.039088673581716e-10,3.804625947623208e-08,1.8117265465633636e-09,0.0
1879,1.5603217207171838e-06,0.0,3.0546626561545054e-08,3.054662633950045e-09,0.0
1880,1.4414482620850322e-06,1.2835692508872398e-09,6.674559926977963e-08,3.8507077526617195e-09,0.0
1881,1.418905299033213e-06,0.0,1.673401861523871e-08,1.3945015142624584e-09,0.0
1882,1.5966269302225555e-06,6.655385131892899e-10,7.254369904785563e-08,1.3310770041741193e-08,0.0
1883,1.2259517916390905e-06,0.0,3.4756364897248204e-08,8.215140678835553e-09,6.319338941018771e-10
1884,1.5078276192070916e-06,0.0,3.300848305798354e-08,9.242375753615306e-09,0.0
1885,1.3097532018946367e-06,6.445635691854079e-10,3.3517306263775026e-08,1.933690763067375e-09,6.445635691854079e-10
1886,1.3242507748145727e-06,0.0,4.130216879616455e-08,3.872078380151578e-09,0.0
1887,1.3181899021219579e-06,0.0,3.656197833379338e-08,3.264462256069578e-09,0.0
1888,1.2395901194395265e-06,0.0,4.9456794215529953e-08,1.268122939990235e-09,0.0
1889,1.3582816791313235e-06,0.0,2.380751951136517e-08,8.144677710042458e-09,0.0
1890,1.208628873428097e-06,1.3108772956016423e-09,4.9813337454907014e-08,3.277193239004106e-09,6.554386478008212e-10
1891,1.2952415318068233e-06,6.374220040683554e-10,4.398211927991724e-08,8.28648560879941e-09,0.0
1892,1.296955247198639e-06,0.0,2.6327752422616868e-08,8.775917326175886e-09,0.0
1893,1.4010397535457741e-06,0.0,5.357822274731916e-08,4.9267333546154646e-09,6.158416554491453e-10
1894,1.3605023241325398e-06,0.0,4.4740929183717526e-08,8.82215522857166e-09,0.0
1895,1.4095595588514698e-06,0.0,4.4537745935713247e-08,6.6204759452404005e-09,0.0
1896,1.2708097756330972e-06,0.0,3.892039046604623e-08,7.66613794667137e-09,5.89702897624278e-10
1897,1.2917823823954677e-06,1.1653427112179315e-09,3.96216535136773e-08,9.905413267397023e-09,1.1653427112179315e-09
1898,1.2301263723202283e-06,1.13167097914868e-09,4.356933303029109e-08,1.1882545170038838e-08,0.0
1899,1.1922986686840886e-06,5.527578395003729e-10,2.3215829259015663e-08,8.291367592505594e-09,5.527578395003729e-10
1900,1.2676551932599978e-06,5.191053142894475e-10,2.2321527737290126e-08,8.305684695564253e-09,5.191053142894475e-10
1901,1.190960233543592e-06,0.0,4.135666742399735e-08,6.14761275219422e-09,1.676621730339889e-09
1902,1.1210178172404994e-06,0.0,3.093478895266344e-08,5.892340837476695e-09,9.820567692386817e-10
1903,1.1815682228188962e-06,0.0,2.3220946943069976e-08,8.100330628479924e-09,5.400220270956879e-10
1904,1.2205773600726388e-06,5.374625189347171e-10,4.568431322127253e-08,1.2361637935498493e-08,0.0
1905,1.1993604402960045e-06,1.0321518084666081e-09,3.044847929345451e-08,1.5998352864698973e-08,0.0
1906,1.1718452697095927e-06,1.0288369045596824e-09,4.372556716703002e-08,5.144184356264958e-09,1.0288369045596824e-09
1907,1.1334826695019729e-06,5.142843373384665e-10,3.3428481316377656e-08,6.1714121590839e-09,0.0
1908,1.1256903462708578e-06,0.0,4.371136341774218e-08,8.349361424464519e-09,4.911389073214423e-10
1909,1.094145659408241e-06,1.6502950117569526e-09,3.245580160182726e-08,1.1001967059609541e-08,5.500983557560346e-10
1910,1.059210717357928e-06,0.0,2.2979847358328698e-08,6.947395769785203e-09,0.0
1911,1.1327076663292246e-06,5.320374141248863e-10,3.298632123005518e-08,1.1704822888702893e-08,0.0
1912,1.0564706371951615e-06,0.0,5.990834495150921e-08,1.0939784189645252e-08,0.0
1913,1.0436283446324524e-06,1.060597942803554e-09,5.3560196278112926e-08,1.0605979705591295e-08,0.0
1914,1.115007876251184e-06,0.0,6.227971738326232e-08,1.4063162190325329e-08,0.0
1915,1.0237481546937488e-06,0.0,4.005459075528961e-08,4.712304657594757e-09,0.0
1916,1.01743898994755e-06,1.0987462051303964e-09,5.7134801778602196e-08,1.7579939504130948e-08,1.0987462051303964e-09
1917,1.0878693501581438e-06,0.0,2.631941953268324e-08,1.4256352209862655e-08,0.0
1918,1.0153956964131794e-06,0.0,4.020231614276781e-08,9.189101035644853e-09,1.1486376294556067e-09
1919,1.2458218634492368e-06,9.207848372660976e-10,6.721729306491397e-08,8.287063535394878e-09,0.0
1920,1.1948981182285934e-06,0.0,8.480899538199083e-08,1.1358347595802343e-08,0.0
1921,1.0420100124974851e-06,0.0,1.817459427400081e-08,7.572747373618682e-09,0.0
1922,1.0107771686307387e-06,0.0,2.8036154731125862e-08,8.853522970309058e-09,7.377935484775833e-10
1923,1.094504227694415e-06,0.0,2.7601466001669905e-08,1.2739137744688378e-08,0.0
1924,1.0906313718805905e-06,1.289162443462999e-09,3.9964035636330664e-08,2.3204924093356283e-08,2.578324886925998e-09
1925,1.116315047511307e-06,1.0998177923937646e-09,1.7597084678300234e-08,2.1996356736053713e-08,2.1996355847875293e-09
1926,1.1179577086295467e-06,3.343841648018042e-09,2.6750733184144337e-08,8.916910765321973e-09,0.0
1927,1.114922497436055e-06,0.0,1.6723836537835268e-08,1.4493992672726108e-08,2.2298449753321847e-09
1928,1.0351993751100963e-06,0.0,4.227635130860108e-08,2.9707706517001498e-08,0.0
1929,1.1017862107109977e-06,0.0,2.1166771446701205e-08,3.5649300400564243e-08,0.0
1930,1.0818711189131136e-06,0.0,1.2604324695075775e-08,3.046045071730674e-08,0.0
1931,1.1291302826066385e-06,0.0,1.9389105432310316e-08,3.079446297959976e-08,0.0
1932,1.1825339925053413e-06,1.0959536611565568e-09,3.1782654730250215e-08,4.164623845781534e-08,3.287861094491973e-09
1933,1.1677134352794383e-06,1.1470662197865522e-09,2.1794258842078307e-08,1.135595526502442e-07,0.0
1934,1.0328121788916178e-06,0.0,2.2765002327673756e-08,3.4746584276490466e-08,3.5944740517379614e-09
1935,1.0496185041120043e-06,1.196828414151696e-09,2.393656828303392e-08,2.6330225111337313e-08,0.0
1936,1.184584561997326e-06,2.424942913137329e-09,2.0612015205756506e-08,3.15242587589637e-08,0.0
1937,1.0274352462147363e-06,0.0,2.0145789036973838e-08,1.2591118370153254e-08,1.2591118148108649e-09
1938,9.99618009700498e-07,0.0,7.779128452511941e-09,3.1116513810047763e-08,2.5930428915188486e-09
1939,9.681133406047593e-07,0.0,2.2941076593951948e-08,2.9058695893979802e-08,1.5294050470515685e-09
1940,1.0092416005136329e-06,0.0,2.5357829613881222e-08,2.028626333583361e-08,2.5357829169792012e-09
1941,1.0861529062822228e-06,0.0,3.246652724442356e-08,2.6563522936839945e-08,0.0
1942,9.679135928308824e-07,0.0,3.3376331032286544e-08,1.2136847082899749e-08,3.034211770724937e-09
1943,1.146777890426165e-06,0.0,1.7419411690866582e-08,1.1612940831184915e-08,0.0
1944,1.1310414720355766e-06,0.0,3.855823393905666e-08,3.2131861615880553e-09,0.0
1945,1.2482828424253967e-06,0.0,1.3071024262956144e-08,1.9606536838523425e-08,0.0
1946,1.1624122180364793e-06,0.0,2.227376683094917e-08,8.352662561605939e-09,4.1763312808029696e-09
1947,1.2195050658192486e-06,1.1920870957027319e-09,2.26496545963073e-08,2.5033829231801974e-08,2.3841741914054637e-09
1948,1.0969735058097285e-06,1.0871887834440486e-09,1.6307831529616124e-08,2.609253058061256e-08,0.0
1949,1.2202541483929963e-06,9.817008317369869e-10,3.435953033203987e-08,3.5341231163776854e-08,3.9268033269479474e-09
1950,9.880251354843494e-07,1.0635361480382244e-09,3.084254984742074e-08,2.1270723182809093e-08,1.0635361480382244e-09
1951,1.1812833236035658e-06,0.0,1.9190522948520083e-08,2.7719645245838365e-08,5.330700769690111e-09
1952,1.241123413819878e-06,1.0544803918932644e-09,2.8470971358274255e-08,2.8470971358274255e-08,3.1634410646574906e-09
1953,1.2917819276481168e-06,0.0,2.1547654327491728e-08,4.201792691560513e-08,1.0773827385790469e-09
1954,1.038820641952043e-06,0.0,4.69081733456278e-08,1.5636057781875934e-08,3.9090144454689835e-09
1955,1.0418024203318055e-06,9.385607846468247e-10,2.0648336374051723e-08,3.660387193349379e-08,1.8771215692936494e-09
1956,1.101480165743851e-06,0.0,2.0058624983221307e-08,3.22682229825233e-08,0.0
1957,1.1079137038905174e-06,0.0,2.297109880089465e-08,3.180613605824334e-08,8.835037701437898e-10
1958,1.086145516637771e-06,0.0,2.1507833736222892e-08,1.737171084759126e-08,8.272243445794913e-10
1959,1.1835392115244758e-06,0.0,2.712761748568937e-08,3.7978666100890734e-08,4.650448914844674e-09
1960,1.195920049212873e-06,0.0,3.18358317485945e-08,1.8686249492194662e-08,6.920833350854139e-10
1961,1.1506151622597827e-06,0.0,2.084447814354462e-08,3.6825242577531725e-08,1.3896318540318475e-09
1962,1.2208265616209246e-06,0.0,1.9660065575521912e-08,3.4246565416840014e-08,1.9025869768540815e-09
1963,1.284158201997343e-06,0.0,2.392439668597035e-08,2.651081842941494e-08,2.5864212993553792e-09
1964,1.1212753179279389e-06,1.8251904432275978e-09,1.8860301764789256e-08,2.981144392455448e-08,1.2167936658258327e-09
1965,1.0889366421906743e-06,0.0,2.0793764932136583e-08,3.83043037288644e-08,3.830430195250756e-09
1966,1.2163808378318208e-06,5.539074754423723e-10,1.8832853498906843e-08,3.988133945309613e-08,5.539074754423723e-10
1967,1.1724338264684775e-06,0.0,2.465167803222812e-08,2.7609878827661305e-08,9.860671168482327e-10
1968,1.268375854124315e-06,4.4914158503495116e-10,1.122853987567396e-08,2.5601069708613977e-08,2.6948494546985557e-09
1969,1.196753146359697e-06,9.083515606356229e-10,2.997560244466513e-08,3.088395261752197e-08,0.0
1970,1.1506009514050675e-06,1.8394900047624674e-09,2.4373242979436327e-08,3.7249672152350755e-08,1.3796175313274261e-09
1971,1.2070095181115903e-06,0.0,1.798439086542203e-08,2.003974941544584e-08,2.0553589941130213e-09
1972,1.2086626384189003e-06,0.0,1.539044092169206e-08,3.33459553303328e-08,3.0780880067027283e-09
1973,1.152810909843538e-06,0.0,2.1501493918663073e-08,3.583582497412863e-08,4.410563025913916e-09
1974,1.1487417168609682e-06,5.625571675160757e-10,2.306484425673716e-08,3.4878542720662153e-08,2.2502286700643026e-09
1975,1.1777071904361947e-06,5.711480177694739e-10,2.1703623787061588e-08,4.454954405375133e-08,2.8557400888473694e-09
1976,1.1507042927405564e-06,1.142705374768127e-09,2.0568696967870892e-08,3.02816915986881e-08,1.142705374768127e-09
1977,1.0854415677385987e-06,1.1753563677885381e-09,2.11564152863275e-08,3.055926500739048e-08,1.7630346071939584e-09
1978,1.1768311196647119e-06,1.7821774056514528e-09,2.7920778578049976e-08,2.1386128423728223e-08,4.752473081737207e-09
1979,1.172735437648953e-06,5.851973350345929e-10,2.3993090181306798e-08,2.9259866751729646e-08,1.1703946700691858e-09
1980,1.1614762343015173e-06,5.685150683554241e-10,1.0233271119375331e-08,1.876099742226245e-08,3.97960553399912e-09
1981,1.2239938769198488e-06,1.2651099057237047e-09,1.4548763971333756e-08,2.7832417925921504e-08,6.325549417596221e-09
1982,1.1794254533015192e-06,2.483000915987077e-09,2.0484757001781873e-08,4.6556266397601576e-08,5.586751949948621e-09
1983,1.2062254199918243e-06,0.0,2.0209011353244932e-08,3.726036368334462e-08,3.157658134966823e-09
1984,1.2328691809671e-06,1.1598016991243298e-09,2.0296528902008504e-08,4.63920681870178e-08,5.799008495621649e-10
1985,1.2614625575224636e-06,6.015558051686298e-10,2.045289804186723e-08,3.609334919829621e-08,1.2031116103372597e-09
1986,1.1737203067241353e-06,0.0,1.978180286243969e-08,3.596691133811447e-08,2.3977941854269602e-09
1987,1.2899934063170804e-06,0.0,2.199894133525504e-08,5.438626837772631e-08,5.49973533381376e-09
1988,1.2784652199115953e-06,0.0,1.5591039570495013e-08,5.5168296542174033e-08,7.795519785247507e-09
1989,1.2628169088202412e-06,0.0,1.4817929994137558e-08,4.225854055572853e-08,2.7440609784434855e-09
1990,1.2793432233593194e-06,1.089730194969718e-09,2.942271493111548e-08,5.5031374235348096e-08,4.90378582185258e-09
1991,1.321174295298988e-06,5.861465202094962e-10,2.05151273746651e-08,3.341035093029632e-08,2.344586080837985e-09
1992,1.3521403161576018e-06,5.509944167592096e-10,2.1488782309120324e-08,5.399745162115721e-08,1.65298330578878e-09
1993,1.3404882110990002e-06,1.1078414852150331e-09,1.606370148010683e-08,4.20979760495932e-08,2.7696036575264316e-09
1994,1.3646234719999484e-06,1.5824779264761446e-09,3.006708126918056e-08,2.690212486111676e-08,2.637463358823311e-09
1995,1.2862053608841961e-06,1.0844901643380922e-09,2.277429267394382e-08,3.253470470809816e-08,2.1689803286761844e-09
1996,1.3916405805503018e-06,0.0,2.5622842514394506e-08,4.003569298305365e-08,2.135236876199542e-09
1997,1.4691556771140313e-06,0.0,2.205651483677684e-08,3.3084771478009145e-08,1.917957792585412e-09
1998,1.402783595949586e-06,0.0,2.8131962537258914e-08,3.2900093316357015e-08,3.337690568372409e-09
1999,1.4738898244104348e-06,4.570201161957499e-10,4.387393204297041e-08,2.422206613061917e-08,9.140402323914998e-10
2000,1.4296749668574193e-06,0.0,2.164835422036049e-08,2.341556648577381e-08,1.7672125984802278e-09
2001,1.417760131516843e-06,0.0,2.1029816110740285e-08,2.4972907297637903e-08,4.3812117822561447e-10
2002,1.4287163594417507e-06,0.0,2.102986229601811e-08,2.234422957769766e-08,8.76244299341522e-10
2003,1.5542622122666216e-06,0.0,2.083461403401543e-08,1.4584229823810801e-08,4.166922806803086e-09
2004,1.498950496170437e-06,1.7619165015858584e-09,2.99525808600265e-08,1.9381081628466745e-08,4.404791253964646e-10
2005,1.5799153061379911e-06,0.0,2.38698731891418e-08,3.467887155217397e-08,2.251874686720612e-09
2006,1.462262730456132e-06,0.0,1.93540827808647e-08,2.5530917102667416e-08,8.235779835885637e-10
2007,1.4787563031859463e-06,7.988958938831558e-10,1.917350189728495e-08,2.4765773432022797e-08,1.5977917877663117e-09
2008,1.4015491842656047e-06,0.0,1.7455501932772677e-08,1.0217855006544596e-08,2.1287198670449925e-09
2009,1.3961267768536345e-06,0.0,2.0503227560197956e-08,1.1443662017995848e-08,4.76819250749827e-10
2010,1.3193554195822799e-06,4.723793023408973e-10,1.2754241218715379e-08,1.5588517143783065e-08,9.447586046817946e-10
2011,1.2905904895887943e-06,0.0,1.2236710311697152e-08,6.500752380844688e-09,3.82397197240536e-10
2012,1.2936160374010797e-06,0.0,1.2936160587173617e-08,8.510632198976964e-09,3.404252713057332e-10
2013,1.3661134516951279e-06,0.0,1.2551062411603198e-08,4.741512515948898e-09,0.0
2014,1.3174568493923289e-06,0.0,1.4291938299493268e-08,6.929424548052232e-09,0.0
2015,1.2512567764133564e-06,0.0,1.3964425171764105e-08,9.087958829923082e-09,0.0
2016,1.292309093514632e-06,2.0713400439298368e-10,1.3256576281150956e-08,4.971216327476213e-09,0.0
2017,1.2052294096065452e-06,0.0,1.106868996458843e-08,5.534344982294215e-09,0.0
2018,1.3630144621856743e-06,0.0,1.626323964387666e-08,4.3884935685412074e-09,2.5814667070633845e-10
2019,1.3140138435119297e-06,0.0,1.1224345897176136e-08,4.3366790158927415e-09,0.0
