year,est_VERB égale_ADJ,est_VERB egale_ADJ,est_VERB légale_ADJ
1878,5.0245216698385775e-06,1.0870359723469392e-08,2.0593292404669228e-07
1879,4.433537469594739e-06,3.0546627449723474e-09,1.0935692529301377e-07
1880,5.238246103544952e-06,5.840239936105718e-08,1.180883728579829e-07
1881,5.052278993389336e-06,5.368830713337047e-08,1.2620239342453488e-07
1882,5.274392606224865e-06,6.655385131892899e-09,1.297800089616885e-07
1883,5.835277534060879e-06,1.3902545781263598e-08,1.2765064738573528e-07
1884,5.746117039961973e-06,1.9144920315739e-08,9.308392545648303e-08
1885,5.7288812058686744e-06,1.5469526104539e-08,1.2826815254385338e-07
1886,5.4183283282327466e-06,1.4842966855610484e-08,1.3165066370390832e-07
1887,5.415090072347084e-06,2.0239665943222462e-08,1.82156995265359e-07
1888,5.4123488553159405e-06,2.028996703984376e-08,1.521747581278987e-07
1889,5.128641078044893e-06,5.6386229019267375e-09,1.196641132850118e-07
1890,4.883673227595864e-06,9.831579994568074e-09,1.1732351801185814e-07
1891,6.40927828499116e-06,2.2309770031370135e-08,1.466070642663908e-07
1892,4.918274953524815e-06,1.2537024751679837e-08,1.4104153134297803e-07
1893,4.9248856157646514e-06,8.005941687372342e-09,1.7058813828185748e-07
1894,4.879912012256682e-06,1.3863386882917439e-08,1.1720862946873467e-07
1895,4.868457381235203e-06,1.2037228991346183e-08,1.2037228747097117e-07
1896,5.3892949836154e-06,8.255840455717589e-09,1.1911998187841277e-07
1897,4.944549345964333e-06,6.992056267307589e-09,1.4450249263830983e-07
1898,5.42862562724622e-06,1.5277558773618694e-08,1.2165462681679173e-07
1899,4.442514637048589e-06,1.1055156790007459e-08,1.2160672113736837e-07
1900,4.964203981216997e-06,1.1939421895590385e-08,1.1524138265883721e-07
1901,5.28471173311118e-06,2.0119459875900247e-08,1.6207343112029093e-07
1902,5.511793460755143e-06,1.3748794991386148e-08,1.3896103334687382e-07
1903,4.905560217594029e-06,1.0800440541913758e-08,1.7550716080450002e-07
1904,5.208549282542663e-06,8.599400302955473e-09,1.3651547892123972e-07
1905,5.021418473916128e-06,1.0837593933388234e-08,1.5637100325704978e-07
1906,5.1050888032477815e-06,1.2346042410626978e-08,1.2346042210786834e-07
1907,4.981357960787136e-06,1.337139288182243e-08,1.7074240332703994e-07
1908,4.8676774895284325e-06,4.469363901193901e-08,1.4734167574914636e-07
1909,4.9937930270971265e-06,2.0903737407707013e-08,1.7768177063004487e-07
1910,4.8150795919355005e-06,1.3894791983659616e-08,1.5979010647981795e-07
1911,5.462427907332312e-06,1.2236860413850081e-08,1.5269473419010637e-07
1912,4.994793016521726e-06,1.8753915753677575e-08,1.9587423594202846e-07
1913,5.366625373426359e-06,1.484837142129436e-08,1.5219580173919667e-07
1914,5.431728823168669e-06,3.1876498951532994e-07,1.4397999503756864e-07
1915,4.084390184289077e-06,1.1780762143587253e-08,1.9320449951010232e-07
1916,5.054232588008745e-06,1.7579939282086343e-08,1.3734328052628086e-07
1917,4.307611561671365e-06,2.0836205649743533e-08,1.2830716045186819e-07
1918,5.394002528191777e-06,1.1486376294556067e-08,1.4013379701083295e-07
1919,5.140741905051982e-06,1.1049418269237776e-08,1.0773182801404602e-07
1920,5.573162525251973e-06,1.2872794385998532e-08,1.6734631813619671e-07
1921,5.78330718781217e-06,1.2873671018098776e-08,1.0829028618264402e-07
1922,4.753603661811212e-06,1.1804696775641332e-08,1.423941542455509e-07
1923,6.012873200234026e-06,2.0170300985000722e-08,1.2845296915031668e-07
1924,5.58465171707212e-06,2.4494086758863887e-08,1.0828964747133796e-07
1925,4.699521468864987e-06,8.798542339150117e-09,1.0118323667818174e-07
1926,5.559693818213418e-06,1.2260752413340015e-08,8.471064916193427e-08
1927,4.230015747452853e-06,1.2264147031260109e-08,1.0591763688339029e-07
1928,4.372745934233535e-06,1.4853853258500749e-08,1.211160358671748e-07
1929,4.662259925680701e-06,1.2254447234738564e-08,9.023728808621456e-08
1930,5.294866696203826e-06,9.453243521306831e-09,9.768351505456963e-08
1931,4.1971711652877275e-06,1.4826963656844327e-08,1.3344266935888527e-07
1932,4.463819095690269e-06,1.2055489939655217e-08,7.014103098335056e-08
1933,5.6986250456247944e-06,1.0094182556485976e-07,8.947116469926186e-08
1934,5.0047060540237e-06,8.38710612072191e-09,1.0423975105311456e-07
1935,5.457537554320879e-06,1.6755597798123745e-08,1.0771455372093897e-07
1936,4.6280033529910725e-06,1.2124714565686645e-08,1.3094691553305893e-07
1937,4.88535397380474e-06,1.1332006444320086e-08,1.2087473555411066e-07
1938,5.250911726761842e-06,1.1668692678767911e-08,6.871563584809337e-08
1939,5.282564870867645e-06,2.141167065872196e-08,1.0094073132904668e-07
1940,6.430745543184457e-06,4.564409294971483e-08,1.749690170527174e-07
1941,6.354584911605343e-06,1.1806010391524069e-08,8.854507882460894e-08
1942,5.5677787713648286e-06,2.730790527039062e-08,1.18334261056674e-07
1943,4.984854967915453e-06,8.709705845433291e-09,7.258088174921795e-08
1944,5.468843028211268e-06,6.4263723231761105e-09,7.390327994016843e-08
1945,5.8405694289831445e-06,1.3071024262956144e-08,5.446259976338297e-08
1946,6.157304596854374e-06,3.062643116891195e-08,8.770295778504078e-08
1947,6.487337941507576e-06,1.3112957830685446e-08,8.583026800401683e-08
1948,6.077385478420183e-06,6.523132700664291e-09,1.0980606801602733e-07
1949,5.754730409535114e-06,1.570721330779179e-08,1.1780409714390316e-07
1950,6.156810741231311e-06,3.509669355139522e-08,1.1805251332042133e-07
1951,5.865903403901029e-06,4.477788806411809e-08,8.742349422163898e-08
1952,6.877321084175492e-06,2.003512733494972e-08,1.2653764036585358e-07
1953,6.125998424977297e-06,4.3095309543161875e-09,1.1635733843107232e-07
1954,5.957338089501718e-06,1.5636057781875934e-08,1.0554339024970716e-07
1955,5.588191015704069e-06,2.7218263198847126e-08,1.1168873070843688e-07
1956,5.7882216424332e-06,1.744228228517386e-08,1.0029313179948929e-07
1957,5.760444764746353e-06,1.501956425897788e-08,1.0336993927495541e-07
1958,6.007302999933017e-06,1.7371711180658167e-08,8.685855812373688e-08
1959,5.626267920888495e-06,2.4802393028267034e-08,9.45591207557328e-08
1960,5.838414836034644e-06,2.6991250123842292e-08,8.37420823796009e-08
1961,5.76280308450805e-06,4.307858603169734e-08,9.102088432966227e-08
1962,5.782595962955384e-06,3.297817485758969e-08,1.0083710932917711e-07
1963,6.3056950239115395e-06,1.3578711488548834e-08,6.53071410283701e-08
1964,5.5218097259057686e-06,6.692365417393376e-08,8.700074416445602e-08
1965,5.443588634079788e-06,1.3898990403049538e-07,8.262785744506118e-08
1966,5.515810698852874e-06,1.8278946356531378e-08,7.86548588482816e-08
1967,5.171922111912863e-06,1.3311906243984595e-08,9.515547549909797e-08
1968,4.927532245346811e-06,1.9313088017725022e-08,6.871866520263836e-08
1969,4.515415639616549e-06,2.2708789515490935e-08,6.767218807546271e-08
1970,4.7311682465078775e-06,1.74751555448438e-08,6.576176475592277e-08
1971,4.752503627969418e-06,2.8775026805760717e-08,6.114693196224152e-08
1972,4.721787263406441e-06,1.9494558856081312e-08,8.054330602469406e-08
1973,4.170738520770101e-06,3.252790392593852e-08,6.50558039105853e-08
1974,4.265308234607801e-06,4.5567130513290977e-08,8.550868646484133e-08
1975,4.478371465665987e-06,1.393601110066811e-07,6.28262806223745e-08
1976,4.141735644225264e-06,4.913633233627479e-08,7.941802238065065e-08
1977,3.7176521345827496e-06,1.0284368556767731e-07,8.638869530841475e-08
1978,3.445542915869737e-06,1.0099005187669263e-08,7.009897573517776e-08
1979,3.4128709103242727e-06,3.2185852205657284e-08,7.432006299268323e-08
1980,3.2592968182143522e-06,1.819248218737357e-08,8.527726369500499e-08
1981,3.5549587664718274e-06,1.5813874654213578e-08,8.349725671985553e-08
1982,3.455095793469809e-06,1.2415004135846175e-08,8.255977701487893e-08
1983,3.0540868465323e-06,1.515675762675528e-08,7.515225775023282e-08
1984,3.464327619440155e-06,2.3196033538397387e-08,8.814492957753828e-08
1985,3.5569994452089304e-06,2.4062231318566774e-08,1.058738239301249e-07
1986,3.2190387173614e-06,3.1770774455708306e-08,8.572114040816814e-08
1987,2.9735235784755787e-06,3.0554083707556856e-08,8.860684702627353e-08
1988,3.1967629183782265e-06,1.9188972188999287e-08,8.814934204792735e-08
1989,3.0009052807145054e-06,3.128229764115531e-08,1.0701838315529955e-07
1990,3.6740252653544303e-06,2.397406362319998e-08,9.15373354892779e-08
1991,2.584320100140758e-06,2.05151273746651e-08,7.795748457883889e-08
1992,2.813377477650647e-06,3.4161654838271716e-08,8.540413176660877e-08
1993,2.6704519768827595e-06,9.970573700002205e-09,8.530379186355574e-08
1994,2.6754428290587384e-06,6.857404422078162e-09,8.070637835810857e-08
1995,2.833230610121973e-06,1.626735190995987e-08,9.380839571804245e-08
1996,2.6839927613764303e-06,5.871901187504136e-09,8.274042739842002e-08
1997,2.4362859676330118e-06,1.3425704992187093e-08,8.486963409826132e-08
1998,2.3926472749735694e-06,9.059445638115449e-09,9.822345892196438e-08
1999,2.2599645035370486e-06,8.226361813967742e-09,9.368912401441776e-08
2000,2.5973606625484535e-06,9.277866475088103e-09,1.0956718199395254e-07
2001,2.474508391969721e-06,4.8193329327261836e-09,9.156732366788489e-08
2002,2.4293872229463886e-06,7.448076377869484e-09,1.0339682621207658e-07
2003,2.654746594998869e-06,6.250384210204629e-09,1.3167476708986214e-07
2004,2.4226351342804264e-06,1.9381081628466745e-08,1.0351259707719329e-07
2005,2.5063366138056153e-06,4.503749373441224e-09,7.701411874894148e-08
2006,2.7001003672921797e-06,1.6471559671771274e-09,9.512325505056651e-08
2007,2.3727207008050755e-06,5.192823504529542e-09,9.74653005525461e-08
2008,2.9644552341778763e-06,5.5346713878634546e-09,8.259432798807254e-08
2009,2.6978432288160548e-06,4.76819250749827e-09,8.582746624519189e-08
2010,3.4918277833639877e-06,6.140930874920514e-09,8.691779385117115e-08
2011,2.864537464120076e-06,7.647943611743813e-09,1.1663114207749459e-07
2012,3.0165083444444463e-06,1.7021263287730903e-09,1.119999168963659e-07
2013,2.8736355943692615e-06,7.530637446961919e-09,1.230004187391387e-07
2014,2.5151646241283743e-06,6.496335691608124e-10,1.1303624153358172e-07
2015,2.967107775475597e-06,1.329945265027277e-09,1.1459695095639155e-07
2016,2.9137540877854917e-06,6.214020409345267e-10,1.1785924813878523e-07
2017,2.9787354378640885e-06,5.031222660711876e-10,1.5018198951111117e-07
2018,2.826447826009826e-06,0.0,1.277826027212825e-07
2019,2.7361895718058804e-06,0.0,1.1377405684243058e-07
