year,seront_VERB en_ADP,seront_VERB lents_ADJ
1909,2.450688270982937e-06,1.4852655993990993e-08
1910,2.2504218577523716e-06,8.550641084070776e-09
1911,2.1696484964195406e-06,6.384448969498635e-09
1912,2.24526047531981e-06,1.614920641657136e-08
1913,2.1652106170222396e-06,1.5378670781274195e-08
1914,2.1014382127759745e-06,2.1429579888376793e-08
1915,2.2159613308758708e-06,1.4136913861761968e-08
1916,2.0986053641536273e-06,6.592477230782379e-09
1917,2.2086378521635197e-06,1.2063066989753679e-08
1918,2.1984924387652427e-06,9.189101035644853e-09
1919,2.394961256868555e-06,1.3811772170413406e-08
1920,2.101294285239419e-06,8.329454459499175e-09
1921,2.120369344993378e-06,1.060184651180407e-08
1922,2.0577062969096005e-06,2.1396012073182646e-08
1923,2.285613618369098e-06,8.492758496458919e-09
1924,2.0871539163636044e-06,2.0626599095407983e-08
1925,1.911483423100435e-06,9.898360353588487e-09
1926,2.1701532659790246e-06,4.458455382660986e-09
1927,1.801714688554057e-06,1.6723836537835268e-08
1928,1.9789904399658553e-06,1.0283437212876834e-08
1929,2.0754578144988045e-06,2.0052731031228177e-08
1930,1.8444327452016296e-06,9.453243521306831e-09
1931,2.2012338831700617e-06,1.3686427990933225e-08
1932,2.1097107492096256e-06,1.9727165678773417e-08
1933,2.2792205527366605e-06,1.1470662641954732e-08
1934,2.0081129150639754e-06,2.2765002327673756e-08
1935,2.0034908629895654e-06,4.787313656606784e-09
1936,1.7799080751501606e-06,8.487299751891442e-09
1937,1.988137455555261e-06,7.554670666820584e-09
1938,1.9214448911952786e-06,1.2965214679638848e-08
1939,1.7679922166280448e-06,6.117620188206274e-09
1940,1.8891582840296905e-06,7.607348528892999e-09
1941,1.6528414334970876e-06,5.9030051957620344e-09
1942,1.4230453189156833e-06,1.517105907566929e-08
1943,1.5271017446139012e-06,8.709705845433291e-09
1944,1.6130194353536353e-06,0.0
1945,1.8756919644147274e-06,8.714016175304096e-09
1946,1.77494075614959e-06,1.1136883415474585e-08
1947,1.814356551221863e-06,5.960435700558264e-09
1948,1.5264130297509837e-06,1.0871888278529696e-08
1949,2.057644906017231e-06,1.7670615193310368e-08
1950,1.761215912665648e-06,2.1270722072586068e-08
1951,1.5107206081665936e-06,6.396841278899501e-09
1952,1.5954287846398074e-06,6.326882129314981e-09
1953,1.539579898235388e-06,1.2928593307037772e-08
1954,1.666217372076062e-06,1.3681550115052232e-08
1955,1.5026357687020209e-06,1.220129064449793e-08
1956,1.4843383269180777e-06,8.72114158667614e-10
1957,1.6168119145731907e-06,1.767007518083119e-08
1958,1.695809942248161e-06,1.3235589513271862e-08
1959,1.7555444173922297e-06,7.750747599288843e-09
1960,1.684530843704124e-06,1.1073333361366622e-08
1961,1.7898457826959202e-06,1.250668635321972e-08
1962,1.702181066320918e-06,1.2049716779927166e-08
1963,1.5078836668180884e-06,1.4225316924409981e-08
1964,1.7156791045636055e-06,7.300761772910391e-09
1965,1.8927797782453126e-06,1.3132904541635071e-08
1966,1.6096551007649396e-06,1.1078149952936656e-08
1967,1.8424664176563965e-06,8.381570104631919e-09
1968,1.6887723859326798e-06,1.2126823101255013e-08
1969,2.6006105144915637e-06,8.629339909305145e-09
1970,2.0565498743962962e-06,1.3796174869185052e-08
1971,1.7326676697848598e-06,1.2332153964678128e-08
1972,1.7201382433995605e-06,9.747279428040656e-09
1973,1.768635797816387e-06,7.718485406371656e-09
1974,1.8440623534843326e-06,1.2376257352286757e-08
1975,1.599785605321813e-06,7.4249242310031605e-09
1976,1.5975020914993365e-06,1.199840671262109e-08
1977,1.593195520399604e-06,7.639816779203557e-09
1978,1.5623754734406248e-06,8.910887139279566e-09
1979,1.4536301478074165e-06,1.345953837272873e-08
1980,1.5270314861481893e-06,1.989802811408481e-08
1981,1.3846628235114622e-06,1.2018544381930951e-08
1982,1.496008053436526e-06,1.6760255405756652e-08
1983,1.4291559864432202e-06,1.5788289786655696e-08
1984,1.3633468824991724e-06,8.118611560803402e-09
1985,1.4461401178778033e-06,1.4437339324047116e-08
1986,1.361947056466306e-06,9.591176741707841e-09
1987,1.412209826412436e-06,1.3443797186596385e-08
1988,1.4385732356458902e-06,1.3192418713003917e-08
1989,1.5449063539563213e-06,1.3171493229435782e-08
1990,1.388316263728484e-06,1.2531897297662908e-08
1991,1.3926841120337485e-06,8.7921980806982e-09
1992,1.3548952892961097e-06,5.509944056569793e-09
1993,1.3183313285480835e-06,1.3294098266669607e-08
1994,1.4110428310232237e-06,8.967375286772494e-09
1995,1.4217665693649906e-06,1.3013881527967897e-08
1996,1.2597897693922278e-06,1.1209993822092201e-08
1997,1.391478349432873e-06,1.1507746755512471e-08
1998,1.3646385923493654e-06,4.291316191284977e-09
1999,1.2979371604160406e-06,6.8553016596695215e-09
2000,1.3978651622892357e-06,8.83606254831193e-09
2001,1.250835907740111e-06,6.133696661692056e-09
2002,1.3721985396841774e-06,7.448076377869484e-09
2003,1.2909126780868974e-06,9.167230530238157e-09
2004,1.3011753026148654e-06,8.369103632333008e-09
2005,1.1907914085895754e-06,1.0358624180639708e-08
2006,1.2246604228494107e-06,1.0294725072412803e-08
2007,1.2594593954418087e-06,5.192823504529542e-09
2008,1.1605781082835165e-06,8.089135583588813e-09
2009,1.2726305840260466e-06,1.2397300963584712e-08
2010,1.1412683988965e-06,4.2514138876015295e-09
2011,1.1735769476217683e-06,4.206369030868018e-09
2012,1.121020432037767e-06,6.468080293586809e-09
2013,1.0579151421552524e-06,7.530637446961919e-09
2014,1.0162434591620695e-06,4.547434873103384e-09
2015,1.0420120588605641e-06,4.211493376260478e-09
2016,1.0930461940006353e-06,4.764082017771898e-09
2017,1.2215808737892075e-06,5.0312225496895735e-09
2018,1.0271655810356606e-06,4.904786798931582e-09
2019,1.037996867125912e-06,1.7856913725466939e-09
